"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"PTCH1",5.24559,0.346342,0.166247,1.919393,42,25,29,"Ptch1",1.261924,1.762234,1.731144,197,176,161,1.58510066666667,1.12931501571441
"PTCH2",0.097495,0.115205,0.020935,0.0778783333333333,8,11,2,"Ptch2",0.217306,0.130553,0.209866,11,10,15,0.185908333333333,0.908905269519145
"PTCHD1",0.038087,0.080668,0.042149,0.0536346666666667,10,22,11,"Ptchd1",0.063559,0.012222,0.025941,1,1,1,0.0339073333333333,1.01908036890476
"PTCHD3",0.014402,0,0,0.00480066666666667,1,0,0,"Ptchd3",0.021934,0.044911,0.039887,2,4,3,0.0355773333333333,0.970280667917284
"PTCHD4",0.305567,0.107284,0.056664,0.156505,17,6,3,"Ptchd4",0,0,0,0,0,0,0,1.156505
"PTCRA",0,0,0.085071,0.028357,0,0,1,"Ptcra",0.047193,0,0.036157,2,0,1,0.0277833333333333,1.00055815914509
"PTDSS1",18.030979,17.917488,13.934717,16.627728,657,623,513,"Ptdss1",13.809414,13.820448,15.070348,575,593,456,14.2334033333333,1.15717595170788
"PTDSS2",35.191148,23.250246,21.152026,26.53114,821,653,593,"Ptdss2",8.897753,8.53192,8.814539,210,205,142,8.74807066666667,2.82426553329596
"PTEN",23.609001,15.691989,10.989515,16.7635016666667,444,519,308,"Pten",5.226066,6.526505,5.565305,1358,1318,913,5.77262533333333,2.62283838133474
"PTER",2.390957,0.882085,0.520047,1.264363,65,55,33,"Pter",2.032561,2.125176,3.083857,103,94,98,2.41386466666667,0.663284348120029
"PTF1A",0,0,0,0,0,0,0,"Ptf1a",0,0,0,0,0,0,0,1
"PTGDR",0,0,0,0,0,0,0,"Ptgdr",0.009472,0.012391,0.01465,1,1,1,0.012171,0.987975351990919
"PTGDR2",0,0.017288,0.017009,0.0114323333333333,0,1,1,"Ptgdr2",0,0,0.016015,0,0,1,0.00533833333333333,1.00606164094011
"PTGDS",5.490387,2.124045,4.189841,3.93475766666667,60,25,54,"Ptgds",116.573942,113.7516,109.380381,2004,1844,1281,113.235307666667,0.0431981824837034
"PTGER1",0,0.051956,0,0.0173186666666667,0,1,0,"Ptger1",0.049234,0.018491,0.017075,8,3,2,0.0282666666666667,0.989352956431535
"PTGER2",0,0,0,0,0,0,0,"Ptger2",0.00814,0.026957,0,1,3,0,0.011699,0.988436283914485
"PTGER3",0.106163,0.078616,0.123159,0.102646,5,4,6,"Ptger3",0,0.017301,0,0,2,0,0.005767,1.09632350236188
"PTGER4",0.040011,0.047172,0.015601,0.0342613333333333,1,3,1,"Ptger4",0.349086,0.35787,0.432492,36,29,32,0.379816,0.749564676256351
"PTGES",0.055792,0.02749,0.060784,0.048022,2,1,2,"Ptges",0.279019,0.043922,0.191504,14,5,5,0.171481666666667,0.894612378341388
"PTGES2",73.110603,87.689387,38.854126,66.551372,992,832,709,"Ptges2",10.458771,10.959556,14.592366,346,355,301,12.0035643333333,5.19483506740062
"PTGES3",39.579415,39.46062,31.203005,36.74768,807,1121,699,"Ptges3",12.592926,10.588145,10.464248,624,486,383,11.2151063333333,3.09024571460273
"PTGES3L",32.874715,31.476076,27.83288,30.7278903333333,538,522,453,"Ptges3l",23.025271,26.317995,30.059576,248,226,221,26.467614,1.15510179855205
"PTGFR",0,0,0,0,0,0,0,"Ptgfr",0.797914,1.704146,2.233296,55,53,28,1.578452,0.387829596982996
"PTGFRN",42.281852,50.536719,37.580625,43.4663986666667,1448,1185,1007,"Ptgfrn",4.064206,4.189951,4.810425,500,587,444,4.35486066666667,8.30393196660828
"PTGIR",0.146467,0.101652,0.243571,0.163896666666667,4,4,4,"Ptgir",0.525086,0.444054,0.528273,50,43,39,0.499137666666667,0.77637744187603
"PTGIS",0.169759,0.170468,0.169726,0.169984333333333,21,20,20,"Ptgis",1.195242,1.817202,1.757899,81,108,78,1.59011433333333,0.451711462415494
"PTGR1",7.757571,7.01615,6.163496,6.97907233333333,153,135,112,"Ptgr1",0.342517,0.352729,0.236026,24,23,12,0.310424,6.08892414465344
"PTGR2",9.179369,10.444765,5.651855,8.42532966666667,291,292,223,"Ptgr2",46.54386,51.175371,53.717579,2539,2349,2164,50.4789366666667,0.18309099365624
"PTGS1",0.35848,0.158079,0.109672,0.208743666666667,17,12,9,"Ptgs1",1.107246,1.300771,1.274221,81,89,49,1.22741266666667,0.5426671423556
"PTGS2",1.206291,0.489126,0.315494,0.670303666666667,36,26,19,"Ptgs2",0.092561,0.273601,0.068477,13,14,7,0.144879666666667,1.45893382099254
"PTH",0,0,0,0,0,0,0,"Pth",0,0,0,0,0,0,0,1
"PTH1R",25.574731,19.017512,22.167149,22.2531306666667,522,370,434,"Pth1r",0.495619,0.532588,0.697209,31,29,32,0.575138666666667,14.7625927537385
"PTH2",0,0,0,0,0,0,0,"Pth2",0,0,0,0,0,0,0,1
"PTH2R",0.079243,0,0,0.0264143333333333,1,0,0,"Pth2r",0,0,0,0,0,0,0,1.02641433333333
"PTHLH",0.868855,1.080845,1.285128,1.078276,18,21,17,"Pthlh",0.099502,0.105913,0.038415,5,5,1,0.0812766666666667,1.9220575677517
"PTK2",50.097583,34.851157,21.805795,35.584845,1093,847,691,"Ptk2",7.583296,8.333533,6.130094,330,342,297,7.34897433333333,4.38195681760989
"PTK2B",2.194282,0.461942,0.328703,0.994975666666667,43,28,27,"Ptk2b",0.526103,0.68435,0.74907,60,77,65,0.653174333333333,1.20675456087208
"PTK6",0.28554,0.130948,0.122239,0.179575666666667,18,8,7,"Ptk6",0.016397,0,0.011379,2,0,1,0.00925866666666667,1.16875455780084
"PTK7",26.911524,18.209065,14.779768,19.9667856666667,928,688,526,"Ptk7",0.276329,0.238385,0.316069,41,34,33,0.276927666666667,16.4197128889838
"PTN",13.976854,11.076989,11.118801,12.057548,295,242,246,"Ptn",0.254632,0.270935,0.466474,12,11,16,0.330680333333333,9.81268579155374
"PTOV1",117.475863,127.858934,113.492916,119.609237666667,1291,1212,979,"Ptov1",86.576772,100.747578,102.794278,600,602,538,96.7062093333333,1.23440709131594
"PTP4A1",17.678747,13.10455,10.603255,13.7955173333333,323,511,358,"Ptp4a1",0.625748,0.211366,0.415658,66,5,42,0.417590666666667,10.4370871516272
"PTP4A1",17.678747,13.10455,10.603255,13.7955173333333,323,511,358,"Ptp4a1",0.625748,0.211366,0.415658,66,5,42,0.417590666666667,10.4370871516272
"PTP4A2",92.559547,73.067207,65.104115,76.9102896666667,1469,1321,1155,"Ptp4a2",35.084264,40.007623,36.83667,2398,2124,1911,37.309519,2.033705765574
"PTP4A3",104.830924,102.06816,84.809708,97.236264,2656,2327,1958,"Ptp4a3",41.311087,41.039644,47.553859,2469,2309,1931,43.30153,2.21744630490188
"PTPA",61.409511,56.587098,51.274325,56.4236446666667,2261,2062,1811,"Ptpa",25.786734,35.845251,94.306836,551,553,533,51.979607,1.08388204288995
"PTPDC1",1.717811,1.27188,1.121502,1.37039766666667,130,93,83,"Ptpdc1",0.550099,0.591915,0.478452,81,54,50,0.540155333333333,1.53906402514378
"PTPMT1",15.203299,13.324375,12.821708,13.7831273333333,390,339,295,"Ptpmt1",7.547072,6.684427,6.026179,132,137,102,6.75255933333333,1.90687058269531
"PTPN1",7.337065,6.701025,6.121948,6.72001266666667,574,498,445,"Ptpn1",2.243796,1.578524,1.940367,196,202,174,1.92089566666667,2.64302924434024
"PTPN11",18.313323,12.006148,10.288679,13.53605,1913,1396,1217,"Ptpn11",16.197557,17.921057,18.416625,3005,2890,2241,17.5117463333333,0.785233858451568
"PTPN12",28.502964,29.026311,29.964442,29.1645723333333,327,298,235,"Ptpn12",6.149552,8.237779,6.848572,296,285,231,7.07863433333333,3.73387024201244
"PTPN13",1.250253,0.823177,0.430314,0.834581333333333,189,125,64,"Ptpn13",0.135895,0.217634,0.213587,37,55,42,0.189038666666667,1.54291141639352
"PTPN14",2.031187,1.185089,0.976895,1.39772366666667,228,145,119,"Ptpn14",1.602841,1.703235,2.215716,469,465,410,1.84059733333333,0.844091360127072
"PTPN18",4.356783,3.608986,1.643142,3.20297033333333,133,125,87,"Ptpn18",0.184166,1.019098,0.15139,10,22,5,0.451551333333333,2.89550237516
"PTPN2",46.78736,26.618195,10.856975,28.08751,181,167,140,"Ptpn2",2.822965,2.137388,2.592633,125,101,95,2.517662,8.26898945947621
"PTPN20",0.019658,0,0,0.00655266666666667,1,0,0,"Ptpn20",0,0,0,0,0,0,0,1.00655266666667
"PTPN21",29.381201,13.864016,14.591673,19.2789633333333,1528,1043,961,"Ptpn21",2.212112,2.251462,2.375317,343,294,271,2.27963033333333,6.18330765123834
"PTPN22",0.024596,0.071359,0,0.031985,1,3,0,"Ptpn22",0.378342,0.261873,0.306152,8,6,7,0.315455666666667,0.784507624354248
"PTPN23",11.270729,3.841024,3.793994,6.30191566666667,472,356,287,"Ptpn23",1.810602,1.168173,1.47855,156,141,106,1.485775,2.93748053088742
"PTPN3",1.677872,1.085063,1.502204,1.421713,83,68,60,"Ptpn3",7.506822,6.898632,7.19632,894,771,715,7.20059133333333,0.295309557757908
"PTPN4",15.417362,7.032629,8.322376,10.2574556666667,251,196,187,"Ptpn4",2.378694,4.672214,3.691546,636,427,471,3.580818,2.45752083288763
"PTPN5",0.016237,0.043119,0,0.0197853333333333,1,2,0,"Ptpn5",0,0,0,0,0,0,0,1.01978533333333
"PTPN6",2.511616,1.441649,2.054413,2.00255933333333,52,42,30,"Ptpn6",6.287629,10.572892,16.19129,43,35,39,11.0172703333333,0.249853689735586
"PTPN7",0.127123,0.088317,0.066647,0.094029,4,2,2,"Ptpn7",0.084729,0.11929,0.156331,8,7,8,0.120116666666667,0.97670986653176
"PTPN9",19.935083,6.496074,4.23717,10.2227756666667,318,290,243,"Ptpn9",2.415308,3.062856,1.690062,150,166,118,2.38940866666667,3.31113086982921
"PTPRA",10.604004,8.486141,8.416365,9.16883666666667,700,551,548,"Ptpra",4.476856,5.963251,5.552262,385,387,319,5.33078966666667,1.60625091056308
"PTPRB",0.496463,0.364223,0.728447,0.529711,73,46,65,"Ptprb",5.389077,5.906823,6.012397,2135,2128,1672,5.76943233333333,0.225973305393357
"PTPRC",0.138142,0.088969,0,0.0757036666666667,3,2,0,"Ptprc",0.792336,1.203732,0.829646,91,100,77,0.941904666666667,0.55394257253274
"PTPRCAP",0,0.397879,0.092204,0.163361,0,6,1,"Ptprcap",0.038648,0.259167,0.188109,1,7,4,0.161974666666667,1.00119308395708
"PTPRD",4.840346,2.846698,2.450066,3.37903666666667,624,381,391,"Ptprd",0.438286,1.47736,1.335596,106,135,107,1.08374733333333,2.10151998594839
"PTPRE",5.196332,1.046047,1.265079,2.502486,108,77,74,"Ptpre",0.335272,0.603126,0.677882,48,54,68,0.53876,2.2761743221815
"PTPRF",12.182316,4.255741,4.257027,6.89836133333333,572,347,305,"Ptprf",0.360131,0.225134,0.283573,72,59,51,0.289612666666667,6.12459968600391
"PTPRH",0.960953,0.54099,0.678441,0.726794666666667,77,39,51,"Ptprh",0,0,0,0,0,0,0,1.72679466666667
"PTPRJ",1.941342,1.496194,1.300597,1.57937766666667,315,233,201,"Ptprj",0.663564,0.575945,0.74932,158,126,105,0.662943,1.55109204985779
"PTPRK",8.401022,6.887996,4.738093,6.67570366666667,426,306,226,"Ptprk",2.881279,2.563877,2.365837,259,227,196,2.60366433333333,2.12997187214902
"PTPRM",22.544004,25.517941,19.644509,22.568818,1022,715,604,"Ptprm",8.867906,8.570638,8.7259,1207,1098,889,8.72148133333333,2.42440603359351
"PTPRN",1.270612,1.202429,0.993607,1.15554933333333,28,18,16,"Ptprn",0.290798,0.388413,0.357123,36,46,31,0.345444666666667,1.60210924071199
"PTPRN2",0.009381,0.062156,0.009987,0.0271746666666667,1,2,1,"Ptprn2",0.009159,0,0,1,0,0,0.003053,1.02404824736745
"PTPRO",0.260327,0.311768,0.027818,0.199971,16,9,2,"Ptpro",0.549589,0.39499,0.511947,33,14,19,0.485508666666667,0.807784583776691
"PTPRQ",0,0.06383,0.006057,0.0232956666666667,0,3,1,"Ptprq",0,0,0,0,0,0,0,1.02329566666667
"PTPRR",0.142146,0.073062,0.017812,0.0776733333333333,4,3,1,"Ptprr",0.318249,0.25204,0.370065,25,18,21,0.313451333333333,0.820489732648386
"PTPRS",4.925577,4.202052,2.463068,3.86356566666667,460,302,249,"Ptprs",7.218715,7.541298,12.731363,528,578,460,9.163792,0.478518811351774
"PTPRT",0,0,0,0,0,0,0,"Ptprt",0.122892,0.00405,0,1,1,0,0.042314,0.959403788109917
"PTPRU",2.239579,0.851082,1.035089,1.37525,68,44,35,"Ptpru",0.262863,0.185073,0.818407,30,35,30,0.422114333333333,1.67022435842594
"PTPRZ1",0,0.180449,0.230268,0.136905666666667,0,1,1,"Ptprz1",0.051528,0.160337,0.110217,12,10,15,0.107360666666667,1.02668055755397
"PTRH1",4.654493,3.678534,6.188743,4.84059,71,49,61,"Ptrh1",0.50605,0.598803,0.411397,13,15,6,0.505416666666667,3.8797165790202
"PTRH2",7.602778,8.022852,6.899285,7.508305,99,102,81,"Ptrh2",1.086143,1.032636,1.184452,105,94,82,1.101077,4.0494969960644
"PTRHD1",26.339475,25.780689,19.772126,23.9640966666667,178,170,134,"Ptrhd1",0.385084,0.299624,0.341598,48,35,31,0.342102,18.6007447024642
"PTS",14.08768,15.335904,13.633505,14.352363,133,151,126,"Pts",12.784346,14.35596,14.489849,278,274,245,13.8767183333333,1.03197241864833
"PTTG1",63.513317,71.403741,49.684321,61.533793,571,642,494,"Pttg1",25.741609,32.259667,31.09124,419,471,357,29.6975053333333,2.03709690155495
"PTTG1IP",93.225751,75.357831,63.476398,77.3533266666667,4265,3698,3053,"Pttg1ip",19.038533,25.013475,16.624914,984,968,741,20.2256406666667,3.69144695781621
"PTTG2",0,0,0,0,0,0,0,"Pttg1",25.741609,32.259667,31.09124,419,471,357,29.6975053333333,0.032575937006651
"PTX3",4.624816,3.661282,2.895267,3.72712166666667,153,117,94,"Ptx3",0.07321,0.055044,0,4,3,0,0.0427513333333333,4.53331634835279
"PTX4",0,0,0,0,0,0,0,"Ptx4",0.044022,0,0,2,0,0,0.014674,0.985538212273104
"PUDP",10.998812,12.318014,8.31672,10.5445153333333,432,477,307,"Pudp",0,0,0,0,0,0,0,11.5445153333333
"PUF60",40.129935,28.222454,21.718065,30.0234846666667,1021,870,646,"Puf60",7.135695,7.948134,8.459324,417,429,338,7.84771766666667,3.50638275716528
"PUM1",20.086662,10.330761,8.611458,13.009627,823,553,517,"Pum1",3.873967,3.484632,3.948276,658,571,455,3.76895833333333,2.93767024594819
"PUM2",6.791469,3.747545,3.144799,4.561271,617,429,357,"Pum2",12.467671,14.597657,12.94078,1488,1356,1242,13.3353693333333,0.387940545561575
"PUM3",10.858388,12.349097,7.698018,10.3018343333333,198,167,138,"Pum3",8.336232,8.351073,7.957653,171,154,114,8.214986,1.22646245293626
"PURA",2.593659,1.575588,1.23621,1.801819,158,107,62,"Pura",1.663727,1.606738,2.065208,306,282,269,1.77855766666667,1.00837172955321
"PURB",1.938136,1.794405,1.204752,1.64576433333333,331,326,214,"Purb",3.526125,3.31025,3.762879,976,873,732,3.53308466666667,0.583656500569811
"PURG",0.226027,0.109346,0.041834,0.125735666666667,7,5,2,"Purg",0.619628,0.60714,0.608689,27,24,17,0.611819,0.698425608996213
"PUS1",3.909005,3.696616,2.148241,3.25128733333333,97,111,72,"Pus1",2.242481,2.169789,1.973361,89,96,58,2.12854366666667,1.35887102316296
"PUS10",1.152287,0.604832,1.258195,1.00510466666667,38,23,36,"Pus10",2.261614,2.954766,5.522045,113,90,77,3.579475,0.437845968515314
"PUS3",4.982791,4.350455,4.324802,4.55268266666667,84,82,77,"Pus3",0.75988,0.843425,0.913276,46,48,40,0.838860333333333,3.01963263115325
"PUS7",5.769871,4.299706,1.003993,3.69119,138,92,68,"Pus7",1.490318,2.263427,2.049882,108,131,77,1.93454233333333,1.59861043635765
"PUS7L",0.752946,0.475785,0.280879,0.503203333333333,66,73,61,"Pus7l",0.734921,0.261651,0.231344,24,22,15,0.409305333333333,1.06662715153281
"PUSL1",3.803437,3.49006,2.831001,3.37483266666667,88,77,58,"Pusl1",1.185588,0.853913,1.452054,29,22,30,1.16385166666667,2.02178029763285
"PVALB",0.284191,0.52153,0,0.268573666666667,2,2,0,"Pvalb",0.040095,0,0,1,0,0,0.013365,1.25184278780762
"PVR",22.00801,17.272418,9.90175,16.3940593333333,813,573,401,"Pvr",5.744482,5.685682,5.229644,347,292,243,5.55326933333333,2.65425674553892
"PVRIG",0.731565,0.189547,0.03737,0.319494,4,1,1,"Pvrig",0,0,0,0,0,0,0,1.319494
"PWP1",6.702381,6.51996,5.311015,6.17778533333333,221,257,217,"Pwp1",2.78867,3.869469,3.131534,153,157,149,3.26322433333333,1.68365180251286
"PWP2",0.519287,1.455688,0.754668,0.909881,36,39,33,"Pwp2",1.072052,1.078737,1.348263,142,133,128,1.16635066666667,0.881612118198162
"PWWP2A",4.013154,1.869924,1.983769,2.62228233333333,134,122,122,"Pwwp2a",1.554357,1.565735,1.69294,82,81,58,1.604344,1.39086170388141
"PWWP2B",3.176818,3.038933,2.869379,3.02837666666667,180,150,152,"Pwwp2b",0.789505,1.108658,0.809504,72,91,50,0.902555666666667,2.11735022383051
"PWWP3A",12.581597,7.283739,6.705923,8.85708633333333,421,317,260,"Pwwp3a",2.623904,2.605249,3.39962,159,138,133,2.87625766666667,2.54293888099802
"PWWP3B",3.599576,2.344159,1.494828,2.479521,255,174,112,"Pwwp3b",0.142049,0.143597,0.612409,19,18,23,0.299351666666667,2.67789012725577
"PXDC1",7.784636,7.647042,7.494239,7.64197233333333,241,230,207,"Pxdc1",2.080845,2.726688,1.969897,80,89,50,2.25914333333333,2.65160855153144
"PXDN",7.859817,2.480492,3.185071,4.50846,480,298,259,"Pxdn",4.883612,4.385776,5.462322,844,747,715,4.91057,0.931967644406546
"PXK",4.750971,3.768444,2.88724,3.80221833333333,141,114,82,"Pxk",2.937366,2.76149,2.995516,206,221,169,2.898124,1.23193062440634
"PXMP2",15.333887,15.639694,14.124051,15.032544,145,148,134,"Pxmp2",31.776301,31.8235,25.668129,474,424,350,29.7559766666667,0.521282226663154
"PXMP4",2.339629,1.525635,1.667643,1.84430233333333,153,136,149,"Pxmp4",5.240404,5.106482,5.433672,262,203,199,5.260186,0.454347895307477
"PXN",32.059893,21.68237,22.127404,25.289889,1973,1558,1461,"Pxn",4.469703,10.053873,5.509535,404,401,312,6.67770366666667,3.42418646790701
"PXT1",0.024947,0,0,0.00831566666666667,1,0,0,"Pxt1",0.035672,0.618092,0,1,1,0,0.217921333333333,0.8278988462309
"PXYLP1",2.94908,6.41162,3.758052,4.37291733333333,162,132,96,"Pxylp1",1.122335,0.540244,0.972594,71,44,61,0.878391,2.8603828134469
"PYCARD",0.204024,0.195038,0,0.133020666666667,2,2,0,"Pycard",2.244876,2.654457,3.118862,48,52,45,2.67273166666667,0.308495356998129
"PYCR1",17.210245,11.360638,7.679592,12.0834916666667,385,295,221,"Pycr1",0.276486,0.30122,0.387549,10,17,6,0.321751666666667,9.89860046831793
"PYCR2",23.714421,15.74037,15.014524,18.1564383333333,591,470,384,"Pycr2",1.403356,1.791709,2.138248,73,86,71,1.777771,6.89633462705649
"PYCR3",0.95276,1.067905,0.648683,0.889782666666667,60,60,37,"Pycrl",1.57338,1.680591,2.008122,64,64,58,1.754031,0.686187870313249
"PYDC2",0,0,0,0,0,0,0,"Nlrp2",0,0,0,0,0,0,0,1
"PYGB",108.037695,83.3768,70.831204,87.415233,6741,5305,4836,"Pygb",107.103631,103.491634,116.571714,8497,8068,6981,109.055659666667,0.80336834350718
"PYGL",20.644394,18.400528,15.95584,18.3335873333333,667,549,515,"Pygl",1.057274,1.863909,1.465601,42,50,41,1.46226133333333,7.85196399407374
"PYGM",105.193222,84.407834,72.480547,87.3605343333333,2769,2292,2152,"Pygm",167.458335,146.884557,174.951744,9919,8786,8001,163.098212,0.538461286423604
"PYGO1",0.768994,0.383843,0.321165,0.491334,69,44,37,"Pygo1",1.348869,1.240165,1.236906,361,309,237,1.27531333333333,0.655441155357357
"PYGO2",9.292405,5.029698,4.420489,6.24753066666667,430,330,285,"Pygo2",2.204206,4.727736,2.554235,123,137,105,3.162059,1.74133299567994
"PYROXD1",3.804123,3.665186,2.344495,3.271268,80,94,41,"Pyroxd1",2.029537,2.993586,2.59145,108,141,103,2.538191,1.20718977579221
"PYROXD2",42.044675,34.776876,35.760336,37.5272956666667,496,405,364,"Pyroxd2",0.115921,0.145684,0.066779,11,8,5,0.109461333333333,34.7261274540438
"PYURF",14.889411,15.916365,13.46578,14.7571853333333,338,367,307,"Pyurf",2.992229,2.842098,2.560028,346,307,211,2.79811833333333,4.14868204474935
"PYY",0,0,0,0,0,0,0,"Pyy",0,0,0,0,0,0,0,1
"PZP",0.103034,0.193463,0.210124,0.168873666666667,2,4,1,"Gm7298",0,0,0,0,0,0,0,1.16887366666667
"PZP",0.103034,0.193463,0.210124,0.168873666666667,2,4,1,"Mug2",0,0,0,0,0,0,0,1.16887366666667
"PZP",0.103034,0.193463,0.210124,0.168873666666667,2,4,1,"Mug1",0,0,0,0,0,0,0,1.16887366666667
"QARS1",354.093297,307.112672,252.424415,304.543461333333,2718,2244,1815,"Qars",47.529169,52.649382,63.821388,524,511,464,54.6666463333333,5.48880669950424
"QDPR",24.305261,18.176317,18.947221,20.4762663333333,466,428,353,"Qdpr",14.527186,19.987732,24.280553,355,397,381,19.5984903333333,1.04261360836622
"QKI",79.802192,44.632162,37.057727,53.8306936666667,2537,1973,1829,"Qk",42.206461,55.689405,55.782678,5302,4890,5104,51.2261813333333,1.04986985965353
"QPCT",0.958441,0.561508,1.003281,0.841076666666667,18,14,10,"Qpct",0.859828,0.877111,1.29486,42,39,45,1.01059966666667,0.915685353573619
"QPCTL",4.261918,4.887926,5.631963,4.927269,89,81,75,"Qpctl",0.554428,0.684942,0.571631,48,56,36,0.603667,3.69607218955057
"QPRT",49.708856,43.283454,39.182032,44.058114,2041,1711,1518,"Qprt",0.015311,0.031788,0,1,2,0,0.0156996666666667,44.3616508685802
"QRFP",0.250688,0,0,0.0835626666666667,1,0,0,"Qrfp",0,0,0.014385,0,0,1,0.004795,1.07839177809072
"QRFPR",0.021612,0,0.044352,0.021988,1,0,2,"Qrfprl",0,0,0,0,0,0,0,1.021988
"QRFPR",0.021612,0,0.044352,0.021988,1,0,2,"Qrfpr",0,0,0,0,0,0,0,1.021988
"QRICH1",110.705874,125.729858,87.790181,108.075304333333,672,521,486,"Qrich1",6.024238,6.108227,6.803902,377,376,325,6.31212233333333,14.9170513513017
"QRICH2",2.688384,3.400806,1.723378,2.60418933333333,105,104,67,"Qrich2",0,0,0,0,0,0,0,3.60418933333333
"QRSL1",4.598907,2.796557,2.678984,3.35814933333333,233,217,192,"Qrsl1",5.146752,4.589468,6.246312,273,232,202,5.32751066666667,0.688762068200385
"QSER1",7.122785,2.437299,1.655561,3.73854833333333,214,190,128,"Qser1",2.804667,2.466849,2.81835,834,677,602,2.696622,1.2818590413987
"QSOX1",15.385601,16.576358,14.593042,15.5183336666667,719,610,523,"Qsox1",4.070295,4.565373,5.641833,311,311,244,4.759167,2.86818105234085
"QSOX2",1.337632,1.004474,0.838565,1.06022366666667,114,94,78,"Qsox2",1.814445,1.349774,1.949114,201,134,148,1.70444433333333,0.761791855455705
"QTRT1",29.762413,27.280339,14.857808,23.9668533333333,323,290,231,"Qtrt1",5.256735,4.301042,5.463048,37,31,30,5.00694166666667,4.15633357518316
"QTRT2",2.620236,1.370876,0.91676,1.63595733333333,76,79,70,"Qtrt2",3.575438,2.557306,2.831062,94,71,69,2.98793533333333,0.660982968129039
"R3HCC1",25.686523,18.279143,13.811803,19.2591563333333,488,438,351,"R3hcc1",2.943086,4.234801,3.591601,92,115,93,3.58982933333333,4.41392366949301
"R3HCC1L",4.197093,4.998651,3.020127,4.071957,175,164,110,"R3hcc1l",1.732028,2.847775,1.831107,125,117,90,2.13697,1.61683312240793
"R3HDM1",19.206934,7.473613,8.606671,11.762406,402,324,326,"R3hdm1",8.252934,6.115249,7.394846,635,483,443,7.254343,1.54614437514894
"R3HDM2",59.119159,27.721758,32.371871,39.737596,815,608,590,"R3hdm2",81.566401,89.564481,85.200354,1622,1547,1280,85.4437453333333,0.471261348555791
"R3HDM4",18.175199,18.829967,7.735201,14.9134556666667,363,341,268,"R3hdm4",16.486709,17.089486,22.413469,487,436,388,18.6632213333333,0.809300541193115
"R3HDML",0,0,0,0,0,0,0,"R3hdml",0,0,0,0,0,0,0,1
"RAB10",26.791936,18.581283,17.294021,20.88908,661,643,468,"Rab10",13.991853,13.574405,16.312123,1524,1439,1246,14.626127,1.40080008309161
"RAB11A",115.81079,99.264111,71.123006,95.3993023333333,955,1046,812,"Rab11a",49.849063,50.427527,38.610863,692,634,513,46.2958176666667,2.03822044081657
"RAB11B",51.672519,46.717116,34.108385,44.1660066666667,1108,1006,967,"Rab11b",29.694889,30.90218,31.399435,1274,1139,1032,30.6655013333333,1.4263474369541
"RAB11FIP1",2.305687,2.127866,1.582478,2.00534366666667,263,252,195,"Rab11fip1",0.111709,0.145971,0.097107,4,18,7,0.118262333333333,2.68751220271212
"RAB11FIP2",6.956334,5.413476,1.821116,4.73030866666667,91,80,64,"Rab11fip2",0.821945,0.830274,1.323311,109,97,108,0.991843333333333,2.87688723845416
"RAB11FIP3",20.926285,26.763833,16.855456,21.5151913333333,816,642,585,"Rab11fip3",2.810203,2.435916,3.475976,441,397,386,2.907365,5.76224420634707
