"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_2_MB-S5","Brain_2_MB-S11","Brain_2_MB-S17","Brain_2_MB-S5_read","Brain_2_MB-S11_read","Brain_2_MB-S17_read","Mm_Avg_TPM","FoldChange"
"ZC2HC1A",6.567617,2.937049,2.658403,4.05435633333333,68,49,54,"Zc2hc1a",22.043156,16.89844,15.333613,850,1294,1021,18.0917363333333,0.264740526743429
"ZC2HC1B",0,0,0,0,0,0,0,"Zc2hc1b",0,0,0,0,0,0,0,1
"ZC2HC1C",2.321802,2.970828,2.351524,2.54805133333333,85,68,68,"Zc2hc1c",1.408005,2.376388,1.431871,66,81,79,1.73875466666667,1.29549805118239
"ZC3H11A",19.412061,13.412251,11.279163,14.7011583333333,1582,1187,941,"Zc3h11a",41.321141,14.65333,12.870459,974,632,524,22.94831,0.655626987179193
"ZC3H11A",19.412061,13.412251,11.279163,14.7011583333333,1582,1187,941,"Zc3h11a",41.321141,14.65333,12.870459,974,632,524,22.94831,0.655626987179193
"ZC3H11B",0.012472,0.025878,0.012251,0.016867,1,3,1,"Zc3h11a",41.321141,14.65333,12.870459,974,632,524,22.94831,0.0424609085150476
"ZC3H11B",0.012472,0.025878,0.012251,0.016867,1,3,1,"Zc3h11a",41.321141,14.65333,12.870459,974,632,524,22.94831,0.0424609085150476
"ZC3H12A",2.504085,1.526895,1.809317,1.94676566666667,81,83,62,"Zc3h12a",0.754592,0.1348,0.410713,22,10,10,0.433368333333333,2.05583282268689
"ZC3H12B",0.163709,0.080228,0.241905,0.161947333333333,24,12,22,"Zc3h12b",6.509891,1.804137,1.93508,410,258,243,3.41636933333333,0.263100127193468
"ZC3H12C",0.688197,0.520209,0.329778,0.512728,99,83,52,"Zc3h12c",2.905341,1.071973,1.029147,296,188,175,1.66882033333333,0.56681522585322
"ZC3H12D",0.024796,0.08434,0.085638,0.0649246666666667,3,6,4,"Zc3h12d",0.016706,0,0.02695,1,0,3,0.014552,1.04965015757365
"ZC3H13",4.656751,2.206697,1.977851,2.94709966666667,567,347,276,"Zc3h13",14.605897,2.906929,3.062435,1066,295,343,6.85842033333333,0.502276475327251
"ZC3H14",36.264895,27.142606,28.36928,30.5922603333333,791,638,536,"Zc3h14",40.913638,37.545643,33.477178,995,1578,1308,37.312153,0.824601539186099
"ZC3H15",29.328315,20.774698,19.997332,23.3667816666667,483,497,393,"Zc3h15",82.256458,83.975802,92.870625,1308,1899,1805,86.3676283333333,0.278899429130664
"ZC3H18",11.907477,11.887736,10.128604,11.307939,340,248,209,"Zc3h18",11.75434,6.21744,5.302882,415,441,447,7.75822066666667,1.40530131272478
"ZC3H3",2.618116,2.608053,1.846154,2.357441,197,180,129,"Zc3h3",5.257057,3.365972,2.696762,201,183,192,3.77326366666667,0.703384777054358
"ZC3H4",3.022291,2.287161,1.882613,2.397355,291,243,182,"Zc3h4",13.702834,3.139108,4.663649,740,398,469,7.16853033333333,0.415907741217096
"ZC3H6",1.47553,2.270229,1.883514,1.87642433333333,147,94,104,"Zc3h6",2.970366,1.629374,1.57277,218,201,180,2.05750333333333,0.940775534722775
"ZC3H7A",20.663379,19.149733,15.771831,18.5283143333333,376,356,281,"Zc3h7a",28.428877,16.750759,12.821221,412,426,344,19.333619,0.960395408871059
"ZC3H7B",7.830727,5.97571,4.996231,6.267556,1066,766,639,"Zc3h7b",33.484781,17.198528,17.210375,2930,2768,2811,22.631228,0.307540344496697
"ZC3H8",13.485694,9.438712,8.466925,10.463777,187,193,164,"Zc3h8",2.712029,2.381168,2.178646,60,92,85,2.42394766666667,3.34811688613231
"ZC3HAV1",2.994587,2.325262,2.35243,2.55742633333333,322,235,266,"Zc3hav1",1.218965,0.956902,1.143473,92,121,147,1.10644666666667,1.68882810546671
"ZC3HAV1L",1.648092,0.769,0.592288,1.00312666666667,56,25,19,"Zc3hav1l",0.962503,0.23495,0.257249,96,41,45,0.484900666666667,1.34899708218417
"ZC3HC1",6.370561,6.666746,4.377067,5.80479133333333,208,191,149,"Zc3hc1",17.66966,18.067734,24.101261,232,461,556,19.9462183333333,0.324869684114022
"ZC4H2",18.894298,14.989555,14.054848,15.979567,416,406,375,"Zc4h2",7.300422,7.440182,6.968615,228,398,372,7.23640633333333,2.06152614536299
"ZCCHC10",9.881895,4.951387,9.990665,8.274649,63,63,79,"Zcchc10",4.313309,4.060683,4.58852,70,114,123,4.32083733333333,1.74308072564018
"ZCCHC13",0,0,0,0,0,0,0,"Zcchc13",0.073832,0,0,1,0,0,0.0246106666666667,0.975980469980142
"ZCCHC14",2.004334,1.490573,1.492226,1.66237766666667,274,205,201,"Zcchc14",14.220044,5.472794,4.407702,1122,597,626,8.03351333333333,0.294722282286626
"ZCCHC17",10.865576,10.594418,8.077388,9.845794,302,303,230,"Zcchc17",103.381898,136.748594,137.573496,525,1222,1207,125.901329333333,0.0854663545053276
"ZCCHC2",5.121022,1.195823,2.552929,2.95659133333333,125,94,93,"Zcchc2",6.946027,2.549909,1.893054,401,253,258,3.79633,0.824920581639156
"ZCCHC24",14.810885,11.769855,10.004886,12.1952086666667,1493,1161,987,"Zcchc24",22.406213,15.346882,14.034981,1375,1667,1509,17.262692,0.722522652556735
"ZCCHC3",6.144799,5.351692,4.888244,5.46157833333333,350,281,261,"Zcchc3",2.691606,1.748045,1.791361,109,135,143,2.077004,2.09995772944505
"ZCCHC4",3.115835,1.768091,1.328113,2.07067966666667,77,67,55,"Zcchc4",3.876552,3.577489,3.351066,102,127,145,3.60170233333333,0.667292111535245
"ZCCHC7",4.529011,3.681546,4.867693,4.35941666666667,95,95,95,"Zcchc7",11.437457,5.803344,7.052879,424,226,234,8.09789333333333,0.589083260300553
"ZCCHC8",7.997245,6.604258,4.828713,6.47673866666667,271,234,189,"Zcchc8",29.59419,16.774202,13.31279,229,342,288,19.8937273333333,0.357846091670703
"ZCCHC9",5.360258,5.703596,3.901234,4.98836266666667,109,86,64,"Zcchc9",3.566003,3.618504,5.570702,81,96,97,4.25173633333333,1.14026338844505
"ZCRB1",29.370058,22.47199,24.543375,25.4618076666667,355,357,305,"Zcrb1",68.932879,73.523593,77.322813,378,704,730,73.2597616666667,0.356341133781806
"ZCWPW1",3.39676,4.446032,4.527264,4.123352,90,97,81,"Zcwpw1",4.135454,3.360445,2.397639,63,98,75,3.297846,1.1920743553864
"ZDBF2",1.318056,1.443594,1.137303,1.299651,233,122,122,"Zdbf2",5.334066,1.134041,1.029848,816,318,304,2.49931833333333,0.657171134759103
"ZDHHC1",1.733193,1.673777,1.155168,1.52071266666667,52,43,35,"Zdhhc1",8.867341,8.496414,9.755728,243,405,468,9.03982766666667,0.251071308229295
"ZDHHC11",8.124689,4.936286,5.19345,6.08480833333333,108,97,68,"Zdhhc11",0,0,0,0,0,0,0,7.08480833333333
"ZDHHC11B",2.350825,2.183784,1.733058,2.08922233333333,124,102,90,"Zdhhc11",0,0,0,0,0,0,0,3.08922233333333
"ZDHHC12",6.143473,7.382962,6.286687,6.604374,137,154,130,"Zdhhc12",2.285716,3.217353,2.786292,33,86,77,2.76312033333333,2.02076291120463
"ZDHHC13",3.169253,3.92968,4.554947,3.88462666666667,150,122,99,"Zdhhc13",6.987881,7.359768,5.513525,240,326,328,6.62039133333333,0.640994202659933
"ZDHHC14",6.595324,4.261119,2.836886,4.564443,108,100,96,"Zdhhc14",10.394764,7.61143,5.690517,420,589,456,7.89890366666667,0.625295340688222
"ZDHHC15",0.243851,0.335207,0.064442,0.2145,17,15,7,"Zdhhc15",1.90196,1.539302,1.475798,160,226,216,1.63902,0.460208713840744
"ZDHHC16",20.0631,20.220562,16.341276,18.8749793333333,495,445,363,"Zdhhc16",44.7171,37.594174,59.849512,226,444,412,47.3869286666667,0.410750999929141
"ZDHHC17",7.035012,3.877942,1.797831,4.23692833333333,193,157,101,"Zdhhc17",31.056306,17.473495,15.890924,1645,1667,1388,21.473575,0.233026046516112
"ZDHHC18",4.879417,3.129791,2.673852,3.56102,280,252,204,"Zdhhc18",111.701615,71.204154,71.311367,378,496,475,84.7390453333333,0.0531965335311097
"ZDHHC19",0.24999,0.135576,0,0.128522,2,1,0,"Zdhhc19",0.237722,0.132747,0,2,2,0,0.123489666666667,1.00447919859224
"ZDHHC2",9.254225,9.180828,7.636878,8.69064366666667,189,205,195,"Zdhhc2",43.612364,29.702801,26.153247,868,1216,917,33.1561373333333,0.283716029482334
"ZDHHC20",8.223481,9.87629,4.138992,7.412921,178,152,141,"Zdhhc20",43.676715,39.33425,41.771056,757,1080,956,41.594007,0.19751419489601
"ZDHHC21",1.247624,0.801989,1.230086,1.093233,132,117,124,"Zdhhc21",7.575661,2.602353,2.736886,947,549,528,4.30496666666667,0.394579859125725
"ZDHHC22",0.013382,0.014065,0.028345,0.0185973333333333,1,1,2,"Zdhhc22",17.629773,11.445664,10.324791,787,917,850,13.1334093333333,0.0720701784905496
"ZDHHC23",1.389234,1.290067,0.839479,1.17292666666667,113,106,76,"Zdhhc23",6.069252,1.759067,1.716064,508,265,246,3.181461,0.519657284060922
"ZDHHC24",2.091707,2.869131,1.903733,2.28819033333333,167,190,123,"Zdhhc24",5.815477,5.447469,5.626718,176,325,320,5.629888,0.495964687990707
"ZDHHC3",21.842235,9.588442,10.900172,14.110283,616,521,485,"Zdhhc3",21.224792,18.95634,18.869012,1054,1475,1432,19.6833813333333,0.730551874303467
"ZDHHC4",32.390524,25.981931,23.274507,27.215654,407,347,311,"Zdhhc4",12.542425,14.694469,15.615341,142,288,305,14.2840783333333,1.84608148326903
"ZDHHC5",11.8908,9.786245,7.175868,9.61763766666667,788,673,547,"Zdhhc5",13.2909,7.944415,7.139413,950,1005,881,9.45824266666667,1.01524108830521
"ZDHHC6",15.203457,14.033021,18.592345,15.942941,213,206,155,"Zdhhc6",12.732328,12.161369,10.527879,281,536,471,11.807192,1.32292394773187
"ZDHHC7",15.647253,15.734148,12.833414,14.7382716666667,799,703,693,"Zdhhc7",11.78767,9.501138,10.418589,296,474,466,10.5691323333333,1.36036750321552
"ZDHHC8",12.761435,7.407069,6.031867,8.733457,463,332,261,"Zdhhc8",31.1861,16.3272,17.435253,968,979,1019,21.6495176666667,0.429742352276435
"ZDHHC9",5.841633,3.28142,2.377719,3.83359066666667,278,224,195,"Zdhhc9",17.399925,8.572559,9.165702,738,647,699,11.7127286666667,0.380216615441542
"ZEB1",4.494497,1.972791,1.760675,2.74265433333333,272,175,144,"Zeb1",29.422211,12.61904,18.383404,1117,880,973,20.1415516666667,0.177028365388822
"ZEB2",14.302554,3.161791,2.787566,6.750637,212,152,140,"Zeb2",99.653651,39.773514,45.385578,1902,1069,1079,61.6042476666667,0.123803692063642
"ZER1",14.223089,10.797289,8.297895,11.106091,1171,915,755,"Zer1",40.710869,25.26682,24.656531,2356,2803,2813,30.2114066666667,0.387873931133297
"ZFAND1",11.133806,7.440073,7.704883,8.75958733333333,111,109,91,"Zfand1",8.513526,8.109716,8.955418,148,269,298,8.52622,1.02449736971572
"ZFAND2A",5.812084,8.8924,5.666053,6.790179,73,69,49,"Zfand2a",25.524197,23.707892,26.493827,657,950,1032,25.241972,0.296859511929972
"ZFAND2B",11.807625,11.049581,10.917946,11.258384,140,126,122,"Zfand2b",9.58828,10.380746,10.887995,116,275,248,10.2856736666667,1.08618983341742
"ZFAND3",36.958487,22.049239,19.196428,26.0680513333333,948,744,635,"Zfand3",48.195695,38.61989,32.712977,910,1430,1241,39.842854,0.66273652995291
"ZFAND4",2.593115,1.638705,1.101814,1.777878,68,44,30,"Zfand4",1.496285,1.699215,1.355723,47,65,87,1.51707433333333,1.10361381196132
"ZFAND5",102.930223,68.422094,67.680265,79.6775273333333,1931,1806,1542,"Zfand5",62.656522,61.662419,59.111895,2091,3368,2815,61.143612,1.298243290611
"ZFAND6",34.491962,29.884874,23.010888,29.1292413333333,459,460,369,"Zfand6",112.831362,120.647755,129.345315,462,786,746,120.941477333333,0.247079517094692
"ZFAT",2.488946,1.670149,2.15235,2.103815,75,72,68,"Zfat",1.171997,0.774959,0.515228,77,91,62,0.820728,1.70471097275376
"ZFC3H1",14.258346,13.209585,10.931048,12.7996596666667,350,310,169,"Zfc3h1",15.757206,3.727423,3.616899,678,323,331,7.70050933333333,1.58607492251028
"ZFHX2",0.864108,0.91053,1.657081,1.14390633333333,45,25,29,"Zfhx2",5.257202,0.818141,1.243431,788,222,312,2.43959133333333,0.623302632657717
"ZFHX3",0.803687,0.448286,0.543445,0.598472666666667,199,134,122,"Zfhx3",1.462134,0.171999,0.397375,268,59,110,0.677169333333333,0.95307768565607
"ZFHX4",0.45198,0.25107,0.106305,0.269785,20,24,14,"Zfhx4",2.191874,0.426236,0.747586,345,94,137,1.12189866666667,0.598419245908067
"ZFP1",4.214319,0.660974,4.017345,2.96421266666667,57,38,24,"Zfp1",9.443511,7.322675,6.335314,202,287,253,7.7005,0.455630442694864
"ZFP14",0.80136,0.551794,0.189313,0.514155666666667,68,39,27,"Zfp14",3.351664,3.515364,3.823868,125,223,259,3.563632,0.331787415520504
"ZFP2",0.263544,0.695545,0.131314,0.363467666666667,12,18,5,"Zfp2",6.750506,7.012875,8.128387,265,421,419,7.297256,0.164327539932077
"ZFP28",0.627698,0.665846,0.267448,0.520330666666667,38,40,21,"Zfp28",4.826666,3.684662,4.87397,102,181,183,4.461766,0.278358806779102
"ZFP3",0.307943,0.182333,0.145889,0.212055,32,19,15,"Zfp3",4.642097,4.732486,4.4374,131,242,232,4.60399433333333,0.216284123056751
"ZFP30",2.633117,1.015719,1.305651,1.65149566666667,98,65,58,"Zfp30",3.788815,2.979247,2.774726,196,278,262,3.18092933333333,0.634188108736271
"ZFP36",44.016771,41.401976,37.981777,41.133508,1084,955,909,"Zfp36",1.252147,0.925112,0.993056,47,65,69,1.05677166666667,20.4852627459052
"ZFP36L1",53.896716,37.568517,37.121566,42.8622663333333,2602,2094,2067,"Zfp36l1",26.683228,16.285762,20.341272,274,280,316,21.1034206666667,1.9844107839598
"ZFP36L2",4.705528,5.649743,4.989008,5.11475966666667,335,373,342,"Zfp36l2",6.515995,3.228094,4.229082,273,259,346,4.65772366666667,1.08078089827764
"ZFP37",0.139926,0.292801,0.164795,0.199174,9,15,7,"Zfp37",7.314919,4.84751,6.105542,283,322,353,6.08932366666667,0.169152102003524
"ZFP41",1.800149,1.823656,0.920851,1.51488533333333,120,105,89,"Zfp41",1.823827,1.771957,1.467632,126,189,172,1.68780533333333,0.935664983674413
"ZFP42",0.121053,0.16473,0.047412,0.111065,6,7,2,"Zfp42",0,0.022303,0,0,1,0,0.00743433333333333,1.10286592707614
"ZFP57",1.669355,1.226416,1.023265,1.30634533333333,58,41,34,"Zfp57",5.957152,3.318493,2.388576,71,81,63,3.88807366666667,0.47183113238678
"ZFP62",2.416813,4.296421,1.427018,2.71341733333333,110,85,61,"Zfp62",11.150577,6.903813,6.418911,442,502,425,8.157767,0.405493755555621
"ZFP64",1.477204,1.535753,0.923404,1.31212033333333,88,78,50,"Zfp64",3.990376,4.386435,4.117224,135,257,267,4.16467833333333,0.447679445670544
"ZFP69",1.050717,1.805295,1.355613,1.403875,35,40,33,"Zfp69",0.369422,0.222379,0.283488,10,10,7,0.291763,1.86092572708771
"ZFP82",0.864298,0.665904,0.690869,0.740357,73,53,50,"Zfp82",1.647066,1.395025,1.632491,46,77,72,1.558194,0.680306888375158
"ZFP90",10.189821,2.819576,8.082464,7.03062033333333,210,143,132,"Zfp90",3.431217,3.769204,3.678063,135,242,243,3.62616133333333,1.73591445578638
"ZFP91",5.266124,3.97778,3.519863,4.254589,593,455,397,"Gm44505",0,0,0,0,0,0,0,5.254589
"ZFP91",5.266124,3.97778,3.519863,4.254589,593,455,397,"Zfp91",32.663694,19.133607,16.815109,2510,2638,2351,22.8708033333333,0.220126190418672
"ZFP92",0.079778,0.00777,0.046447,0.044665,11,1,6,"Zfp92",0.510343,0.262054,0.373912,42,41,53,0.382103,0.755851770815923
"ZFPL1",13.229294,11.296453,16.179607,13.5684513333333,187,177,178,"Zfpl1",13.565839,13.62187,13.802257,159,323,342,13.663322,0.993530070016421
"ZFPM1",2.516266,2.575411,1.50614,2.19927233333333,207,144,122,"Zfpm1",28.821374,14.937701,18.203772,255,237,280,20.6542823333333,0.147743170800381
"ZFPM2",6.608626,3.673783,2.688651,4.32368666666667,344,235,189,"Zfpm2",4.987607,1.953028,1.736468,297,222,228,2.89236766666667,1.36772451180742
"ZFR",19.59892,15.322114,12.44469,15.7885746666667,942,687,519,"Zfr",130.882898,104.952282,96.46285,4610,5812,4859,110.76601,0.150211810072371
"ZFR2",0.935243,1.368199,2.232632,1.51202466666667,14,17,15,"Zfr2",17.889731,7.712572,8.10147,490,504,514,11.234591,0.205321507410151
"ZFX",6.132261,3.011861,4.071105,4.40507566666667,436,314,230,"Zfx",5.47252,3.520604,2.200607,373,437,292,3.73124366666667,1.1424217494329
"ZFYVE1",6.523291,4.383455,2.988105,4.631617,242,191,141,"Zfyve1",26.981173,23.383182,18.936703,598,870,734,23.1003526666667,0.233673634485404
"ZFYVE19",14.122654,13.249295,7.911494,11.7611476666667,295,236,204,"Zfyve19",35.304421,29.151482,34.181297,140,294,338,32.8790666666667,0.376667627600918
"ZFYVE21",30.558567,29.90835,20.994085,27.1536673333333,622,562,475,"Zfyve21",8.114546,26.886121,22.964219,95,312,320,19.3216286666667,1.38540408326196
"ZFYVE26",4.991298,1.614698,1.219658,2.60855133333333,298,171,145,"Zfyve26",4.363843,1.944331,1.972884,313,157,159,2.76035266666667,0.959631091339128
"ZFYVE27",10.422794,6.361603,6.65591,7.81343566666667,416,349,311,"Zfyve27",19.70543,14.988028,15.726111,803,998,969,16.806523,0.494955453496826
"ZFYVE28",0.467537,0.514024,0.173039,0.384866666666667,22,17,9,"Zfyve28",7.035849,6.291279,5.498456,402,659,573,6.27519466666667,0.190354585700891
"ZFYVE9",3.584378,2.372214,1.654907,2.53716633333333,285,185,165,"Zfyve9",25.473203,16.72531,14.192036,1798,1804,1662,18.7968496666667,0.178673192598371
"ZG16",0.015529,0,0.031687,0.0157386666666667,1,0,2,"Zg16",0,0,0,0,0,0,0,1.01573866666667
"ZG16B",0,0.036159,0,0.012053,0,1,0,"Sbpl",0,0,0,0,0,0,0,1.012053
"ZGLP1",3.218792,1.94606,2.663469,2.60944033333333,41,34,33,"Zglp1",0.992345,0.688229,0.52677,2,5,7,0.735781333333333,2.07943262438587
"ZGPAT",8.171034,6.980704,4.777328,6.643022,243,218,168,"Zgpat",15.094663,11.5644,9.247944,448,589,520,11.9690023333333,0.589329988811527
"ZHX1",5.086547,4.307346,3.348835,4.247576,164,126,118,"Zhx1",15.905285,12.955813,11.264761,1131,1475,1292,13.3752863333333,0.365041494014067
"ZHX2",5.476791,4.780876,4.34624,4.867969,526,432,396,"Zhx2",3.684274,3.1705,3.144525,244,266,270,3.33309966666667,1.35421971600161
"ZHX3",5.064403,1.961892,1.532285,2.85286,298,238,194,"Zhx3",8.454466,3.238254,3.304625,1197,806,748,4.999115,0.642238063447692
"ZIC1",0,0,0,0,0,0,0,"Zic1",11.956593,10.845298,13.416608,477,651,643,12.072833,0.0764945134692687
"ZIC2",0,0,0,0,0,0,0,"Zic2",5.357671,3.933607,4.624759,132,205,234,4.638679,0.177346502611693
"ZIC3",0.026468,0,0,0.00882266666666667,2,0,0,"Zic3",1.474392,1.161785,0.77473,56,92,65,1.136969,0.472081095545451
"ZIC4",0,0,0,0,0,0,0,"Zic4",3.028528,3.42038,3.340372,43,127,114,3.26309333333333,0.234571453592384
"ZIC5",0,0,0,0,0,0,0,"Zic5",1.229919,0.999272,1.579995,48,87,84,1.26972866666667,0.440581297088962
"ZIK1",2.631771,1.658765,1.731374,2.00730333333333,126,112,92,"Zik1",3.276514,2.837028,2.505264,209,313,272,2.87293533333333,0.776492007870688
"ZKSCAN1",6.386473,3.858031,3.264408,4.50297066666667,702,428,336,"Zkscan1",7.275897,3.304398,3.463375,867,648,643,4.68122333333333,0.968624245834377
"ZKSCAN2",1.063063,0.602005,0.603521,0.756196333333333,164,95,94,"Zkscan2",3.443969,1.204246,1.165689,290,138,191,1.937968,0.597758836492887
"ZKSCAN4",0.447887,0.391435,0.330364,0.389895333333333,46,41,34,"Zkscan3",10.480229,7.302635,6.05888,319,408,378,7.947248,0.155343333875772
"ZKSCAN4",0.447887,0.391435,0.330364,0.389895333333333,46,41,34,"Zkscan4",1.301333,1.516389,1.269844,44,88,80,1.362522,0.588310006566429
"ZKSCAN5",2.111319,1.678892,1.521876,1.77069566666667,200,161,146,"Zkscan5",5.363213,8.607698,8.724029,173,379,347,7.56498,0.323491200991324
"ZKSCAN7",2.920999,1.074572,1.704272,1.89994766666667,128,65,83,"Zkscan7",1.9893,0.371475,0.368849,66,35,45,0.909874666666667,1.51839684419082
"ZKSCAN8",2.468403,1.575207,1.591923,1.878511,313,239,187,"Zkscan8",3.198966,1.114623,0.891582,437,266,201,1.735057,1.05245009518997
"ZMAT1",1.582094,1.373892,0.952407,1.30279766666667,113,85,56,"Zmat1",4.522415,3.384576,2.952417,231,301,252,3.61980266666667,0.498462344134757
"ZMAT2",38.051266,34.199343,35.572397,35.941002,470,419,417,"Zmat2",72.533373,63.272839,58.328814,1428,2289,2122,64.7116753333333,0.56216801371462
"ZMAT3",3.297001,2.482238,1.995677,2.59163866666667,461,414,328,"Zmat3",17.733495,6.359795,5.968342,1755,886,981,10.020544,0.325903936018645
"ZMAT5",13.983023,13.613158,15.252647,14.2829426666667,239,219,239,"Zmat5",11.860829,17.221107,17.769873,101,277,291,15.6172696666667,0.919702392344478
"ZMIZ1",15.237181,13.400211,11.588217,13.4085363333333,1753,1392,1097,"Zmiz1",21.763358,2.888015,5.942288,2031,537,832,10.197887,1.2867192116989
"ZMIZ2",29.735641,15.07757,22.139195,22.3174686666667,1068,745,662,"Zmiz2",52.219966,23.863983,25.022544,2782,2486,2638,33.7021643333333,0.671931250243921
"ZMPSTE24",3.276875,3.801651,3.076409,3.38497833333333,144,165,127,"Zmpste24",18.119676,15.979044,13.870221,491,742,652,15.989647,0.258097083084383
"ZMYM1",1.790256,0.550045,0.510618,0.950306333333333,42,37,23,"Zmym1",11.602289,12.151081,16.89929,114,288,236,13.5508866666667,0.13403350448747
"ZMYM2",36.147494,54.093529,19.452839,36.5646206666667,994,768,495,"Zmym2",66.817915,35.780096,37.658301,1424,1577,1449,46.752104,0.78665896410903
"ZMYM3",6.575598,6.663907,5.007799,6.08243466666667,611,493,444,"Zmym3",49.916369,23.833924,26.595286,1347,1214,1272,33.4485263333333,0.205594706668584
"ZMYM4",10.70433,6.564759,4.138902,7.135997,733,518,382,"Zmym4",17.074541,9.182582,9.12836,918,801,805,11.795161,0.635865152458808
"ZMYM5",2.993204,2.327611,1.529211,2.283342,123,118,85,"Zmym5",9.610998,7.180172,7.903264,487,596,628,8.231478,0.355668073953055
"ZMYM6",5.071737,4.573255,3.54097,4.39532066666667,203,244,172,"Zmym6",12.19393,5.762885,5.437192,359,338,296,7.79800233333333,0.613243832207819
"ZMYND10",0.371117,0.101703,0.395314,0.289378,6,1,3,"Zmynd10",1.308165,1.226984,2.435767,18,53,48,1.656972,0.485280989035639
"ZMYND11",18.685665,8.377337,8.0558,11.7062673333333,698,579,485,"Zmynd11",90.089686,58.774766,74.717307,2258,2425,2251,74.527253,0.168234204590141
"ZMYND12",0.312275,0.492148,0.250561,0.351661333333333,9,14,7,"Zmynd12",0.506565,0.205024,0.296335,3,6,5,0.335974666666667,1.01174173961383
"ZMYND15",0,0,0,0,0,0,0,"Zmynd15",0.067852,0.311181,0.583117,3,3,5,0.320716666666667,0.757164670696465
"ZMYND19",6.356174,6.144421,5.139161,5.87991866666667,168,151,127,"Zmynd19",9.888925,10.099132,9.964948,301,473,475,9.984335,0.626339115355337
"ZMYND8",21.078169,6.547917,3.961368,10.5291513333333,536,406,392,"Zmynd8",37.094011,11.732986,13.088645,1444,993,985,20.6385473333333,0.532806160955783
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp955b",21.410231,11.932891,17.659479,555,687,619,17.000867,0.136051354267177
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp952",4.473848,4.645455,5.200279,181,317,328,4.773194,0.424209256320389
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp81",4.734196,2.684073,3.153053,374,341,289,3.523774,0.541371503822546
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp472",1.579838,2.105194,3.603402,53,121,134,2.429478,0.714115189930751
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp101",4.32908,4.344699,4.084625,138,198,172,4.25280133333333,0.46623547663837
"ZNF101",1.538167,1.748825,1.060135,1.44904233333333,46,62,25,"Zfp955a",2.794006,2.045754,2.626904,147,185,234,2.488888,0.701954987759232
"ZNF106",12.304476,5.608139,4.21847,7.37702833333333,1663,1119,877,"Zfp106",69.567617,22.913888,26.417984,4579,2675,2723,39.633163,0.206162349048075
"ZNF112",1.586169,0.710477,0.578725,0.958457,64,50,39,"Zfp112",2.50535,1.451178,1.817306,106,106,141,1.92461133333333,0.669646929723084
"ZNF12",4.906131,6.840108,2.064868,4.60370233333333,310,263,182,"Zfp12",6.833384,5.234947,4.572332,454,624,555,5.54688766666667,0.85593378390536
"ZNF121",4.749348,2.870544,2.201276,3.27372266666667,293,292,218,"Zfp560",4.620844,6.191974,4.824086,73,123,87,5.21230133333333,0.687945165141163
"ZNF124",1.672924,1.579533,1.588539,1.61366533333333,46,46,35,"Zfp78",1.020368,1.400183,1.092707,42,66,45,1.171086,1.20385159009516
"ZNF131",9.008353,5.664489,6.146149,6.93966366666667,172,142,124,"Zfp131",25.613969,26.22985,21.108474,505,613,464,24.317431,0.313604633371635
"ZNF134",3.970951,1.978781,2.041281,2.663671,330,199,202,"Zfy2",0,0,0,0,0,0,0,3.663671
"ZNF134",3.970951,1.978781,2.041281,2.663671,330,199,202,"Zfy1",0,0,0,0,0,0,0,3.663671
"ZNF142",1.930263,1.100433,0.902216,1.31097066666667,190,123,98,"Zfp142",5.742175,1.477915,1.790598,504,240,264,3.00356266666667,0.577228548439523
"ZNF143",15.084604,8.224142,8.695213,10.6679863333333,116,89,62,"Zfp143",4.25326,1.906157,2.468613,131,121,121,2.87601,3.01030862493475
"ZNF146",17.007106,9.659129,8.363118,11.676451,640,592,475,"Zfp146",14.719569,8.717047,8.240453,392,412,423,10.559023,1.09667149204565
"ZNF148",11.139212,11.60444,4.213418,8.98569,669,491,302,"Zfp148",18.305771,12.019332,10.750559,1695,1829,1449,13.6918873333333,0.679673739216895
"ZNF154",2.759554,1.976047,1.575955,2.103852,212,156,111,"Zfy1",0,0,0,0,0,0,0,3.103852
"ZNF154",2.759554,1.976047,1.575955,2.103852,212,156,111,"Zfy2",0,0,0,0,0,0,0,3.103852
"ZNF160",14.572267,7.279663,5.365981,9.072637,780,465,359,"Zfp160",4.402663,2.947065,3.418693,200,192,236,3.58947366666667,2.19472596022449
"ZNF169",1.109555,0.90926,1.23443,1.084415,27,41,20,"Zfp169",3.842107,1.48932,2.300072,124,93,94,2.543833,0.588180932905134
"ZNF174",3.140588,3.812329,3.07968,3.344199,103,95,91,"Zfp174",1.329604,0.43936,0.535336,121,70,86,0.7681,2.45698716135965
"ZNF18",2.932089,3.399569,2.160106,2.830588,141,133,97,"Zkscan6",4.268416,3.195852,3.892398,139,186,230,3.78555533333333,0.800447959157091
