"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"WDR37",5.6927,3.505082,3.359194,4.18565866666667,491,316,297,"Wdr37",75.74855,77.614074,80.637386,601,2339,1379,78.0000033333333,0.0656412461754748
"WDR38",0,0.043437,0,0.014479,0,1,0,"Wdr38",1.252058,0.167215,0.58852,5,9,4,0.669264333333333,0.607740176161435
"WDR4",1.434676,0.944053,0.490817,0.956515333333333,52,31,19,"Wdr4",10.990007,12.576722,15.661466,113,428,275,13.076065,0.138995900724623
"WDR41",30.90365,16.672956,19.098704,22.2251033333333,474,389,301,"Wdr41",9.625086,13.183794,10.885395,185,774,429,11.231425,1.89880601265456
"WDR43",12.33327,5.743652,4.375339,7.484087,230,176,155,"Wdr43",37.882215,31.485706,40.274273,191,592,366,36.547398,0.225956722753465
"WDR44",3.369849,2.468859,1.894926,2.577878,220,162,124,"Wdr44",3.463321,4.241978,4.780991,91,373,213,4.16209666666667,0.693105579192951
"WDR45",182.860664,120.076475,56.557023,119.831387333333,461,414,270,"Wdr45",53.489461,54.301435,66.935983,145,602,356,58.242293,2.03961361410054
"WDR45B",33.901592,27.694014,25.316794,28.9708,869,779,703,"Wdr45b",26.336115,27.196551,29.299908,261,1074,608,27.610858,1.04753237389805
"WDR46",11.331522,12.068728,9.18193,10.8607266666667,230,183,162,"Wdr46",2.741399,2.959295,2.851663,30,140,82,2.85078566666667,3.08007967551557
"WDR47",2.355285,1.722308,1.508632,1.862075,193,144,123,"Wdr47",49.066184,43.669992,44.21631,551,1945,1166,45.6508286666667,0.0613510002244619
"WDR48",4.177453,2.966856,2.596589,3.246966,307,212,205,"Wdr48",23.853011,28.791682,23.213986,371,1390,809,25.2862263333333,0.161566211374147
"WDR49",0,0,0,0,0,0,0,"Wdr49",0.104457,0.125044,0.149757,1,5,4,0.126419333333333,0.887768853399178
"WDR5",5.344057,4.547155,3.460876,4.450696,340,282,223,"Wdr5",10.875053,9.187839,10.308052,162,519,307,10.123648,0.490009752196402
"WDR53",4.000572,4.095792,4.928326,4.34156333333333,46,49,57,"Wdr53",9.415858,6.347964,5.783627,44,127,80,7.182483,0.652804696732438
"WDR54",8.332151,8.030326,7.951691,8.10472266666667,117,97,118,"Wdr54",8.556122,7.1991,6.999655,39,205,114,7.584959,1.06054352346548
"WDR55",6.193447,5.303204,4.062774,5.186475,410,359,292,"Wdr55",4.765428,8.019934,12.404311,47,187,139,8.39655766666667,0.658376739595383
"WDR59",39.1669,24.498676,20.664803,28.1101263333333,632,508,390,"Wdr59",6.063184,5.518147,5.03969,208,718,375,5.54034033333333,4.45085803638863
"WDR5B",0.681886,0.701162,0.412598,0.598548666666667,55,59,34,"Wdr5b",1.73336,1.707238,1.879599,31,115,72,1.773399,0.57638611201153
"WDR6",76.194248,46.39278,55.110222,59.2324166666667,2252,1790,1424,"Wdr6",24.772352,36.061038,36.908892,700,3900,2246,32.5807606666667,1.79365849584388
"WDR61",26.211474,22.587477,22.263736,23.6875623333333,480,421,329,"Wdr61",20.807383,22.914233,25.543971,138,522,360,23.088529,1.02486799145491
"WDR62",8.163232,6.907398,5.928408,6.99967933333333,867,709,603,"Wdr62",0.25621,0.809376,0.949605,6,32,20,0.671730333333333,4.78526899573715
"WDR64",0,0,0.364223,0.121407666666667,0,0,2,"Wdr64",0,0,0,0,0,0,0,1.12140766666667
"WDR7",4.067511,2.100614,1.413829,2.527318,140,88,105,"Wdr7",28.412061,23.943808,33.248918,1020,4461,2533,28.534929,0.119428694072703
"WDR70",9.326091,11.114487,9.706023,10.048867,218,187,142,"Wdr70",14.573842,14.446658,14.745298,130,461,272,14.5885993333333,0.708778689075294
"WDR72",0.299193,0.092972,0.182112,0.191425666666667,14,7,11,"Wdr72",0.422951,0.343168,0.242235,8,25,11,0.336118,0.891706920097377
"WDR73",6.807913,6.216654,5.259678,6.09474833333333,225,265,130,"Wdr73",14.906284,15.359648,14.52946,72,360,214,14.9317973333333,0.445320021645601
"WDR74",10.767459,11.977826,10.834938,11.1934076666667,203,174,146,"Wdr74",49.078582,48.14281,57.071465,97,354,233,51.4309523333333,0.232561247202726
"WDR75",12.197947,4.155543,2.642786,6.332092,254,212,139,"Wdr75",11.028746,22.167922,22.310532,105,534,304,18.5024,0.375958446139962
"WDR76",2.53803,2.287607,2.35267,2.392769,132,106,113,"Wdr76",2.483365,1.890638,2.335812,55,170,121,2.236605,1.04824932297886
"WDR77",26.187,21.739997,13.651939,20.526312,548,487,368,"Wdr77",14.359991,21.254057,21.621056,275,1333,771,19.078368,1.07211462604929
"WDR81",1.989975,2.023033,2.089043,2.034017,177,115,84,"Wdr81",3.350778,5.215948,4.589143,134,589,373,4.38528966666667,0.563389750189235
"WDR82",13.240746,9.55139,8.137457,10.3098643333333,1095,796,716,"Wdr82",72.558273,69.695019,86.715541,930,3094,1990,76.3229443333333,0.146267895394378
"WDR86",0.847763,0.558112,1.202076,0.869317,16,12,20,"Wdr86",0.803252,2.45678,2.093687,14,92,44,1.784573,0.671311903117641
"WDR89",1.596935,0.9848,0.597465,1.05973333333333,58,41,30,"Wdr89",1.115567,1.028873,0.895329,20,71,33,1.01325633333333,1.02308548555417
"WDR90",14.887534,10.20714,11.95893,12.3512013333333,205,139,116,"Wdr90",8.018539,4.171178,3.864818,51,208,122,5.35151166666667,2.10205098156423
"WDR91",7.106426,2.540525,2.969233,4.20539466666667,145,123,115,"Wdr91",7.479285,9.098488,6.986522,82,447,235,7.854765,0.587863671894925
"WDR92",4.196409,4.2774,2.486858,3.65355566666667,134,116,99,"Wdr92",3.005275,4.931104,4.782109,38,236,128,4.239496,0.888168569394206
"WDR93",0.164507,0.060788,0.119508,0.114934333333333,6,2,4,"Wdr93",0.068465,0.090361,0.095787,1,5,3,0.084871,1.02771143604478
"WDSUB1",1.754597,2.685822,1.373533,1.937984,47,77,45,"Wdsub1",14.259396,16.240755,21.649607,54,207,108,17.3832526666667,0.159818507272507
"WDTC1",11.938324,11.147947,6.661253,9.91584133333333,787,606,467,"Wdtc1",35.967861,30.531202,24.1885,362,1617,853,30.2291876666667,0.349539714252147
"WEE1",108.584645,96.04026,91.904875,98.84326,2408,2041,1728,"Wee1",6.426996,6.514038,6.310069,143,520,287,6.41703433333333,13.4613452645471
"WEE2",0,0,0,0,0,0,0,"Wee2",1.704355,0.100161,0.049523,9,4,2,0.618013,0.618042005842969
"WFDC1",1.082108,0.828413,0.871802,0.927441,35,24,27,"Wfdc1",5.039663,4.251314,5.127923,42,132,90,4.8063,0.331956839984155
"WFDC10A",0,0,0,0,0,0,0,"Wfdc10",0,0,0,0,0,0,0,1
"WFDC11",0.355569,0.120564,0.363821,0.279984666666667,3,1,3,"Wfdc11",0,0,0,0,0,0,0,1.27998466666667
"WFDC12",0,0,0,0,0,0,0,"Wfdc12",0,0,0,0,0,0,0,1
"WFDC13",0,0,0,0,0,0,0,"Wfdc13",0,0,0.0788,0,0,1,0.0262666666666667,0.974405612576328
"WFDC2",0.737374,0.51701,0.262487,0.505623666666667,3,2,1,"Wfdc2",0.930584,2.497385,2.838703,4,16,12,2.08889066666667,0.487431841765846
"WFDC3",0.193982,0.348036,0.146485,0.229501,1,3,2,"Wfdc3",0.393265,0.355341,0.36535,2,10,4,0.371318666666667,0.896582996998509
"WFDC5",0,0,0,0,0,0,0,"Wfdc5",0.067222,0,0,1,0,0,0.0224073333333333,0.978083751355461
"WFDC8",0.05057,0.186981,0.051132,0.0962276666666667,1,4,1,"Wfdc8",0,0.028432,0.100576,0,1,2,0.0430026666666667,1.05103055025746
"WFDC9",0,0,0,0,0,0,0,"Wfdc9",0,0,0,0,0,0,0,1
"WFIKKN1",0.051338,0.05378,0.100558,0.0685586666666667,6,2,4,"Wfikkn1",0.059877,0.162669,0.112017,1,7,4,0.111521,0.961348158664269
"WFIKKN2",0.026,0.027606,0.027709,0.027105,2,2,2,"Wfikkn2",0.339962,0.997285,1.315023,8,90,51,0.88409,0.545146463279355
"WFS1",14.010651,8.190237,7.115449,9.77211233333333,849,620,509,"Wfs1",8.761502,15.984576,14.262517,208,937,529,13.002865,0.769279167751266
"WHAMM",3.584571,1.49296,1.175002,2.08417766666667,158,128,89,"Whamm",7.01823,5.466307,6.139832,90,298,191,6.208123,0.427875282742354
"WHRN",1.582067,2.061353,1.447336,1.69691866666667,45,35,45,"Whrn",16.729478,24.839092,24.483673,348,1439,810,22.0174143333333,0.117168619707256
"WIF1",0,0,0,0,0,0,0,"Wif1",1.005082,1.103785,1.294279,15,51,32,1.134382,0.468519693288268
"WIPF1",1.902733,0.905157,1.706164,1.50468466666667,95,48,62,"Wipf1",3.944154,5.054594,5.444055,126,554,310,4.81426766666667,0.430782483755621
"WIPF2",2.93563,2.219469,1.719133,2.29141066666667,315,262,235,"Wipf2",9.569789,9.31994,9.833547,404,1653,1017,9.57442533333333,0.311261422054898
"WIPF3",1.481895,1.510136,1.109321,1.36711733333333,132,126,93,"Wipf3",5.805807,5.741481,4.920492,143,600,293,5.48926,0.36477461734209
"WIPI1",82.841561,75.557529,64.52185,74.30698,1221,952,894,"Wipi1",10.346302,9.647129,11.390318,165,597,385,10.4612496666667,6.5705732088726
"WIPI2",23.80598,16.179216,13.381723,17.788973,574,513,451,"Wipi2",22.193605,20.718352,22.247752,590,2238,1306,21.719903,0.826982976115699
"WIZ",8.458392,6.269694,5.693105,6.80706366666667,653,586,437,"Wiz",10.607213,12.845024,13.562076,249,1160,711,12.3381043333333,0.585320332751933
"WLS",97.055119,65.204939,48.825362,70.3618066666667,1821,1619,1289,"Wls",16.671108,18.308643,20.112534,317,1241,753,18.364095,3.6852642308699
"WNK1",179.375729,85.28771,121.366726,128.676721666667,3418,2111,1938,"Wnk1",300.867351,413.88033,419.866295,2096,9854,5517,378.204658666667,0.341970275688666
"WNK2",37.610566,33.296067,30.658059,33.8548973333333,1459,1091,916,"Wnk2",24.899157,27.479104,29.961182,559,2667,1631,27.446481,1.22527975721613
"WNK3",0.191544,0.360898,0.096128,0.21619,14,12,13,"Wnk3",7.148777,9.722633,8.486201,271,1199,712,8.452537,0.128662812956987
"WNK4",0.174113,0.248356,0.012046,0.144838333333333,3,6,1,"Wnk4",0.796257,2.193836,1.824908,10,102,51,1.60500033333333,0.439477231032984
"WNT1",0,0.020309,0.083356,0.034555,0,1,2,"Wnt1",0.062185,0,0.030218,1,0,1,0.030801,1.00364182805411
"WNT10A",0.202277,0.050706,0,0.0843276666666667,1,2,0,"Wnt10a",0.063281,0.10086,0.096247,1,4,3,0.086796,0.99772879792221
"WNT10B",0.052968,0.056594,0,0.0365206666666667,2,2,0,"Wnt10b",0,0.172203,0.146639,0,7,4,0.106280666666667,0.936941861046714
"WNT11",6.163983,5.164363,5.346847,5.55839766666667,194,178,175,"Wnt11",0.822539,0.30024,0.367363,7,14,7,0.496714,4.38186431520429
"WNT16",0,0,0,0,0,0,0,"Wnt16",0.442229,0.641045,4.624091,5,25,14,1.902455,0.344535918730868
"WNT2",0.027982,0.037758,0,0.0219133333333333,1,3,0,"Wnt2",0,0.108947,0.064259,0,6,2,0.0577353333333333,0.966133304928832
"WNT2B",0.341217,0.296116,0.205116,0.280816333333333,39,45,28,"Wnt2b",0.97448,1.306813,0.930925,21,104,42,1.07073933333333,0.618530933718038
"WNT3",0.547456,0.410432,0.289412,0.415766666666667,32,27,19,"Wnt3",3.27253,3.442388,3.873214,67,268,170,3.52937733333333,0.312574237577321
"WNT3A",0,0,0,0,0,0,0,"Wnt3a",0,0,0,0,0,0,0,1
"WNT4",0.175432,0.138247,0.036406,0.116695,5,4,3,"Wnt4",0.686587,0.753303,0.620721,19,81,37,0.686870333333333,0.66199219817528
"WNT5A",4.025541,1.433798,1.456893,2.30541066666667,194,164,104,"Wnt5a",2.068981,3.269771,2.858824,63,248,132,2.73252533333333,0.885569519688904
"WNT5B",4.31706,3.724849,2.869122,3.63701033333333,171,140,126,"Wnt5b",0.877343,0.966073,0.994776,12,50,29,0.946064,2.38276353364192
"WNT6",0,0,0,0,0,0,0,"Wnt6",1.380647,1.212586,1.400664,11,56,32,1.331299,0.428945407689018
"WNT7A",0,0.012097,0,0.00403233333333333,0,1,0,"Wnt7a",48.308136,37.701668,29.747078,247,823,469,38.5856273333333,0.0253635574568217
"WNT7B",0.027956,0.012338,0,0.0134313333333333,2,1,0,"Wnt7b",3.39801,4.725726,4.500452,69,364,192,4.20806266666667,0.194588928397431
"WNT8A",0,0,0,0,0,0,0,"Wnt8a",0,0,0,0,0,0,0,1
"WNT8B",0.022029,0,0.023597,0.0152086666666667,1,0,1,"Wnt8b",0.238116,0.19963,0.235487,1,14,6,0.224411,0.829140432964639
"WNT9A",0.53794,0.631864,0.362377,0.510727,49,54,31,"Wnt9a",0.267455,0.236423,0.272268,6,20,13,0.258715333333333,1.20021339217287
"WNT9B",0.092084,0.074071,0.037199,0.0677846666666667,5,4,2,"Wnt9b",0.321969,0.306453,0.301769,10,36,20,0.310063666666667,0.815063186496534
"WRAP53",3.21035,4.048578,4.057302,3.77207666666667,101,95,76,"Wrap53",7.667337,8.267659,8.547595,66,279,151,8.16086366666667,0.520919952561969
"WRAP73",6.790196,2.755653,2.556928,4.034259,147,109,100,"Wrap73",19.576273,23.910891,20.073177,142,521,281,21.1867803333333,0.226903540052477
"WRN",2.485959,1.43519,1.076355,1.66583466666667,115,83,44,"Wrn",1.720192,1.649479,1.490677,66,248,126,1.620116,1.01744910021795
"WRNIP1",12.519759,11.986054,9.79714,11.4343176666667,431,362,304,"Wrnip1",29.848864,31.891331,36.602662,272,926,553,32.7809523333333,0.368086652619237
"WSB1",120.343716,45.695368,36.627742,67.5556086666667,3733,2470,2105,"Wsb1",39.170701,45.797686,45.221458,377,1519,838,43.396615,1.54416296527712
"WSB2",21.716525,16.704697,11.616768,16.67933,554,508,383,"Wsb2",90.628212,98.960028,123.69363,742,2919,1799,104.42729,0.167692160160808
"WSCD1",0.311716,0.563014,0.357829,0.410853,26,27,15,"Wscd1",28.011662,36.136261,38.620957,506,2153,1301,34.2562933333333,0.0400170541656487
"WSCD2",0.038647,0.171926,0,0.070191,3,2,0,"Wscd2",21.377758,25.705198,27.460713,513,2333,1401,24.8478896666667,0.0414034187626587
"WT1",11.659558,0.163511,3.035195,4.95275466666667,23,5,4,"Wt1",0,0.25474,0.169173,0,10,4,0.141304333333333,5.21574701226345
"WTAP",11.271051,11.11107,8.781362,10.3878276666667,419,412,313,"Wtap",36.275481,35.253039,41.612796,329,1152,671,37.713772,0.294154433380107
"WTIP",4.330411,4.374178,1.520587,3.408392,277,237,152,"Wtip",1.949664,2.72502,1.91401,11,63,26,2.19623133333333,1.37924685050957
"WWC1",20.119286,18.383915,8.044401,15.5158673333333,245,196,167,"Wwc1",21.284997,22.924301,18.244141,282,1085,660,20.817813,0.756990049063732
"WWC2",6.991809,3.200196,3.656908,4.61630433333333,463,229,225,"Wwc2",3.071763,3.477128,3.85179,183,776,488,3.46689366666667,1.25731766915428
"WWOX",6.5517,5.426623,5.130217,5.70284666666667,74,80,57,"Wwox",12.764039,16.167047,17.485436,156,765,450,15.472174,0.406919370003417
"WWP1",26.114701,11.563598,13.811637,17.163312,722,513,397,"Wwp1",14.590607,14.664962,16.604615,605,2292,1442,15.286728,1.11522167006166
"WWP2",7.130658,3.811483,5.034492,5.32554433333333,340,230,227,"Wwp2",31.514514,21.749878,18.230433,229,1009,597,23.8316083333333,0.254737600900465
"WWTR1",19.359714,9.094446,9.799592,12.7512506666667,753,517,525,"Wwtr1",4.616729,3.964379,4.607639,146,457,305,4.396249,2.54829802454755
"XAB2",7.644285,6.204807,6.719175,6.856089,372,295,245,"Xab2",11.934158,11.611318,12.331439,182,794,448,11.9589716666667,0.606227808970954
"XAF1",0,0.008939,0.070326,0.0264216666666667,0,1,4,"Xaf1",5.797015,5.35522,6.023481,19,98,44,5.72523866666667,0.152622340639609
"XBP1",25.449405,21.047058,21.326698,22.6077203333333,778,661,586,"Xbp1",35.894362,32.275205,33.406016,408,1443,847,33.8585276666667,0.677243759664242
"XCL1",0.058884,0,0,0.019628,1,0,0,"Xcl1",0,0.134526,0,0,1,0,0.044842,0.975868121687298
"XCL2",0,0,0,0,0,0,0,"Xcl1",0,0.134526,0,0,1,0,0.044842,0.957082506254534
"XCR1",0.008547,0,0,0.002849,1,0,0,"Xcr1",0,0.044545,0,0,5,0,0.0148483333333333,0.98817622994569
"XDH",0.382757,0.033059,0.058786,0.158200666666667,15,4,7,"Xdh",2.942514,4.068269,2.722311,71,270,125,3.24436466666667,0.272879631611924
"XIAP",6.398468,6.195968,5.360002,5.98481266666667,297,231,212,"Xiap",31.250971,30.313628,26.684453,1043,3552,2189,29.4163506666667,0.229640062452375
"XIRP1",173.418984,164.784836,145.364201,161.189340333333,15039,10927,9634,"Xirp1",0.026584,0.051685,0.049408,1,8,4,0.042559,155.568500519715
"XIRP2",9.555587,6.313976,6.128416,7.33265966666667,711,407,378,"Xirp2",0,0,0,0,0,0,0,8.33265966666667
"XK",1.415374,0.974081,0.737781,1.042412,134,97,72,"Xk",8.512372,8.150589,9.281035,295,1041,673,8.64799866666667,0.211692815325154
"XKR4",0.077761,0.051157,0.024115,0.051011,15,15,9,"Xkr4",3.707834,4.850721,5.81511,89,435,302,4.79122166666667,0.181483469377359
"XKR5",0.127559,0.030291,0.083749,0.080533,13,3,8,"Xkr5",0,0.084072,0.124147,0,6,5,0.0694063333333333,1.01040452662365
"XKR6",2.062228,2.085426,1.193801,1.780485,47,40,18,"Xkr6",1.939372,2.340166,2.05955,36,184,101,2.11302933333333,0.893176614247558
"XKR7",0,0,0,0,0,0,0,"Xkr7",2.622264,2.643199,3.037019,45,164,107,2.767494,0.265428425367101
"XKR8",3.724029,3.460193,2.553616,3.245946,159,137,107,"Xkr8",1.740678,2.584191,3.161845,50,217,110,2.49557133333333,1.2146643839052
"XKR9",0.099672,0.164981,0,0.0882176666666667,5,9,0,"Xkr9",0,0.022481,0,0,1,0,0.00749366666666667,1.08012358059488
"XKRX",0.050351,0.104075,0.070243,0.0748896666666667,3,6,4,"Xkrx",0.900173,0.478919,0.596686,5,26,8,0.658592666666667,0.648073326422521
"XPA",5.096655,6.816194,5.083419,5.66542266666667,109,109,77,"Xpa",11.477204,21.167858,31.582842,28,133,69,21.4093013333333,0.297440003484268
"XPC",6.319132,3.124754,2.503366,3.98241733333333,284,221,167,"Xpc",3.769158,3.670387,7.172856,92,343,220,4.87080033333333,0.848677701580835
"XPNPEP1",56.274156,32.44719,25.151505,37.957617,780,573,545,"Xpnpep1",47.956321,37.075141,42.060112,208,847,413,42.363858,0.898389091671687
"XPNPEP2",0,0,0,0,0,0,0,"Xpnpep2",0,0.061981,0.065754,0,5,3,0.0425783333333333,0.959160542693035
"XPNPEP3",16.724887,2.642139,3.251994,7.53967333333333,438,365,325,"Xpnpep3",1.656454,2.633609,2.466515,69,303,197,2.25219266666667,2.62582024148221
"XPO1",50.930447,58.117804,22.563752,43.8706676666667,1050,1088,674,"Xpo1",20.586435,25.937678,21.311406,551,2181,1160,22.6118396666667,1.90034611026144
"XPO4",8.104382,6.123013,4.654318,6.29390433333333,1428,1164,878,"Xpo4",3.560521,4.45341,4.386946,213,897,494,4.13362566666667,1.42080954220984
"XPO5",54.103572,29.155469,24.320167,35.859736,495,367,269,"Xpo5",9.264754,9.911836,10.517923,319,1281,769,9.898171,3.38219468202508
"XPO6",117.033271,84.498098,60.31405,87.2818063333333,1018,709,522,"Xpo6",96.002659,97.337934,108.530197,393,1688,960,100.623596666667,0.868713657349725
"XPO7",9.908546,8.572495,6.789131,8.42339066666667,829,656,608,"Xpo7",15.425362,15.885291,17.051203,555,2232,1365,16.1206186666667,0.550411807548388
"XPOT",10.010317,5.901757,4.043438,6.65183733333333,550,442,343,"Xpot",49.340415,36.573484,42.676295,540,1887,1121,42.863398,0.174446980449014
"XPR1",11.644071,8.338807,7.521734,9.168204,1464,1389,963,"Xpr1",16.381085,15.923284,16.079282,781,2958,1708,16.1278836666667,0.593663770602832
"XRCC1",5.825253,4.826971,3.25545,4.63589133333333,237,191,131,"Xrcc1",13.090018,17.430496,14.3441,108,422,242,14.9548713333333,0.353239535160568
"XRCC2",0.96492,0.642156,0.60161,0.736228666666667,87,61,55,"Xrcc2",3.423359,3.962657,3.540171,74,287,154,3.64206233333333,0.374020972144062
"XRCC3",6.445294,4.978821,4.338625,5.25424666666667,181,148,104,"Xrcc3",2.01299,2.917207,6.266998,31,176,86,3.73239833333333,1.32158077704786
"XRCC4",4.866249,4.343292,3.254673,4.154738,116,115,84,"Xrcc4",24.890323,7.888845,7.799672,55,143,80,13.52628,0.354856026456877
"XRCC5",75.695679,51.44784,45.899295,57.680938,2414,2124,1734,"Xrcc5",5.703903,6.701693,7.845772,94,416,276,6.750456,7.57128845064084
"XRCC6",92.45422,70.526113,55.67489,72.8850743333333,3018,2556,2092,"Xrcc6",28.39221,30.705893,30.893656,100,367,227,29.997253,2.38360071240291
"XRN1",1.428433,1.398766,0.994934,1.27404433333333,153,142,115,"Xrn1",6.376224,6.671259,4.724662,238,1034,691,5.92404833333333,0.328426987198481
"XRN2",8.182072,6.428788,5.605668,6.73884266666667,561,443,381,"Xrn2",34.700766,43.164516,40.408373,264,926,585,39.4245516666667,0.19143917118685
"XRRA1",5.996353,2.886663,5.709318,4.86411133333333,146,103,106,"Xrra1",0,0.381087,0.182187,0,11,7,0.187758,4.93712636187955
"XXYLT1",7.86268,4.92781,4.538663,5.77638433333333,360,249,247,"Xxylt1",8.201044,10.149254,10.883796,171,662,391,9.744698,0.630672386821233
"XYLB",0.59962,0.101565,0.182111,0.294432,11,4,7,"Xylb",1.031145,1.618848,1.491772,20,113,64,1.38058833333333,0.54374457854606
"XYLT1",0.060325,0.038687,0.063322,0.0541113333333333,13,8,13,"Xylt1",4.117972,4.077666,4.323749,254,945,568,4.173129,0.203766682279397
"XYLT2",7.858263,7.332752,5.467429,6.886148,528,427,328,"Xylt2",7.754098,9.866005,13.795208,107,498,277,10.4717703333333,0.687439494590068
"YAE1",5.81264,9.037105,7.264839,7.371528,62,83,60,"Yae1d1",7.823681,9.440026,9.100345,283,1052,624,8.78801733333333,0.855283323977222
"YAF2",55.991301,33.06512,34.505204,41.1872083333333,264,253,232,"Yaf2",36.611989,30.024369,31.940564,378,1148,702,32.858974,1.24596830173688
"YAP1",13.696051,8.196497,5.856549,9.249699,773,669,489,"Yap1",8.376353,5.42029,5.903048,134,479,299,6.56656366666667,1.35460421025114
"YARS1",44.369408,41.942045,37.742739,41.3513973333333,1685,1561,1310,"Yars",56.503286,59.043893,59.551381,529,2303,1268,58.3661866666667,0.713392584420671
"YARS2",7.432951,10.1514,6.861074,8.148475,196,156,130,"Yars2",18.842486,17.788549,15.764907,77,292,158,17.465314,0.495441074005024
"YBEY",8.140418,5.540822,8.62328,7.43484,101,68,72,"Ybey",1.13286,1.298772,1.159197,35,149,73,1.196943,3.83935313751882
"YBX1",306.310118,264.353315,230.464605,267.042679333333,6303,5603,4879,"Ybx1",86.735004,72.19593,69.979697,480,1512,913,76.3035436666667,3.46740481250297
"YBX2",6.948395,7.300034,3.980021,6.07615,193,178,142,"Ybx2",2.613229,3.561849,2.118971,12,37,12,2.764683,1.87961376827744
"YBX3",229.750072,141.57804,137.616642,169.648251333333,1136,976,905,"Ybx3",26.662019,21.669816,19.504829,183,577,333,22.6122213333333,7.22711552311385
"YDJC",4.075485,3.679348,2.745404,3.500079,113,88,72,"Ydjc",2.790329,4.552035,3.968964,22,120,64,3.77044266666667,0.943325245567707
"YEATS2",6.827679,5.168921,3.394378,5.130326,556,327,301,"Yeats2",7.881775,10.448057,12.66315,124,618,338,10.330994,0.541022791116119
"YEATS4",5.028994,4.494019,4.070047,4.53102,65,88,52,"Yeats4",24.98843,18.174836,19.989515,128,360,212,21.050927,0.250829364225821
"YES1",2.886172,1.569374,1.601738,2.01909466666667,152,129,129,"Yes1",5.272346,5.381434,5.276063,141,468,286,5.30994766666667,0.478465880567525
"YIF1A",42.049615,41.536654,38.093773,40.560014,359,348,291,"Yif1a",14.904474,14.851098,16.837756,88,357,223,15.5311093333333,2.51404870429345
"YIF1B",22.458893,18.820756,14.998799,18.7594826666667,326,247,211,"Yif1b",27.440981,34.22531,33.655119,160,717,396,31.7738033333333,0.602904779335447
"YIPF1",8.8331,8.395727,6.540516,7.92311433333333,268,248,182,"Yipf1",34.443113,45.029379,38.814136,106,478,263,39.428876,0.220711412638168
"YIPF2",13.905182,12.410324,9.022363,11.7792896666667,182,141,114,"Yipf2",6.105508,6.69941,7.772,78,338,214,6.85897266666667,1.62607635993814
"YIPF3",89.166397,85.738197,74.690241,83.1982783333333,735,708,552,"Yipf3",37.362447,40.260639,41.642509,238,793,483,39.7551983333333,2.06595187305145
"YIPF4",21.904384,19.996064,17.904233,19.9348936666667,463,457,398,"Yipf4",200.875502,232.404177,173.085568,231,840,526,202.121749,0.1030657414567
"YIPF5",11.584857,11.202347,5.934569,9.57392433333333,285,314,231,"Yipf5",12.561063,12.947934,11.87526,278,941,553,12.461419,0.785498492642814
"YIPF6",5.200563,5.084108,2.957542,4.414071,390,416,274,"Yipf6",7.795352,16.909527,14.939371,259,1204,737,13.21475,0.380876976380169
"YIPF7",0.252382,0.257742,0.130174,0.213432666666667,4,4,2,"Yipf7",0.143023,0.113742,0,1,3,0,0.0855883333333333,1.11776502142463
"YJU2",3.646695,4.134666,3.351647,3.71100266666667,106,108,84,"Yju2",3.416427,3.803245,3.811154,35,151,85,3.676942,1.00728267886723
"YKT6",28.024642,24.181431,17.324584,23.1768856666667,1225,1102,884,"Ykt6",20.26382,21.948978,21.743462,329,1300,758,21.3187533333333,1.08325430661748
"YLPM1",11.905242,11.194117,11.272586,11.457315,825,555,473,"Ylpm1",15.906578,25.403579,22.472899,502,2369,1402,21.2610186666667,0.559602199096729
"YME1L1",26.866622,16.043308,13.062298,18.6574093333333,1589,1236,1026,"Yme1l1",24.45499,23.194618,22.328074,577,2095,1226,23.325894,0.808085792585191
"YOD1",0.775199,0.752985,0.377803,0.635329,78,86,42,"Yod1",3.680655,3.278374,3.467363,154,498,301,3.475464,0.365398760888256
"YPEL1",9.567862,5.807962,2.990639,6.12215433333333,266,219,234,"Ypel1",2.025633,2.220275,2.694349,22,72,44,2.313419,2.14948798607521
"YPEL2",14.444634,8.895121,8.673417,10.6710573333333,1362,881,865,"Ypel2",11.861608,12.736635,13.268721,205,898,512,12.6223213333333,0.856759802367506
"YPEL3",22.923816,19.985741,19.400298,20.7699516666667,212,195,158,"Ypel3",265.68974,229.242756,146.906961,549,2038,1229,213.946485666667,0.101280798330553
"YPEL4",0.320718,0.277582,0,0.199433333333333,9,3,0,"Ypel4",25.644512,27.30954,25.717229,227,945,520,26.2237603333333,0.0440583269411435
"YPEL5",34.439657,30.406805,26.383813,30.4100916666667,671,721,575,"Ypel5",88.31487,67.601637,52.445704,626,2262,1352,69.4540703333333,0.445823662395356
"YRDC",2.800656,3.188367,3.13558,3.04153433333333,97,104,103,"Yrdc",14.030825,19.614379,19.175272,71,297,178,17.6068253333333,0.217207087234441
"YTHDC1",42.121389,14.040434,14.270045,23.4772893333333,517,375,364,"Ythdc1",27.209201,25.758596,29.490669,545,1805,1109,27.4861553333333,0.859269671421437
