"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"ACOT7",18.509861,18.078012,11.411107,15.99966,521,479,300,"Acot7",111.188515,131.036078,129.630967,1570,1672,2878,123.951853333333,0.136049682709788
"ACOT8",14.918157,12.104523,11.463739,12.8288063333333,289,242,204,"Acot8",8.592737,6.335262,7.813267,92,79,179,7.580422,1.61166972129498
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot9",7.906744,9.434484,8.697412,173,191,328,8.67954666666667,2.74082257295796
"ACOT9",29.935853,23.797934,22.855973,25.52992,918,759,709,"Acot10",0.357201,0,0.059722,7,0,2,0.138974333333333,23.2928163730936
"ACOX1",26.743277,25.166,14.165662,22.0249796666667,569,533,438,"Acox1",42.462694,49.530815,42.902378,2083,2319,3937,44.9652956666667,0.500920952051311
"ACOX2",17.904677,19.718667,13.035042,16.8861286666667,296,273,205,"Acox2",0.34875,0,0.118511,1,0,2,0.155753666666667,15.4757273825074
"ACOX3",11.241262,6.789727,5.371668,7.80088566666667,239,160,120,"Acox3",9.86655,14.350914,13.065142,304,335,636,12.4275353333333,0.65543567365031
"ACOXL",0.725081,0.07677,0.356086,0.385979,14,3,7,"Acoxl",0.051151,0.052153,0,1,1,0,0.0344346666666667,1.3398419877653
"ACP1",30.223411,32.418039,30.824921,31.155457,582,628,585,"Acp1",35.477273,40.812405,33.525439,463,546,899,36.605039,0.855083729603365
"ACP2",43.214406,45.839884,42.704658,43.9196493333333,569,466,395,"Acp2",14.524213,21.164139,23.563349,907,1033,1751,19.750567,2.16474322524938
"ACP3",0.862381,0.252187,0.58269,0.565752666666667,9,11,11,"Acpp",0.01587,0.048691,0.033341,1,3,4,0.032634,1.51627068900178
"ACP4",0,0.080253,0,0.026751,0,2,0,"Acp4",0,0.057198,0,0,1,0,0.019066,1.00754121911633
"ACP5",0.224677,1.062225,0,0.428967333333333,1,4,0,"Acp5",0.06068,0,0.126958,1,0,4,0.062546,1.34485220718287
"ACP6",5.616296,6.558338,5.860511,6.011715,182,148,113,"Acp6",8.264773,7.340749,10.902368,110,97,263,8.83596333333333,0.712865101503361
"ACR",0,0.037509,0.037908,0.025139,0,1,1,"Acr",0.807444,0.628591,0.846833,11,11,18,0.760956,0.582149128087244
"ACRBP",0.3985,0.030659,0.225437,0.218198666666667,4,1,2,"Acrbp",4.10962,2.495291,4.514207,43,31,95,3.70637266666667,0.258840247669862
"ACRV1",0.027065,0.168649,0.254211,0.149975,1,3,3,"Acrv1",0.089446,0.045734,0.046779,4,2,4,0.060653,1.08421415863624
"ACSBG1",0.540764,0.319036,0.523883,0.461227666666667,30,21,25,"Acsbg1",60.868711,58.496547,48.444874,1528,1492,2526,55.9367106666667,0.0256640689206891
"ACSBG2",0.522338,0.103219,0.103778,0.243111666666667,4,1,1,"Acsbg2",0.061179,0.028799,0.035622,2,1,2,0.0418666666666667,1.19315811364218
"ACSF2",61.978687,54.648487,53.059789,56.562321,577,446,412,"Acsf2",11.545947,8.756051,7.874134,174,149,316,9.392044,5.53907595079467
"ACSF3",19.299129,13.763293,10.433563,14.4986616666667,273,225,190,"Acsf3",3.915831,4.53771,4.775548,115,130,272,4.40969633333333,2.86497812662189
"ACSL1",43.878419,27.152981,30.101182,33.7108606666667,716,624,486,"Acsl1",26.783503,29.664263,24.04514,610,606,1123,26.8309686666667,1.24720275037498
"ACSL3",71.523045,48.918818,50.907122,57.1163283333333,1224,1079,919,"Acsl3",137.743645,126.020907,116.28694,2455,1981,3863,126.683830666667,0.455158088772044
"ACSL4",36.054531,15.661033,10.428141,20.7145683333333,1246,833,675,"Acsl4",42.27799,43.593616,27.973049,1208,1128,2020,37.9482183333333,0.557524047634015
"ACSL5",0.1358,0,0.182111,0.105970333333333,3,0,1,"Acsl5",75.63154,74.775796,56.525036,748,800,1379,68.9774573333333,0.0158046658949769
"ACSL6",0.165731,0.038947,0.026724,0.077134,5,3,2,"Acsl6",86.180562,74.263679,74.021711,2873,2800,5045,78.1553173333333,0.0136078539798413
"ACSM1",0,0.159858,0,0.053286,0,2,0,"Acsm1",0,0,0,0,0,0,0,1.053286
"ACSM2A",1.918943,2.292445,1.490272,1.90055333333333,10,6,4,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,2.77925905673973
"ACSM2B",0,0.111241,0,0.0370803333333333,0,2,0,"Acsm2",0.031119,0.061456,0.038353,3,3,7,0.0436426666666667,0.993712087917704
"ACSM3",1.027824,2.197071,1.355443,1.52677933333333,11,13,11,"Acsm3",0.282797,5.148762,2.552905,4,5,7,2.661488,0.690096303287989
"ACSM4",0,0,0,0,0,0,0,"Acsm4",0,0,0.018442,0,0,1,0.00614733333333333,0.993890225487189
"ACSM5",0.347033,0.226793,0.050724,0.208183333333333,7,6,1,"Acsm5",0.163657,0.030481,0.29587,6,1,12,0.163336,1.03855062796418
"ACSS1",0.37447,0.329271,0.198105,0.300615333333333,29,24,13,"Acss1",6.028145,10.007418,9.563296,250,241,508,8.532953,0.136433624851957
"ACSS2",136.021315,95.971222,128.057604,120.016713666667,1559,1286,1185,"Acss2",18.71586,17.12475,17.603764,521,478,980,17.8147913333333,6.43199871434485
"ACSS3",2.79066,4.630495,1.143408,2.85485433333333,125,108,90,"Acss3",0.270661,0.365425,0.567388,7,19,39,0.401158,2.7511917523458
"ACTA1",636.770692,441.289829,564.554107,547.538209333333,19134,12570,15960,"Acta1",2.92908,4.247516,2.921494,52,74,99,3.36603,125.637755428463
"ACTA2",51.781238,68.388245,46.909126,55.6928696666667,1324,1661,1126,"Acta2",9.888823,10.858859,14.812093,171,196,448,11.8532583333333,4.41077804525571
"ACTB",429.465479,453.29093,375.743403,419.499937333333,7846,7769,6339,"Actb",1338.442156,1336.811776,1222.922158,6581,7424,12805,1299.39203,0.323363976118289
"ACTBL2",0,0.022184,0.02198,0.0147213333333333,0,1,1,"Actbl2",0.026725,0,0,1,0,0,0.00890833333333333,1.00576167309551
"ACTC1",5080.246607,4691.279529,4052.296585,4607.940907,121009,106500,94643,"Actc1",0.054823,0,0.057199,1,0,2,0.0373406666666667,4443.03501742597
"ACTG1",124.614163,112.983909,79.093729,105.563933666667,2936,2870,2190,"Actg1",533.854181,697.997865,581.991909,8440,9587,17032,604.614651666667,0.175959966248175
"ACTG2",0.271346,0.303675,0.231978,0.268999666666667,8,3,6,"Actg2",0.143131,0.14681,0.401161,1,2,5,0.230367333333333,1.03139902392294
"ACTL10",0.248173,0.129837,0.099075,0.159028333333333,11,5,4,"Actl10",0.952299,0.600651,0.862865,17,11,31,0.805271666666667,0.642024330594749
"ACTL6A",129.936939,63.089341,28.578082,73.8681206666667,238,226,162,"Actl6a",7.557008,12.276269,9.663815,94,111,225,9.832364,6.91152186786436
"ACTL6B",0,0,0,0,0,0,0,"Actl6b",35.86115,41.196074,36.374725,535,582,1108,37.8106496666667,0.025766123695138
"ACTL7A",0,0,0,0,0,0,0,"Actl7a",0,0.053803,0,0,1,0,0.0179343333333333,0.982381640204034
"ACTL7B",0,0,0,0,0,0,0,"Actl7b",0,0,0,0,0,0,0,1
"ACTL9",0,0,0,0,0,0,0,"Actl9",0.059117,0,0.031171,1,0,1,0.030096,0.97078330563365
"ACTN1",97.368685,90.347999,62.458246,83.3916433333333,3154,2333,1894,"Actn1",33.864388,28.934032,31.956368,1209,985,2176,31.5849293333333,2.58989800069946
"ACTN2",978.395053,817.138475,753.753803,849.762443666667,32985,24389,21981,"Actn2",14.886157,16.737765,16.669772,268,326,649,16.097898,49.7583061769737
"ACTN3",0.251983,0.266257,0.25194,0.256726666666667,16,16,15,"Actn3",0.366027,0.186996,0.388485,9,5,19,0.313836,0.956532372888752
"ACTR10",123.432299,114.333934,91.069828,109.612020333333,961,968,829,"Actr10",84.074177,92.426345,91.04317,1205,1246,2205,89.1812306666667,1.22655257103537
"ACTR1A",64.377145,42.659304,39.165459,48.7339693333333,3101,2292,2094,"Actr1a",61.70184,72.684492,56.340866,1804,1946,3202,63.5757326666667,0.770165002851071
"ACTR1B",19.202777,14.33055,13.258617,15.5973146666667,779,576,553,"Actr1b",122.146702,131.986356,134.627942,2618,2671,4864,129.587,0.127097756029824
"ACTR2",26.040333,13.291404,11.523641,16.9517926666667,1146,882,773,"Actr2",82.532384,89.852759,78.117374,4076,4260,7172,83.500839,0.212445141126547
"ACTR3",38.861514,29.33901,25.230379,31.1436343333333,1098,1075,941,"Actr3",100.782284,100.575295,99.81557,2076,2089,3710,100.391049666667,0.317026349357352
"ACTR3B",7.030276,2.889677,2.312428,4.07746033333333,129,80,93,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.124965881771155
"ACTR3C",0.6982,1.16039,0.413306,0.757298666666667,10,10,5,"Actr3b",35.603748,43.533124,39.755446,899,1078,1897,39.6307726666667,0.0432504368322867
"ACTR5",1.163629,0.795908,0.976133,0.978556666666667,62,40,49,"Actr5",3.346304,4.096994,3.535604,57,52,114,3.659634,0.424616325373767
"ACTR8",17.708309,15.074514,11.257858,14.680227,360,281,217,"Actr8",25.990056,22.990452,25.147238,455,467,887,24.7092486666667,0.609906077120418
"ACTRT1",0,0,0,0,0,0,0,"Actrt1",0,0,0,0,0,0,0,1
"ACTRT2",0,0,0,0,0,0,0,"Actrt2",0,0,0,0,0,0,0,1
"ACTRT3",0.448872,0.581869,0.461129,0.49729,14,18,14,"Actrt3",0.35505,0.280845,0.226752,9,7,11,0.287549,1.16289943140028
"ACVR1",7.233818,5.194846,4.253429,5.56069766666667,358,289,222,"Acvr1",8.108536,7.904635,7.087214,302,294,527,7.70012833333333,0.754092056496485
"ACVR1B",7.139766,4.870088,4.743164,5.58433933333333,614,453,436,"Acvr1b",22.098817,24.174792,22.678394,1369,1472,2693,22.984001,0.274530481104188
"ACVR1C",0.00775,0.013681,0,0.00714366666666667,1,2,0,"Acvr1c",4.522133,4.713695,3.983638,581,544,966,4.40648866666667,0.186284246349417
"ACVR2A",2.344089,1.398215,1.171016,1.63777333333333,115,94,85,"Acvr2a",10.208157,11.71447,10.380043,641,648,1136,10.7675566666667,0.224156416497676
"ACVR2B",1.1158,1.888897,1.517997,1.50756466666667,261,178,121,"Acvr2b",2.233509,2.60413,3.419332,66,52,137,2.75232366666667,0.668269821428873
"ACVRL1",1.239071,1.061599,0.85141,1.05069333333333,40,22,30,"Acvrl1",28.495335,18.946416,20.66065,237,213,454,22.7008003333333,0.0865242230005707
"ACY1",29.01427,20.193338,18.22011,22.475906,288,174,168,"Acy1",9.571324,11.354607,9.093965,86,100,183,10.006632,2.13288733556278
"ACY3",0,0,0.038868,0.012956,0,0,1,"Acy3",1.109291,1.666564,0.839006,10,23,24,1.20495366666667,0.459400129496296
"ACYP2",14.923638,15.092443,14.910934,14.9756716666667,179,179,196,"Acyp2",15.543694,11.705775,12.407704,133,94,194,13.2190576666667,1.12353941035896
"ADA",4.945909,4.204043,4.670719,4.60689033333333,124,113,122,"Ada",0.649475,0.560006,0.317154,14,8,13,0.508878333333333,3.71593269614184
"ADAD1",0,0,0,0,0,0,0,"Adad1",0,0,0,0,0,0,0,1
"ADAD2",0,0,0,0,0,0,0,"Adad2",0,0,0.042343,0,0,2,0.0141143333333333,0.986082108427616
"ADAL",13.118704,10.233636,7.871906,10.408082,497,431,361,"Adal",7.830871,6.978128,7.524622,200,170,354,7.44454033333333,1.35094173864842
"ADAM10",24.348027,13.702235,11.245455,16.4319056666667,536,434,351,"Adam10",16.60468,18.415744,16.296354,1050,1158,2005,17.1055926666667,0.962791220790011
"ADAM11",11.764671,7.939555,6.243467,8.649231,981,771,582,"Adam11",31.053563,30.269436,31.879236,994,1157,2081,31.0674116666667,0.300904578776158
"ADAM12",0.692991,0.787749,1.408243,0.962994333333333,57,72,53,"Adam12",1.197992,0.537611,0.889221,69,50,141,0.874941333333333,1.04696306942226
"ADAM15",11.532537,17.778786,12.695181,14.002168,314,295,237,"Adam15",42.157036,42.000058,53.519479,670,676,1402,45.892191,0.319928919508154
"ADAM17",5.863159,4.842983,3.098865,4.601669,292,270,199,"Adam17",9.399549,5.108095,9.676901,221,176,382,8.061515,0.618182390030806
"ADAM2",0,0,0,0,0,0,0,"Adam2",0,0,0.089934,0,0,3,0.029978,0.970894523960706
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam20",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam39",0,0,0,0,0,0,0,1.030394
"ADAM20",0.018165,0.036213,0.036804,0.030394,1,2,2,"Adam25",0,0,0,0,0,0,0,1.030394
"ADAM21",0.092614,0.093693,0.038026,0.0747776666666667,5,5,2,"Adam21",0.20328,0.155304,0.265859,8,6,20,0.208147666666667,0.889607865263711
"ADAM22",0.473128,0.221024,0.122401,0.272184333333333,42,22,22,"Adam22",40.637208,42.956179,45.10655,3088,3283,6181,42.899979,0.0289791558518361
"ADAM23",41.864549,35.696454,23.789355,33.7834526666667,1340,1061,895,"Adam23",50.975901,56.737387,44.313727,1885,2181,3830,50.6756716666667,0.673110799430667
"ADAM28",0.222073,0,0.032833,0.0849686666666667,7,0,4,"Adam28",0.151852,0.079236,0.155724,2,3,8,0.128937333333333,0.961053049298278
"ADAM29",0.022632,0,0,0.007544,1,0,0,"Adam29",0,0,0,0,0,0,0,1.007544
"ADAM30",0,0,0,0,0,0,0,"Adam30",0,0,0,0,0,0,0,1
"ADAM33",0.151082,0.049411,0.215616,0.138703,10,3,12,"Adam33",1.9498,1.41936,2.388925,45,38,86,1.91936166666667,0.390052049049535
"ADAM7",0,0,0,0,0,0,0,"Adam7",0,0.055535,0.057108,0,1,4,0.0375476666666667,0.963811140564466
"ADAM8",1.440741,0.605901,0.327876,0.791506,22,10,8,"Adam8",2.33144,1.427531,2.085774,34,21,57,1.94824833333333,0.607650983719712
"ADAMDEC1",0,0,0,0,0,0,0,"Adamdec1",0,0,0,0,0,0,0,1
"ADAMTS1",7.164372,3.536363,3.442214,4.71431633333333,277,249,139,"Adamts1",1.475477,2.232718,1.469624,99,108,169,1.72593966666667,2.09627395764078
"ADAMTS10",2.733393,2.863047,1.555908,2.384116,70,54,46,"Adamts10",4.931463,5.730022,9.436422,182,161,391,6.69930233333333,0.43953540898749
"ADAMTS12",9.689995,10.514763,8.128071,9.44427633333333,421,377,273,"Adamts12",0.016006,0.040975,0.022189,2,5,4,0.02639,10.1757385918933
"ADAMTS13",3.498026,3.363595,2.00095,2.95419033333333,170,115,87,"Adamts13",1.528298,0.582745,1.099048,11,6,15,1.07003033333333,1.91020888421764
"ADAMTS14",1.363407,0.882597,0.773,1.00633466666667,169,102,89,"Adamts14",0.040442,0.085075,0.10705,2,6,15,0.0775223333333333,1.86198893944039
"ADAMTS15",5.729811,5.379448,3.798096,4.96911833333333,751,656,463,"Adamts15",0.674309,1.690617,0.51662,56,53,82,0.960515333333333,3.04466801755865
"ADAMTS16",0.036176,0.066894,0.143115,0.0820616666666667,4,7,12,"Adamts16",0.298506,0.470028,0.529934,21,33,73,0.432822666666667,0.755195804644818
"ADAMTS17",0.492449,0.402607,0.432152,0.442402666666667,33,26,24,"Adamts17",2.804391,3.88959,7.425449,38,48,87,4.70647666666667,0.25276589232235
"ADAMTS18",0.121899,0.017094,0.017158,0.0520503333333333,3,2,2,"Adamts18",0.408145,0.756047,0.524686,30,30,66,0.562959333333333,0.673114335668362
"ADAMTS19",2.13328,0.847573,1.17336,1.38473766666667,96,45,53,"Adamts19",0.160657,0.127669,0.109424,10,8,13,0.132583333333333,2.10557368847031
"ADAMTS2",0.115833,0.086629,0.03467,0.079044,13,8,5,"Adamts2",1.247932,1.323588,3.187765,91,97,184,1.91976166666667,0.369565780768636
"ADAMTS20",0.194401,0.034761,0.182112,0.137091333333333,12,3,3,"Adamts20",1.730685,1.718331,1.640196,143,108,249,1.696404,0.421706588973067
"ADAMTS3",0.99259,0.688442,0.66207,0.781034,83,76,57,"Adamts3",6.061728,5.219906,4.794973,240,268,459,5.358869,0.280086600305809
"ADAMTS4",0.02932,0.026379,0.464571,0.173423333333333,6,6,4,"Adamts4",4.240259,4.771591,3.757374,258,284,443,4.256408,0.223236729974791
"ADAMTS5",0.014722,0,0,0.00490733333333333,1,0,0,"Adamts5",0.185931,0.243754,0.22947,29,37,68,0.219718333333333,0.823884749347869
"ADAMTS6",0.791118,0.693934,0.622677,0.702576333333333,95,61,55,"Adamts6",0.818037,0.747153,0.578188,59,59,115,0.714459333333333,0.993068951961143
"ADAMTS7",5.459603,4.568133,3.862321,4.630019,514,375,312,"Adamts7",0.232735,0.181517,0.189258,4,3,12,0.20117,4.68711256524888
"ADAMTS8",0.317805,0.100515,0.182645,0.200321666666667,24,7,13,"Adamts8",0.488238,0.65023,0.637255,22,30,59,0.591907666666667,0.754014627732806
"ADAMTS9",11.270211,9.013448,9.75239,10.0120163333333,594,373,363,"Adamts9",0.335946,0.307006,0.749196,28,33,57,0.464049333333333,7.52161561951009
"ADAMTSL1",2.699594,2.503845,1.528651,2.24403,224,163,120,"Adamtsl1",0.612244,1.866837,1.124005,67,69,134,1.20102866666667,1.47386994505296
"ADAMTSL2",0.864767,0.719934,0.473671,0.686124,77,57,38,"Adamtsl2",3.404366,7.623824,8.01014,55,80,143,6.34611,0.229526102930667
"ADAMTSL3",0.184832,0.214714,0.105793,0.168446333333333,11,12,8,"Adamtsl3",0.361326,0.63423,0.567644,31,26,48,0.521066666666667,0.768175622370266
"ADAMTSL4",12.635359,12.932216,10.354914,11.974163,763,595,511,"Adamtsl4",8.558342,3.262108,15.055555,85,75,137,8.95866833333333,1.30280099364021
"ADAMTSL5",42.692522,31.619021,21.507695,31.939746,494,357,323,"Adamtsl5",2.893487,6.386214,5.010418,44,58,129,4.763373,5.71535904408755
"ADAP1",2.559191,2.013888,2.267124,2.28006766666667,50,43,34,"Adap1",92.281867,92.647166,82.734768,1588,1710,3053,89.221267,0.0363558147179053
"ADAP2",3.159636,0.302603,0.075168,1.17913566666667,8,6,4,"Adap2",1.793909,1.869012,2.628465,41,42,95,2.09712866666667,0.70359868807517
"ADAR",31.090188,13.016808,8.388818,17.4986046666667,1562,1005,859,"Adar",37.755536,33.983458,33.90145,2314,2268,4152,35.2134813333333,0.510820942521185
"ADARB1",19.742685,2.826503,2.675535,8.41490766666667,369,269,279,"Adarb1",30.434705,32.950841,31.905225,2575,2718,4708,31.7635903333333,0.287358850812148
"ADARB2",0.115823,0.022508,0.083771,0.074034,3,4,2,"Adarb2",3.864434,4.90375,4.611805,214,244,418,4.45999633333333,0.196709655910025
"ADAT1",12.085066,7.251189,8.024499,9.12025133333333,134,77,60,"Adat1",1.945216,1.426517,2.055466,79,55,159,1.80906633333333,3.60270998703128
"ADAT2",0.527551,0.654778,0.610782,0.597703666666667,63,65,57,"Adat2",2.426623,2.585365,1.921299,43,46,67,2.31109566666667,0.482530203748266
"ADAT3",0.613159,0.450686,0.803128,0.622324333333333,20,11,23,"Adat3",0.775594,0.198299,0.615452,5,1,9,0.529781666666667,1.06049403564125
"ADCK1",6.62267,6.828834,4.626745,6.026083,191,206,136,"Adck1",9.170926,11.851145,10.397969,271,333,574,10.4733466666667,0.612383047782629
"ADCK2",8.450675,6.860918,7.832185,7.71459266666667,216,169,177,"Adck2",15.213172,16.624185,18.432762,131,148,314,16.7567063333333,0.490777540782291
"ADCK5",4.110263,2.199273,1.452022,2.587186,128,66,57,"Adck5",29.727967,34.042667,28.213454,100,100,188,30.6613626666667,0.113298534803008
"ADCY1",0.4447,0.546407,0.45112,0.480742333333333,108,68,50,"Adcy1",58.091978,58.482665,55.780877,10209,10137,18879,57.45184,0.0253326898406164
"ADCY10",0.095948,0.039473,0.019977,0.0517993333333333,1,4,2,"Adcy10",0.161381,0.474453,0.164037,7,6,14,0.266623666666667,0.830396084498658
"ADCY2",0.17816,0.66433,0.071804,0.304764666666667,11,16,10,"Adcy2",31.341676,32.517722,28.792542,1755,1801,3135,30.88398,0.0409222646189926
"ADCY3",0.989079,0.854518,0.47374,0.772445666666667,27,19,13,"Adcy3",16.702732,15.581929,19.226665,681,696,1364,17.170442,0.0975455449386793
"ADCY4",0.32983,0.401649,0.214958,0.315479,5,3,3,"Adcy4",4.878095,4.60813,6.408872,48,25,90,5.29836566666667,0.208860372614123
"ADCY5",29.485628,24.648613,19.357219,24.4971533333333,2001,1890,1434,"Adcy5",62.69377,61.493214,57.533549,4595,5117,9683,60.573511,0.414092893506322
"ADCY6",52.569283,30.652688,27.231797,36.8179226666667,3885,2826,2457,"Adcy6",28.55663,25.790655,28.275619,514,445,1024,27.540968,1.32503994491941
"ADCY7",1.115192,0.719433,0.654716,0.829780333333333,39,31,24,"Adcy7",1.199539,1.178268,1.229322,92,98,199,1.20237633333333,0.83082092085685
"ADCY8",0.108939,0,0.014524,0.0411543333333333,9,0,1,"Adcy8",2.252341,2.27885,1.797484,217,222,341,2.10955833333333,0.334823862981613
"ADCY9",3.831584,2.220177,1.998618,2.68345966666667,528,363,299,"Adcy9",10.944138,12.218484,9.962525,692,759,1210,11.0417156666667,0.30589159955529
"ADCYAP1",0,0,0,0,0,0,0,"Adcyap1",22.974848,19.033375,10.864747,216,176,290,17.6243233333333,0.0536932259015406
"ADCYAP1R1",0.006753,0,0,0.002251,1,0,0,"Adcyap1r1",24.580112,27.839607,25.164703,1986,2029,3758,25.861474,0.0373118392534974
"ADD1",153.183987,134.469754,126.62982,138.094520333333,4224,3342,2845,"Add1",221.266444,239.356683,235.388024,4182,4272,7787,232.003717,0.596962667051931
"ADD2",5.559971,3.289912,3.736443,4.195442,820,551,534,"Add2",35.889529,40.25067,37.958653,3865,4214,7574,38.0329506666667,0.133104003444884
"ADD3",179.187635,64.000519,43.576139,95.5880976666667,1088,803,587,"Add3",24.540903,24.901947,24.269126,1272,1272,2347,24.5706586666667,3.77730190394261
"ADGB",0.054045,0.059068,0.038539,0.0505506666666667,7,8,5,"Adgb",0.140628,0.068419,0.220913,9,3,25,0.14332,0.918859695156795
"ADGRA1",0,0,0,0,0,0,0,"Adgra1",16.117526,15.757137,15.399882,546,598,1091,15.7581816666667,0.0596723451201796
"ADGRA2",1.052057,0.576,0.480785,0.702947333333333,151,82,66,"Adgra2",4.229836,2.944187,3.342683,176,173,383,3.50556866666667,0.377965016032752
"ADGRA3",26.061508,22.676209,17.139068,21.9589283333333,503,415,325,"Adgra3",19.324673,31.138297,67.324469,187,209,384,39.2624796666667,0.570231354934183
"ADGRB1",0,0.242985,0.016005,0.08633,0,3,2,"Adgrb1",122.866532,112.035103,117.933367,3167,3286,7153,117.611667333333,0.00915871114893863
"ADGRB2",15.420485,13.604855,10.864538,13.296626,1003,721,599,"Adgrb2",194.492658,250.351565,234.942248,3245,3697,7454,226.595490333333,0.0628159458654535
"ADGRB3",0.034338,0,0.364223,0.132853666666667,2,0,2,"Adgrb3",20.245668,23.942509,19.852774,1162,1292,2048,21.3469836666667,0.0506938065362468
"ADGRD1",10.457535,3.538922,4.19323,6.063229,275,217,185,"Adgrd1",1.023258,0.817564,0.736087,74,59,102,0.858969666666667,3.79953967332083
"ADGRE1",0,0,0,0,0,0,0,"Adgre1",4.200189,2.238701,5.171521,72,68,144,3.870137,0.205333032725773
"ADGRE5",5.268911,2.790159,3.153039,3.73736966666667,167,156,138,"Adgre5",6.255284,6.764807,5.11938,132,118,242,6.04649033333333,0.672302017396746
"ADGRF1",0.060606,0.230254,0.111599,0.134153,5,8,4,"Adgrf1",0,0,0.009763,0,0,1,0.00325433333333333,1.13047406058218
"ADGRF2",0.023203,0.023839,0.039741,0.0289276666666667,1,2,4,"Adgrf2",0.558834,0.269915,0.446443,19,9,29,0.425064,0.722022075265859
"ADGRF3",0.040836,0.044289,0,0.028375,3,4,0,"Adgrf3",0,0,0,0,0,0,0,1.028375
"ADGRF4",0.063151,0.032288,0,0.031813,4,2,0,"Adgrf4",0.376858,0.356769,0.408416,14,13,30,0.380681,0.747321792651597
"ADGRF5",0.145344,0.152902,0.153877,0.150707666666667,15,11,7,"Adgrf5",10.144475,9.973962,10.277928,582,530,1026,10.1321216666667,0.103368225853323
"ADGRG1",0.426519,0.391658,0.399369,0.405848666666667,9,5,9,"Adgrg1",66.023719,65.405374,48.076105,709,616,1071,59.835066,0.0231091828957113
"ADGRG2",0.154332,0.157483,0.118789,0.143534666666667,15,14,11,"Adgrg2",0.23566,0.288794,0.227666,15,18,25,0.250706666666667,0.914310842936793
