"Hs_symbol","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","FoldChange"
"TNIK",15.439622,8.280188,7.7658,10.4952033333333,590,358,319,"Tnik",35.059027,38.667075,38.515314,2637,2830,5369,37.4138053333333,0.299246670138104
"TNIP1",32.649322,27.398524,23.438541,27.8287956666667,1173,784,775,"Tnip1",12.144472,8.042224,8.494003,204,205,390,9.560233,2.7299393551891
"TNIP2",10.30999,9.43652,6.515658,8.754056,307,286,235,"Tnip2",8.046397,9.589234,9.068084,91,89,218,8.90123833333333,0.985134957024736
"TNIP3",0,0.023097,0,0.007699,0,1,0,"Tnip3",0,0.048731,0,0,2,0,0.0162436666666667,0.991591911519908
"TNK1",2.389358,4.292049,0.094198,2.258535,7,7,6,"Tnk1",0,0.031102,0.04692,0,1,2,0.0260073333333333,3.17593733897938
"TNK2",42.43654,27.421537,13.0786,27.645559,1209,879,710,"Tnk2",313.290449,311.892702,299.89911,2079,2427,4248,308.360753666667,0.0925959697876393
"TNKS",2.050109,2.114675,1.439514,1.86809933333333,333,287,190,"Tnks",11.690836,14.000946,11.754785,1380,1548,2584,12.482189,0.212732467504597
"TNKS1BP1",16.951111,19.72165,16.173558,17.6154396666667,938,652,612,"Tnks1bp1",15.757828,20.768864,20.119923,736,661,1346,18.882205,0.936286476608941
"TNKS2",4.162977,2.626555,2.363853,3.05112833333333,495,323,288,"Tnks2",55.98898,75.236585,69.360245,2252,2176,3812,66.8619366666667,0.0596966212920242
"TNMD",0.094988,0.047221,0.096266,0.0794916666666667,2,1,2,"Tnmd",0.242262,0.309966,0.19086,4,5,6,0.247696,0.865188047943303
"TNN",0,0,0,0,0,0,0,"Tnn",0.03603,0.091399,0.028114,2,5,4,0.0518476666666667,0.950708008098765
"TNNC1",3605.138293,3083.191072,2679.359689,3122.563018,30163,25488,22859,"Tnnc1",12.883512,8.854911,8.970505,83,61,111,10.2363093333333,277.988343444206
"TNNC2",0.194359,0.204536,1.039978,0.479624333333333,2,2,10,"Tnnc2",0.294246,0,0.73053,2,0,2,0.341592,1.10288696811947
"TNNI1",1233.467569,1075.310031,1066.0242,1124.93393333333,17490,14357,13531,"Tnni1",6.405602,3.286994,4.072019,37,24,63,4.588205,201.484006641369
"TNNI2",0.249024,0.402384,0.607389,0.419599,3,4,6,"Tnni2",0.701098,0.32667,0.365265,3,2,2,0.464344333333333,0.969443434638438
"TNNI3",773.856022,727.713384,622.61821,708.062538666667,7685,6461,5836,"Tnni3",2.738071,1.623766,1.861577,11,7,12,2.07447133333333,230.629094172722
"TNNI3K",21.532286,23.005439,14.775176,19.770967,353,429,286,"Tnni3k",0.053373,0.122865,0.111926,2,5,8,0.0960546666666667,18.9506669983614
"TNNT1",392.539776,402.764363,347.350404,380.884847666667,2920,2674,2309,"Tnnt1",3.256177,4.359263,3.895457,23,29,42,3.83696566666667,78.951324856072
"TNNT2",4108.67054,3963.484963,3816.814856,3962.99011966667,46422,40251,39285,"Tnnt2",3.235532,5.323528,4.988104,38,45,74,4.51572133333333,718.671209096616
"TNNT3",1.42042,1.199582,2.806952,1.80898466666667,19,10,14,"Tnnt3",0.723714,0.14509,0.181507,1,1,2,0.350103666666667,2.08056961551841
"TNP1",0,0,0,0,0,0,0,"Tnp1",0,0,0,0,0,0,0,1
"TNP2",0,0,0,0,0,0,0,"Tnp2",0,0,0.113675,0,0,1,0.0378916666666667,0.963491693898689
"TNPO1",23.434478,19.7794,11.601488,18.2717886666667,767,639,456,"Tnpo1",9.808657,10.199606,9.553617,1195,1054,1947,9.85396,1.77555368424673
"TNPO3",5.926761,4.342897,3.49724,4.588966,531,377,301,"Tnpo3",32.290306,37.863969,30.458122,882,943,1673,33.5374656666667,0.161823280663992
"TNR",0,0.007186,0,0.00239533333333333,0,2,0,"Tnr",20.971246,20.722825,19.238906,2721,2549,4878,20.3109923333333,0.047036539531078
"TNRC18",14.85219,7.273716,5.872866,9.332924,1123,731,575,"Tnrc18",21.458122,21.248536,18.308036,941,1069,2058,20.3382313333333,0.484244632958802
"TNRC6A",45.078874,28.892637,18.290455,30.7539886666667,773,414,354,"Tnrc6a",17.486314,15.923312,19.091803,974,903,1943,17.5004763333333,1.71638762670417
"TNRC6B",3.861931,1.865238,1.261894,2.32968766666667,860,580,418,"Tnrc6b",49.33122,49.351369,46.209745,1572,1410,2866,48.2974446666667,0.0675428044836996
"TNRC6C",3.040121,1.090017,1.04017,1.723436,175,105,97,"Tnrc6c",11.454977,12.344916,11.664117,1051,1030,2073,11.8213366666667,0.212414358253339
"TNS1",27.943666,17.3009,11.527744,18.9241033333333,3560,2483,2251,"Tns1",7.821768,8.785575,9.218989,656,616,1309,8.60877733333333,2.07353158910402
"TNS2",17.908421,12.618233,3.608392,11.3783486666667,153,125,86,"Tns2",5.241188,14.319866,18.409416,194,213,524,12.6568233333333,0.906385648004526
"TNS3",2.955771,2.378205,2.11672,2.48356533333333,396,294,261,"Tns3",11.863111,9.552322,10.225328,950,707,1626,10.5469203333333,0.301687829548548
"TNS4",0.044529,0.03775,0.046757,0.043012,2,3,2,"Tns4",0.253891,0.060825,0.120675,4,4,5,0.145130333333333,0.910823833444286
"TNXB",0.062453,0.094205,0.156442,0.104366666666667,8,9,10,"Tnxb",0.414219,0.414978,0.496148,71,71,172,0.441781666666667,0.765973581298139
"TOB1",13.58089,10.303326,11.769545,11.884587,368,309,343,"Tob1",9.928178,10.784476,9.393101,283,293,500,10.0352516666667,1.16758433692269
"TOB2",4.501757,3.120349,4.697687,4.10659766666667,415,264,395,"Tob2",5.631924,5.323768,4.739406,278,268,462,5.23169933333333,0.819455078545189
"TOE1",2.163789,1.699048,1.65374,1.838859,57,60,43,"Toe1",6.329193,7.257114,5.966759,101,117,180,6.51768866666667,0.377623911533802
"TOGARAM1",5.891989,5.765165,2.845325,4.83415966666667,199,147,89,"Togaram1",12.319736,14.411667,13.216789,793,847,1517,13.316064,0.407525397111012
"TOGARAM2",0.261664,0.049098,0.246701,0.185821,37,9,16,"Togaram2",1.54621,0.714039,0.87486,29,29,72,1.04503633333333,0.579853267480659
"TOLLIP",9.212358,6.766174,7.065325,7.68128566666667,458,323,334,"Tollip",30.483159,30.729646,28.112299,1588,1565,2769,29.7750346666667,0.282088574739109
"TOM1",16.507187,11.000571,8.45235,11.9867026666667,682,523,404,"Tom1",35.694423,37.29654,30.0725,289,314,586,34.3544876666667,0.367328266473819
"TOM1L1",12.207178,7.675921,7.204338,9.02914566666667,187,142,142,"Tom1l1",8.093303,8.092816,8.255953,231,224,458,8.14735733333333,1.0963981509851
"TOM1L2",42.877373,26.624282,23.51544,31.0056983333333,3906,2865,2475,"Tom1l2",52.681888,66.388097,57.22112,3194,3508,6043,58.7637016666667,0.535537415534362
"TOMM20",67.561257,33.143093,37.913027,46.2057923333333,1218,1154,912,"Tomm20",70.704619,93.677186,95.313134,3897,4529,7815,86.5649796666667,0.539094424655056
"TOMM20L",0.223361,0.708526,0,0.310629,1,3,0,"Tomm20l",0,0.228055,0,0,1,0,0.0760183333333333,1.21803593804938
"TOMM22",33.896803,32.059739,30.735223,32.2305883333333,724,632,638,"Tomm22",45.203242,49.671281,42.001148,444,497,857,45.6252236666667,0.712716974204899
"TOMM34",8.765033,8.214177,8.420187,8.46646566666667,353,315,319,"Tomm34",22.075495,25.422478,25.509245,557,628,1239,24.3357393333333,0.373640790273366
"TOMM40",31.388272,32.298524,42.532639,35.4064783333333,982,862,773,"Tomm40",28.870633,31.794529,27.012211,451,484,839,29.225791,1.20448389037472
"TOMM40L",6.606504,6.678878,6.779642,6.68834133333333,335,309,300,"Tomm40l",47.922915,41.757465,44.409739,586,543,1013,44.6967063333333,0.168247165939071
"TOMM6",73.274332,81.172601,69.574387,74.6737733333333,605,643,544,"Tomm6",60.449659,59.554392,65.430241,385,409,815,61.8114306666667,1.20477710076253
"TOMM7",803.265861,739.350344,666.111205,736.24247,880,819,711,"Tomm7",25.679062,25.146897,22.215294,335,321,552,24.3470843333333,29.0858885505214
"TOMM70",11.487497,11.005088,6.835995,9.77619333333333,755,818,545,"Tomm70a",36.934265,39.230716,36.316362,3058,3171,5645,37.493781,0.279946345965166
"TONSL",1.422627,1.405962,1.118356,1.31564833333333,174,168,124,"Tonsl",3.028197,2.04728,3.194602,44,42,103,2.756693,0.616406060685112
"TOP1",9.108665,6.505316,6.357266,7.323749,641,470,451,"Top1",26.30423,21.475782,20.807514,1082,1021,1908,22.8625086666667,0.348821203850514
"TOP1MT",0.888034,1.489716,1.084275,1.15400833333333,29,33,17,"Top1mt",4.141642,3.518976,4.137102,89,80,169,3.93257333333333,0.436690584765761
"TOP2A",26.715981,31.954576,23.284899,27.3184853333333,898,710,445,"Top2a",1.860327,0.704351,1.208933,42,26,79,1.25787033333333,12.5421220675353
"TOP2B",36.289986,32.828445,25.491341,31.5365906666667,1711,1389,1119,"Top2b",51.583353,52.32889,47.578689,1586,1460,2713,50.4969773333333,0.631815542416431
"TOP3A",8.590925,6.660822,4.579064,6.61027033333333,336,238,177,"Top3a",1.013166,0.886205,1.282882,48,41,94,1.060751,3.69295967020437
"TOP3B",7.893012,4.423275,4.340762,5.55234966666667,302,203,176,"Top3b",22.057917,18.315119,28.166377,314,258,632,22.846471,0.27477229929186
"TOPAZ1",0,0,0,0,0,0,0,"Topaz1",0,0,0,0,0,0,0,1
"TOPBP1",10.172599,5.51579,8.245382,7.97792366666667,307,217,208,"Topbp1",13.120512,9.535784,10.955574,269,274,490,11.2039566666667,0.735656796552593
"TOPORS",2.349011,1.508193,1.243506,1.70023666666667,169,111,91,"Topors",4.655685,4.999062,4.869603,241,254,484,4.84145,0.462254520139121
"TOR1A",9.433684,8.520003,7.584523,8.51273666666667,290,279,221,"Tor1a",20.740945,23.057625,24.563944,186,197,424,22.7875046666667,0.399904773534184
"TOR1AIP1",6.216433,2.23631,2.645108,3.69928366666667,177,137,134,"Tor1aip1",14.301198,14.838723,14.378588,457,434,876,14.5061696666667,0.303058960896619
"TOR1AIP2",6.768672,5.183898,4.461303,5.471291,672,631,466,"Tor1aip2",17.244155,14.880162,18.240257,521,577,1084,16.7881913333333,0.363797020098015
"TOR1B",3.058818,2.812463,1.610788,2.494023,111,91,80,"Tor1b",8.994583,8.454433,10.661557,331,330,719,9.370191,0.336929474105154
"TOR2A",1.902046,2.223676,1.410526,1.845416,40,56,36,"Tor2a",17.016424,11.227085,20.032159,167,154,311,16.0918893333333,0.16647755812757
"TOR3A",6.95795,7.196188,6.145618,6.76658533333333,248,233,199,"Tor3a",3.838765,3.11422,5.451731,61,72,128,4.13490533333333,1.5125079878136
"TOR4A",2.430777,2.274764,1.311436,2.005659,232,186,113,"Tor4a",0.606355,0.521661,0.570543,26,23,49,0.566186333333333,1.91909413077499
"TOX",0.448342,0.389872,0.37901,0.405741333333333,32,29,28,"Tox",5.239969,6.563916,6.033402,225,254,430,5.94576233333333,0.202388343549715
"TOX2",0.30908,0.175737,0.043693,0.17617,11,5,2,"Tox2",7.249626,6.057324,5.868884,195,215,365,6.39194466666667,0.159115097993609
"TOX3",0.017735,0,0,0.00591166666666667,1,0,0,"Tox3",2.140657,3.159807,2.973831,79,117,201,2.75809833333333,0.267665073514575
"TOX4",24.141328,20.303569,17.216909,20.5539353333333,726,660,622,"Tox4",14.722451,17.131675,17.900476,799,806,1605,16.5848673333333,1.22570929451804
"TP53",51.525847,52.195981,7.360898,37.0275753333333,280,254,189,"Trp53",11.365912,10.950289,10.288097,152,162,273,10.8680993333333,3.20418411282818
"TP53BP1",16.133423,17.593981,12.701094,15.476166,719,442,423,"Trp53bp1",54.793385,45.677269,55.756041,1413,1357,2755,52.075565,0.310428461760134
"TP53BP2",17.460228,7.237137,6.185442,10.294269,695,474,386,"Trp53bp2",5.065305,5.378051,5.202232,301,246,506,5.215196,1.81720238589419
"TP53I11",117.858471,61.113443,61.700864,80.2242593333333,1558,1273,1077,"Trp53i11",20.066879,19.120996,18.177379,646,614,1141,19.1217513333333,4.03663965366567
"TP53I13",21.539248,17.064604,10.939432,16.514428,310,267,225,"Trp53i13",4.476716,2.476058,3.452499,29,32,55,3.46842433333333,3.91959820587018
"TP53INP1",4.272533,3.559147,3.003459,3.611713,435,389,321,"Trp53inp1",2.611144,3.062095,4.554635,196,195,437,3.40929133333333,1.04590798188734
"TP53INP2",63.988277,57.386287,51.126834,57.500466,5635,4760,4272,"Trp53inp2",44.34621,42.832828,40.491807,2182,2119,3892,42.5569483333333,1.34307999615369
"TP53RK",2.02303,1.702923,1.611658,1.77920366666667,94,88,83,"Trp53rka",5.379983,5.851964,4.870618,125,135,218,5.36752166666667,0.436465521776788
"TP53RK",2.02303,1.702923,1.611658,1.77920366666667,94,88,83,"Trp53rkb",1.607669,1.120046,1.509359,41,39,87,1.412358,1.15206933078203
"TP53TG5",0.499146,0.302892,0.168337,0.323458333333333,8,3,2,"Trp53tg5",0.19741,0,0.310537,2,0,6,0.169315666666667,1.13182297223989
"TP63",0,0,0,0,0,0,0,"Trp63",0.161376,0.18629,0.123998,8,9,12,0.157221333333333,0.864138925886837
"TP73",0.053863,0.039221,0,0.031028,6,2,0,"Trp73",0.409014,0.211681,0.251518,16,11,26,0.290737666666667,0.79878973599851
"TPBG",0.494812,0.5697,0.452074,0.505528666666667,28,31,25,"Tpbg",3.360374,3.855955,5.040654,148,170,319,4.085661,0.296034019307749
"TPBGL",0.067825,0.040651,0,0.0361586666666667,4,2,0,"Tpbgl",1.309864,1.72734,1.440354,41,60,104,1.49251933333333,0.415707373984929
"TPCN1",23.766121,12.148782,7.828553,14.581152,1222,887,744,"Tpcn1",7.065226,6.931936,7.631749,442,447,942,7.209637,1.89790998067271
"TPCN2",2.176461,1.801983,1.440976,1.80647333333333,182,149,127,"Tpcn2",1.441917,0.922678,1.76617,31,21,64,1.37692166666667,1.18071763688749
"TPD52",55.46946,28.394135,35.378651,39.7474153333333,319,283,297,"Tpd52",27.792266,32.741432,25.317707,728,777,1254,28.617135,1.3758054360536
"TPD52L1",34.260594,26.843964,22.475847,27.860135,393,366,329,"Tpd52l1",12.55227,15.881766,15.766686,139,182,371,14.733574,1.83430255579565
"TPD52L2",38.127161,30.900828,26.619835,31.882608,1890,1585,1316,"Tpd52l2",40.422995,39.899815,39.694628,392,452,868,40.0058126666667,0.801901141852751
"TPD52L3",0,0,0,0,0,0,0,"Trpd52l3",0,0,0,0,0,0,0,1
"TPGS1",4.047609,4.003491,3.580718,3.87727266666667,90,63,63,"Tpgs1",20.464361,25.124102,24.654844,94,159,404,23.4144356666667,0.199770034960327
"TPGS2",30.181657,29.443347,23.279759,27.634921,708,716,538,"Tpgs2",9.516136,11.267935,9.247376,525,614,992,10.0104823333333,2.60069633037874
"TPH1",0.104889,0.062466,0.045662,0.0710056666666667,7,6,5,"Tph1",0.091086,0.419077,0.119056,1,4,4,0.209739666666667,0.885319127889499
"TPH2",0.98086,0.536489,0.918417,0.811922,19,8,13,"Tph2",0.224627,0.200995,0.324399,8,7,22,0.250007,1.4495294826349
"TPI1",925.500665,805.79011,754.531388,828.607387666667,11002,8854,8754,"Tpi1",612.034968,595.609401,533.090822,4216,4348,8008,580.245063666667,1.42729364862603
"TPK1",1.861556,2.003568,1.62543,1.83018466666667,49,46,45,"Tpk1",6.412584,3.325834,2.722642,31,30,53,4.15368666666667,0.549157302280697
"TPM1",7438.13948,6093.294558,5256.342609,6262.59221566667,71188,59288,54279,"Tpm1",96.210835,100.214311,100.033712,2025,2068,3915,98.8196193333333,62.7491094185633
"TPM4",38.944281,35.257085,30.932145,35.0445036666667,1463,1385,1154,"Tpm4",12.125046,10.399096,10.426835,328,277,550,10.983659,3.00780451668949
"TPMT",4.044579,3.602069,3.512606,3.71975133333333,223,204,199,"Tpmt",9.67071,12.455318,10.551795,88,94,156,10.8926076666667,0.396864292981105
"TPO",0.845387,0.659521,0.807719,0.770875666666667,12,5,6,"Tpo",0.173618,0.113467,0.126032,5,1,11,0.137705666666667,1.55653234272367
"TPP1",12.520948,14.484023,11.192034,12.732335,883,865,683,"Tpp1",31.157465,32.157568,31.152878,703,673,1271,31.4893036666667,0.422672493719497
"TPP2",23.437175,13.841033,9.048804,15.4423373333333,473,398,275,"Tpp2",17.280005,18.380931,14.861301,725,776,1244,16.8407456666667,0.921617158864268
"TPPP",1.303744,0.838331,0.771551,0.971208666666667,180,109,100,"Tppp",136.727305,122.790642,118.278438,6713,6922,11971,125.932128333333,0.0155296274674456
"TPPP2",0.22875,0,0,0.07625,2,0,0,"Tppp2",0,0,0,0,0,0,0,1.07625
"TPPP3",0.64408,0.738747,0.640897,0.674574666666667,11,13,12,"Tppp3",25.286012,19.883844,22.306012,259,192,421,22.491956,0.0712828964376856
"TPR",35.905438,32.11545,24.136806,30.7192313333333,1700,1015,817,"Tpr",194.74496,211.998274,191.529105,1366,1445,2728,199.424113,0.158260554873122
"TPRA1",8.320588,7.520012,5.951936,7.26417866666667,282,237,198,"Tpra1",67.63476,60.996833,62.229312,174,174,349,63.6203016666667,0.127888271232408
"TPRG1",0,0.133431,0.024215,0.0525486666666667,0,1,1,"Tprg",0,0.081888,0,0,1,0,0.027296,1.0245816849931
"TPRG1L",6.752906,7.962307,7.04882,7.25467766666667,319,358,306,"Tprgl",78.785776,112.851565,102.634569,916,1099,1950,98.0906366666667,0.083304315567522
"TPRKB",14.05533,17.793153,13.021489,14.9566573333333,96,124,100,"Tprkb",50.582936,58.325627,51.363193,600,661,1198,53.4239186666667,0.29319199580361
"TPRN",88.032098,54.559981,50.786322,64.459467,226,168,160,"Tprn",18.737025,20.920368,18.802185,152,166,276,19.486526,3.19524486484434
"TPSAB1",0,0,0,0,0,0,0,"Tpsab1",0,0,0,0,0,0,0,1
"TPSAB1",0,0,0,0,0,0,0,"Tpsb2",0.098213,0,0,1,0,0,0.0327376666666667,0.968300113646157
"TPSB2",0.085376,0.056143,0,0.047173,2,1,0,"Tpsb2",0.098213,0,0,1,0,0,0.0327376666666667,1.01397773490719
"TPSB2",0.085376,0.056143,0,0.047173,2,1,0,"Tpsab1",0,0,0,0,0,0,0,1.047173
"TPSG1",0,0.051352,0.149908,0.0670866666666667,0,1,3,"Tpsg1",0.132393,0.08647,0.132078,1,1,2,0.116980333333333,0.955331651616665
"TPST1",4.893176,2.908797,7.696931,5.16630133333333,67,80,68,"Tpst1",11.307766,12.428529,11.2509,249,292,498,11.6623983333333,0.486977361713599
"TPST2",2.994928,2.873408,2.302142,2.72349266666667,161,152,110,"Tpst2",24.25109,27.761858,25.515462,148,195,328,25.8428033333333,0.138714746758318
"TPT1",875.743994,876.930497,707.151409,819.941966666667,10613,11169,8407,"Tpt1",439.040594,459.678865,421.218564,2716,2747,4859,439.979341,1.86163361940048
"TPTE",0,0,0,0,0,0,0,"Tpte",0,0,0,0,0,0,0,1
"TPTE2",0.038349,0,0,0.012783,1,0,0,"Tpte",0,0,0,0,0,0,0,1.012783
"TPX2",8.124949,7.1608,5.844676,7.043475,600,516,416,"Tpx2",1.962135,1.256212,2.357457,37,37,68,1.85860133333333,2.81377990914904
"TRA2A",30.932714,37.480928,26.703513,31.7057183333333,555,527,469,"Tra2a",34.025591,23.471258,31.361129,961,638,1747,29.619326,1.06813972108117
"TRA2B",64.287992,45.065663,50.041993,53.1318826666667,768,760,615,"Tra2b",33.287811,27.941767,31.221232,772,741,1450,30.8169366666667,1.70135432061813
"TRABD",6.247984,6.868319,4.653723,5.923342,274,289,204,"Trabd",5.826292,5.333745,4.372273,148,143,246,5.17743666666667,1.12074673907354
"TRABD2B",0,0,0.006279,0.002093,0,0,1,"Trabd2b",0.647839,0.657941,0.685754,61,61,124,0.663844666666667,0.602275573000204
"TRADD",2.457448,2.848624,2.851395,2.71915566666667,62,72,59,"Tradd",2.588651,2.526249,3.308125,25,33,61,2.807675,0.976752392645556
"TRAF1",1.488261,1.062437,0.98547,1.17872266666667,144,94,84,"Traf1",0.546925,0.499735,0.255953,7,8,12,0.434204333333333,1.51911594187067
"TRAF2",13.011525,7.722025,26.636833,15.7901276666667,157,129,124,"Traf2",3.081536,2.978262,2.716312,102,99,174,2.92537,4.27733631903914
"TRAF3",2.071799,1.082692,0.839556,1.331349,214,172,135,"Traf3",8.975258,8.325618,8.130838,756,637,1332,8.477238,0.245994560862564
"TRAF3IP1",9.079744,3.04473,2.911889,5.012121,152,106,114,"Traf3ip1",4.780991,4.341912,5.096637,208,178,382,4.73984666666667,1.04743582000448
"TRAF3IP2",12.078304,6.529956,7.541067,8.71644233333333,159,120,131,"Traf3ip2",19.187722,7.847799,16.811551,41,34,95,14.6156906666667,0.622223028154246
"TRAF3IP3",0.031334,0.055557,0,0.0289636666666667,2,1,0,"Traf3ip3",1.606313,0.823019,0.753795,8,8,12,1.06104233333333,0.499244314405963
"TRAF4",12.017826,11.271456,6.332329,9.87387033333333,209,193,136,"Traf4",2.267236,2.498949,2.701538,61,54,133,2.489241,3.116399908557
"TRAF5",0.46284,0.301855,0.272675,0.34579,25,22,20,"Traf5",4.816698,2.897051,3.156509,46,41,97,3.62341933333333,0.291081103177749
"TRAF6",5.296608,3.574021,2.951604,3.94074433333333,260,192,149,"Traf6",3.058139,3.276164,2.979887,237,233,470,3.10473,1.20367096820822
"TRAF7",24.369735,13.777643,12.115697,16.7543583333333,852,638,517,"Traf7",42.171515,30.731323,41.382255,447,414,855,38.095031,0.454133373965948
"TRAFD1",15.18087,9.139611,7.613207,10.6445626666667,575,487,399,"Trafd1",22.422813,23.144924,27.82954,443,429,929,24.465759,0.457263522625289
"TRAIP",2.236421,0.968648,2.339123,1.848064,58,37,29,"Traip",9.238353,7.247182,10.982237,181,138,401,9.155924,0.280433764569329
"TRAK1",45.140437,33.567052,27.673083,35.4601906666667,3620,3005,2439,"Trak1",54.092291,59.123627,68.910266,1964,1993,4011,60.708728,0.590843335268014
"TRAK2",9.007105,6.115554,5.454119,6.858926,1117,786,687,"Trak2",38.344929,33.366492,36.933767,2815,2832,5132,36.2150626666667,0.211175944278046
"TRAM1",10.724793,11.608928,7.506336,9.94668566666667,250,283,188,"Tram1",8.169969,7.970739,6.628542,263,247,457,7.58975,1.27438932060498
"TRAM1L1",0.556041,0.775145,0.25334,0.528175333333333,19,28,9,"Tram1l1",5.436725,5.685022,5.359681,289,295,545,5.49380933333333,0.23532802626173
"TRAM2",2.783805,2.464104,2.014774,2.42089433333333,438,371,300,"Tram2",0.31005,0.316083,0.21929,23,18,39,0.281807666666667,2.66880470627029
"TRANK1",3.022976,1.613344,1.314231,1.983517,515,298,244,"Trank1",86.740362,69.499384,95.656707,5040,4006,10853,83.9654843333333,0.0351144588112413
"TRAP1",48.373981,29.165275,29.462321,35.6671923333333,1022,779,690,"Trap1",21.478647,18.47717,18.671103,593,560,1102,19.5423066666667,1.78495983573412
"TRAPPC1",271.407066,281.521303,229.295511,260.741293333333,832,789,747,"Trappc1",28.35604,34.974724,31.26772,184,219,388,31.532828,8.04545160762948
"TRAPPC10",13.459545,4.955212,7.502522,8.639093,442,204,149,"Trappc10",19.832172,22.253898,19.414619,1214,1249,2196,20.5002296666667,0.448325117891376
"TRAPPC11",10.84004,9.170281,6.236701,8.74900733333333,330,265,253,"Trappc11",13.831373,12.949588,12.665552,758,717,1399,13.1488376666667,0.68903238294274
"TRAPPC12",49.440042,49.143265,43.256846,47.280051,484,427,341,"Trappc12",14.954669,17.879449,16.10081,651,784,1344,16.3116426666667,2.78887751611016
"TRAPPC13",8.527144,11.568411,6.499251,8.86493533333333,238,215,195,"Trappc13",14.346578,16.131044,15.661588,654,769,1336,15.3797366666667,0.602264586671214
"TRAPPC2",4.746735,2.124644,3.263688,3.37835566666667,133,106,102,"Trappc2",21.927659,23.318083,21.122177,383,391,687,22.1226396666667,0.189353626133718
"TRAPPC2B",7.061889,6.68539,5.628556,6.45861166666667,68,68,57,"Trappc2",21.927659,23.318083,21.122177,383,391,687,22.1226396666667,0.322567482527478
"TRAPPC2L",72.985424,64.55252,69.564718,69.0342206666667,267,241,223,"Trappc2l",28.709967,37.996502,33.19656,187,240,375,33.3010096666667,2.04175391183091
"TRAPPC3",70.511209,75.596802,111.014978,85.707663,641,596,500,"Trappc3",29.412149,30.535603,28.577966,447,469,834,29.5085726666667,2.84207537164581
"TRAPPC3L",0.059969,0.105566,0.149505,0.105013333333333,2,4,6,"Trappc3l",0.460777,0.220272,0.080345,5,3,1,0.253798,0.881332825011153
"TRAPPC4",40.415724,40.247505,29.687764,36.7836643333333,437,412,300,"Trappc4",58.940145,75.007706,78.031377,298,317,622,70.6597426666667,0.527264862073093
"TRAPPC5",53.377336,39.741263,31.792101,41.6369,296,216,167,"Trappc5",7.822408,8.606057,7.410555,265,298,498,7.94634,4.76584838045502
"TRAPPC6A",27.996583,19.097599,21.952471,23.015551,269,186,218,"Trappc6a",6.265078,7.479096,8.093597,28,41,93,7.279257,2.90068915604383
"TRAPPC6B",8.653671,5.023852,3.80657,5.828031,267,283,163,"Trappc6b",103.603861,120.687239,111.28443,590,683,1111,111.85851,0.0605008076041408
"TRAPPC9",10.854191,10.258789,8.022014,9.71166466666667,365,321,287,"Trappc9",11.561956,12.799493,11.947708,574,643,1161,12.1030523333333,0.817493847553129
"TRARG1",0,0,0,0,0,0,0,"Trarg1",0.196608,0.111695,0.034427,9,5,3,0.114243333333333,0.897470031979849
"TRAT1",0,0,0,0,0,0,0,"Trat1",0.404796,0.305264,0.297786,26,19,36,0.335948666666667,0.748531754962641
"TRAV10",0,0,0,0,0,0,0,"Trav11",0,0,0,0,0,0,0,1
"TRAV10",0,0,0,0,0,0,0,"Trav11d",0,0,0,0,0,0,0,1
"TRAV19",0,0,0,0,0,0,0,"Trav16",0,0,0,0,0,0,0,1
"TRAV19",0,0,0,0,0,0,0,"Trav16n",0,0,0,0,0,0,0,1
"TRAV27",0,0,0,0,0,0,0,"Trav18",0,0,0,0,0,0,0,1
"TRAV29DV5",0,0,0,0,0,0,0,"Trav19",0,0,0,0,0,0,0,1
"TRAV34",0,0,0,0,0,0,0,"Trdv1",0,0,0,0,0,0,0,1
"TRAV39",0,0,0,0,0,0,0,"Trav23",0.68679,0,0,1,0,0,0.22893,0.813715996842782
"TRAV4",0,0,0,0,0,0,0,"Trav2",0,0,0,0,0,0,0,1
"TRBC1",0,0,0,0,0,0,0,"Trbc2",13.601397,18.564661,14.310981,90,120,180,15.4923463333333,0.0606341862939696
"TRBC2",0,0.086402,0.261294,0.115898666666667,0,1,3,"Trbc2",13.601397,18.564661,14.310981,90,120,180,15.4923463333333,0.067661607639859
"TRBV15",0,0,0,0,0,0,0,"Trbv17",0,0,0,0,0,0,0,1
"TRBV19",0,0,0,0,0,0,0,"Trbv19",0,0,0,0,0,0,0,1
"TRBV2",0,0,0,0,0,0,0,"Trbv3",0,0,0,0,0,0,0,1
"TRBV28",0,0,0,0,0,0,0,"Trbv29",0,0,0,0,0,0,0,1
"TRBV30",0,0,0,0,0,0,0,"Trbv31",0,0,0,0,0,0,0,1
"TRDMT1",1.193743,1.151104,0.480015,0.941620666666667,70,47,44,"Trdmt1",2.288661,1.049906,1.461711,66,52,108,1.60009266666667,0.746750564531162
"TRDN",61.877325,42.825308,42.690912,49.1311816666667,1324,908,896,"Trdn",0.782962,0.1447,0.025171,5,5,3,0.317611,38.0470272839758
"TRDV3",0,0,0,0,0,0,0,"Trdv5",0,0,0,0,0,0,0,1
