"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","FoldChange"
"PROCA1","Proca1",2.373169,1.640582,2.156282,32,23,57,2.05667766666667,2.456453,3.959252,5.760271,50,71,57,6.065326,0.432630803825141
"PROCR","Procr",0.198793,0.539957,0.277782,4,5,8,0.338844,0.754606,0.713914,0.253635,6,7,1,16.6446853333333,0.0758780320933654
"PRODH","Prodh",12.743209,21.103596,20.603293,210,256,510,18.1500326666667,0.522789,0.800347,0.670778,32,27,21,41.607105,0.449456321115144
"PRODH2","Prodh2",0.255805,0,0.41597,2,0,6,0.223925,0,0,0,0,0,0,39.4121063333333,0.0302860976833188
"PROK1","Prok1",0,0,0.01252,0,0,1,0.00417333333333333,0,0.223533,0.086218,0,4,1,1.140046,0.469229789141604
"PROK2","Prok2",0.585766,0.395257,0.685323,7,6,15,0.555448666666667,0.170638,0.052576,0.079915,3,1,1,0.147630333333333,1.35535687885559
"PROKR1","Prokr1",0,0.0183,0.054198,0,1,6,0.024166,0.206773,0.326911,0.258615,12,20,10,0,1.024166
"PROKR2","Prokr2",0.814919,0.739814,0.773234,45,26,73,0.775989,1.385024,0.703507,1.951717,18,10,18,0,1.775989
"PROM1","Prom1",10.969313,13.141039,11.378854,235,225,474,11.8297353333333,1.38605,0.596657,1.417883,23,28,46,37.4815906666667,0.333399298497467
"PROM2","Prom2",0.102827,0.034742,0.832041,6,2,5,0.323203333333333,14.302395,10.561279,7.496696,91,78,57,1.45558733333333,0.538854112566688
"PROP1","Prop1",0.076934,0.077562,0,1,1,0,0.0514986666666667,0,0.105759,0.082266,0,2,1,18.170342,0.054850282100688
"PRORP","Prorp",1.891084,2.897427,2.364275,47,84,95,2.384262,16.131581,12.512651,14.248437,350,372,282,20.3741113333333,0.158334629553566
"PRORSD1P","Prorsd1",1.902935,2.703348,2.691225,23,34,60,2.43250266666667,0.722827,0.413353,0.571234,15,12,11,0.589826666666667,2.15904207586571
"PROS1","Pros1",4.365033,4.44383,4.433313,157,150,288,4.41405866666667,17.84617,12.156993,12.195061,667,451,318,34.49137,0.152545778499581
"PROSER1","Proser1",4.038153,3.573669,4.032664,205,182,402,3.88149533333333,21.355611,17.923835,31.449222,366,422,387,0.178727,4.141328172964
"PROSER2","Proser2",0.867144,0.911239,0.529358,34,38,51,0.769247,0.308033,0.562627,0.074948,6,5,2,0,1.769247
"PROSER3","Proser3",2.647247,0.646267,2.701879,28,17,62,1.99846433333333,12.85727,12.66069,14.327201,180,210,154,0,2.99846433333333
"PROX1","Prox1",1.934595,1.915316,1.42636,213,211,291,1.758757,1.690508,1.4826,0.838279,190,163,67,12.532959,0.203854678049346
"PROX2","Prox2",1.126179,1.048948,1.420384,36,30,82,1.19850366666667,0.552068,1.390436,1.350411,27,79,49,0.281360666666667,1.7157571040368
"PROZ","Proz",3.340942,3.958223,3.642703,131,141,262,3.64728933333333,0,0.102986,0.238788,0,2,3,20.2229266666667,0.218974951302664
"PRPF18","Prpf18",22.359755,18.515661,18.245293,585,560,1036,19.706903,5.769333,5.340455,5.181796,115,107,70,4.74972566666667,3.60137234373559
"PRPF19","Prpf19",414.57777,442.707779,442.152377,1623,1614,3007,433.145975333333,250.398824,316.007584,234.939168,765,946,622,0.146600333333333,378.637579906512
"PRPF3","Prpf3",17.553077,17.120047,15.324808,218,187,384,16.6659773333333,15.157531,14.688453,11.896216,298,335,211,0,17.6659773333333
"PRPF31","Prpf31",14.659157,18.366061,14.827896,278,306,539,15.951038,25.294147,23.574619,20.859987,317,350,247,16.1591386666667,0.987872312782755
"PRPF38A","Prpf38a",10.238964,10.871017,9.599645,215,220,383,10.236542,11.176795,9.048421,12.087004,383,380,324,8.611303,1.16909663549261
"PRPF38B","Prpf38b",27.829945,21.230073,29.564518,589,490,1178,26.2081786666667,13.22014,12.240358,13.988935,497,527,376,1.58577666666667,10.5222461852209
"PRPF39","Prpf39",21.715602,18.768405,24.427184,588,406,1080,21.6370636666667,25.98899,20.910854,28.808483,495,482,399,0.0343943333333333,21.8843655047092
"PRPF4","Prpf4",4.213166,2.952318,3.447312,233,192,410,3.53759866666667,10.178582,10.677918,9.973045,402,463,280,10.2932526666667,0.401797320984406
"PRPF40A","Prpf40a",15.33514,19.001424,16.923541,611,605,1125,17.0867016666667,59.468634,70.097711,92.733032,660,699,516,14.224002,1.18803857662832
"PRPF40B","Prpf40b",28.315485,31.185691,36.831799,470,480,1012,32.1109916666667,14.098903,13.593244,16.274783,380,354,274,0.342422333333333,24.665107875887
"PRPF4B","Prpf4b",29.772975,26.100708,32.485702,1182,989,2275,29.4531283333333,12.223738,8.917296,15.73111,719,632,589,0.172046333333333,25.9828706999354
"PRPF6","Prpf6",17.658937,16.814704,23.747575,543,571,1048,19.407072,22.120666,23.875625,25.878796,883,1046,734,0.110855,18.3705992231209
"PRPF8","Prpf8",25.400787,26.68984,23.186147,2670,2747,4661,25.092258,178.749687,179.653878,198.360905,4156,4717,3547,1.211352,11.7992332292643
"PRPH","Prph",0.909532,0.132093,0.236929,3,3,4,0.426184666666667,808.657354,854.399858,856.868697,10119,11391,6901,0,1.42618466666667
"PRPH2","Prph2",0,0,0.030947,0,0,1,0.0103156666666667,2.149206,2.715281,2.991738,84,116,83,0,1.01031566666667
"PRPS1","Prps1",32.052277,27.883252,22.843412,624,693,1103,27.5929803333333,522.774768,526.178927,524.206641,801,861,578,82.0495853333333,0.344288056569706
"PRPS2","Prps2",6.508855,6.819659,6.40939,322,343,600,6.57930133333333,1.104713,1.121709,2.363887,32,33,30,5.10102666666667,1.24229932885613
"PRPSAP1","Prpsap1",22.816556,18.480633,23.237382,299,261,588,21.5115236666667,30.071077,35.974721,36.237438,345,438,279,0.581996333333333,14.2298203809575
"PRPSAP2","Prpsap2",13.939852,14.957707,14.969225,288,332,591,14.6222613333333,164.294863,236.058573,238.368646,453,461,383,0,15.6222613333333
"PRR11","Prr11",0.263237,0.17255,0.189306,14,9,19,0.208364333333333,0.336379,7.871339,6.628815,27,43,50,0.394973,0.866227757335327
"PRR12","Prr12",9.86043,10.130801,10.01435,528,680,1225,10.0018603333333,7.844417,24.993116,44.192098,568,683,511,10.2944366666667,0.97409553553062
"PRR13","Prr13",32.275246,18.496325,16.302343,239,221,381,22.3579713333333,39.307364,62.688968,41.150914,160,182,152,0.231859333333333,18.9615572990206
"PRR14","Prr14",16.524322,11.835438,11.921253,192,174,340,13.4270043333333,34.932263,33.066697,49.113135,252,278,246,2.78401166666667,3.81262152556788
"PRR15","Prr15",0.816936,0.32517,0.301275,15,6,11,0.481127,0.2142,0,0.076474,4,0,1,0,1.481127
"PRR15L","Prr15l",0.060634,0.393703,0.306002,3,3,7,0.253446333333333,0,0,0,0,0,0,2.71874933333333,0.3370612593051
"PRR16","Prr16",2.674363,3.502532,2.603331,101,125,182,2.926742,0.682321,2.289763,1.924392,6,26,19,0.419978666666667,2.76535281281221
"PRR18","Prr18",11.169128,11.498527,10.715272,426,458,865,11.1276423333333,0.356978,0.517871,0.381738,11,14,8,1.639014,4.59552027133366
"PRR23C","Prr23a3",0,0,0,0,0,0,0,0.089314,0.088896,0,3,3,0,4.81648233333333,0.171925219177433
"PRR29","Prr29",0.289913,0.199902,0.102799,2,1,2,0.197538,1.357688,0.925249,0.47804,35,29,10,0,1.197538
"PRR3","Prr3",14.1255,14.616678,17.249033,207,212,424,15.3304036666667,16.354245,17.978946,19.076999,303,349,252,0,16.3304036666667
"PRR30","Prr30",0,0,0,0,0,0,0,0,0,0,0,0,0,0.284774,0.77834700889028
"PRR32","Prr32",0,0,0,0,0,0,0,0,0,0,0,0,0,1.04381166666667,0.489281872840534
"PRR5","Prr5",2.769493,1.957682,2.854781,59,42,120,2.52731866666667,8.818057,11.320201,12.397665,135,227,142,0.359627333333333,2.59432756328818
"PRR5L","Prr5l",10.549852,13.300718,8.348908,149,141,222,10.7331593333333,0.600849,0.971155,0.846231,7,22,8,0,11.7331593333333
"PRR7","Prr7",7.655319,11.142895,12.11353,67,132,322,10.3039146666667,4.231626,4.40902,6.197113,44,53,38,0,11.3039146666667
"PRR9","Prr9",0,0,0,0,0,0,0,0,0.066454,0,0,1,0,0.059624,0.943730983820676
"PRRC1","Prrc1",2.691709,3.85756,4.562788,198,206,439,3.704019,12.325676,12.944868,13.321996,433,461,399,0.357257666666667,3.46582606643347
"PRRC2A","Prrc2a",84.918356,81.594121,78.612896,3944,4062,7790,81.7084576666667,77.04291,74.732042,108.462022,3558,4327,3304,53.310843,1.52287191835094
"PRRC2B","Prrc2b",82.398023,62.517783,80.193761,6236,6729,12417,75.0365223333333,198.40595,210.550765,158.216269,8730,9940,7353,0,76.0365223333333
"PRRC2C","Prrc2c",26.653175,26.268587,26.502884,2389,2343,4548,26.474882,98.278637,101.472638,134.748817,2576,2780,1957,40.1045536666667,0.668414556275318
"PRRG2","Prrg2",3.194901,4.42354,3.348961,41,39,57,3.65580066666667,0.12434,0.055556,0.3507,2,1,4,0.0220556666666667,4.55532983037127
"PRRG3","Prrg3",7.770972,10.360555,13.266881,441,498,935,10.466136,5.857471,4.855464,5.818739,125,149,103,0.039792,11.0273362364781
"PRRG4","Prrg4",0.105,0.137437,0.284787,4,5,21,0.175741333333333,0.360624,0.528062,0.502426,26,41,26,4.46106933333333,0.21529507529905
"PRRT1","Prrt1",42.35622,36.925815,40.595752,758,758,1626,39.9592623333333,3.03552,1.971155,1.456547,60,50,19,13.1463013333333,2.89540434408956
"PRRT2","Prrt2",473.281974,474.497092,399.444802,1924,2099,3792,449.074622666667,140.483835,91.7261,171.243837,1543,1652,1428,0.353021666666667,332.644061625029
"PRRT3","Prrt3",10.500471,10.535381,8.807053,406,431,728,9.947635,6.044472,8.340677,7.850437,174,278,168,0,10.947635
"PRRT4","Prrt4",0.621177,1.045219,0.734486,24,44,63,0.800294,3.406999,4.612931,6.617262,70,127,96,0.047257,1.71905654485957
"PRRX1","Prrx1",1.522739,2.2777,1.336517,114,120,183,1.71231866666667,0.041062,0.466035,2.663148,2,15,62,93.0825906666667,0.0288291239372476
"PRRX2","Prrx2",0.316756,0.930862,0.658853,2,5,14,0.635490333333333,0,0,0.139193,0,0,1,0,1.63549033333333
"PRSS12","Prss12",5.816744,6.564662,6.898878,178,208,440,6.42676133333333,24.153963,5.688574,19.452091,149,174,208,0.102390333333333,6.73696159043485
"PRSS16","Prss16",0.389186,0.895079,0.418427,6,7,10,0.567564,0.651788,0.584363,0.907389,17,16,13,1.39541566666667,0.654401664735431
"PRSS2","Prss2",0,0,0.062067,0,0,1,0.020689,0,0,0,0,0,0,0.251292666666667,0.815707649529367
"PRSS21","Prss21",0,0,0,0,0,0,0,0,0,0,0,0,0,13.7186416666667,0.0679410520785149
"PRSS22","Prss22",0.570629,0.828832,0.622418,9,13,19,0.673959666666667,0.203921,0.086783,0.389856,2,1,1,0.528400333333333,1.09523639203603
"PRSS23","Prss23",15.708825,17.472446,14.981927,280,264,434,16.0543993333333,9.620602,15.301861,8.450836,245,401,179,0.109510666666667,15.3710999323425
"PRSS27","Prss27",0,0.068292,0,0,1,0,0.022764,4.47822,4.798032,6.244116,69,83,67,14.313968,0.0667863482540906
"PRSS30P","Prss30",0.444538,0.333165,0.364124,7,6,10,0.380609,0.027251,0,0,1,0,0,0,1.380609
"PRSS33","Prss33",0,0,0,0,0,0,0,0,0,0.083808,0,0,1,55.5142,0.0176946678887784
"PRSS35","Prss35",0.877552,0.96261,0.895998,41,45,82,0.912053333333333,0.065719,0.21387,0.091934,2,7,2,31.363715,0.0590801560739653
"PRSS36","Prss36",39.378652,48.931608,40.074761,47,38,80,42.795007,1.194354,0.789193,0.795458,8,7,3,2.67367133333333,11.921318764317
"PRSS37","Prss37",0,0,0,0,0,0,0,0.143185,0.213171,0.252138,2,4,3,21.8105126666667,0.0438394355538232
"PRSS38","Prss38",0.067172,0.068767,0.035244,1,1,1,0.057061,0,0,0,0,0,0,0,1.057061
"PRSS41","Prss41",0.190728,0.088786,0.263889,3,2,8,0.181134333333333,0,0,0,0,0,0,2.19878933333333,0.369244176546794
"PRSS42P","Prss42",0,0,0.026308,0,0,1,0.00876933333333333,0,0,0,0,0,0,0.226182333333333,0.822691133211021
"PRSS46P","Prss46",0,0,0,0,0,0,0,0,0.173746,0,0,2,0,0.0386736666666667,0.962766297146264
"PRSS48","Prss48",0.094605,0,0,1,0,0,0.031535,0,0,0,0,0,0,0,1.031535
"PRSS50","Prss50",0.571986,0.468223,0.400866,6,6,10,0.480358333333333,0.085594,0.316282,0.145087,1,5,2,0.336300333333333,1.10780361001681
"PRSS53","Prss53",0.647742,0.533569,0.648419,18,12,32,0.60991,4.691626,5.493304,5.774735,269,271,240,0.150532,1.39927442261493
"PRSS54","Prss54",0.112036,0.09437,0.077513,2,2,2,0.0946396666666667,0.100014,0.091535,0.140982,1,1,1,0.107706666666667,0.988203555694648
"PRSS55","Prss55",0.084574,0.340183,0.465457,1,2,5,0.296738,0.066775,0,0,2,0,0,0.057933,1.22572790526432
"PRSS56","Prss56",0.154768,0.145473,0.236888,4,4,13,0.179043,0.278883,0.595129,0.379346,6,14,1,0.112784666666667,1.05954281660962
"PRSS57","Prss57",0.297513,0.151461,0.429372,7,3,9,0.292782,0,0,0,0,0,0,0,1.292782
"PRSS58","Prss58",0,0,0,0,0,0,0,0,0,0,0,0,0,0.063372,0.94040467493972
"PRSS8","Prss8",0.124847,0,0.048194,1,0,2,0.0576803333333333,0.059808,0.711966,0.293756,1,7,3,4.67031166666667,0.186529488238007
"PRTG","Prtg",0.503279,0.28747,0.789579,40,36,73,0.526776,0.448146,0.891775,1.010212,74,71,64,0,1.526776
"PRTN3","Prtn3",0.391449,1.083849,3.134815,3,9,26,1.53670433333333,0.100368,0.088044,0,1,1,0,0.129456666666667,2.24595100298964
"PRUNE1","Prune1",6.902954,8.132693,6.816513,297,344,555,7.28405333333333,14.835046,14.127738,18.489516,388,468,329,0.0147056666666667,8.16399632471419
"PRUNE2","Prune2",15.683325,18.580275,16.333797,934,1147,1864,16.865799,103.687742,101.644258,80.120793,4018,4240,2131,0.832319666666667,9.75037234223504
"PRX","Prx",0.283546,0.225351,0.236812,20,17,35,0.248569666666667,5.272969,4.536069,3.292832,29,47,36,0,1.24856966666667
"PRXL2A","Prxl2a",52.311668,56.526473,59.086933,729,835,1557,55.9750246666667,79.336666,73.94508,80.145174,2188,2087,1529,0.792730666666667,31.781140204738
"PRXL2B","Prxl2b",38.087925,52.142913,50.443269,295,371,689,46.891369,22.267765,22.87698,28.960598,640,785,562,0,47.891369
"PRXL2C","Prxl2c",5.492947,7.175355,6.58322,136,140,268,6.417174,1.978047,2.272011,1.943139,65,82,46,13.0374866666667,0.528383333578708
"PSAP","Psap",409.166751,438.432362,399.427933,14526,15211,26957,415.675682,646.900305,726.572494,647.38509,7670,9510,5793,0.629681,255.679290609635
"PSAPL1","Psapl1",0,0,0,0,0,0,0,0.016039,0,0,1,0,0,0.557894333333333,0.641892058147718
"PSAT1","Psat1",51.573462,51.228461,50.871056,1197,1158,2216,51.2243263333333,8.473143,10.125705,10.630666,226,287,194,1.16689966666667,24.1009434523887
"PSCA","Psca",0,0,0.115022,0,0,2,0.0383406666666667,0.147431,0.08756,0,1,1,0,8.183272,0.113068704342708
"PSD","Psd",154.97421,179.812767,175.064116,3161,3851,7395,169.950364333333,69.12552,62.881425,59.639186,1340,1524,1066,0,170.950364333333
"PSD2","Psd2",12.937764,11.154453,11.237103,580,513,1049,11.77644,81.078158,75.817976,85.281683,1720,1586,1283,0.138518,11.2219920985
"PSD3","Psd3",61.282688,57.983683,57.105929,7841,7199,13783,58.7907666666667,10.052065,8.651752,9.040186,1556,1480,1018,0.165535333333333,51.2989739192806
"PSD4","Psd4",0.152497,0.304138,3.470277,14,16,34,1.30897066666667,1.255707,2.01399,1.914674,66,107,78,4.76607366666667,0.400440715840086
"PSEN1","Psen1",15.75272,16.854634,18.979798,547,562,1123,17.1957173333333,24.180249,19.074863,19.611031,928,914,613,0.993170333333333,9.12903279214638
"PSEN2","Psen2",9.47738,20.337553,5.984019,106,106,207,11.932984,31.829855,34.026288,30.802773,452,483,323,97.0431666666667,0.131911120781832
"PSENEN","Psenen",162.89326,298.103576,200.511435,163,206,394,220.502757,40.790359,46.258827,59.613011,240,289,230,2.495087,63.375463042837
"PSIP1","Psip1",164.058304,149.793166,140.583296,2516,2419,4552,151.478255333333,173.223925,174.369489,178.318523,1426,1634,1299,3.38303733333333,34.7882629640694
"PSKH1","Pskh1",2.268159,1.681933,2.067017,102,74,177,2.005703,14.083902,5.827348,4.873523,223,277,161,0,3.005703
"PSMA1","Psma1",47.219766,46.044628,44.817345,623,585,1120,46.0272463333333,97.2868,99.502922,111.102215,945,1019,795,0.0566746666666667,44.5049434956959
"PSMA2","Psma2",29.92464,33.513282,26.261721,780,794,1280,29.899881,72.359244,71.409984,82.948921,661,715,532,0.003321,30.797602163216
"PSMA3","Psma3",166.75372,170.901247,162.785673,477,519,905,166.813546666667,132.63525,132.035583,138.013739,539,596,404,0.079802,155.411405671287
"PSMA4","Psma4",117.959927,164.645289,116.51643,632,627,1203,133.040548666667,97.799144,99.728934,101.210009,1001,1063,713,0.255386,106.772378110531
"PSMA5","Psma5",55.600106,50.169585,46.70518,530,518,910,50.824957,328.12301,351.587712,275.033909,719,774,484,51.3989116666667,0.989046439164274
"PSMA6","Psma6",70.204642,71.998901,69.262588,573,627,1160,70.4887103333333,228.657263,258.258774,246.256147,1005,1066,729,15.471415,4.34016812358461
"PSMA7","Psma7",172.003819,192.118897,183.215811,533,562,1110,182.446175666667,138.345052,123.009533,150.978452,1151,1179,867,7.45011633333333,21.7093077101227
"PSMA8","Psma8",0.541485,0.266511,0.39411,3,5,8,0.400702,0,0,0,0,0,0,0.0930886666666667,1.28141663408824
"PSMB1","Psmb1",42.023069,46.609872,43.985372,809,870,1617,44.2061043333333,61.181794,66.051923,64.948972,571,673,442,3.001028,11.2986223373926
"PSMB10","Psmb10",36.359925,35.606448,32.096373,199,190,334,34.687582,11.463536,17.755271,10.595654,61,101,39,13.8602606666667,2.40154481812365
"PSMB11","Psmb11",0.106111,0.328966,0.278797,6,8,20,0.237958,0,0,0.062112,0,0,1,0.103874333333333,1.12146642295938
"PSMB2","Psmb2",43.151812,52.849859,46.213947,377,462,783,47.405206,57.777099,58.76015,68.903563,1299,1428,1054,11.1718813333333,3.97680561241094
"PSMB3","Psmb3",48.175499,47.920477,47.854423,376,367,714,47.9834663333333,140.002943,135.475401,141.742904,429,457,300,0.304557333333333,37.5479598188096
"PSMB4","Psmb4",273.462482,251.028792,253.070367,675,683,1315,259.187213666667,107.809201,108.537075,123.464376,972,1099,795,0.115842,233.175676902883
"PSMB5","Psmb5",51.873878,56.830976,51.553294,487,525,952,53.4193826666667,198.4541,185.416359,208.398675,1378,1383,1006,10.6688443333333,4.66364801107268
"PSMB6","Psmb6",70.932178,75.794819,66.080117,574,593,1009,70.9357046666667,83.530778,81.533403,85.705972,626,661,488,50.4167756666667,1.3990707066702
"PSMB7","Psmb7",48.228857,57.516099,55.590744,656,766,1449,53.7785666666667,97.439327,99.512927,91.090461,951,1051,659,8.17341166666667,5.97144973507675
"PSMB8","Psmb8",1.712181,3.546075,3.762295,18,23,47,3.00685033333333,4.785832,2.822522,3.027497,59,40,31,0.132576333333333,3.53781923161029
"PSMB9","Psmb9",2.168397,0.90686,0.587275,10,7,17,1.220844,0.088869,0.33545,0.517317,3,4,2,0,2.220844
"PSMC1","Psmc1",136.292182,146.564068,138.246436,1230,1192,2155,140.367562,166.691753,140.229452,132.535984,1352,1200,811,0.857618666666667,76.1014973291971
"PSMC2","Psmc2",33.681167,36.374564,34.871902,778,828,1551,34.9758776666667,31.697807,28.198046,28.762013,737,739,510,93.7102393333333,0.379852040496375
"PSMC3","Psmc3",124.617742,146.8692,125.49449,1072,1166,2006,132.327144,84.481687,77.444464,87.720975,911,980,696,29.4394126666667,4.38008267308005
"PSMC3IP","Psmc3ip",1.226966,1.366257,1.229422,15,16,27,1.274215,7.448031,6.595141,9.030878,68,71,68,0.0149773333333333,2.240655948967
"PSMC4","Psmc4",54.392554,51.434273,44.359735,621,658,1192,50.0621873333333,43.709811,44.844356,45.871583,843,883,626,0,51.0621873333333
"PSMC5","Psmc5",82.973422,79.652703,74.291615,1333,1249,2269,78.97258,76.667223,82.356184,95.756799,1021,1106,840,0,79.97258
"PSMC6","Psmc6",103.832393,86.154813,79.988022,921,797,1336,89.9917426666667,90.792535,85.153752,90.13779,992,997,706,0.00640366666666667,90.4127694288342
"PSMD1","Psmd1",32.30793,34.862302,32.106499,1350,1445,2493,33.0922436666667,134.914068,137.440665,171.547437,2425,2583,1798,2.53660033333333,9.63983499784774
"PSMD10","Psmd10",7.917582,7.433459,5.87103,135,123,188,7.07402366666667,24.820568,29.22442,28.749474,398,451,294,8.72256566666667,0.830441669769128
"PSMD11","Psmd11",39.718864,44.322068,40.686114,629,654,1163,41.575682,59.008516,57.398608,63.817402,1127,1160,813,0,42.575682
"PSMD12","Psmd12",30.773385,33.154024,28.312765,632,659,1126,30.7467246666667,35.624971,26.846321,28.577409,1151,1046,857,2.02823466666667,10.4835748088215
"PSMD13","Psmd13",107.92802,101.349707,99.017902,598,578,1118,102.765209666667,79.253018,79.990331,88.718858,857,991,684,7.10241466666667,12.8067019444903
"PSMD14","Psmd14",100.571606,93.973096,95.576533,686,773,1287,96.7070783333333,41.682655,41.448142,41.714577,785,822,557,0.0920883333333333,89.4681092646657
"PSMD2","Psmd2",117.078276,109.693326,97.742226,2119,2154,3818,108.171276,239.921215,226.262682,293.900475,2874,3247,2181,0.707083333333333,63.9519312667806
"PSMD3","Psmd3",35.308796,41.201061,38.360753,823,898,1678,38.2902033333333,75.371839,73.535993,69.219953,1107,1365,849,1.64390333333333,14.8606807359321
"PSMD4","Psmd4",96.279861,89.948973,97.187273,671,691,1324,94.4720356666667,255.496377,266.778398,345.140883,971,1059,749,6.75288533333333,12.3143876843099
"PSMD5","Psmd5",24.280732,20.026309,19.205311,485,473,844,21.170784,13.766087,19.554503,35.325497,430,435,309,15.397126,1.35211402290865
"PSMD6","Psmd6",49.675243,49.834454,48.997096,463,506,945,49.5022643333333,62.215304,54.92646,55.239194,743,749,522,0,50.5022643333333
"PSMD7","Psmd7",40.701971,45.408623,41.207526,799,874,1542,42.4393733333333,53.582764,62.433449,64.633766,990,1140,820,0.191548333333333,36.456241109257
"PSMD8","Psmd8",43.407725,44.049486,43.012792,574,650,1221,43.490001,94.137342,101.365782,100.390644,1141,1359,880,70.383098,0.623256796727987
"PSMD9","Psmd9",20.498668,15.283601,22.974765,210,206,398,19.585678,23.097388,30.281146,33.499349,263,349,236,2.69155466666667,5.57642507258008
"PSME1","Psme1",35.415723,45.478324,44.152581,191,213,400,41.6822093333333,12.48766,26.868935,20.678383,125,176,123,4.33651766666667,7.99813886121618
"PSME2","Psme2",143.593233,152.170965,103.272101,169,156,318,133.012099666667,53.164215,88.268546,49.443443,280,320,211,0.532472333333333,87.4482995560333
"PSME3","Psme3",54.470266,48.10309,44.505034,946,960,1770,49.02613,83.858844,82.304137,87.21083,1317,1387,1060,0.0117683333333333,49.4442535428894
"PSME4","Psme4",14.467131,13.993977,15.508278,774,857,1581,14.656462,21.479794,20.816677,20.505805,822,780,543,0.006306,15.5583510383521
"PSMF1","Psmf1",9.940228,15.852797,11.690883,276,385,566,12.494636,101.067714,113.64067,127.991547,946,1076,782,0.127292666666667,11.9708363223038
"PSMG1","Psmg1",7.496662,7.376488,8.213462,74,74,135,7.69553733333333,28.646677,26.797825,28.302719,252,238,170,0,8.69553733333333
"PSMG2","Psmg2",10.892925,10.179308,10.106923,130,118,227,10.393052,31.264329,42.431049,36.92804,188,275,179,0,11.393052
"PSMG3","Psmg3",8.871054,7.432278,7.798835,77,64,136,8.03405566666667,21.179875,25.304975,26.534749,204,257,174,0.211527333333333,7.45674935934861
"PSMG4","Psmg4",5.70894,4.883048,7.003542,23,19,52,5.86517666666667,13.387584,13.131482,13.21203,151,192,113,0,6.86517666666667
"PSORS1C2","Psors1c2",0.114303,0,0.05912,1,0,1,0.0578076666666667,0,0,0,0,0,0,0.138676666666667,0.928979839170031
"PSPC1","Pspc1",18.776474,22.682352,19.687844,428,426,796,20.3822233333333,44.319062,46.230468,49.993173,789,843,608,0.352423,15.8103073767108
"PSPH","Psph",18.360699,15.154939,14.922555,121,104,244,16.1460643333333,12.279379,16.878542,14.638545,138,211,120,0.214521333333333,14.1175489163907
"PSPN","Pspn",0.600941,0.305813,0.626168,2,1,4,0.510974,1.627806,1.531457,2.699517,83,86,68,0,1.510974
"PSRC1","Psrc1",4.486574,2.839519,3.66843,58,46,107,3.664841,5.153987,4.703859,10.138064,41,43,57,0.460356666666667,3.19431622868386
"PSTK","Pstk",21.822285,23.762545,27.786759,116,125,274,24.4571963333333,6.575762,9.041161,6.672339,74,95,59,14.6479993333333,1.62686588815891
"PSTPIP1","Pstpip1",0.293458,0.393293,0.735096,8,7,23,0.473949,0.648546,0.408357,0.132984,4,3,2,21.7928053333333,0.0646672920881934
"PSTPIP2","Pstpip2",2.421831,4.392532,3.010314,72,108,131,3.27489233333333,1.069329,1.211485,1.227608,29,47,20,5.09966533333333,0.700840472340668
"PTAFR","Ptafr",0.536688,0.343077,0.32172,27,17,31,0.400495,0.074973,0.049472,0,4,2,0,0.275262333333333,1.09820149422851
"PTBP1","Ptbp1",39.299941,21.154423,31.056413,249,197,548,30.5035923333333,56.921605,67.213251,67.741236,268,309,292,15.898176,1.86431910363186
"PTBP2","Ptbp2",42.230808,52.81845,46.839848,1157,1092,2021,47.2963686666667,69.21607,70.211584,96.076032,1474,1387,1253,2.13353366666667,15.4127492486917
"PTBP3","Ptbp3",4.656192,6.549501,4.781538,423,423,762,5.329077,11.361066,9.528411,13.430708,1014,965,916,0,6.329077
"PTCD1","Ptcd1",6.590845,6.695535,6.230549,279,278,504,6.505643,4.022847,2.004435,3.427248,138,99,108,0.140627,6.58027821540258
"PTCD2","Ptcd2",12.506601,12.082316,10.972452,272,257,454,11.8537896666667,2.667984,3.38791,3.924405,227,275,183,0,12.8537896666667
"PTCD3","Ptcd3",31.490207,22.375976,30.796017,510,491,970,28.2207333333333,86.511258,81.57298,65.661708,580,694,504,0.024401,28.5247020779298
"PTCH1","Ptch1",12.314171,11.260135,10.89541,925,826,1556,11.4899053333333,28.416355,19.984578,22.180116,348,295,198,31.1487623333333,0.388503457888431
"PTCH2","Ptch2",0.55054,0.506383,1.124697,21,29,54,0.727206666666667,2.323125,2.427526,2.256419,135,145,93,0,1.72720666666667
"PTCHD3","Ptchd3",0,0,0,0,0,0,0,0.045129,0,0.042525,2,0,1,1.321881,0.430685293518488
"PTCHD4","Ptchd4",0.501147,1.083303,0.953127,24,46,89,0.845859,0.991751,1.354411,1.584324,39,59,45,0.00978766666666667,1.82796746378694
"PTCRA","Ptcra",0.201946,0.066423,0.170127,3,1,5,0.146165333333333,0,0,0,0,0,0,0,1.14616533333333
"PTDSS1","Ptdss1",31.413812,36.569159,31.854474,667,739,1257,33.2791483333333,78.47399,73.896003,68.598783,1420,1430,887,24.119485,1.36464375497083
"PTDSS2","Ptdss2",36.94848,36.821552,32.521937,404,393,756,35.4306563333333,23.761057,32.231117,29.192425,272,373,251,0.190689,30.5962819286424
