"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg_TPM","FoldChange"
"DAG1","Dag1",14.656572,16.678916,16.495037,1158,1225,2227,15.9435083333333,36.417757,26.001252,25.047288,3941,2824,2726,23.560107,0.68987925554776
"DAGLA","Dagla",18.559474,17.587956,17.25175,1239,1288,2425,17.7997266666667,0.767898,0.681624,0.591572,103,85,74,2.61802333333333,5.19613195787387
"DAGLB","Daglb",5.425482,6.196209,5.815416,349,380,626,5.812369,3.775465,3.316269,2.070178,202,134,113,32.1352866666667,0.205592577741393
"DALRD3","Dalrd3",34.054861,36.149215,32.704494,323,340,764,34.3028566666667,10.220594,9.881658,9.352241,167,138,140,1.31097066666667,15.2762028423266
"DAND5","Dand5",5.133815,4.359268,3.831349,83,70,123,4.44147733333333,1.62149,1.415156,1.334437,61,51,46,0,5.44147733333333
"DAO","Dao",0.10538,0.053453,0,2,1,0,0.0529443333333333,0,0,0,0,0,0,2.13616133333333,0.335743037879429
"DAP","Dap",3.366124,3.914529,2.766575,56,53,78,3.349076,35.846696,25.209816,24.103017,1060,963,775,0.299634,3.34638521306768
"DAP3","Dap3",40.964135,45.76629,48.149357,494,530,1025,44.9599273333333,301.777335,282.716633,270.393701,1551,1321,1209,0.019003,45.1028381009019
"DAPK1","Dapk1",24.127963,28.270518,26.082593,1310,1274,2464,26.160358,8.030614,5.722447,5.858212,600,465,352,0,27.160358
"DAPK2","Dapk2",1.712848,0.897176,1.212093,25,16,25,1.274039,2.599593,2.562867,1.299612,93,58,45,428.970414666667,0.00528882667837261
"DAPK3","Dapk3",28.534723,30.650905,30.942877,222,199,411,30.042835,46.639151,35.796057,28.534407,1322,1106,858,0.452286333333333,21.3751477842179
"DAPL1","Dapl1",0.416776,0.850208,0.871723,2,4,8,0.712902333333333,0,0,0,0,0,0,13.6866843333333,0.116629614585348
"DAPP1","Dapp1",3.519826,2.077955,2.855297,63,60,129,2.81769266666667,0.024452,0.019592,0,1,1,0,9.069434,0.379136768428758
"DARS2","Dars2",11.266992,13.170115,11.956104,168,193,349,12.1310703333333,8.561454,7.088049,5.722615,451,323,287,0,13.1310703333333
"DAXX","Daxx",8.2749,9.889263,8.753997,178,174,322,8.97272,6.194455,6.743181,3.751331,214,185,141,213.415015,0.0465112949296018
"DAZAP1","Dazap1",26.401333,22.841112,28.568032,264,247,612,25.9368256666667,39.779193,26.139315,25.531382,1083,868,828,10.802283,2.28234026134322
"DAZAP2","Dazap2",44.932716,57.543502,51.765889,1100,1205,2133,51.4140356666667,43.858971,46.471501,32.76203,1032,1036,908,4.10107366666667,10.2750987520862
"DAZL","Dazl",2.949621,3.419649,1.612481,60,70,97,2.66058366666667,0,0,0,0,0,0,2.285071,1.11430884345168
"DBF4","Dbf4",0.985978,0.548962,0.935982,26,17,36,0.823640666666667,4.510074,2.826061,1.812367,82,90,74,13.5637293333333,0.12521797301552
"DBH","Dbh",0.028982,0.088917,0.121985,1,3,8,0.0799613333333333,0.06594,0.03497,0.035181,4,2,2,8.81058533333333,0.11008123334537
"DBI","Dbi",222.361366,233.847997,211.336314,588,615,1084,222.515225666667,77.420881,84.45242,67.667681,674,700,573,5.14077266666667,36.3985507686926
"DBIL5P","Dbil5",1.007895,1.444436,1.374904,5,7,13,1.275745,0.200832,0.174058,0.075369,11,2,4,15.7052866666667,0.136229030091472
"DBN1","Dbn1",87.365623,67.439144,72.55815,1564,1563,3329,75.787639,57.502884,35.972797,33.835021,1899,1588,1363,1.21315866666667,34.6959484453291
"DBNDD1","Dbndd1",6.587612,6.786987,7.205473,130,129,266,6.860024,8.107663,7.577115,6.560115,306,283,252,0.841076666666667,4.26925404156626
"DBNDD2","Dbndd2",49.280248,53.673445,51.101416,1358,1302,2435,51.351703,27.392213,26.126746,24.262471,564,491,460,14.1493046666667,3.45571655940028
"DBNL","Dbnl",17.884756,19.90514,18.735442,474,523,950,18.8417793333333,22.279153,17.576902,11.9411,908,760,549,23.8211753333333,0.799389193576463
"DBP","Dbp",44.800671,55.105152,54.724947,631,846,1728,51.54359,13.643286,12.449764,10.038095,206,175,161,3.92659566666667,10.6652937555866
"DBR1","Dbr1",5.388757,5.950905,5.12457,105,93,171,5.48807733333333,1.853678,1.743837,1.544756,76,71,76,0.0204976666666667,6.35775812650886
"DBT","Dbt",9.566249,8.311829,7.653873,216,220,428,8.51065033333333,2.782531,1.470012,1.57992,353,257,287,0,9.51065033333333
"DBX1","Dbx1",0,0,0,0,0,0,0,0,0,0,0,0,0,43.8718873333333,0.0222856683645028
"DCAF1","Dcaf1",37.635014,35.369088,41.537938,417,425,787,38.18068,2.464821,2.058005,1.610239,245,186,139,0.505120666666667,26.0315872791595
"DCAF10","Dcaf10",4.140432,4.229841,3.550261,308,290,471,3.97351133333333,9.868942,6.747198,8.364595,305,203,165,3.83451966666667,1.02874983995308
"DCAF11","Dcaf11",199.100262,206.188425,193.02871,767,742,1385,199.439132333333,28.209863,19.028795,14.433126,909,716,579,5.138785,32.6512709491102
"DCAF12","Dcaf12",11.377014,10.22807,10.796922,534,475,981,10.8006686666667,3.848808,4.085313,2.795811,264,233,179,4.764145,2.04725395816147
"DCAF12L1","Dcaf12l1",12.127665,13.960815,11.499882,569,650,1057,12.529454,0,0,0,0,0,0,0.110449333333333,12.1837652505832
"DCAF12L2","Dcaf12l2",0.260924,0.34799,0.390206,9,12,28,0.33304,0.017147,0.072504,0.01798,1,4,1,1.50468466666667,0.532218693131564
"DCAF13","Dcaf13",11.934382,11.726351,13.287422,367,322,689,12.3160516666667,10.834871,6.985937,7.765455,288,252,205,3.867982,2.73543568293118
"DCAF15","Dcaf15",4.407301,6.363783,5.233008,133,171,297,5.33469733333333,9.213132,9.989544,5.372246,193,183,146,39.3128356666667,0.157138470379827
"DCAF17","Dcaf17",2.870096,4.047137,4.815004,183,185,356,3.91074566666667,1.934926,0.840503,0.864047,109,90,74,5.69992,0.732955866139695
"DCAF5","Dcaf5",18.422556,26.467552,27.556167,1072,1141,2012,24.1487583333333,11.640845,7.229848,7.59592,1035,837,707,7.70020366666667,2.89059420869496
"DCAF6","Dcaf6",31.864279,36.87231,34.035624,977,1018,1859,34.2574043333333,42.200393,39.501125,38.96047,1771,1470,1312,6.25332833333333,4.86085872761401
"DCAF7","Dcaf7",30.26649,33.267202,30.031845,2456,2658,4686,31.1885123333333,11.852274,11.281171,6.176562,1190,863,788,6.858926,4.09579023053956
"DCAF8","Dcaf8",44.932203,53.920203,51.005768,1528,1567,2930,49.9527246666667,89.513932,64.609711,60.183769,1993,1471,1247,1.65220633333333,19.2114482294553
"DCAKD","Dcakd",13.878868,12.964175,12.91139,205,212,411,13.2514776666667,17.647025,13.975055,13.22408,654,563,491,0.103742666666667,12.9119568329333
"DCBLD1","Dcbld1",6.009006,5.840324,5.789683,117,115,225,5.879671,4.035681,1.989716,1.019881,58,45,25,6.78771933333333,0.883399966733949
"DCBLD2","Dcbld2",7.045112,6.807148,7.752595,433,461,827,7.20161833333333,45.349921,21.595913,17.919437,1917,1681,1361,33.8613226666667,0.23526411811034
"DCC","Dcc",2.567997,3.288204,2.93636,388,416,838,2.93085366666667,0,0.005132,0,0,1,0,0,3.93085366666667
"DCDC2C","Dcdc2c",2.588669,0.243707,1.983207,11,4,22,1.60519433333333,0,0.050636,0.025352,0,2,1,6.28427,0.357646590987612
"DCHS1","Dchs1",2.56748,2.352748,1.910049,227,186,425,2.276759,0.930318,0.57818,0.39514,235,136,93,9.189906,0.321569109665977
"DCK","Dck",6.282141,8.871329,6.184428,251,335,469,7.11263266666667,81.615248,84.599493,22.76396,138,144,121,3.527469,1.79186929091434
"DCLK1","Dclk1",203.502012,199.608581,187.517693,11336,10857,19165,196.876095333333,0.474074,0.023851,0.023208,8,2,2,0.502957333333333,131.657826170271
"DCLK2","Dclk2",16.832223,18.504774,18.91601,753,827,1595,18.0843356666667,12.412311,10.166505,8.03434,729,541,458,2.75964466666667,5.07610089747843
"DCLK3","Dclk3",16.883478,16.84226,16.146374,664,666,1257,16.6240373333333,0,0,0.018193,0,0,2,7.937048,1.97201999288057
"DCLRE1A","Dclre1a",3.24773,2.341533,2.118896,94,75,161,2.56938633333333,1.60015,1.299324,0.86378,136,113,73,2.26168,1.0943398289634
"DCLRE1B","Dclre1b",2.764111,3.295066,3.000526,91,86,174,3.019901,0.828734,0.764537,0.587361,43,45,43,31.6830243333333,0.122996603955654
"DCLRE1C","Dclre1c",5.42398,2.795064,5.41444,115,121,277,4.54449466666667,2.0503,2.968497,1.186992,57,67,40,14.0107223333333,0.369368944647945
"DCN","Dcn",9.178008,5.736625,6.100265,105,125,258,7.004966,0.509115,1.047419,0.244373,6,7,2,4.270311,1.518879246405
"DCP1A","Dcp1a",8.241334,7.368616,6.664189,255,274,530,7.424713,2.92067,1.742377,1.418959,237,165,169,7.943007,0.942044773083595
"DCP1B","Dcp1b",4.281936,3.594936,3.744534,135,118,274,3.873802,0.780807,0.506677,0.316328,26,19,9,0.00239533333333333,4.86215551681871
"DCP2","Dcp2",8.639454,8.895581,8.236843,1073,1076,1895,8.590626,0.914318,1.387474,0.883661,111,116,74,2.26212666666667,2.9399919071199
"DCPS","Dcps",7.669572,7.720915,6.217722,95,102,183,7.20273633333333,5.536993,6.814014,6.030585,158,150,124,13.027112,0.584777275132139
"DCST1","Dcst1",1.639967,1.654112,1.930372,47,47,103,1.74148366666667,0.113536,0.074654,0.256422,3,3,4,118.713484666667,0.0229003747932
"DCSTAMP","Dcstamp",2.103293,0.713586,0,3,1,0,0.938959666666667,0,0,0,0,0,0,0.0670866666666667,1.81705922043195
"DCT","Dct",0.649653,1.320374,1.007602,28,43,87,0.992543,0,0,0,0,0,0,0.635288333333333,1.21846585668379
"DCTD","Dctd",3.059336,6.227659,3.414359,60,65,119,4.23378466666667,16.054599,13.796465,10.399576,345,369,296,1.07917766666667,2.51723782463355
"DCTN1","Dctn1",98.876701,103.645851,102.752608,3169,3526,6461,101.758386666667,100.801197,112.014224,119.794743,2704,2102,1875,0.0168763333333333,101.052982843866
"DCTN2","Dctn2",77.452262,88.566115,83.846447,1722,1937,3507,83.2882746666667,230.48754,133.785863,235.895739,1546,1323,1197,4.247083,16.0638348329284
"DCTN3","Dctn3",104.968049,92.300467,90.625563,465,449,805,95.964693,38.074457,43.729437,32.207374,506,516,421,0.769774666666667,54.7892874874466
"DCTN4","Dctn4",23.57611,21.950986,22.701521,1082,983,1870,22.7428723333333,12.270952,6.255693,4.312314,556,435,275,103.548265,0.227099630331822
"DCTN5","Dctn5",37.200728,37.842423,35.138685,654,702,1220,36.7272786666667,16.770765,8.614821,7.586741,868,608,510,7.43201233333333,4.47429121012117
"DCTN6","Dctn6",88.360552,94.157512,85.399708,437,449,831,89.305924,26.340187,26.179388,15.600712,375,368,228,4.034259,17.9382753251273
"DCTPP1","Dctpp1",8.652889,7.535682,9.113755,54,47,111,8.43410866666667,14.470313,17.465391,13.885207,236,229,213,0,9.43410866666667
"DCUN1D1","Dcun1d1",44.295154,45.536734,46.110297,654,626,1085,45.3140616666667,8.959457,8.032419,3.27801,182,231,184,23.0366333333333,1.92681150577105
"DCUN1D2","Dcun1d2",13.164296,12.91903,13.694801,466,456,896,13.2593756666667,27.244478,14.275153,13.930682,513,457,402,25.8188583333333,0.5316921208739
"DCUN1D3","Dcun1d3",11.754259,10.019521,7.491826,270,250,448,9.755202,1.613117,1.091346,0.95197,151,112,103,67.2796443333333,0.157516959922848
"DCUN1D4","Dcun1d4",38.937676,45.945253,37.79806,1336,1374,2416,40.893663,12.060616,4.773724,5.924442,291,265,207,0.00997966666666667,41.4797093274815
"DCUN1D5","Dcun1d5",37.55099,35.680517,40.199916,338,313,681,37.8104743333333,23.819183,23.532611,20.877076,252,256,220,15.5183336666667,2.34953931289397
"DCX","Dcx",4.435996,4.474039,4.740978,500,504,962,4.55033766666667,0.016281,0.180449,0.021571,3,4,4,10.9040403333333,0.466256624746539
"DCXR","Dcxr",2.050316,2.96377,4.034561,18,26,69,3.01621566666667,125.152775,128.843884,144.641135,483,469,455,3.62566833333333,0.868245489570696
"DDA1","Dda1",17.368338,18.552189,21.378062,389,417,874,19.0995296666667,33.615019,32.053654,30.651955,520,485,454,152.035955,0.131338610372096
"DDAH1","Ddah1",28.270384,28.301611,25.518473,1258,1158,2124,27.3634893333333,3.757428,3.531847,2.968249,271,259,224,0.145992,24.7501634682732
"DDAH2","Ddah2",6.311676,5.79249,10.308619,62,57,165,7.47092833333333,17.955491,18.433817,15.673379,313,300,277,0.095556,7.7320815488513
"DDB1","Ddb1",85.015459,106.465876,91.879564,2633,2721,4792,94.453633,249.825534,146.267508,90.684203,3701,2526,2258,15.2867626666667,5.8608107058231
"DDB2","Ddb2",2.233727,3.626286,4.074006,53,79,200,3.31133966666667,13.083369,16.481398,17.775715,219,193,188,88.6733616666667,0.0480782652343597
"DDC","Ddc",4.880363,5.572341,4.304018,64,83,135,4.91890733333333,0.069486,0,0.459878,1,0,2,23.685073,0.239776780620958
"DDHD1","Ddhd1",25.948527,25.084505,28.318837,985,889,1824,26.450623,2.970854,2.679251,2.092533,237,202,141,3.09888733333333,6.69709137325235
"DDHD2","Ddhd2",26.425964,27.773272,30.865306,726,722,1386,28.3548473333333,50.767198,32.106105,33.00824,329,318,281,20.526312,1.3636728545667
"DDI1","Ddi1",0,0,0.010269,0,0,2,0.003423,0,0,0,0,0,0,285.856909666667,0.00349799138938643
"DDI2","Ddi2",6.181136,6.28221,6.100717,848,850,1600,6.188021,2.273233,1.569806,1.314471,459,359,295,13.7271643333333,0.48807909230229
"DDIAS","Ddias",0.191006,0.173873,0.189902,9,8,17,0.184927,0.880675,0.711895,0.494294,32,42,19,17.2509376666667,0.064924171110624
"DDIT3","Ddit3",24.874041,20.038956,20.764628,193,163,338,21.8925416666667,11.848933,13.936576,17.41421,181,207,262,49.4448573333333,0.453813190815381
"DDIT4","Ddit4",15.320808,13.338939,14.543505,328,294,632,14.401084,5.45706,2.425345,4.353454,187,71,133,32.0437093333333,0.466082177537615
"DDIT4L","Ddit4l",35.632267,44.326281,48.390324,219,260,453,42.7829573333333,0.578037,0.603355,0.459772,22,21,13,3.64986133333333,9.41597054077025
"DDN","Ddn",194.061269,202.471459,211.464181,8987,9886,19627,202.665636333333,0.2339,0.245634,0.342424,20,19,27,28.7754393333333,6.84005478654119
"DDO","Ddo",2.19728,2.829286,2.200002,83,82,145,2.408856,0.106405,0.128232,0.135425,4,5,5,4.52708833333333,0.616754391175824
"DDOST","Ddost",25.29368,26.967198,24.321997,683,724,1283,25.527625,114.800727,100.180554,64.609167,1998,1663,1398,0.0216006666666667,25.9667263986385
"DDR1","Ddr1",16.296897,17.547101,13.771507,612,724,1134,15.871835,92.352796,60.693784,68.52239,1318,984,990,94.2328966666667,0.177163937993555
"DDR2","Ddr2",2.909038,1.67789,1.882366,187,155,369,2.15643133333333,0.256983,0.167229,0.182111,52,35,32,0.095652,2.88087032500587
"DDRGK1","Ddrgk1",79.214451,94.020704,80.81848,369,434,750,84.684545,21.657873,17.650332,13.874485,317,260,208,5.71029366666667,12.7691199903273
"DDT","Ddt",26.206051,28.154214,21.882399,153,163,247,25.4142213333333,215.548175,198.930241,174.913529,927,837,748,28.332356,0.900514821698377
"DDX1","Ddx1",59.216917,63.427853,57.95042,1320,1436,2420,60.1983966666667,46.711258,31.225759,27.317591,1416,1076,831,8.84739733333333,6.21467729950438
"DDX10","Ddx10",4.937664,5.476903,4.611804,212,230,377,5.00879033333333,4.904057,5.660231,3.601632,110,118,83,34.4782196666667,0.169365610500993
"DDX11","Ddx11",0.556156,0.581948,0.822577,19,25,50,0.653560333333333,13.652666,10.395903,9.088392,356,291,242,32.865838,0.0488267951123292
"DDX17","Ddx17",81.811085,72.58566,87.199063,4501,3950,9245,80.531936,79.165081,52.531327,34.648225,5970,4242,2816,12.1600386666667,6.19541766290656
"DDX18","Ddx18",13.589183,11.637587,12.641544,213,180,322,12.6227713333333,11.725542,5.671091,5.930125,399,371,356,4.20551833333333,2.61698652487697
"DDX19A","Ddx19a",8.006586,8.16785,7.819766,182,236,395,7.99806733333333,11.28671,10.087505,8.121164,576,498,467,0.221578,7.36593760966007
"DDX20","Ddx20",3.559026,4.288288,3.548045,131,148,256,3.798453,3.055152,3.702275,2.656505,169,137,102,12.065353,0.367265469214647
"DDX21","Ddx21",4.99661,6.032809,5.116963,331,284,565,5.38212733333333,5.445997,4.608766,3.578469,478,422,321,93.3553646666667,0.0676392630761351
"DDX24","Ddx24",69.862501,62.760159,73.07126,1577,1732,3087,68.56464,67.714897,60.069689,51.617273,1862,1416,1230,7.92604166666667,7.79344782355001
"DDX25","Ddx25",4.794476,5.08821,4.437926,478,497,845,4.77353733333333,0.202672,0.37102,0.013711,6,5,2,10.9927656666667,0.481418339506175
"DDX27","Ddx27",18.017109,25.285053,14.326623,235,219,447,19.209595,6.435668,5.378091,4.971964,347,289,259,0.0157,19.8972088215024
"DDX28","Ddx28",3.325831,3.773832,3.499502,94,109,200,3.533055,2.813567,2.518056,2.238049,139,117,104,0,4.533055
"DDX31","Ddx31",2.413962,2.500444,2.252868,58,53,97,2.38909133333333,1.580077,1.247672,1.363196,89,58,64,0.864466,1.81772761387622
"DDX39B","Ddx39b",59.713969,52.937634,55.912041,1235,1145,2379,56.1878813333333,219.174662,179.187915,165.916512,4174,3292,2732,31.1576113333333,1.77836222785784
"DDX3X","Ddx3x",56.577708,56.510457,45.552154,3101,3239,5213,52.8801063333333,89.897524,28.599126,24.961114,2455,1820,1380,0,53.8801063333333
"DDX3Y","Ddx3y",15.876792,15.222116,15.180104,832,707,1375,15.4263373333333,0,0.180449,0,0,1,0,70.3618066666667,0.230183877071124
"DDX4","Ddx4",1.192536,0.939024,0.975635,46,37,73,1.03573166666667,0,0,0.606015,0,0,3,4.24025833333333,0.388479257542965
"DDX41","Ddx41",10.970423,10.069987,10.120298,279,242,514,10.3869026666667,93.924223,18.306198,47.777354,544,445,366,2.40972966666667,3.33953239108203
"DDX42","Ddx42",21.405113,21.835704,24.509456,896,946,1773,22.5834243333333,27.412805,19.70927,17.288995,1235,960,849,0.022487,23.064766919612
"DDX46","Ddx46",20.348936,24.508172,21.906922,931,846,1803,22.2546766666667,15.542673,12.598643,7.465928,454,320,246,0,23.2546766666667
"DDX47","Ddx47",24.796141,22.039844,25.614228,396,360,785,24.150071,15.000939,10.87583,12.961263,369,365,279,8.510394,2.64448255245787
"DDX49","Ddx49",24.053143,15.852595,30.354823,195,213,447,23.420187,35.338053,36.171206,30.419689,393,349,265,13.101547,1.73173815610443
"DDX5","Ddx5",323.546444,292.421174,302.756974,10279,9488,18732,306.241530666667,400.959585,285.135892,242.175731,6464,5583,4297,58.071983,5.20113791789699
"DDX50","Ddx50",29.221576,28.272857,30.918849,705,739,1416,29.471094,14.116969,10.73381,9.402013,413,374,346,1.20055166666667,13.8470250263002
"DDX51","Ddx51",16.389518,11.914771,10.506308,162,154,322,12.9368656666667,5.16296,3.810057,3.077699,248,197,165,0.194681333333333,11.6657599627683
"DDX52","Ddx52",6.416863,5.800961,4.740237,242,223,371,5.652687,3.146366,2.815901,2.320226,252,259,204,2.45374033333333,1.92622674489812
"DDX54","Ddx54",8.107478,9.763711,8.473961,349,401,695,8.78171666666667,25.20878,27.896879,20.404158,459,404,290,0.029095,9.50516392234601
"DDX55","Ddx55",9.821771,7.086538,9.693937,237,204,457,8.86741533333333,9.00838,6.468653,8.266982,184,159,127,18.3036876666667,0.511167374012803
"DDX56","Ddx56",11.911331,17.584968,10.747556,241,318,465,13.4146183333333,28.544028,32.897158,24.026881,620,532,387,2.95414866666667,3.64544167366494
"DDX58","Ddx58",2.667305,5.536019,3.628697,62,57,131,3.944007,0.889329,0.746892,0.572249,74,65,52,16.80193,0.277723089575119
"DDX59","Ddx59",1.813233,2.856384,3.017196,52,59,124,2.562271,6.75935,5.983087,4.710666,119,100,70,11.4266626666667,0.286663531114871
"DDX6","Ddx6",32.70194,31.461118,29.752396,2818,2645,4868,31.3051513333333,10.008198,8.8944,7.883246,1182,1126,983,0.332241666666667,24.248717137156
"DEAF1","Deaf1",43.370165,62.215204,42.842611,342,382,664,49.4759933333333,25.762783,21.464357,23.044973,382,343,272,0.165901333333333,43.2935377035907
"DECR1","Decr1",4.619387,4.550693,4.688786,185,178,357,4.619622,265.082121,253.838511,260.47596,1843,1909,1618,21.6468533333333,0.248141404780885
"DECR2","Decr2",78.820925,48.62525,41.496874,271,259,498,56.3143496666667,18.816515,15.647554,10.60203,294,253,235,5.204993,9.23681133349653
"DEDD","Dedd",61.938988,70.610374,60.80828,252,268,500,64.4525473333333,13.843103,11.759566,8.139615,318,297,242,55.5600353333333,1.15722253261676
"DEDD2","Dedd2",4.405859,4.76114,4.234622,192,189,363,4.467207,6.511245,5.375015,4.762269,168,152,115,2.25776266666667,1.67820911447611
"DEF6","Def6",1.028615,3.445622,1.614611,8,16,48,2.029616,0.307679,0.064372,0.085781,5,3,4,0,3.029616
"DEF8","Def8",20.944355,19.92851,26.730143,491,467,922,22.534336,71.253604,53.920283,39.491507,628,512,434,5.17307866666667,3.81241472380394
"DEFB1","Defb1",0,0,0.114793,0,0,2,0.0382643333333333,0,0,0,0,0,0,0.127655333333333,0.920728437708212
"DEFB103B","Defb14",0,0,0,0,0,0,0,0,0,0,0,0,0,4.28658366666667,0.189158076945849
"DEFB106B","Defb34",0,0,0,0,0,0,0,0,0,0,0,0,0,8.49339433333333,0.105336401806126
"DEFB110","Defb41",0,0,0,0,0,0,0,0,0,0,0,0,0,44.2387003333333,0.0221049674865033
"DEFB113","Defb18",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEFB116","Defb29",0,0,0,0,0,0,0,0,0,0,0,0,0,0.255894333333333,0.796245331679974
"DEFB119","Defb19",0,0,0,0,0,0,0,0,0,0,0,0,0,4.02135433333333,0.199149459212963
"DEFB123","Defb36",0,0,0,0,0,0,0,0,0,0,0,0,0,6.30398333333333,0.136911593901958
"DEFB124","Defb25",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEFB126","Defb22",0,0,0,0,0,0,0,0,0,0,0,0,0,4.05218633333333,0.197934108922744
"DEFB128","Defb20",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"DEFB131A","Defb43",0,0,0,0,0,0,0,0,0,0,0,0,0,0.0250973333333333,0.975517121626174
"DEFB135","Defb30",0,0,0,0,0,0,0,0,0,0,0,0,0,0.261815666666667,0.79250878429945
"DEFB136","Defb42",0.230474,0.078401,2.011175,5,2,9,0.77335,2.720508,0,0,1,0,0,2.85901333333333,0.459534561511405
"DEGS1","Degs1",34.802155,41.00303,37.678321,713,863,1497,37.8278353333333,21.270934,29.877841,19.537926,608,680,503,11.8857646666667,3.01323486325763
"DEGS2","Degs2",1.907632,0.734185,2.111594,24,12,55,1.58447033333333,0.044831,0.01215,0.251468,4,1,2,16.982614,0.143720503222353
"DEK","Dek",44.593308,42.851538,40.400279,692,672,1220,42.6150416666667,30.81676,16.354593,14.07308,697,638,516,12.6436323333333,3.19673240974905
"DELE1","Dele1",15.604769,13.112334,11.605018,337,373,649,13.440707,40.033855,33.253224,26.926493,899,748,669,0.187192,12.1637502611204
"DENND1A","Dennd1a",16.114326,23.389917,21.008681,503,585,1088,20.1709746666667,3.503276,2.593523,2.254026,257,179,195,17.8844136666667,1.12108191656679
"DENND1B","Dennd1b",1.765043,1.798273,1.792448,181,171,349,1.78525466666667,1.621397,0.7144,1.311407,106,89,66,11.814909,0.217344865005804
