"Hs_symbol","Mm_genes","Brain_1_FB-S4","Brain_1_FB-S10","Brain_1_FB-S16","Brain_1_FB-S4_read","Brain_1_FB-S10_read","Brain_1_FB-S16_read","Mm_Avg_TPM","Motor_neurons-S18_rep_1","Motor_neurons-S22_rep_2","Motor_neurons-S26_rep_3","Motor_neurons-S18_rep_1_read","Motor_neurons-S22_rep_2_read","Motor_neurons-S26_rep_3_read","Hs_Avg_TPM","FoldChange"
"ATXN10","Atxn10",79.60922,92.356458,80.909148,1935,2244,3854,84.2916086666667,413.920603,414.279476,363.616047,3678,4943,4788,43.7196586666667,1.90725088718626
"ATXN1L","Atxn1l",30.447677,20.120224,19.777248,604,674,1054,23.448383,5.798159,4.95792,4.471181,632,889,728,0.202749333333333,20.3270808990956
"ATXN2","Atxn2",200.452302,189.31418,185.885658,953,892,1824,191.884046666667,76.007562,66.889502,53.997691,1258,1506,1421,2.11128633333333,61.9949519271718
"ATXN2L","Atxn2l",27.312974,24.685065,34.43467,1101,947,2552,28.810903,108.088482,126.613364,99.943197,2089,2944,2639,5.009208,4.96087055066158
"ATXN3","Atxn3",6.775064,6.785631,9.39124,403,368,724,7.650645,20.413263,16.509006,12.489167,330,405,391,0.199125,7.21413113728761
"ATXN7","Atxn7",5.442578,5.534724,6.760291,339,326,693,5.912531,5.013043,3.561387,2.987711,309,364,353,8.76965166666667,0.707551429247477
"ATXN7L1","Atxn7l1",11.777362,14.762612,11.276506,226,243,420,12.6054933333333,2.873193,2.944451,1.994445,180,242,165,175.44343,0.0771096624755783
"ATXN7L3","Atxn7l3",53.551325,58.087781,52.409726,2447,2640,4646,54.682944,134.653551,119.202448,117.858986,2153,3075,3056,5.02794766666667,9.23746307684711
"ATXN7L3B","Atxn7l3b",47.615143,49.591451,42.505682,2311,2380,3984,46.5707586666667,29.738227,31.861061,26.617464,3638,5280,4546,0,47.5707586666667
"AUH","Auh",35.0779,38.021001,30.482994,368,392,647,34.5272983333333,12.215781,10.675443,12.076196,170,201,205,10.7042226666667,3.03542570447794
"AUNIP","Aunip",0.130299,0.066625,0,2,1,0,0.0656413333333333,0.492629,0.690093,0.757844,16,26,31,0,1.06564133333333
"AUP1","Aup1",54.821215,54.598061,55.034139,361,357,737,54.817805,35.387986,35.218579,33.44866,760,951,938,6.11181733333333,7.84859936410065
"AURKA","Aurka",0.662038,1.189314,0.587211,16,20,27,0.812854333333333,0.967105,0.800972,1.09739,20,30,40,8.334386,0.194212488462908
"AURKAIP1","Aurkaip1",33.143051,35.331743,31.739465,299,322,578,33.404753,27.860551,37.021308,32.916832,258,464,499,56.1157293333333,0.60236914421963
"AURKB","Aurkb",0.826013,0.187593,0.190986,8,1,5,0.401530666666667,1.397102,0,0,7,0,0,35.9529736666667,0.037927412264819
"AURKC","Aurkc",0.147577,0.352033,0.077918,1,2,1,0.192509333333333,0.891491,1.102419,2.031369,15,16,34,10.460312,0.104055573123431
"AUTS2","Auts2",77.023378,47.725378,66.050072,723,751,1371,63.5996093333333,45.968898,41.751716,26.264811,907,1667,1084,14.1174633333333,4.27317784134419
"AVEN","Aven",4.190156,5.963035,5.539631,60,69,123,5.23094066666667,25.291311,29.453678,31.776018,158,318,304,1.585759,2.40971438818029
"AVIL","Avil",0,0.050981,0.09177,0,2,7,0.0475836666666667,19.263532,17.772027,25.252817,106,132,122,55.668089,0.0184863065819401
"AVL9","Avl9",9.415669,9.513256,8.791714,867,876,1583,9.240213,18.496322,16.218247,18.855137,1221,1669,1625,37.8749883333333,0.263413918280704
"AVP","Avp",0.269222,3.289506,0.511035,1,12,4,1.35658766666667,0,0,0,0,0,0,45.8486693333333,0.0503021259771391
"AVPI1","Avpi1",9.20758,14.010352,11.994277,105,163,260,11.737403,1.805215,2.281744,2.128488,35,61,61,0.0843473333333333,11.746607944195
"AVPR1A","Avpr1a",0.373365,0.114278,0.174506,13,4,12,0.220716333333333,0.03094,0.022629,0.09062,3,3,9,25.1472876666667,0.0466861553249953
"AVPR1B","Avpr1b",0,0,0.09451,0,0,2,0.0315033333333333,0.02426,0.008874,0.066681,2,1,8,0.0895526666666667,0.946721865670866
"AVPR2","Avpr2",0,0.053874,0.027675,0,2,2,0.027183,0.100804,0,0,2,0,0,17.9157173333333,0.0543031481121731
"AWAT1","Awat1",0,0,0,0,0,0,0,0,0,0,0,0,0,0.169838666666667,0.854818727140722
"AWAT2","Awat2",0.048788,0.03939,0.080773,1,1,4,0.056317,0,0,0.021465,0,0,1,0.428174,0.739627664416241
"AXDND1","Axdnd1",0.74562,3.255865,0.225448,7,2,7,1.40897766666667,0.645991,0.124907,0.342813,4,4,6,0.012588,2.37903043159376
"AXIN1","Axin1",43.217198,31.802041,31.856197,283,269,471,35.6251453333333,8.34796,7.495302,7.59514,277,415,395,1.86138866666667,12.7997799669764
"AXIN2","Axin2",8.387428,9.482071,8.371976,260,257,463,8.74715833333333,2.496514,2.266634,1.606392,112,169,130,2.48135966666667,2.79981365518204
"AXL","Axl",27.995095,33.771352,34.042215,571,570,1086,31.9362206666667,1.559836,0.289868,0.402541,100,23,39,21.2517713333333,1.48016174412722
"AZGP1","Azgp1",0.070349,0,0,1,0,0,0.0234496666666667,0.107376,0.023817,0.582012,2,1,7,0.952872333333333,0.524074026344443
"AZI2","Azi2",47.14958,45.476778,42.661445,859,782,1423,45.0959343333333,152.376437,148.570553,158.111909,890,1160,1169,0.433122666666667,32.1646816462327
"AZIN1","Azin1",88.09794,92.806771,83.841297,2086,1988,3661,88.2486693333333,143.587308,132.915131,122.391206,4341,5592,5582,12.9743316666667,6.38661450595312
"AZIN2","Azin2",11.954815,14.149683,8.911833,198,258,400,11.6721103333333,33.768011,24.563206,14.829678,265,281,297,2.92264733333333,3.23049952149662
"B2M","B2m",70.940191,71.401281,70.782996,636,609,1174,71.0414893333333,455.703177,547.047769,595.014407,1892,3175,3555,0.327732333333333,54.2590456861662
"B3GALNT1","B3galnt1",17.190768,18.091917,15.396802,445,452,750,16.8931623333333,41.637882,44.663996,29.266633,1388,2117,1618,8.36743633333333,1.91014507028586
"B3GALNT2","B3galnt2",7.028053,9.336064,9.774122,210,208,412,8.71274633333333,7.140514,10.597927,5.881719,226,265,231,10.3801556666667,0.853480973180595
"B3GALT1","B3galt1",17.949598,18.685706,16.743103,741,695,1146,17.7928023333333,2.492774,2.327324,2.04999,206,262,242,0.130084,16.629562345218
"B3GALT2","B3galt2",4.186966,4.80796,3.931835,545,586,932,4.30892033333333,6.817262,7.731809,5.53284,365,557,409,0.526456,3.47793865878436
"B3GALT4","B3galt4",1.30021,1.745881,1.387189,25,34,53,1.47776,2.567107,1.740241,1.482829,51,47,53,12.6710536666667,0.181241333726996
"B3GALT5","B3galt5",11.762316,11.761705,10.822745,678,624,1195,11.448922,0.171296,0.170176,0.124268,30,36,40,16.89791,0.695551715256139
"B3GALT6","B3galt6",2.366332,2.761947,2.776037,95,113,226,2.634772,10.583733,10.315705,11.279843,388,528,696,11.447263,0.292013754349048
"B3GAT1","B3gat1",46.152144,46.313911,48.404566,2061,2090,4213,46.9568736666667,17.789232,15.63465,13.321141,1162,1300,1195,97.9087603333333,0.484859718239787
"B3GAT2","B3gat2",2.012631,2.218474,1.881917,155,171,277,2.037674,6.911097,1.994694,1.208547,591,239,152,17.598761,0.163326686116349
"B3GAT3","B3gat3",47.02913,49.66767,44.718475,859,900,1595,47.138425,36.087655,32.851886,33.31502,531,742,824,706.689955,0.0680219136358944
"B3GLCT","B3glct",4.750741,5.188004,4.575181,226,221,445,4.83797533333333,1.360515,1.457245,1.636547,91,122,146,0.454869666666667,4.0127136245194
"B3GNT3","B3gnt3",0.376757,0.24626,0.389232,15,10,31,0.337416333333333,0.04723,0.017245,0,2,1,0,12.555639,0.0986612533229406
"B3GNT4","B3gnt4",0.291279,0,0.360616,5,0,12,0.217298333333333,9.736943,7.418392,7.8625,104,136,165,0.013034,1.20163620701115
"B3GNT5","B3gnt5",0.372495,0.157907,0.758256,16,9,16,0.429552666666667,2.092039,1.460294,1.370821,89,106,98,14.3777923333333,0.0929621518927609
"B3GNT6","B3gnt6",0.244232,0.166729,0.083501,7,5,5,0.164820666666667,0.028844,0.028635,0,1,0,0,0.331833,0.874599643248565
"B3GNT7","B3gnt7",0.145724,0.352433,0.285613,5,12,19,0.261256666666667,0.543613,0.172636,0.281024,31,13,24,2.38519733333333,0.372579953980034
"B3GNT8","B3gnt8",0.285466,0.286026,0.482538,11,9,34,0.351343333333333,0.808677,10.736335,0.023999,3,5,1,4.05797633333333,0.267170750568294
"B3GNT9","B3gnt9",0.789389,1.229732,0.778114,23,36,46,0.932411666666667,0.485434,0.416926,0.917544,19,22,57,4.45141366666667,0.354479000278888
"B3GNTL1","B3gntl1",1.644642,0.935879,1.428272,60,36,100,1.33626433333333,5.859956,4.491375,6.167318,79,101,106,0.0456106666666667,2.23435395966376
"B4GALNT1","B4galnt1",32.668283,35.714293,31.186482,927,997,1772,33.189686,34.580531,40.132957,34.646271,1889,2684,2379,0.123753,30.4245559299953
"B4GALNT2","B4galnt2",0,0,0,0,0,0,0,0.192421,0.205953,0.170911,28,41,36,0.038416,0.963005192523998
"B4GALNT3","B4galnt3",0.179845,0.101586,0.187813,9,5,18,0.156414666666667,2.446477,1.923189,2.63901,110,132,133,1.90550233333333,0.398008514190375
"B4GALNT4","B4galnt4",21.118187,22.606265,26.285561,524,616,1238,23.336671,146.922904,206.447978,169.197586,1760,3187,3261,62.516855,0.383152959950552
"B4GALT1","B4galt1",1.336729,1.180714,1.311478,70,58,136,1.276307,2.468651,1.429626,1.860153,163,129,182,0.411602666666667,1.61256921211068
"B4GALT2","B4galt2",23.533546,28.057489,26.647452,586,726,1316,26.0794956666667,36.416305,36.872945,36.742175,1059,1467,1554,0.444359666666667,18.7484435432633
"B4GALT3","B4galt3",18.805042,33.259604,28.657536,324,356,717,26.907394,59.337748,71.386613,50.594675,426,706,581,102.420712333333,0.269843374410845
"B4GALT4","B4galt4",11.10056,8.740601,9.671407,202,182,371,9.83752266666667,8.124517,6.880146,6.439207,266,322,311,13.4423526666667,0.750398700045593
"B4GALT5","B4galt5",21.395746,27.54838,21.323114,535,503,942,23.4224133333333,46.295804,43.174503,41.116519,3512,4460,4548,4.14882533333333,4.74329808300612
"B4GALT6","B4galt6",25.418213,26.924763,23.675698,1930,2035,3539,25.339558,14.11956,9.956557,12.552717,428,608,600,0.0768616666666667,24.4595557770497
"B4GALT7","B4galt7",6.354428,6.741268,7.026108,159,167,352,6.707268,11.609982,9.665051,9.790997,195,213,252,0.00899233333333333,7.63857934830691
"B4GAT1","B4gat1",31.347889,36.640594,32.650399,822,960,1665,33.546294,87.902161,90.171508,82.670225,2636,3723,3679,0.209340333333333,28.5662299088125
"B9D1","B9d1",15.5102,12.444792,15.014001,79,66,139,14.3229976666667,11.833313,13.661374,13.120266,154,261,211,33.819572,0.44006852429624
"B9D2","B9d2",25.815767,19.706703,20.174624,87,90,178,21.8990313333333,2.775867,3.215799,3.931789,30,57,56,1.05704533333333,11.1320013041359
"BAALC","Baalc",64.290377,69.659822,62.381756,2243,2355,4127,65.443985,278.247639,318.618915,526.228231,4099,7204,7832,4.73720366666667,11.5812491346685
"BAAT","Baat",0.066321,0.067731,0.069545,1,1,2,0.0678656666666667,0.843711,1.149497,0.807963,27,57,42,0.0754786666666667,0.992921291480754
"BABAM1","Babam1",193.157118,172.492047,193.015383,385,433,774,186.221516,85.979496,96.831395,101.624053,526,779,872,8.02647766666667,20.7413703233742
"BABAM2","Babam2",44.477509,65.270425,48.892526,216,293,506,52.8801533333333,18.399728,17.264671,20.064479,324,419,457,6.27663,7.40454761796784
"BACE1","Bace1",28.462714,50.741486,50.644729,1428,1464,2607,43.2829763333333,39.993321,46.144265,43.205717,2236,2758,2888,42.7609896666667,1.01192812755476
"BACE2","Bace2",2.243513,6.050409,1.770288,38,53,79,3.35473666666667,1.01382,0.072807,2.855449,33,2,3,11.6611873333333,0.343943782839535
"BACH1","Bach1",2.164763,2.807175,2.092759,174,201,332,2.354899,32.149607,47.265086,40.605907,1480,3197,3156,30.22068,0.107457589008311
"BACH2","Bach2",3.867705,2.957911,1.577281,158,107,253,2.80096566666667,5.919833,6.40336,4.318272,812,1255,944,0.063277,3.57476524618389
"BAD","Bad",24.000967,22.762163,19.607915,141,140,273,22.1236816666667,74.863061,99.795202,114.80799,395,690,792,1.63691366666667,8.76922212470362
"BAG1","Bag1",52.409851,62.482856,52.073829,693,842,1397,55.655512,46.260531,42.458231,48.732747,692,860,999,0.3319,42.5373616637886
"BAG2","Bag2",4.539213,7.006502,3.558728,63,79,145,5.03481433333333,0.681405,0.478596,0.475529,72,69,71,0.011221,5.96784909859797
"BAG3","Bag3",2.034663,1.34322,1.668525,67,45,110,1.682136,7.618819,2.726411,7.610388,291,147,421,10.225619,0.238929897763322
"BAG4","Bag4",16.994555,18.950041,18.936829,887,894,1573,18.2938083333333,4.546459,5.161074,4.367206,302,456,399,3.79497433333333,4.02375633154241
"BAG5","Bag5",15.653567,17.24427,15.106328,419,457,772,16.0013883333333,7.820766,8.097343,6.92347,594,759,741,0.891780333333333,8.98697805118671
"BAG6","Bag6",97.936564,95.766877,98.221874,1602,1687,3152,97.3084383333333,313.753018,401.070843,327.891275,3778,6329,5366,1.01947466666667,48.6802037955746
"BAHCC1","Bahcc1",3.358585,4.680076,4.197782,273,341,603,4.07881433333333,10.560141,9.465977,7.311535,511,829,644,17.9737763333333,0.267675461337173
"BAHD1","Bahd1",6.971069,8.045164,6.367528,414,454,772,7.12792033333333,7.712439,7.048606,7.914932,447,629,685,0,8.12792033333333
"BAIAP2","Baiap2",109.983151,124.763697,141.533906,2662,2618,5529,125.426918,30.634716,34.806728,30.156014,314,525,504,0.220812,103.559694695006
"BAIAP2L1","Baiap2l1",0.090454,0.369416,0.152364,4,16,12,0.204078,1.045483,0.738928,0.551468,30,27,35,198.046027333333,0.00604924406747182
"BAIAP2L2","Baiap2l2",0.855577,7.76538,5.115166,6,24,28,4.57870766666667,3.258444,2.388092,3.365454,64,45,86,0.001152,5.57228839044088
"BAIAP3","Baiap3",18.645901,17.04394,14.360331,395,392,645,16.6833906666667,55.695308,29.756621,32.038429,1198,590,653,4.72550866666667,3.08852744728474
"BAK1","Bak1",3.103251,4.48509,4.001913,79,108,152,3.863418,3.530914,4.643074,3.366919,122,220,168,16.7685303333333,0.273709637700105
"BAMBI","Bambi",0.25401,0.345163,0.331438,18,24,45,0.310203666666667,12.911158,9.42054,14.06617,298,298,495,18.3663986666667,0.0676534491114128
"BANF1","Banf1",29.117187,32.518869,30.462837,237,252,460,30.699631,112.24588,129.016033,126.936931,535,753,813,7.32489966666667,3.80780937540028
"BANF2","Banf2",0,0,0.21905,0,0,1,0.0730166666666667,0,0,0,0,0,0,0.762567,0.608780640206396
"BANK1","Bank1",0.982119,0.660424,0.528592,23,24,33,0.723711666666667,0.125255,0.701083,0.120642,3,20,6,263.399319666667,0.00651934985626961
"BANP","Banp",16.328971,18.676594,19.683864,252,288,537,18.2298096666667,6.596353,6.644309,6.840581,85,109,107,1.03209766666667,9.46303417503063
"BAP1","Bap1",48.102529,42.161113,40.392539,1332,1305,2489,43.5520603333333,50.138136,53.319223,39.401245,1198,1863,1611,23.030114,1.854009528766
"BARD1","Bard1",0.075483,0.064409,0.118159,6,5,18,0.086017,0.351501,0.094273,0.076475,13,4,7,2.56164566666667,0.304920000932153
"BARHL1","Barhl1",0,0,0.021003,0,0,2,0.007001,0,0,0,0,0,0,0.396324333333333,0.721179869146925
"BARHL2","Barhl2",0.138738,0.203028,0.052176,4,6,3,0.131314,0.032454,0,0,1,0,0,2.85418866666667,0.293528443426831
"BARX1","Barx1",0,0,0,0,0,0,0,0.057925,0,0,1,0,0,20.4982193333333,0.0465154803983921
"BARX2","Barx2",1.078796,0.925071,0.907605,25,22,43,0.970490666666667,0.035602,0.051965,0.064865,1,2,3,2.22465133333333,0.611070923016587
"BASP1","Basp1",144.688345,172.525374,166.489452,2502,3240,6444,161.234390333333,294.602045,344.219488,344.839365,6902,11154,13123,151.175533333333,1.0661003564743
"BATF","Batf",0,0.096959,0,0,1,0,0.0323196666666667,0,0,0,0,0,0,31.033043,0.032226712481442
"BATF2","Batf2",0,0,0.124011,0,0,4,0.041337,0.201931,0.131136,0.272035,6,2,10,9.022993,0.103894814652669
"BATF3","Batf3",0.787175,1.410206,1.203041,6,10,18,1.133474,8.093029,9.962086,10.983273,69,126,133,32.19832,0.0642645169996554
"BAX","Bax",109.518538,120.238291,159.238761,207,195,446,129.665196666667,68.525629,60.10338,56.490877,185,210,211,161.131194333333,0.805922618432242
"BAZ1A","Baz1a",1.444335,1.425555,1.173467,59,42,90,1.34778566666667,2.140623,1.767359,1.736544,31,65,32,0,2.34778566666667
"BAZ1B","Baz1b",18.097096,17.724395,19.510066,1504,1459,3124,18.4438523333333,17.529716,16.500375,12.276815,1639,2078,1663,22.4894823333333,0.827768447912581
"BAZ2A","Baz2a",7.494638,7.148066,6.995535,872,798,1529,7.21274633333333,32.679519,31.134522,21.878068,1423,1943,1538,0.923565666666667,4.26954300321088
"BBC3","Bbc3",1.210204,3.033182,2.527148,16,34,64,2.25684466666667,5.718769,2.691046,3.051403,109,75,103,17.4559486666667,0.176465849872505
"BBOF1","Bbof1",5.541853,6.209013,4.416123,86,78,156,5.38899633333333,7.034885,5.848916,6.32931,118,172,183,9.74829833333333,0.594419333665065
"BBOX1","Bbox1",0.227314,0.463544,0.45342,11,16,26,0.381426,0.160145,0,0,1,0,0,3.45331366666667,0.310201819005039
"BBS1","Bbs1",10.85519,8.729417,11.439477,522,447,938,10.3413613333333,26.854481,24.274965,25.5009,461,758,708,0.181778333333333,9.59686009925719
"BBS10","Bbs10",1.420657,1.525541,1.430123,53,55,103,1.45877366666667,3.375452,3.086911,2.588114,186,230,199,71.835651,0.0337578319532926
"BBS12","Bbs12",1.776685,1.677242,1.251603,57,53,77,1.56851,2.270313,2.806611,2.509609,117,196,187,24.61401,0.100277543422525
"BBS2","Bbs2",16.491924,16.138824,18.087178,249,251,520,16.9059753333333,77.977265,57.447081,47.423465,460,609,506,33.3365546666667,0.521484333741735
"BBS4","Bbs4",25.71885,26.229993,21.090402,542,578,996,24.346415,79.257038,81.080359,72.871913,510,722,636,15.3342003333333,1.55173895769329
"BBS5","Bbs5",22.57257,20.138059,29.142287,150,138,342,23.950972,6.613027,7.769097,4.911289,219,355,338,8.59918133333333,2.59928124426166
"BBS7","Bbs7",7.062942,11.324285,9.883676,188,192,359,9.42363433333333,49.363606,118.65982,60.239309,588,717,739,11.0636496666667,0.864053136600535
"BBS9","Bbs9",8.879257,10.911878,10.3053,135,173,319,10.032145,16.43069,8.915424,8.603314,265,328,298,6.888978,1.39842511919795
"BBX","Bbx",3.905555,3.657963,3.465893,444,417,771,3.67647033333333,1.328027,1.597366,0.913594,195,169,191,3.89092466666667,0.956152599365328
"BCAM","Bcam",8.14651,14.173294,12.897094,145,166,315,11.738966,15.142993,12.423182,17.142722,196,344,449,17.3161956666667,0.695502834313101
"BCAN","Bcan",70.577232,64.006304,66.431889,2095,1979,3991,67.0051416666667,1.519772,1.172659,2.215613,62,48,107,223.535187666667,0.302870754349753
"BCAP29","Bcap29",16.640753,20.24073,17.133822,460,548,901,18.0051016666667,129.886841,123.170568,36.590916,218,326,278,50.8585116666667,0.366479890298947
"BCAP31","Bcap31",32.177674,31.167446,30.370238,463,440,836,31.2384526666667,69.438451,65.209533,69.37812,1021,1334,1495,0,32.2384526666667
"BCAR1","Bcar1",9.431196,10.678306,9.788251,384,437,774,9.96591766666667,23.697514,21.966503,19.138578,565,779,803,11.3610366666667,0.887135760727728
"BCAR3","Bcar3",7.280462,5.564688,4.292085,164,153,261,5.71241166666667,3.0672,1.434988,3.727278,67,36,47,7.605919,0.779976161368317
"BCAS1","Bcas1",125.563038,103.400031,93.827405,1723,1411,2669,107.596824666667,0.041502,0.068462,0.062576,2,5,1,7.84628433333333,12.27598170878
"BCAS2","Bcas2",27.893026,29.319416,31.786126,441,388,885,29.6661893333333,32.050585,27.594313,26.167269,509,624,620,2.06580466666667,10.0026559639481
"BCAS3","Bcas3",44.835726,55.617281,71.076963,465,584,985,57.1766566666667,40.031344,63.026297,14.754107,378,545,590,5.13200333333333,9.48738177463482
"BCAT1","Bcat1",38.782898,43.905629,40.876301,967,985,1704,41.188276,15.137636,9.312989,9.955018,2043,1816,2056,2.56702533333333,11.8272992360768
"BCAT2","Bcat2",6.006087,4.175731,6.475093,86,86,199,5.55230366666667,23.385356,25.219081,26.139068,448,665,739,177.111235666667,0.0367877054029833
"BCCIP","Bccip",137.28072,95.854903,127.940419,318,293,619,120.358680666667,17.206656,21.759819,16.922064,423,752,623,19.2394143333333,5.99615575174005
"BCDIN3D","Bcdin3d",1.702271,2.026554,1.595715,50,51,91,1.77484666666667,3.008441,3.656383,2.923665,111,178,165,70.569812,0.0387711884260178
"BCHE","Bche",1.430524,1.22323,1.028035,83,91,158,1.227263,1.998837,0.671069,0.726135,51,18,28,47.5546433333333,0.0458712668263173
"BCKDHA","Bckdha",12.058551,13.129473,12.305151,293,294,504,12.497725,11.483738,12.02872,14.375839,214,291,386,15.8253963333333,0.802223301763134
"BCKDHB","Bckdhb",18.758435,15.473326,15.752019,218,209,399,16.66126,4.002207,11.644508,12.068146,203,230,257,13.5547243333333,1.21343830329731
"BCKDK","Bckdk",19.176249,27.657418,16.860104,277,358,512,21.231257,28.577986,25.48239,32.01584,395,456,664,127.330001333333,0.173235071838385
"BCL10","Bcl10",3.526073,4.670475,4.364647,89,116,207,4.187065,6.294582,7.10413,5.786612,140,218,206,4.827011,0.890175940975571
"BCL11A","Bcl11a",19.83728,21.045398,20.245441,737,784,1609,20.3760396666667,1.122264,0.37372,0.637603,25,15,16,0.745321666666667,12.247621785096
"BCL11B","Bcl11b",11.864404,14.086597,13.745613,1276,1487,2686,13.2322046666667,0,0,0,0,0,0,0.016389,14.0027141839066
"BCL2","Bcl2",3.67752,3.155427,3.038751,368,316,600,3.290566,13.653722,1.698777,2.613552,1552,259,357,6.82931233333333,0.548013135423515
"BCL2L1","Bcl2l1",45.17685,41.654616,39.481388,924,846,1751,42.1042846666667,56.50556,50.548394,34.827822,1496,1767,1630,289.270427666667,0.148496989559562
"BCL2L10","Bcl2l10",0,0,0.035691,0,0,1,0.011897,0.245276,0.41138,0.278053,4,7,7,18.189968,0.0527305204469335
"BCL2L11","Bcl2l11",0.689444,1.182576,1.105294,49,58,88,0.992438,4.341299,4.267004,1.822736,97,226,151,0.276113,1.56133351826993
"BCL2L13","Bcl2l13",6.057485,10.960681,8.065046,555,610,1063,8.36107066666667,11.375329,12.868131,14.248829,466,673,749,70.049496,0.131754216337674
"BCL2L14","Bcl2l14",0,0.03432,0,0,1,0,0.01144,0.480865,0.220616,0.153711,7,6,4,38.383116,0.0256820714744867
"BCL2L15","Bcl2l15",0.50105,0.166471,0.394621,6,1,10,0.354047333333333,2.687886,8.743985,3.268699,63,89,47,9.14325733333333,0.133492357418912
"BCL2L2","Bcl2l2",76.236183,69.818076,83.906084,833,725,1770,76.6534476666667,18.94624,21.303544,15.402768,661,923,890,10.8574006666667,6.54894355429557
"BCL3","Bcl3",0.09584,0.135198,0.412395,2,2,5,0.214477666666667,10.102879,10.835039,10.106795,116,170,210,8.47248966666667,0.12821103103869
"BCL6","Bcl6",6.120162,5.975693,6.658338,297,282,612,6.25139766666667,127.274605,136.08127,101.587201,3519,4946,4002,23.6752046666667,0.293873861012487
"BCL6B","Bcl6b",0.498558,0.396641,0.373769,13,18,33,0.422989333333333,0.01774,0.06747,0.048853,1,2,4,23.02508,0.0592293275749064
"BCL7A","Bcl7a",13.995329,16.243043,14.781166,847,969,1714,15.0065126666667,13.804291,16.111487,12.871429,835,1358,1176,264.337605,0.0603250815754769
"BCL7B","Bcl7b",31.440472,33.704515,29.989216,321,337,605,31.711401,10.954809,14.657828,12.668088,177,283,265,95.0673863333333,0.340504746184084
"BCL7C","Bcl7c",10.124898,9.662938,6.9061,128,142,228,8.89797866666667,11.779094,10.604335,9.995326,284,326,364,2.820831,2.5905303497241
"BCL9","Bcl9",11.363846,11.284554,10.899515,508,465,914,11.1826383333333,9.270335,9.10335,7.371945,661,940,836,44.9225083333333,0.26528686640774
"BCL9L","Bcl9l",6.766662,6.936082,8.216152,451,517,1019,7.30629866666667,21.018813,15.169711,12.066169,911,1230,1214,95.9786766666667,0.0856507734707179
"BCLAF1","Bclaf1",46.010174,39.026897,47.763676,1890,1759,3543,44.2669156666667,46.150644,52.701831,35.900142,1859,2931,2183,23.0660553333333,1.88094455197103
"BCLAF3","Bclaf3",3.527111,3.20804,4.131415,132,119,242,3.62218866666667,16.955955,10.138711,6.092465,337,544,368,84.3288253333333,0.0541691350913397
"BCO1","Bco1",0,0,0.037169,0,0,2,0.0123896666666667,0.185623,0.060686,0.049609,7,2,2,2.881887,0.260798335105238
"BCO2","Bco2",1.153013,1.543024,1.414769,32,42,75,1.37026866666667,11.558966,5.669223,8.045708,148,129,175,2.865818,0.613135089822301
"BCOR","Bcor",7.840031,5.585394,5.727276,470,377,705,6.38423366666667,13.616404,15.499649,12.379071,638,998,861,21.6288216666667,0.326319848882984
"BCORL1","Bcorl1",5.746283,4.982094,5.042695,278,280,491,5.257024,3.76395,2.800396,2.033108,251,332,308,41.9223823333333,0.145775319538609
"BCR","Bcr",42.075099,57.431657,50.036419,1992,2202,3944,49.847725,71.763813,78.579085,64.332937,2007,3555,3175,4.81100933333333,8.75023977475399
"BCS1L","Bcs1l",8.388589,7.419321,6.257769,128,142,234,7.35522633333333,40.320749,44.456401,37.997594,262,411,340,0.389353333333333,6.01375196134413
"BDH1","Bdh1",25.440168,27.33011,27.208135,418,419,773,26.659471,12.445046,8.630312,9.463091,224,321,272,13.2673646666667,1.93865311823295
"BDH2","Bdh2",1.074896,0.623089,0.813597,13,8,23,0.837194,3.937126,1.728972,1.863773,82,34,55,5.92526533333333,0.265288607955142
"BDKRB1","Bdkrb1",0.107045,0.128828,0.056017,1,2,1,0.0972966666666667,0.56597,0.416765,0.569579,3,3,5,16.6748043333333,0.0620825354539993
"BDKRB2","Bdkrb2",0.188959,0.096448,0.168498,10,5,17,0.151301666666667,0.226924,0.153745,0.285469,10,8,32,38.7659806666667,0.0289519244179418
"BDNF","Bdnf",6.410859,3.550731,4.392433,345,186,447,4.78467433333333,4.984722,3.204467,3.373352,330,284,314,16.7120226666667,0.326595919743252
"BDP1","Bdp1",6.544051,6.691512,7.440158,588,469,1079,6.891907,5.823075,5.838003,5.57577,540,665,672,6.496755,1.05270973908044
"BEAN1","Bean1",3.273859,3.415034,2.721761,123,123,205,3.13688466666667,4.86946,5.013493,4.853957,148,243,233,41.52555,0.0972799803098765
"BECN1","Becn1",214.90296,169.045975,219.114573,1051,1073,1990,201.021169333333,46.809537,51.299498,38.211059,613,850,743,5.739253,29.9767896135274
"BECN2","Becn2",0,0,0,0,0,0,0,0,0,0,0,0,0,1.24187233333333,0.446055729905524
"BEGAIN","Begain",29.650998,29.108119,32.002353,709,845,1801,30.2538233333333,40.618997,35.842798,30.627709,960,1168,1467,6.77027666666667,4.02222786576025
"BEND3","Bend3",0.798744,0.671795,0.794613,68,57,131,0.755050666666667,1.248709,0.99191,0.734045,133,144,114,28.7596523333333,0.0589741656592157
"BEND4","Bend4",1.57557,0.946363,1.201621,167,97,242,1.24118466666667,1.788956,1.148947,1.043305,248,217,213,14.5756356666667,0.143890414146179
"BEND5","Bend5",8.551082,2.457157,4.402877,78,45,123,5.13703866666667,15.099928,20.980183,20.4972,127,222,214,91.8082253333333,0.0661260211002275
