"Hs_symbol","DRG","dHs_Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","FoldChange"
"ADCK5",14.31143,14.31143,4.463708,3.922499,4.011845,4.132684,2.98312344964155
"ADCY1",3.07346,3.07346,8.26322,11.820007,12.255044,10.7794236666667,0.345811485796801
"ADCY10",0.11499,0.11499,0.159158,0.437994,0.487023,0.361391666666667,0.819007510696775
"ADCY10P1",0.21953,0.21953,1.185599,1.983642,1.550441,1.57322733333333,0.473930143754626
"ADCY2",3.4707,3.4707,52.673477,62.126591,38.152904,50.984324,0.0860009259714525
"ADCY3",163.3113,163.3113,37.93581,32.768872,39.729462,36.8113813333333,4.34555137119913
"ADCY4",11.96975,11.96975,0.052475,0.211763,0.531398,0.265212,10.2510488360844
"ADCY5",16.97718,16.97718,24.033085,26.112757,35.668678,28.60484,0.607237870564408
"ADCY6",4.34884,4.34884,37.722233,35.042786,42.586132,38.4503836666667,0.135583979238191
"ADCY7",8.76039,8.76039,19.699693,9.98426,9.347798,13.0105836666667,0.696644067957102
"ADCY8",1.08721,1.08721,16.629796,19.169303,14.310797,16.7032986666667,0.117899496545804
"ADCY9",6.63825,6.63825,9.559925,7.271277,10.831919,9.22104033333333,0.747306511949648
"ADCYAP1",30.46275,30.46275,30.770944,19.176885,8.504428,19.4840856666667,1.53596067268937
"ADCYAP1R1",0.94085,0.94085,12.345314,17.278545,14.464588,14.696149,0.123651349130287
"ADD1",327.90843,327.90843,178.214398,172.875606,239.707079,196.932361,1.66172134934519
"ADD2",16.43358,16.43358,58.077895,48.929165,56.121603,54.376221,0.314820688107265
"ADD3",65.51478,65.51478,209.81734,182.717742,285.808152,226.114411333333,0.292869041684796
"ADGB",0,0,0.079156,0.085007,0.096214,0.0867923333333333,0.920138990061579
"ADH1A",0.32407,0.32407,0,0,0,0,1.32407
"ADH1B",139.2359,139.2359,0.056647,0.053723,0.027744,0.046038,134.063867660639
"ADH1C",5.18515,5.18515,0,0,0,0,6.18515
"ADH4",0.19862,0.19862,0.219038,0.046003,0.059255,0.108098666666667,1.081690679771
"ADH5",78.63446,78.63446,51.716203,53.859049,59.725452,55.1002346666667,1.41950315311812
"ADH6",0.05227,0.05227,0.14712,0.258936,0.135078,0.180378,0.891468665122529
"ADH7",0.34498,0.34498,0,0,0,0,1.34498
"ADHFE1",20.23881,20.23881,1.533176,2.904502,1.884413,2.10736366666667,6.83499335074073
"ADI1",142.58116,142.58116,7.688085,7.474887,5.776141,6.97970433333333,17.9932932352172
"ADIG",0.05227,0.05227,0,0,0,0,1.05227
"ADIPOQ",0.90949,0.90949,0.18143,0.066405,0.046462,0.098099,1.73890514425384
"ADIPOR1",57.29799,57.29799,32.771179,36.510146,35.962588,35.0813043333333,1.61573953816692
"ADIPOR2",59.36787,59.36787,13.655648,15.76099,14.87993,14.7655226666667,3.82910679692446
"ADK",61.78273,61.78273,14.222672,15.490404,15.026664,14.9132466666667,3.94531243781386
"ADM",18.608,18.608,0.236064,0.602904,0.295881,0.378283,14.2263961755314
"ADM2",0.07318,0.07318,0.302313,0.570998,0.351873,0.408394666666667,0.761988116967214
"ADNP",11.76067,11.76067,36.878211,39.041996,48.858063,41.5927566666667,0.299597185029974
"ADNP2",2.62394,2.62394,6.594927,4.643655,6.103332,5.780638,0.534454132487238
"ADO",17.2908,17.2908,9.959653,11.447233,13.416577,11.607821,1.45075029221941
"ADORA1",16.47539,16.47539,11.469907,11.936572,14.581899,12.6627926666667,1.27904963694831
"ADORA2A",2.23714,2.23714,4.413529,3.207379,6.824159,4.81502233333333,0.556685738151651
"ADORA2B",0.84677,0.84677,0.217379,0.210155,0.383979,0.270504333333333,1.45357237401525
"ADORA3",65.88067,65.88067,0.138739,0,0,0.0462463333333333,63.9244008501503
"ADPGK",36.56785,36.56785,28.137644,29.036202,27.646254,28.2733666666667,1.28334572609232
"ADPRH",5.79148,5.79148,0.751548,0.863051,0.728396,0.780998333333333,3.81329946967946
"ADPRHL1",8.02862,8.02862,1.408252,3.106385,2.036874,2.183837,2.83576703204341
"ADPRHL2",37.43552,37.43552,7.946178,9.174428,9.721486,8.947364,3.86388997125269
"ADPRM",9.60716,9.60716,2.645215,2.968743,3.126524,2.913494,2.71040660851914
"ADRA1A",0.19862,0.19862,5.412444,2.234791,1.986495,3.21124333333333,0.28462378094197
"ADRA1B",0.6586,0.6586,3.574671,6.46172,1.489437,3.84194266666667,0.34254845919971
"ADRA1D",1.64127,1.64127,1.037889,0.772783,0.900751,0.903807666666667,1.38736178356952
"ADRA2A",2.19533,2.19533,1.822037,2.47682,2.507269,2.26870866666667,0.97755117566305
"ADRA2B",0.44952,0.44952,0,0.018952,0.030186,0.0163793333333333,1.42616044272184
"ADRA2C",10.69437,10.69437,3.095777,3.647878,3.688473,3.477376,2.61188026201061
"ADRB1",0.2718,0.2718,0,0.081099,0.04564,0.0422463333333333,1.22024895586104
"ADRB2",2.10124,2.10124,0,0.060764,0.031577,0.0307803333333333,3.00863326521881
"ADRB3",0.02091,0.02091,0,0.028832,0,0.00961066666666667,1.01119177293425
"ADRM1",160.39465,160.39465,35.543179,35.105327,35.814864,35.48779,4.42325090119188
"ADSL",37.03828,37.03828,93.405141,109.211106,130.57745,111.064565666667,0.3394318246246
"ADTRP",0.10454,0.10454,0.167623,0.478121,1.355313,0.667019,0.662583929757249
"AEBP1",21.11694,21.11694,12.446389,10.141479,10.346731,10.9781996666667,1.84643273742946
"AEBP2",4.50564,4.50564,10.008881,7.776474,8.041923,8.60909266666667,0.572961484604963
"AEN",7.3073,7.3073,3.600724,8.566479,3.414798,5.19400033333333,1.34118494558256
"AFAP1",2.69711,2.69711,23.290396,16.573766,22.095393,20.653185,0.170742087134064
"AFAP1L1",8.57222,8.57222,1.599206,0.208419,0.099343,0.635656,5.85222076035548
"AFAP1L2",50.47158,50.47158,4.947216,9.859102,9.434732,8.08035,5.66845771363439
"AFF1",14.17553,14.17553,2.325292,1.816296,2.18345,2.108346,4.88218814765152
"AFF2",2.19533,2.19533,6.813358,5.218686,5.826132,5.95272533333333,0.459579495349929
"AFF3",9.60716,9.60716,32.821478,29.378318,24.101755,28.7671836666667,0.356337372012721
"AFF4",5.27923,5.27923,13.927016,12.408694,13.248024,13.194578,0.442368205662754
"AFG3L1P",9.68034,9.68034,8.333697,12.744279,15.044761,12.0409123333333,0.818987178734453
"AFG3L2",52.70872,52.70872,39.785526,38.204829,39.379091,39.1231486666667,1.33859683959998
"AFM",0,0,0,0,0,0,1
"AFMID",40.5508,40.5508,6.366853,10.41706,15.048696,10.6108696666667,3.57861221363005
"AFP",0.02091,0.02091,0.161654,0.641777,0,0.267810333333333,0.805254518880453
"AFTPH",11.4366,11.4366,17.016,15.846354,18.461158,17.1078373333333,0.686807583427228
"AGA",8.2377,8.2377,3.48172,3.025964,4.252497,3.586727,2.01400693784479
"AGAP1",13.62147,13.62147,39.968981,39.969595,38.617855,39.5188103333333,0.36085634992031
"AGAP11",448.57815,448.57815,0.068442,0,0,0.022814,439.550250583195
"AGAP2",3.59615,3.59615,33.956282,29.109611,35.794874,32.953589,0.135365660460813
"AGAP3",109.69309,109.69309,102.804464,127.384946,137.319807,122.503072333333,0.896278027005196
"AGAP4",0.44952,0.44952,28.281119,20.561029,29.483262,26.10847,0.0534711106897586
"AGAP5",0.35543,0.35543,5.283368,4.83848,4.513441,4.87842966666667,0.23057688479049
"AGAP6",2.47758,2.47758,5.89968,6.292057,7.28732,6.493019,0.464109326294248
"AGAP9",0.05227,0.05227,7.558081,6.786769,8.669538,7.67146266666667,0.121348616773149
"AGBL1",0.01045,0.01045,0.022406,0.050671,0.601484,0.224853666666667,0.824955688584296
"AGBL2",0.45997,0.45997,0.322588,3.859438,0.28983,1.49061866666667,0.586187688841969
"AGBL3",0.82586,0.82586,1.681421,1.334678,1.511764,1.50928766666667,0.727640766044759
"AGBL4",1.2022,1.2022,0.568859,1.004124,0.653003,0.741995333333333,1.26418249111268
"AGBL5",9.77442,9.77442,21.832699,28.417908,22.762428,24.3376783333333,0.425233119556402
"AGER",6.82642,6.82642,7.925128,5.173001,7.993226,7.03045166666667,0.974592753292623
"AGFG1",41.04213,41.04213,18.78608,26.342258,25.878437,23.668925,1.70425464425385
"AGFG2",24.98489,24.98489,2.785677,3.416541,3.074621,3.09227966666667,6.34973465075171
"AGGF1",12.76425,12.76425,5.426876,5.911931,6.562539,5.96711533333333,1.97560243249406
"AGK",12.22064,12.22064,26.172652,30.660511,28.558331,28.4638313333333,0.448707428793997
"AGL",2.80165,2.80165,3.579074,4.086518,4.301413,3.98900166666667,0.762006159548954
"AGMAT",1.69354,1.69354,0.434222,0.773905,0.334104,0.514077,1.77899802982279
"AGMO",1.18129,1.18129,0.101863,0.062863,0.122308,0.095678,1.99081299432863
"AGPAT1",93.93902,93.93902,51.494801,64.73652,72.127041,62.7861206666667,1.48839620606702
"AGPAT2",52.19647,52.19647,1.72566,2.756024,1.502023,1.994569,17.7643160000654
"AGPAT3",33.04487,33.04487,12.118778,17.899789,13.55139,14.523319,2.19314374715871
"AGPAT4",16.96673,16.96673,13.705794,17.597189,14.2504,15.184461,1.11012223391313
"AGPAT5",13.93509,13.93509,18.111502,20.02746,24.867655,21.0022056666667,0.678799672463141
"AGPS",7.22367,7.22367,11.405598,12.065493,15.432928,12.9680063333333,0.588750448972448
"AGR2",0.1359,0.1359,0,0.089475,0,0.029825,1.10300293739228
"AGR3",0,0,0,0,0,0,1
"AGRN",38.97225,38.97225,151.242668,155.040397,202.307633,169.530232666667,0.234399785744345
"AGRP",0.42861,0.42861,0.569353,0,0.400936,0.323429666666667,1.07947557469998
"AGT",56.07488,56.07488,1.456751,2.697801,1.787476,1.980676,19.1483005868467
"AGTPBP1",29.5219,29.5219,43.388667,38.823647,43.776949,41.996421,0.709870712262307
"AGTR1",1.21266,1.21266,0.161888,0,0.151808,0.104565333333333,2.00319522370187
"AGTR2",0.01045,0.01045,0,0,0,0,1.01045
"AGTRAP",56.72303,56.72303,0.220321,2.003319,1.615066,1.27956866666667,25.3219088523472
"AGXT",0.04182,0.04182,0.033479,0,0,0.0111596666666667,1.03032195047337
"AGXT2",0,0,0.508909,0.247231,0.076392,0.277510666666667,0.782772329102536
"AHCTF1",4.31747,4.31747,15.683292,13.552557,26.675804,18.6372176666667,0.270785306261904
"AHCY",105.30244,105.30244,35.922299,44.847231,45.013474,41.927668,2.47631527526722
"AHCYL1",29.04102,29.04102,22.475979,24.735527,29.769222,25.6602426666667,1.12680969845636
"AHCYL2",10.31803,10.31803,20.381846,20.644693,25.415275,22.1472713333333,0.488957416924621
"AHDC1",5.9901,5.9901,9.266159,11.755613,13.856811,11.6261943333333,0.553618914413984
"AHI1",9.23082,9.23082,89.891183,68.893528,59.464009,72.7495733333333,0.138723785611053
"AHNAK",99.45869,99.45869,0.654095,1.167837,1.695821,1.17258433333333,46.2392591434502
"AHNAK2",266.96202,266.96202,19.83863,28.932497,25.111833,24.6276533333333,10.4559717784019
"AHR",11.66659,11.66659,4.283421,5.122829,2.945688,4.11731266666667,2.47524253941098
"AHRR",3.64842,3.64842,2.399334,2.015942,2.562502,2.325926,1.39763181742468
"AHSA1",306.99012,306.99012,283.646861,294.125882,324.140509,300.637750666667,1.02105959655015
"AHSG",0.44952,0.44952,0.160989,0.062688,0,0.074559,1.34894407845451
"AHSP",0.09409,0.09409,0,0,0,0,1.09409
"AICDA",0.01045,0.01045,0.084006,0.181559,0.157862,0.141142333333333,0.885472364388083
"AIDA",37.92686,37.92686,23.288778,23.17764,30.833032,25.7664833333333,1.4543135725089
"AIF1",166.1025,166.1025,0.177846,0,0,0.059282,157.750721715275
"AIF1L",77.58907,77.58907,0.407411,0.770708,1.344135,0.840751333333333,42.6940176963972
"AIFM1",22.40277,22.40277,24.62524,25.565685,25.065783,25.0855693333333,0.897153889989852
"AIFM2",8.36314,8.36314,1.176121,1.511826,1.535584,1.40784366666667,3.88859963361409
"AIFM3",24.97444,24.97444,2.311849,2.22873,2.696467,2.41234866666667,7.6118950720745
"AIG1",60.93596,60.93596,25.121367,29.822291,23.760478,26.234712,2.27415512967422
"AIM2",15.34637,15.34637,2.381682,1.959419,3.322389,2.55449666666667,4.59878613849687
"AIMP1",20.61515,20.61515,12.018398,15.773182,18.006275,15.2659516666667,1.32885861478952
"AIMP2",15.1582,15.1582,13.944132,13.47518,14.693824,14.037712,1.07451186723087
"AIP",168.03648,168.03648,17.821738,15.612301,21.460572,18.2982036666667,8.75918209382217
"AIPL1",0.05227,0.05227,0,0.105661,0.041476,0.0490456666666667,1.00307358720005
"AIRE",0.20908,0.20908,0.248486,0.082214,0.133086,0.154595333333333,1.04718940488818
"AJAP1",1.17084,1.17084,6.370915,4.200777,7.291696,5.95446266666667,0.312150643989366
"AJUBA",2.85392,2.85392,0.417749,1.355535,1.729498,1.167594,1.77797133596052
"AK1",193.75315,193.75315,79.096711,89.20711,92.669126,86.9909823333333,2.21333078499139
"AK2",95.12031,95.12031,93.879169,166.759166,138.367628,133.001987666667,0.717305106242914
"AK3",26.61571,26.61571,23.896103,25.355864,25.370218,24.8740616666667,1.06731252154265
"AK4",7.60001,7.60001,5.716636,3.967943,4.49349,4.726023,1.50191677539542
"AK5",84.72911,84.72911,100.135142,107.966174,85.029693,97.7103363333333,0.86849172218908
"AK7",1.94443,1.94443,2.018904,2.693953,0.833253,1.84870333333333,1.03360359274571
"AK8",2.74938,2.74938,0.588691,1.88423,0.828888,1.100603,1.78490652445988
"AKAP1",14.4996,14.4996,28.044575,30.038668,33.573799,30.5523473333333,0.491234450364506
"AKAP10",9.10537,9.10537,52.060955,45.517768,53.248516,50.2757463333333,0.197078945166532
"AKAP11",7.1714,7.1714,8.323249,8.237056,9.294324,8.61820966666667,0.849575990043053
"AKAP12",147.83948,147.83948,151.147279,118.372655,79.849128,116.456354,1.26718968307155
"AKAP13",23.04046,23.04046,32.117036,18.024498,23.567965,24.569833,0.940188385274163
"AKAP14",0.85722,0.85722,0.735177,1.190024,0.1829,0.702700333333333,1.09074977178407
"AKAP17A",0,0,6.167857,6.707664,7.779137,6.884886,0.126824915414123
"AKAP3",1.22311,1.22311,1.151849,1.183275,0.751619,1.02891433333333,1.09571407894173
"AKAP4",0.01045,0.01045,0,0,0,0,1.01045
"AKAP5",0.89904,0.89904,1.171461,1.522846,1.641464,1.445257,0.776621843838909
"AKAP6",27.18022,27.18022,72.000178,55.292044,70.422678,65.9049666666667,0.421197728718695
"AKAP7",5.36287,5.36287,5.07932,4.681244,7.507809,5.75612433333333,0.941792910560705
"AKAP8",8.96947,8.96947,8.558022,7.532783,6.891094,7.660633,1.15112486581524
"AKAP8L",42.77748,42.77748,92.914395,99.717673,81.74058,91.4575493333333,0.473487349769253
"AKAP9",11.86521,11.86521,60.285558,50.926564,55.187526,55.4665493333333,0.227837722543556
"AKIP1",29.28146,29.28146,16.234407,19.828165,17.464816,17.8424626666667,1.60708610841881
"AKIRIN1",63.4449,63.4449,73.862255,77.075756,71.286872,74.074961,0.858407372332834
"AKIRIN2",44.2933,44.2933,32.818538,35.917394,30.672401,33.136111,1.32684417390136
"AKNA",6.60688,6.60688,5.916587,6.477522,3.82512,5.40640966666667,1.18738582073193
"AKNAD1",0.31362,0.31362,0.154992,0,0.042359,0.0657836666666667,1.23253906124163
"AKR1A1",153.80868,153.80868,120.427668,126.662502,146.21925,131.10314,1.17187736794144
"AKR1B1",357.29443,357.29443,72.705206,77.941929,72.885712,74.510949,4.7449334797792
"AKR1B10",10.54802,10.54802,0,0.236405,0,0.0788016666666667,10.7044884679142
"AKR1B15",0.14636,0.14636,0.60551,0.859818,0.674053,0.713127,0.669162297949889
"AKR1C1",164.9003,164.9003,75.064826,65.076357,79.073233,73.071472,2.23973272733125
"AKR1C2",42.64158,42.64158,42.285771,41.498379,37.274503,40.3528843333333,1.0553454904915
"AKR1C3",14.7714,14.7714,2.183346,1.336356,1.974692,1.83146466666667,5.57005008244261
"AKR1C4",0.04182,0.04182,0.080585,0.075869,0,0.0521513333333333,0.990180753465756
"AKR1D1",0.02091,0.02091,0.032544,0.057988,0.123268,0.0712666666666667,0.952993341216006
"AKR1E2",3.10482,3.10482,2.181267,4.689893,4.575486,3.81554866666667,0.852409618121743
"AKR7A2",89.31838,89.31838,9.542928,11.454881,16.24335,12.4137196666667,6.73328370089937
"AKR7A3",0.82586,0.82586,0.159165,0.63828,0.454263,0.417236,1.28832459802037
"AKT1",67.75192,67.75192,64.99747,74.43637,99.560433,79.6647576666667,0.852316699246845
"AKT1S1",68.33734,68.33734,8.708223,18.104978,13.728043,13.513748,4.77735592487895
"AKT2",28.93648,28.93648,66.278594,96.507519,165.85794,109.548017666667,0.270800694864262
"AKT3",25.77939,25.77939,22.87337,22.916212,22.969286,22.9196226666667,1.11955737651826
"AKTIP",54.04682,54.04682,21.043331,28.441301,23.543803,24.3428116666667,2.17208811413782
"ALAD",43.68697,43.68697,19.725841,19.002887,26.015998,21.5815753333333,1.97891286769689
"ALAS1",43.55107,43.55107,24.637368,28.639137,28.45371,27.243405,1.57739727203572
"ALAS2",0.05227,0.05227,0,0,0,0,1.05227
"ALB",0.73178,0.73178,0.245477,1.098482,0.397729,0.580562666666667,1.09567310206829
"ALCAM",75.49829,75.49829,84.361086,82.931792,135.734181,101.009019666667,0.749916921562155
"ALDH16A1",17.80304,17.80304,7.020691,5.439662,7.550091,6.670148,2.45145726001636
"ALDH18A1",10.48529,10.48529,21.590621,16.456647,21.834556,19.960608,0.547946414531487
"ALDH1A1",54.9145,54.9145,0,0.184901,0,0.0616336666666667,52.6683560964689
"ALDH1A2",0.96176,0.96176,1.450723,2.741328,1.307791,1.83328066666667,0.692398752823876
"ALDH1A3",5.16424,5.16424,1.021845,1.762817,0.377911,1.054191,3.00081151168514
"ALDH1B1",10.03577,10.03577,8.160654,8.841261,10.26989,9.09060166666667,1.09366818397515
"ALDH1L1",19.61157,19.61157,1.576532,0.989197,1.559955,1.375228,8.67772272809179
"ALDH1L2",3.64842,3.64842,8.872782,8.136391,8.021172,8.34344833333333,0.497505828058841
"ALDH2",176.086,176.086,43.044343,45.009668,53.096047,47.0500193333333,3.68545117061278
"ALDH3A1",0.73178,0.73178,0,0,0,0,1.73178
"ALDH3A2",42.05616,42.05616,78.587487,92.283676,93.51706,88.1294076666667,0.483074679022045
"ALDH3B1",24.43084,24.43084,0.169604,0.233143,0.127773,0.17684,21.6094286394072
"ALDH3B2",0.02091,0.02091,0,0,0,0,1.02091
"ALDH4A1",66.13156,66.13156,9.328149,9.454594,15.588347,11.45703,5.38905019896396
"ALDH5A1",4.74608,4.74608,16.888835,21.158789,20.167383,19.4050023333333,0.281601536041644
"ALDH6A1",11.09162,11.09162,4.115676,4.775035,3.866112,4.25227433333333,2.30216840031775
"ALDH7A1",37.49825,37.49825,127.097311,188.093233,161.066585,158.752376333333,0.240987025568064
"ALDH8A1",0.66905,0.66905,2.744989,3.273583,3.556828,3.1918,0.398170237129634
"ALDH9A1",36.77693,36.77693,9.851389,14.418611,14.330603,12.8668676666667,2.72425834788981
"ALDOA",4744.1504,4744.1504,692.573548,848.581006,716.557895,752.570816333333,6.29688716329089
"ALDOB",0.53315,0.53315,0.398158,0.392327,0.253215,0.3479,1.13743601157356
"ALDOC",1208.28618,1208.28618,35.29477,55.55213,31.271853,40.706251,28.9953220681475
"ALG1",22.76866,22.76866,8.370677,8.747334,9.020197,8.712736,2.44716421819763
"ALG10",0.82586,0.82586,0.91884,0.87929,1.232182,1.010104,0.90834106096003
"ALG10B",0.3868,0.3868,1.499899,1.327284,1.285318,1.37083366666667,0.584941921273543
"ALG11",1.43219,1.43219,8.449736,7.282787,8.505174,8.07923233333333,0.267884983080618
"ALG12",17.17581,17.17581,5.887162,6.521395,5.04394,5.817499,2.66605246293399
"ALG13",13.89327,13.89327,43.848554,76.880712,51.229796,57.3196873333333,0.255372939756616
"ALG14",40.75987,40.75987,14.902676,27.564239,8.734431,17.0671153333333,2.31137451826381
"ALG1L",4.4011,4.4011,1.237615,0.668337,1.009534,0.971828666666667,2.73913250745585
"ALG1L2",0,0,2.406071,1.26412,1.955877,1.875356,0.347783022345755
"ALG2",16.82037,16.82037,8.164296,9.018977,9.90856,9.030611,1.77659865386067
"ALG3",54.82041,54.82041,13.559191,15.147595,19.77063,16.1591386666667,3.25310093264977
"ALG5",75.97917,75.97917,16.524411,15.194166,14.480284,15.3996203333333,4.6939604963619
"ALG6",5.59285,5.59285,5.689016,6.27511,7.116394,6.36017333333333,0.895746567562721
"ALG8",32.7208,32.7208,32.475717,32.388608,35.411742,33.4253556666667,0.979533815903349
"ALG9",13.55875,13.55875,25.900908,13.218205,25.287722,21.468945,0.64794987036552
"ALK",0.28226,0.28226,11.523745,10.864233,16.596601,12.9948596666667,0.0916236411469078
"ALKBH1",5.49877,5.49877,8.219845,6.338352,6.794376,7.11752433333333,0.800585219475577
"ALKBH2",27.59838,27.59838,8.011788,11.683517,11.871759,10.5223546666667,2.48199094953508
"ALKBH3",83.98688,83.98688,22.300047,26.899426,27.01202,25.403831,3.21873291796179
"ALKBH4",13.66329,13.66329,6.752983,5.006221,6.064736,5.94131333333333,2.11246622877323
"ALKBH5",57.99841,57.99841,14.941466,17.358053,16.481373,16.2602973333333,3.41815722293853
"ALKBH6",93.60449,93.60449,14.403159,22.068394,22.457653,19.6430686666667,4.58286951071196
"ALKBH7",100.39955,100.39955,22.061485,24.244047,29.271143,25.192225,3.87136068050729
"ALKBH8",2.59257,2.59257,4.755949,4.991086,3.957013,4.568016,0.645215459150979
"ALLC",6.07373,6.07373,0,0.139412,0.084263,0.0745583333333333,6.58291856344079
"ALMS1",5.56149,5.56149,20.51199,13.673274,16.093029,16.759431,0.369465102795242
"ALOX12",0.43907,0.43907,0.205279,0.788444,0.769817,0.587846666666667,0.906302875592522
"ALOX12B",0.61678,0.61678,0.358802,1.292794,0.397729,0.683108333333333,0.960591762265253
"ALOX12P2",0.14636,0.14636,0.868224,1.389751,3.29399,1.850655,0.402139157491875
"ALOX15",0.16726,0.16726,0.308787,0.106074,0.047189,0.154016666666667,1.01147585967851
"ALOX15B",12.59699,12.59699,0.04589,0.191042,0,0.0789773333333333,12.6017383126986
"ALOX5",31.18407,31.18407,4.338596,4.52403,0.997477,3.286701,7.50788776730637
"ALOX5AP",147.50496,147.50496,0.107359,0,0,0.0357863333333333,143.374125744724
"ALOXE3",0.20908,0.20908,0.694103,0.555122,0.585766,0.611663666666667,0.750206153434412
"ALPI",0,0,0,0,0,0,1
"ALPK1",6.19918,6.19918,0.21189,0.916952,0.691726,0.606856,4.48028945966533
"ALPK2",0.08363,0.08363,0.168283,0.439322,0.915121,0.507575333333333,0.718789951016268
"ALPK3",0.45997,0.45997,2.342258,3.923952,3.299814,3.18867466666667,0.348551777395937
"ALPL",74.31699,74.31699,0.053271,0.796965,0.643934,0.498056666666667,50.276462617124
"ALPP",0.01045,0.01045,0.029768,0.026065,0.041721,0.032518,0.978627006986803
"ALS2",6.98323,6.98323,12.531172,20.331349,24.236456,19.0329923333333,0.398504120960329
"ALS2CL",4.52655,4.52655,0.850765,1.138166,0.410196,0.799709,3.07080200187919
