"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Heart","dHs_Avg_TPM","FoldChange"
"MVK","Mvk",48.138266,44.159155,45.336735,1609,394,618,45.878052,6.40129,6.40129,6.33376776210634
"MVP","Mvp",14.284713,13.983839,12.301843,1744,416,568,13.523465,11.37305,11.37305,1.17379829548899
"MX2","Mx1",0.970287,2.588673,1.339766,29,13,11,1.63290866666667,9.7917,9.7917,0.243975339072312
"MXD1","Mxd1",3.844647,1.786149,2.779956,363,85,137,2.803584,4.41512,4.41512,0.702400685488041
"MXD3","Mxd3",0.121726,0.085334,0.127917,6,1,2,0.111659,0.32892,0.32892,0.836513108388767
"MXD4","Mxd4",24.979914,20.123327,21.374208,2870,540,1065,22.1591496666667,8.81759,8.81759,2.35894447279492
"MXI1","Mxi1",17.623095,19.047376,16.359935,1456,317,545,17.676802,121.39686,121.39686,0.152592166171583
"MXRA7","Mxra7",9.536666,9.581287,10.661897,602,137,264,9.92661666666667,643.01372,643.01372,0.0169664346074283
"MXRA8","Mxra8",21.098189,22.195441,26.336906,686,161,317,23.2101786666667,3.36511,3.36511,5.54629291510791
"MYADM","Myadm",61.937323,61.154956,59.743317,4792,952,1595,60.9451986666667,38.1927,38.1927,1.58052899306929
"MYADML2","Myadml2",4.496383,1.629467,3.819839,149,24,63,3.31522966666667,1.08797,1.08797,2.06671056895773
"MYB","Myb",0.115315,0.223389,0.149132,12,5,7,0.162612,0,0,1.162612
"MYBBP1A","Mybbp1a",18.309794,15.041802,15.330241,1692,395,645,16.227279,6.91998,6.91998,2.17516698274491
"MYBL1","Mybl1",2.248697,3.392212,2.603621,221,62,111,2.74817666666667,4.45307,4.45307,0.687351650843775
"MYBL2","Mybl2",0.409052,1.011985,0.255718,32,8,6,0.558918333333333,0,0,1.55891833333333
"MYBPC2","Mybpc2",0.130302,0.080629,2.898079,20,3,114,1.03633666666667,0,0,2.03633666666667
"MYBPC3","Mybpc3",0,0.023185,0,0,1,0,0.00772833333333333,298.4951,298.4951,0.00336475733103257
"MYBPH","Mybph",0.069164,0.05741,0.071213,5,1,2,0.065929,0,0,1.065929
"MYBPHL","Mybphl",0,0,0,0,0,0,0,0,0,1
"MYC","Myc",5.49246,3.952523,6.322792,365,74,142,5.255925,4.9085,4.9085,1.05880088008801
"MYCBP","Mycbp",83.049122,103.477482,45.097784,542,143,234,77.2081293333333,17.8376,17.8376,4.15170347248765
"MYCBP2","Mycbp2",41.920272,41.059707,43.670947,13327,3046,5762,42.2169753333333,37.23124,37.23124,1.13040998234254
"MYCBPAP","Mycbpap",4.43417,4.976846,3.156098,153,42,60,4.189038,0.58194,0.58194,3.28017371076021
"MYCN","Mycn",1.533947,2.124033,1.76898,151,47,68,1.80898666666667,0.30362,0.30362,2.15475879985476
"MYCT1","Myct1",0.290281,0.460958,0.29155,33,13,13,0.347596333333333,40.93792,40.93792,0.0321331227999227
"MYD88","Myd88",3.150092,2.853807,3.518237,250,54,94,3.17404533333333,8.52662,8.52662,0.438145463273788
"MYEF2","Myef2",29.1966,31.767857,30.248153,2720,675,1120,30.4042033333333,15.97793,15.97793,1.84970743390586
"MYF5","Myf5",0.026886,0.05316,0,2,1,0,0.026682,0,0,1.026682
"MYF6","Myf6",0,0,0.228203,0,0,4,0.0760676666666667,0,0,1.07606766666667
"MYH1","Myh1",0.205538,0.033151,1.587965,54,2,162,0.608884666666667,0,0,1.60888466666667
"MYH10","Myh10",92.29622,64.056098,90.067946,7745,1698,3055,82.140088,16.98999,16.98999,4.62146382516055
"MYH11","Myh11",1.112552,0.881436,1.181355,317,60,130,1.05844766666667,107.13943,107.13943,0.0190351259172225
"MYH14","Myh14",20.287589,22.914403,20.211691,3342,822,1333,21.1378943333333,9.90556,9.90556,2.02996401224085
"MYH3","Myh3",0.092375,0.063026,0.089279,24,4,9,0.08156,0.73375,0.73375,0.623826964671954
"MYH4","Myh4",0.082951,0.018207,7.980008,21,1,809,2.693722,0,0,3.693722
"MYH6","Myh6",1.018939,1.072938,1.077671,133,29,66,1.056516,489.29412,489.29412,0.0041944537291208
"MYH7","Myh7",0.030016,0.364567,1.636985,5,2,7,0.677189333333333,4791.68439,4791.68439,0.000349947794775056
"MYH7B","Myh7b",0.427551,0.702691,0.965085,64,19,38,0.698442333333333,50.70432,50.70432,0.0328491378154346
"MYH8","Myh8",0.461071,0.589699,0.579864,123,38,61,0.543544666666667,0,0,1.54354466666667
"MYH9","Myh9",87.725367,94.913802,75.410629,9853,2152,3358,86.0165993333333,49.31273,49.31273,1.72951456486924
"MYL1","Myl1",0.969284,0,28.589082,24,0,247,9.85278866666667,0.8729,0.8729,5.79464395678716
"MYL10","Myl10",0,0,0,0,0,0,0,0,0,1
"MYL12B","Myl12b",228.260121,275.750416,212.06115,4779,977,1676,238.690562333333,499.16173,499.16173,0.479226114187772
"MYL2","Myl2",1.627212,0,3.599651,11,0,7,1.74228766666667,48469.42987,48469.42987,5.65765080693861e-05
"MYL3","Myl3",0.597936,0.877159,0.520171,11,4,5,0.665088666666667,2050.37476,2050.37476,0.000811694040082011
"MYL4","Myl4",1.957476,2.127052,2.378337,54,16,24,2.15428833333333,38.55957,38.55957,0.0797351521599788
"MYL6","Myl6",830.261693,869.048921,830.356748,11970,3073,4554,843.222454,845.04664,845.04664,0.997843870640512
"MYL6B","Myl6b",10.468631,9.790012,8.329396,370,84,118,9.52934633333333,16.02854,16.02854,0.618335237978907
"MYL7","Myl7",0.257023,0.265474,0,4,1,0,0.174165666666667,82.49572,82.49572,0.0140625850842015
"MYL9","Myl9",22.025004,38.844891,25.27915,364,101,166,28.7163483333333,210.81256,210.81256,0.140295496798364
"MYLIP","Mylip",2.761586,3.410968,3.418276,323,85,151,3.19694333333333,22.16416,22.16416,0.18118262580354
"MYLK","Mylk",2.107183,1.326735,1.644201,275,51,110,1.69270633333333,17.57193,17.57193,0.14498796481213
"MYLK2","Mylk2",0.008078,0.033288,0.431665,1,1,21,0.157677,0.06325,0.06325,1.08880978133083
"MYLK3","Mylk3",0.071663,0.032813,0.040941,8,1,2,0.0484723333333333,73.71608,73.71608,0.0140327535027712
"MYLK4","Mylk4",0.084505,0.053864,0.969689,20,3,79,0.369352666666667,1.08797,1.08797,0.655829665496471
"MYLPF","Mylpf",9.661826,7.64197,188.776027,25,4,181,68.6932743333333,0,0,69.6932743333333
"MYNN","Mynn",6.814435,6.838598,9.786184,525,118,221,7.81307233333333,13.65019,13.65019,0.601567101405056
"MYO10","Myo10",5.999241,6.359708,6.272414,1558,362,565,6.21045433333333,2.4922,2.4922,2.06473121050723
"MYO16","Myo16",0.579711,0.715175,0.444931,174,42,51,0.579939,1.99882,1.99882,0.526853562401211
"MYO18A","Myo18a",117.510291,125.298755,109.087897,7291,1779,2853,117.298981,97.72726,97.72726,1.19824029351164
"MYO19","Myo19",0.857296,0.736868,0.809653,132,26,45,0.801272333333333,27.52809,27.52809,0.0631403060398833
"MYO1A","Myo1a",11.062474,12.413378,9.844228,1589,437,548,11.1066933333333,0.0253,0.0253,11.8079521440879
"MYO1B","Myo1b",20.664611,30.110704,30.82175,1741,478,746,27.1990216666667,45.18858,45.18858,0.610519346268421
"MYO1C","Myo1c",14.418087,14.53749,12.585665,1727,403,624,13.8470806666667,47.12415,47.12415,0.308516216217152
"MYO1D","Myo1d",8.422794,8.126419,9.160433,1917,451,815,8.569882,9.88026,9.88026,0.879563723661015
"MYO1E","Myo1e",34.162702,30.971157,30.813534,6704,1484,2354,31.9824643333333,9.28567,9.28567,3.20664228322835
"MYO1F","Myo1f",0.256296,1.073915,1.483098,22,14,20,0.937769666666667,0.69579,0.69579,1.14269435877477
"MYO1G","Myo1g",0.135765,0.327304,0.365734,19,12,8,0.276267666666667,0.20241,0.20241,1.06142469429451
"MYO1H","Myo1h",0.172706,0.094779,0.226777,7,1,2,0.164754,0.10121,0.10121,1.05770379854887
"MYO3A","Myo3a",0,0,0,0,0,0,0,0.01265,0.01265,0.987508023502691
"MYO3B","Myo3b",0.030533,0.0307,0.108094,8,2,11,0.0564423333333333,0,0,1.05644233333333
"MYO5A","Myo5a",94.588454,76.765554,90.314276,28085,6126,11053,87.2227613333333,4.46572,4.46572,16.1411051669923
"MYO5B","Myo5b",2.365287,1.509189,2.614182,113,27,43,2.162886,1.08797,1.08797,1.51481391016154
"MYO6","Myo6",9.252209,8.883408,11.470125,1156,327,510,9.86858066666667,5.71815,5.71815,1.61779368824255
"MYO7A","Myo7a",9.438851,7.034456,14.728455,928,230,418,10.4005873333333,1.5687,1.5687,4.43827123966728
"MYO7B","Myo7b",0.020609,0,0.017667,6,0,2,0.0127586666666667,0.65784,0.65784,0.610890475960688
"MYO9A","Myo9a",41.126645,38.785867,52.314105,9271,2066,3912,44.075539,7.2742,7.2742,5.44772171327742
"MYO9B","Myo9b",19.968882,15.633448,21.293309,2073,489,902,18.965213,3.82053,3.82053,4.14170495775361
"MYOC","Myoc",2.940281,4.822388,3.344553,244,97,108,3.70240733333333,1.89762,1.89762,1.62285162765764
"MYOCD","Myocd",0.117918,0.077754,0.303644,10,4,4,0.166438666666667,24.06178,24.06178,0.0465425307646411
"MYOD1","Myod1",0,0,0.033612,0,0,1,0.011204,0,0,1.011204
"MYOF","Myof",1.083077,1.298064,1.322961,168,40,61,1.23470066666667,40.67225,40.67225,0.0536256301655578
"MYOG","Myog",0,0,0.044722,0,0,1,0.0149073333333333,0,0,1.01490733333333
"MYOM1","Myom1",2.504126,2.877332,3.648989,163,37,97,3.010149,1391.9524,1391.9524,0.00287888444716417
"MYOM3","Myom3",0.220415,0.512957,0.147573,27,15,8,0.293648333333333,276.60925,276.60925,0.00465996119845911
"MYOT","Myot",0.02443,0,0.685891,2,0,22,0.236773666666667,73.72873,73.72873,0.0165501764403954
"MYOZ1","Myoz1",0.143047,0,2.337918,2,0,38,0.826988333333333,2.10003,2.10003,0.589345371926508
"MYOZ2","Myoz2",0.246051,0.197434,0.399111,8,2,3,0.280865333333333,2325.37736,2325.37736,0.000550583647931191
"MYOZ3","Myoz3",0.060597,0.089409,0.142901,9,3,8,0.0976356666666667,8.56458,8.56458,0.114760466917174
"MYPN","Mypn",0.343829,0.23326,0.248673,46,10,22,0.275254,130.04999,130.04999,0.00973104996040061
"MYPOP","Mypop",14.794872,10.849528,13.383928,1124,197,447,13.0094426666667,6.33804,6.33804,1.90915321620851
"MYRIP","Myrip",3.083556,1.419818,2.309788,353,72,119,2.271054,1.07532,1.07532,1.57616849449723
"MYSM1","Mysm1",7.052388,6.121717,7.465138,913,237,403,6.87974766666667,18.88761,18.88761,0.396213907385888
"MYT1","Myt1",44.343583,31.733635,42.232519,3541,826,1355,39.436579,0,0,40.436579
"MYT1L","Myt1l",38.25166,27.19637,32.450765,5383,1279,2188,32.6329316666667,0.11386,0.11386,30.1949362277725
"MZT1","Mzt1",27.084279,28.105926,26.197255,1946,513,719,27.1291533333333,10.89232,10.89232,2.3653209242043
"MZT2A","Mzt2",12.080036,12.891218,11.77254,416,99,153,12.2479313333333,9.80435,9.80435,1.22616643604968
"N4BP1","N4bp1",6.143876,5.865073,5.811959,1615,367,605,5.94030266666667,18.38158,18.38158,0.358087558737041
"N4BP2L1","N4bp2l1",8.764743,7.659478,8.257767,436,117,176,8.22732933333333,18.19182,18.19182,0.48079490810842
"N4BP2L2","N4bp2l2",20.06155,26.259373,18.128583,1058,284,417,21.4831686666667,132.37774,132.37774,0.168567623552976
"N4BP3","N4bp3",0.686717,0.777129,0.893234,67,16,24,0.785693333333333,0.40482,0.40482,1.27111895711432
"N6AMT1","N6amt1",11.249792,9.993868,12.411752,805,176,353,11.2184706666667,13.0303,13.0303,0.870863108177777
"NAA10","Naa10",33.493846,31.316199,29.917001,553,136,207,31.575682,61.12856,61.12856,0.524327008383906
"NAA11","Naa11",0,0,0.018094,0,0,1,0.00603133333333333,0.13916,0.13916,0.883134356309327
"NAA15","Naa15",33.902939,36.706058,42.032914,3423,872,1385,37.5473036666667,28.56546,28.56546,1.30379516052403
"NAA16","Naa16",2.841063,4.65707,5.216521,319,85,126,4.238218,16.07914,16.07914,0.306702679408916
"NAA20","Naa20",68.911332,52.651277,77.226548,1501,334,642,66.2630523333333,117.57633,117.57633,0.567255305787701
"NAA25","Naa25",18.042209,23.202094,19.551357,2996,728,1189,20.26522,14.97852,14.97852,1.33086293348821
"NAA30","Naa30",11.766456,13.557801,13.251426,1719,455,659,12.858561,28.79317,28.79317,0.465158994494376
"NAA35","Naa35",103.095957,115.752634,108.18722,1593,392,603,109.011937,20.55751,20.55751,5.10318385564938
"NAA38","Naa38",91.616018,60.793276,70.071081,824,157,251,74.160125,31.31067,31.31067,2.3261704260543
"NAA40","Naa40",3.932374,4.34609,4.71702,515,129,234,4.331828,21.49367,21.49367,0.23703681969194
"NAA50","Naa50",17.542685,17.03502,16.635742,2465,573,905,17.071149,79.06736,79.06736,0.22569932366947
"NAA60","Naa60",130.300007,104.523859,146.756597,2603,546,972,127.193487666667,59.3195,59.3195,2.12524121829038
"NAAA","Naaa",25.428414,31.445332,25.817179,1326,320,553,27.5636416666667,15.48455,15.48455,1.73275228420956
"NAALAD2","Naalad2",0.724067,1.125586,0.806673,108,37,43,0.885442,2.88438,2.88438,0.485390718724738
"NAALADL1","Naaladl1",0.087688,0,0.025076,9,0,1,0.037588,1.29038,1.29038,0.4530200228783
"NAB1","Nab1",17.422177,14.522484,19.130097,1691,378,681,17.0249193333333,30.03295,30.03295,0.580831642925772
"NAB2","Nab2",3.759149,3.615209,7.052503,297,66,146,4.80895366666667,5.04766,5.04766,0.960529141298728
"NABP1","Nabp1",3.766419,4.152489,3.939954,274,60,117,3.952954,7.65372,7.65372,0.572349694697772
"NABP2","Nabp2",39.320902,32.710749,45.038931,1087,208,452,39.0235273333333,17.52133,17.52133,2.16094240172457
"NACA","Naca",113.249917,91.99025,106.623938,3246,641,1203,103.954701666667,1068.39611,1068.39611,0.0981438969949747
"NACAD","Nacad",125.317108,120.514612,120.560319,10145,2221,3799,122.130679666667,1.99882,1.99882,41.0597100415052
"NACC1","Nacc1",28.966849,25.735515,30.272118,4362,890,1686,28.3248273333333,1.06267,1.06267,14.2169262816317
"NACC2","Nacc2",73.670741,62.830389,73.913878,18718,4148,7382,70.138336,11.60076,11.60076,5.64555915674928
"NADK","Nadk",19.350282,21.926885,23.280571,1554,350,637,21.519246,9.7917,9.7917,2.08671905260524
"NADSYN1","Nadsyn1",3.234551,2.505851,1.893843,135,34,56,2.54474833333333,13.53633,13.53633,0.243854420843042
"NAE1","Nae1",50.587621,43.218143,60.37515,2185,532,960,51.393638,58.23153,58.23153,0.884556552903496
"NAF1","Naf1",3.734687,3.529352,3.473402,351,88,141,3.579147,9.7411,9.7411,0.426320116189217
"NAGA","Naga",37.425153,49.919305,42.384152,814,211,352,43.24287,4.69344,4.69344,7.77085031193795
"NAGK","Nagk",71.265198,72.801904,65.739926,2246,532,869,69.935676,27.66725,27.66725,2.4744499734017
"NAGPA","Nagpa",8.944605,8.333125,7.076112,345,77,110,8.11794733333333,2.06208,2.06208,2.97769729508482
"NAGS","Nags",0,0,0,0,0,0,0,0,0,1
"NAIF1","Naif1",0.862479,0.817649,0.742457,162,37,57,0.807528333333333,2.70727,2.70727,0.48756317541839
"NAIP","Naip1",0.829545,0.687795,0.882089,191,37,77,0.799809666666667,4.04825,4.04825,0.35652150085013
"NALCN","Nalcn",9.936228,10.06528,9.555228,2968,738,1129,9.85224533333333,1.77111,1.77111,3.91620878757369
"NAMPT","Nampt",16.013894,18.967253,17.952187,1932,500,774,17.6444446666667,123.10472,123.10472,0.15023155176263
"NANOG","Nanog",0.146516,0.308271,0.199523,11,6,6,0.218103333333333,0.20241,0.20241,1.01305156588296
"NANOS1","Nanos1",1.650607,1.195632,1.13833,238,42,70,1.32818966666667,4.76934,4.76934,0.403545235099104
"NANOS2","Nanos2",0.200941,0.345458,0.258292,12,5,6,0.268230333333333,0,0,1.26823033333333
"NANOS3","Nanos3",0.236954,0.490237,0,3,2,0,0.242397,0,0,1.242397
