"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"PINLYP","Pinlyp",0,0,0,0,0,0,0,18.55852,18.55852,0.0511286130034379
"PINX1","Pinx1",2.764355,2.026063,2.091914,121,23,38,2.29411066666667,45.89974,45.89974,0.0702372905834162
"PIP","Pip",0,0,0,0,0,0,0,57.07209,57.07209,0.0172199760676773
"PIP4K2A","Pip4k2a",81.698042,66.252064,78.715899,3932,897,1550,75.555335,273.78465,273.78465,0.278601206435658
"PIP4K2B","Pip4k2b",34.666468,33.113889,32.913042,5479,1306,2041,33.5644663333333,39.78598,39.78598,0.847459502832428
"PIP4K2C","Pip4k2c",20.384352,20.153907,20.257053,2825,678,1097,20.265104,13.8413,13.8413,1.43283297285278
"PIP5K1A","Pip5k1a",8.096093,5.070166,7.476107,799,182,286,6.88078866666667,12.44476,12.44476,0.586160605817186
"PIP5K1B","Pip5k1b",3.242792,3.542468,3.205803,327,84,129,3.33035433333333,8.53443,8.53443,0.45418072536411
"PIP5K1C","Pip5k1c",46.263382,44.62368,49.559463,7432,1573,2753,46.8155083333333,14.67923,14.67923,3.04960819717125
"PIP5KL1","Pip5kl1",4.873428,2.744133,2.999282,229,40,62,3.53894766666667,1.61378,1.61378,1.73654541188113
"PIPOX","Pipox",1.907886,1.478068,2.187799,79,25,40,1.85791766666667,9.46546,9.46546,0.273080941178569
"PIR","Pir",20.102543,24.599065,22.186201,936,266,392,22.2959363333333,57.07209,57.07209,0.401155466134133
"PIRT","Pirt",280.799501,233.991526,263.338112,49632,10059,18209,259.376379666667,13.81027,13.81027,17.5807989771062
"PISD","Pisd",27.80052,27.286689,31.049971,2449,586,1043,28.7123933333333,22.59298,22.59298,1.25937432801339
"PITHD1","Pithd1",65.395134,53.903785,65.031193,1892,387,727,61.4433706666667,74.5444,74.5444,0.826578418342944
"PITPNA","Pitpna",215.431507,184.19097,211.369193,16203,3609,6303,203.66389,37.58255,37.58255,5.30457136710767
"PITPNB","Pitpnb",32.277453,30.457817,31.606361,2001,478,790,31.4472103333333,22.06539,22.06539,1.40674882728336
"PITPNC1","Pitpnc1",77.549128,64.448369,67.608456,14094,3116,5371,69.868651,74.01682,74.01682,0.944703481165957
"PITPNM1","Pitpnm1",29.075951,29.848478,32.105032,2330,512,911,30.3431536666667,40.46874,40.46874,0.75582604310299
"PITPNM2","Pitpnm2",48.375016,40.738621,44.600902,10442,2285,4089,44.571513,2.82412,2.82412,11.9168627030533
"PITPNM3","Pitpnm3",1.248038,2.16133,2.40247,352,78,135,1.93727933333333,5.61721,5.61721,0.443884859832669
"PITRM1","Pitrm1",16.433265,18.128257,17.042946,1636,377,607,17.2014893333333,45.15492,45.15492,0.394356426862691
"PITX1","Pitx1",0,0,0.050491,0,0,2,0.0168303333333333,0.80689,0.80689,0.562751652471004
"PITX2","Pitx2",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"PITX3","Pitx3",0.282917,0.10583,0.144564,3,1,3,0.177770333333333,0.34138,0.34138,0.878028845914904
"PIWIL1","Piwil1",0.127294,0.072396,0.119757,21,3,8,0.106482333333333,0.77586,0.77586,0.623068447587835
"PIWIL2","Piwil2",0.44446,0.689987,0.366978,93,15,30,0.500475,0.9931,0.9931,0.752834779990969
"PIWIL4","Piwil4",0.142844,0.097664,0.213472,14,2,9,0.151326666666667,2.01723,2.01723,0.38158399149772
"PJA1","Pja1",58.780606,55.768129,56.474936,5306,1238,1947,57.0078903333333,50.55489,50.55489,1.12516757058997
"PJA2","Pja2",111.918401,110.52552,115.791108,20675,5065,8360,112.745009666667,67.62375,67.62375,1.65751667122048
"PKD1","Pkd1",94.081965,78.138887,96.139423,4107,970,1716,89.453425,140.86472,140.86472,0.637603380177961
"PKD1L1","Pkd1l1",0.014902,0.012369,0.009545,4,1,1,0.012272,1.0862,1.0862,0.485222893298821
"PKD1L2","Pkd1l2",0.370215,0.852126,0.290708,105,39,37,0.504349666666667,1.11724,1.11724,0.710523921079645
"PKD1L3","Pkd1l3",0.48121,0.798923,0.769908,56,17,35,0.683347,0,0,1.683347
"PKD2","Pkd2",5.229076,5.04428,6.170073,1047,254,479,5.481143,9.40339,9.40339,0.622983758178824
"PKD2L1","Pkd2l1",0.007199,0,0.018472,1,0,1,0.008557,7.63444,7.63444,0.116806301277211
"PKD2L2","Pkd2l2",5.479852,5.004623,5.052724,535,128,196,5.17906633333333,2.2655,2.2655,1.89222671362221
"PKDCC","Pkdcc",6.175259,6.505053,5.203688,331,75,120,5.96133333333333,9.52753,9.52753,0.661250391434015
"PKDREJ","Pkdrej",0.268292,0.327349,0.26926,81,24,32,0.288300333333333,0.03103,0.03103,1.24952749515856
"PKHD1L1","Pkhd1l1",0.028675,0.044538,0.022806,16,6,5,0.0320063333333333,0.68275,0.68275,0.613285594017729
"PKIA","Pkia",40.245767,35.510672,50.096748,4999,1296,2070,41.9510623333333,28.86191,28.86191,1.43832267706029
"PKIB","Pkib",44.662967,28.581826,47.727391,778,185,322,40.3240613333333,16.38611,16.38611,2.37684343037823
"PKIG","Pkig",34.913623,32.072585,35.878997,944,186,375,34.2884016666667,352.8911,352.8911,0.0997154256398838
"PKLR","Pklr",0.026011,0.035774,0.022293,3,1,1,0.028026,0.18621,0.18621,0.866647558189528
"PKM","Pkm",601.433679,648.901096,621.535838,41292,9301,15819,623.956871,309.13273,309.13273,2.0151271070293
"PKMYT1","Pkmyt1",3.293429,3.42403,2.714999,261,65,86,3.14415266666667,18.86886,18.86886,0.20857526132182
"PKN1","Pkn1",19.169932,17.316607,18.8323,2114,498,829,18.439613,133.69579,133.69579,0.144322350386749
"PKN2","Pkn2",6.081466,6.44997,6.767305,1090,232,414,6.43291366666667,7.16892,7.16892,0.909901635303892
"PKN3","Pkn3",0.65908,0.281433,1.201746,41,10,22,0.714086333333333,4.03446,4.03446,0.340470742310662
"PKNOX1","Pknox1",9.70465,12.268064,14.00609,542,100,192,11.9929346666667,10.6758,10.6758,1.11280894385538
"PKNOX2","Pknox2",32.605995,26.872898,32.096705,2689,599,1061,30.5251993333333,12.69303,12.69303,2.3022807467254
"PKP1","Pkp1",0.040844,0.020651,0.05229,8,1,4,0.0379283333333333,1.55172,1.55172,0.406756357803103
"PKP3","Pkp3",4.933045,2.22828,5.40595,175,30,56,4.18909166666667,2.42068,2.42068,1.5169766440201
"PKP4","Pkp4",24.033554,21.705293,18.574133,1584,320,569,21.43766,2064.49519,2064.49519,0.0108630899305072
"PLA1A","Pla1a",0.217406,1.091492,1.023366,17,5,10,0.777421333333333,10.64477,10.64477,0.152636877614013
"PLA2G10","Pla2g10",0.061869,0,0.079461,2,0,1,0.04711,0,0,1.04711
"PLA2G12A","Pla2g12a",12.396205,8.909213,12.505553,494,71,180,11.2703236666667,79.63403,79.63403,0.152173017603941
"PLA2G12B","Pla2g12b",0.130272,0.214974,0.101895,5,2,1,0.149047,0.18621,0.18621,0.968670808710093
"PLA2G15","Pla2g15",7.049436,10.43845,9.194289,704,187,232,8.89405833333333,10.30339,10.30339,0.875317788144383
"PLA2G1B","Pla2g1b",0.19687,0,0,1,0,0,0.0656233333333333,0.80689,0.80689,0.58975550992774
"PLA2G2A","Pla2g2a",0,0,0,0,0,0,0,15.23784,15.23784,0.0615845457277569
"PLA2G2C","Pla2g2c",0.01604,0,0,2,0,0,0.00534666666666667,0,0,1.00534666666667
"PLA2G2D","Pla2g2d",0.09641,0.377376,0.459131,8,5,14,0.310972333333333,0,0,1.31097233333333
"PLA2G2E","Pla2g2e",0,0.689466,0,0,1,0,0.229822,0,0,1.229822
"PLA2G2F","Pla2g2f",0,0,0,0,0,0,0,0.0931,0.0931,0.914829384319824
"PLA2G3","Pla2g3",7.965757,8.150443,8.95871,853,212,373,8.35830333333333,0.12414,0.12414,8.3248557415743
"PLA2G4A","Pla2g4a",1.86955,0.792261,0.810611,53,22,19,1.157474,6.76548,6.76548,0.277828801310415
"PLA2G4B","Pla2g4b",2.143979,2.803977,1.61702,93,32,69,2.18832533333333,53.06866,53.06866,0.0589680849004457
"PLA2G4C","Pla2g4c",0.173462,0.241682,0.203056,24,7,11,0.206066666666667,23.2447,23.2447,0.0497455801336649
"PLA2G4D","Pla2g4d",0.006437,0.026454,0,1,1,0,0.0109636666666667,0.12414,0.12414,0.899321851963872
"PLA2G4E","Pla2g4e",0.424269,0.497322,0.349756,80,21,26,0.423782333333333,0.18621,0.18621,1.20027847795359
"PLA2G4F","Pla2g4f",0.030589,0.038324,0.071687,4,1,3,0.0468666666666667,0.27931,0.27931,0.818305701250414
"PLA2G5","Pla2g5",0.242839,0.725735,1.246772,19,5,10,0.738448666666667,4.31377,4.31377,0.32715918578837
"PLA2G6","Pla2g6",24.226212,25.209708,25.862339,1592,394,627,25.0994196666667,46.27215,46.27215,0.552109850444007
"PLA2G7","Pla2g7",154.985718,161.740499,161.495532,9771,2428,3841,159.407249666667,7.97582,7.97582,17.8710412716238
"PLA2R1","Pla2r1",3.601321,4.008016,3.582627,456,120,166,3.73065466666667,2.60688,2.60688,1.31156419583315
"PLAA","Plaa",44.169332,44.244162,45.226602,3750,916,1558,44.5466986666667,7.57237,7.57237,5.31319794487017
"PLAC1","Plac1",0,0,0,0,0,0,0,0,0,1
"PLAC8","Plac8",0.092024,0.188638,0.587463,2,1,5,0.289375,5.30687,5.30687,0.204439761720156
"PLAC8L1","Plac8l1",0,0,0,0,0,0,0,5.18273,5.18273,0.16174084910711
"PLAG1","Plag1",0.925984,0.784197,0.617805,148,38,47,0.775995333333333,0.96206,0.96206,0.905168717232568
"PLAT","Plat",3.952191,3.528867,4.875266,410,90,197,4.11877466666667,24.95158,24.95158,0.197243276388824
"PLAU","Plau",2.999262,3.603988,2.624647,282,75,96,3.07596566666667,4.87239,4.87239,0.694089743131275
"PLAUR","Plaur",4.155482,3.442722,3.371951,219,48,76,3.65671833333333,8.68961,8.68961,0.480588830028591
"PLB1","Plb1",0.093222,0.068646,0.012743,3,2,1,0.0582036666666667,5.55514,5.55514,0.161431131397143
"PLBD1","Plbd1",0.420351,1.216457,0.881545,33,13,17,0.839451,7.75858,7.75858,0.210017034724807
"PLBD2","Plbd2",38.309089,38.545541,40.640188,6016,1357,2436,39.1649393333333,12.35165,12.35165,3.00823788320794
"PLCB1","Plcb1",8.561396,8.410485,7.240851,1645,374,681,8.07091066666667,12.38269,12.38269,0.677809219720898
"PLCB2","Plcb2",0.078006,0.082274,0.123328,14,3,4,0.094536,32.33775,32.33775,0.0328317297958021
"PLCB3","Plcb3",244.708928,217.996079,217.558136,26239,5702,9277,226.754381,10.14822,10.14822,20.429663300509
"PLCD1","Plcd1",4.440577,3.606731,3.909253,416,88,170,3.98552033333333,37.70668,37.70668,0.128802582224395
"PLCD3","Plcd3",2.616105,3.167945,1.961997,183,42,65,2.58201566666667,124.69584,124.69584,0.0284974877980581
"PLCD4","Plcd4",19.760205,23.318422,16.674746,1644,406,638,19.917791,6.82755,6.82755,2.67232927288871
"PLCE1","Plce1",6.543586,6.705965,7.073287,1752,447,692,6.77427933333333,4.46894,4.46894,1.42153311854461
"PLCG1","Plcg1",14.674963,17.344584,18.120758,1956,523,799,16.713435,34.32394,34.32394,0.501456943930943
"PLCG2","Plcg2",0.732455,0.805137,0.918013,135,36,66,0.818535,17.37921,17.37921,0.0989452212581498
"PLCH1","Plch1",0.613588,0.300959,0.569463,69,15,36,0.49467,1.11724,1.11724,0.705952088568136
"PLCH2","Plch2",1.280679,0.759763,1.252549,144,27,74,1.09766366666667,71.78235,71.78235,0.0288210488760897
"PLCL1","Plcl1",6.425933,8.365075,5.928836,737,194,285,6.90661466666667,29.29639,29.29639,0.260975471555082
"PLCL2","Plcl2",3.953042,4.338441,3.825013,659,176,257,4.038832,3.32067,3.32067,1.16621542492252
"PLCXD1","Plcxd1",0.387141,0.232396,0.153077,30,8,6,0.257538,0,0,1.257538
"PLCXD2","Plcxd2",19.511048,16.849695,17.717677,5926,1259,2109,18.02614,0.77586,0.77586,10.713761219916
"PLCXD3","Plcxd3",14.713579,9.915094,12.20584,1048,174,342,12.278171,3.63101,3.63101,2.86723004269047
"PLCZ1","Plcz1",0,0,0,0,0,0,0,1.02413,1.02413,0.494039414464486
"PLD1","Pld1",3.785372,3.818058,3.571885,497,113,166,3.725105,21.97229,21.97229,0.20568715613463
"PLD2","Pld2",10.03265,8.177594,12.045068,728,165,276,10.085104,57.91002,57.91002,0.188170093984012
"PLD3","Pld3",193.594851,188.755794,195.814991,4957,1123,1837,192.721878666667,386.59436,386.59436,0.499805721287241
"PLD4","Pld4",1.195521,2.194075,1.098223,67,21,21,1.49593966666667,28.14812,28.14812,0.0856295248773048
"PLD5","Pld5",19.941185,16.532134,17.871503,2511,495,892,18.1149406666667,24.88951,24.88951,0.738327634113842
"PLD6","Pld6",0.151846,0,0.186359,10,0,5,0.112735,4.2517,4.2517,0.211880914751414
"PLEC","Plec",46.367915,40.176571,48.585788,18243,4057,7729,45.0434246666667,33.64119,33.64119,1.3291525108308
"PLEK","Plek",2.193244,4.395111,2.489534,356,127,161,3.025963,8.56547,8.56547,0.420885016627515
"PLEK2","Plek2",2.487511,3.021234,2.69421,149,44,63,2.73431833333333,2.42068,2.42068,1.09168888447131
"PLEKHA1","Plekha1",53.078634,70.629341,56.329566,3874,920,1488,60.0125136666667,20.0792,20.0792,2.89444161384999
"PLEKHA2","Plekha2",9.056265,9.501632,9.786334,1057,241,433,9.448077,8.00685,8.00685,1.16001454448559
"PLEKHA3","Plekha3",15.566194,15.123631,14.433419,1456,324,536,15.0410813333333,9.86891,9.86891,1.47586844801671
"PLEKHA4","Plekha4",86.566235,85.145572,90.972071,3812,939,1590,87.5612926666667,40.09632,40.09632,2.15496892828036
"PLEKHA6","Plekha6",94.27616,85.006414,99.859312,16198,3617,6282,93.0472953333333,79.63403,79.63403,1.16634745073926
"PLEKHA7","Plekha7",6.072601,4.733551,9.16833,590,120,253,6.65816066666667,14.61716,14.61716,0.490368329879867
"PLEKHA8","Plekha8",2.242935,2.191941,2.380391,619,151,228,2.27175566666667,3.63101,3.63101,0.706488577365773
"PLEKHB1","Plekhb1",56.363647,59.543804,63.047315,3567,813,1489,59.6515886666667,3880.56075,3880.56075,0.0156255672841567
"PLEKHB2","Plekhb2",278.141729,207.94746,290.041745,9991,2177,3581,258.710311333333,50.12041,50.12041,5.0803644050064
"PLEKHD1","Plekhd1",39.475043,62.067355,42.870332,2871,810,1253,48.1375766666667,0.0931,0.0931,44.9524990089348
"PLEKHF1","Plekhf1",0.364355,0.433632,0.471345,83,24,42,0.423110666666667,6.2379,6.2379,0.196619277230504
"PLEKHF2","Plekhf2",2.538504,2.43202,3.872173,295,68,121,2.94756566666667,4.96549,4.96549,0.661733682675969
"PLEKHG2","Plekhg2",7.010026,7.173609,6.992247,735,176,281,7.05862733333333,4.28273,4.28273,1.52546644127815
"PLEKHG3","Plekhg3",7.337743,6.916639,8.322044,1372,334,557,7.52547533333333,47.63766,47.63766,0.175285474945409
"PLEKHG5","Plekhg5",5.517798,6.025705,6.24679,543,104,193,5.93009766666667,8.47237,8.47237,0.73161180007397
"PLEKHG6","Plekhg6",0.057864,0.059948,0.072896,8,2,4,0.0635693333333333,0.27931,0.27931,0.831361697581769
"PLEKHH1","Plekhh1",5.227487,6.124218,5.343761,991,220,429,5.56515533333333,510.42124,510.42124,0.0128370799252165
"PLEKHH2","Plekhh2",0.596006,0.671512,0.526369,166,43,61,0.597962333333333,2.29654,2.29654,0.484739251862053
"PLEKHH3","Plekhh3",7.487541,8.538457,5.719786,572,108,229,7.24859466666667,16.13784,16.13784,0.481308885289317
"PLEKHJ1","Plekhj1",42.623647,35.322145,55.695093,628,150,325,44.5469616666667,93.4443,93.4443,0.482262684637047
"PLEKHM1","Plekhm1",3.571755,2.870878,3.766568,803,160,323,3.403067,26.81364,26.81364,0.158306032579698
"PLEKHM2","Plekhm2",45.229651,47.08993,52.011459,2946,630,1075,48.1103466666667,49.96523,49.96523,0.963604925684955
"PLEKHM3","Plekhm3",20.393053,16.332701,21.988024,6922,1429,2590,19.5712593333333,2.2655,2.2655,6.29957413361915
"PLEKHN1","Plekhn1",10.532173,10.105486,9.996285,1320,308,497,10.2113146666667,0.83793,0.83793,6.09996826139552
"PLEKHO1","Plekho1",25.168592,18.816076,23.992755,835,154,284,22.659141,34.16877,34.16877,0.67273154562983
"PLEKHO2","Plekho2",4.189988,3.898007,3.951231,591,138,220,4.01307533333333,13.9344,13.9344,0.335673032283408
