"Hs_symbol","Mm_genes","DRG-S1","DRG-S7","DRG-S13","DRG-S1_read","DRG-S7_read","DRG-S13_read","Mm_Avg_TPM","Spinal_cord","dHs_Avg_TPM","FoldChange"
"ABCC1","Abcc1",8.351031,6.08049,11.592946,994,209,349,8.67482233333333,4.2517,4.2517,1.84222677101383
"ABCC10","Abcc10",2.622562,2.513981,2.584121,288,85,131,2.57355466666667,35.25497,35.25497,0.098567304473474
"ABCC12","Abcc12",0.581075,0.452147,0.584976,67,15,32,0.539399333333333,0.83793,0.83793,0.837572341347784
"ABCC2","Abcc2",0.140255,0.055143,0.014914,11,3,2,0.070104,0.83793,0.83793,0.58223327330203
"ABCC3","Abcc3",0.786365,0.247674,1.21136,64,13,30,0.748466333333333,9.86891,9.86891,0.160868599825864
"ABCC5","Abcc5",198.841532,203.71343,188.884774,9456,2400,3630,197.146578666667,21.22747,21.22747,8.91449088297798
"ABCC6","Abcc6",0.085526,0.0381,0.217017,4,2,4,0.113547666666667,1.48965,1.48965,0.447270767644716
"ABCC9","Abcc9",0.457331,0.586749,0.748134,144,44,89,0.597404666666667,2.14137,2.14137,0.508505736881255
"ABCD1","Abcd1",3.015163,2.892315,3.204815,439,97,175,3.037431,6.26893,6.26893,0.555436769923496
"ABCD2","Abcd2",12.532056,12.875819,24.69632,1069,277,522,16.7013983333333,0.62069,0.62069,10.9221370733042
"ABCD3","Abcd3",23.050902,26.579739,25.839073,2983,814,1204,25.1565713333333,22.4378,22.4378,1.11599942542958
"ABCD4","Abcd4",7.701302,7.200632,7.596608,671,162,279,7.499514,114.29935,114.29935,0.0737169290199815
"ABCE1","Abce1",34.359215,33.442045,35.396792,5248,1252,2130,34.3993506666667,12.13441,12.13441,2.69516108197221
"ABCF1","Abcf1",48.874882,43.044373,42.180863,2775,693,1070,44.7000393333333,29.32742,29.32742,1.50688846375107
"ABCF2","Abcf2",34.216991,31.769168,33.397482,3604,812,1372,33.1278803333333,13.28268,13.28268,2.38945914445562
"ABCF3","Abcf3",239.440985,240.481862,262.081136,2543,620,992,247.334661,52.78936,52.78936,4.61679895429133
"ABCG1","Abcg1",18.773829,17.063098,18.789429,2286,536,842,18.2087853333333,10.27236,10.27236,1.70406066993365
"ABCG2","Abcg2",54.978868,56.39503,59.840227,2779,666,1263,57.071375,26.44123,26.44123,2.11620889442638
"ABCG5","Abcg5",0.010563,0.043488,0,1,1,0,0.018017,0.06207,0.06207,0.958521566375098
"ABCG8","Abcg8",0.091383,0.209021,0.104162,14,7,6,0.134855333333333,0,0,1.13485533333333
"ABHD1","Abhd1",0.248361,0.11232,0.155026,13,1,3,0.171902333333333,8.37926,8.37926,0.124946140029526
"ABHD10","Abhd10",17.746552,16.650794,17.367814,1666,373,628,17.2550533333333,12.59993,12.59993,1.34229024218017
"ABHD11","Abhd11",21.328858,20.942596,21.510674,760,193,291,21.2607093333333,12.19648,12.19648,1.68686720499204
"ABHD12","Abhd12",214.181303,199.363481,208.134202,7251,1684,2832,207.226328666667,242.09863,242.09863,0.856550810947255
"ABHD13","Abhd13",3.425154,2.566317,3.608387,713,132,298,3.19995266666667,2.0793,2.0793,1.36393097998463
"ABHD14A","Abhd14a",19.7553,20.709479,18.454951,796,192,283,19.63991,68.67892,68.67892,0.2962145509718
"ABHD14B","Abhd14b",18.377497,14.011024,14.704548,754,156,268,15.6976896666667,19.67575,19.67575,0.807597773559202
"ABHD15","Abhd15",1.258226,1.963905,0.849918,121,26,37,1.35734966666667,2.48274,2.48274,0.676866394467192
"ABHD16A","Abhd16a",70.646955,78.385633,75.72245,2758,659,1094,74.918346,94.22016,94.22016,0.797292779176174
"ABHD16B","Abhd16b",0.100346,0.059159,0.073675,7,1,2,0.0777266666666667,4.31377,4.31377,0.202817710715117
"ABHD2","Abhd2",36.723837,35.505954,38.19751,10887,2566,4419,36.8091003333333,5.2448,5.2448,6.05449339183534
"ABHD3","Abhd3",14.353249,12.050526,13.142816,749,205,280,13.182197,7.97582,7.97582,1.58004472014813
"ABHD4","Abhd4",50.359455,48.462447,50.512159,4010,834,1505,49.7780203333333,24.02055,24.02055,2.02945260329343
"ABHD5","Abhd5",30.875776,28.899154,33.675929,1450,328,540,31.1502863333333,29.73087,29.73087,1.04618861533479
"ABHD6","Abhd6",12.397356,10.977638,11.245281,974,215,348,11.5400916666667,34.57222,34.57222,0.352524854132429
"ABHD8","Abhd8",37.222072,31.595592,35.732559,2814,569,1151,34.8500743333333,21.91022,21.91022,1.56480707445556
"ABI1","Abi1",73.499723,76.395454,73.837698,3519,880,1307,74.577625,28.64467,28.64467,2.54945071070111
"ABI2","Abi2",33.5103,22.271769,32.250394,3171,695,1283,29.3441543333333,34.38601,34.38601,0.85751839027156
"ABI3","Abi3",0.648225,0.232863,1.080233,18,6,10,0.653773666666667,12.78613,12.78613,0.119959239225705
"ABL1","Abl1",8.536541,8.902709,11.083969,1262,319,543,9.50773966666667,29.04811,29.04811,0.349697191159999
"ABL2","Abl2",5.264426,4.654585,6.798877,2047,472,841,5.57262933333333,3.69308,3.69308,1.40049377665272
"ABLIM1","Ablim1",44.867705,42.117908,43.063424,9236,2061,3536,43.349679,41.71011,41.71011,1.03838831133893
"ABLIM2","Ablim2",27.7936,29.426839,21.693994,1532,345,560,26.304811,26.78261,26.78261,0.982802227724465
"ABLIM3","Ablim3",13.169178,12.081958,12.860354,2375,528,912,12.70383,56.73071,56.73071,0.237375047007044
"ABO","Abo",0.10168,0,0.037192,7,0,1,0.0462906666666667,1.36551,1.36551,0.442310819513199
"ABR","Abr",59.447352,52.550682,58.358209,10128,2156,3916,56.7854143333333,123.85792,123.85792,0.462809362300232
"ABRA","Abra",0.017227,0,0.044071,2,0,2,0.0204326666666667,0.06207,0.06207,0.960796055501678
"ABRACL","Abracl",37.088713,47.865666,52.35161,184,56,84,45.768663,5.05859,5.05859,7.71939725249604
"ABT1","Abt1",1.783222,1.437852,1.858162,334,66,136,1.69307866666667,4.43791,4.43791,0.495241492901991
"ABTB1","Abtb1",46.710301,42.045226,46.427737,1463,361,559,45.061088,48.9411,48.9411,0.922308239105667
"ABTB2","Abtb2",16.08518,16.368571,14.737303,2968,692,1128,15.7303513333333,42.02045,42.02045,0.388892987714757
"ACAA1","Acaa1b",0.255714,0.200968,0.42739,5,3,3,0.294690666666667,75.50647,75.50647,0.0169226297680009
"ACAA2","Acaa2",48.921519,40.774913,50.141634,1806,371,659,46.6126886666667,75.22716,75.22716,0.624615801856801
"ACACA","Acaca",28.483863,24.922881,36.571534,7673,1813,3098,29.9927593333333,32.49292,32.49292,0.925352562073816
"ACACB","Acacb",2.097291,2.286744,2.776692,428,116,205,2.386909,5.52411,5.52411,0.519137322945199
"ACAD10","Acad10",5.900381,5.058764,3.772682,398,85,139,4.910609,18.43438,18.43438,0.304131595656769
"ACAD11","Acad11",8.306437,8.234552,10.686786,908,217,371,9.075925,18.15507,18.15507,0.526018698965861
"ACAD8","Acad8",19.029721,18.683449,17.581744,1000,249,370,18.431638,12.44476,12.44476,1.44529452366573
"ACAD9","Acad9",35.76316,32.365758,33.771603,1593,407,659,33.9668403333333,16.85163,16.85163,1.95874776327615
"ACADL","Acadl",73.220247,63.531695,77.515492,4260,1046,1720,71.422478,1.24137,1.24137,32.3117013255286
"ACADM","Acadm",104.286834,133.069582,89.941463,2042,555,727,109.099293,40.59287,40.59287,2.64707131294378
"ACADS","Acads",9.784882,10.757871,9.318308,551,138,214,9.953687,15.76543,15.76543,0.653349600934781
"ACADSB","Acadsb",96.232375,126.89331,108.03208,1698,455,653,110.385921666667,5.80342,5.80342,16.3720484207453
"ACADVL","Acadvl",42.023617,41.941155,42.073591,3114,819,1237,42.0127876666667,558.18304,558.18304,0.0769207658134028
"ACAN","Acan",0.130892,0.191164,0.119876,36,15,14,0.147310666666667,2.23447,2.23447,0.354713652210924
"ACAP1","Acap1",0.091783,0.232758,0.226778,10,6,5,0.183773,87.42364,87.42364,0.0133875171843186
"ACAP2","Acap2",20.793923,20.213468,20.579347,2488,592,1000,20.5289126666667,12.22752,12.22752,1.6275849642765
"ACAT1","Acat1",45.268253,39.492711,43.532401,3117,754,1257,42.764455,92.14086,92.14086,0.469873855577455
"ACAT2","Acat2",118.574216,110.048324,111.242826,6929,1639,2550,113.288455333333,32.58602,32.58602,3.40285795498643
"ACBD3","Acbd3",19.496714,17.2792,18.511416,2687,586,1015,18.42911,12.25855,12.25855,1.46540232529198
"ACBD5","Acbd5",54.568877,48.479724,53.439881,5713,1396,2284,52.1628273333333,44.13078,44.13078,1.17797271248876
"ACBD6","Acbd6",31.172844,27.736285,33.386355,1047,224,446,30.7651613333333,167.8025,167.8025,0.188179448369149
"ACBD7","Acbd7",2.097597,1.943282,1.424488,26,6,7,1.821789,9.15512,9.15512,0.277868602242022
"ACCS","Accs",5.583149,6.109839,6.953522,303,83,147,6.21550333333333,16.07577,16.07577,0.422558006656996
"ACCSL","Accsl",0.399985,0.65421,0.94449,14,3,7,0.666228333333333,0,0,1.66622833333333
"ACD","Acd",9.397863,8.513551,9.52039,513,112,212,9.14393466666667,14.86543,14.86543,0.639373446964039
"ACE","Ace",1.529936,1.266676,2.28227,228,53,111,1.69296066666667,5.30687,5.30687,0.426988453332107
"ACE2","Ace2",0.39351,0.513533,0.554108,55,13,29,0.487050333333333,0.0931,0.0931,1.36039734089592
"ACE3P","Ace3",0.011205,0.046179,0,1,1,0,0.019128,0,0,1.019128
"ACER1","Acer1",0.010316,0,0,1,0,0,0.00343866666666667,0,0,1.00343866666667
"ACER2","Acer2",1.42388,1.059207,1.465725,188,45,74,1.31627066666667,2.94826,2.94826,0.586656062839496
"ACER3","Acer3",11.530842,8.637076,12.811604,2090,500,908,10.993174,43.29286,43.29286,0.270769916415422
"ACHE","Ache",38.543926,55.551307,51.784107,3098,717,1169,48.6264466666667,34.35498,34.35498,1.40366213378332
"ACIN1","Acin1",47.715773,48.866846,39.717388,3077,703,1044,45.4333356666667,77.08922,77.08922,0.594619022531749
"ACLY","Acly",260.392702,266.512395,241.396209,29254,7300,11058,256.100435333333,28.27225,28.27225,8.78307732864174
"ACMSD","Acmsd",0.189202,0.252901,0.032532,16,5,1,0.158211666666667,0.34138,0.34138,0.863447842271889
"ACO1","Aco1",7.573506,6.423898,6.797077,1067,248,407,6.93149366666667,7.69651,7.69651,0.912031799729623
"ACO2","Aco2",152.882375,199.289559,138.928187,10153,2348,3906,163.700040333333,73.39614,73.39614,2.21382507658775
"ACOT1","Acot3",0.045948,0,0.019346,4,0,1,0.0217646666666667,1.36551,1.36551,0.431942653663128
"ACOT11","Acot11",5.597158,7.963591,11.898845,600,147,282,8.48653133333333,1.61378,1.61378,3.62942991886591
"ACOT12","Acot12",0.253707,0.347489,0.164709,20,3,8,0.255301666666667,0,0,1.25530166666667
"ACOT13","Acot13",205.896612,167.600238,198.430747,1013,228,414,190.642532333333,37.45841,37.45841,4.98311116692898
"ACOT2","Acot2",1.608437,2.231103,1.605401,127,42,54,1.81498033333333,7.4172,7.4172,0.334431917185446
"ACOT4","Acot4",0.992779,0.335627,0.515927,108,21,53,0.614777666666667,0.65172,0.65172,0.977634021908475
"ACOT6","Acot6",2.60611,2.315262,2.593869,342,74,141,2.50508033333333,0.37241,0.37241,2.55396006538377
"ACOT7","Acot7",344.989077,443.110743,384.06596,14119,3064,5131,390.721926666667,54.80659,54.80659,7.01927723350713
"ACOT8","Acot8",5.935894,5.306174,7.500256,219,50,102,6.24744133333333,44.47216,44.47216,0.159381945641758
"ACOT9","Acot9",26.639485,27.561747,26.413979,1699,442,663,26.871737,12.19648,12.19648,2.11205844285749
"ACOX1","Acox1",47.232225,43.761836,45.586086,6737,1580,2594,45.5267156666667,43.5101,43.5101,1.04530692284822
"ACOX2","Acox2",0.274602,0.923317,0.505337,7,3,3,0.567752,11.35856,11.35856,0.126855555987105
"ACOX3","Acox3",31.629305,24.683028,32.841768,2119,531,940,29.7180336666667,11.85511,11.85511,2.38955821200026
"ACOXL","Acoxl",0.278136,0.365673,0.129186,7,1,3,0.257665,0,0,1.257665
"ACP1","Acp1",69.524444,80.252228,59.21009,2779,715,1126,69.662254,54.83762,54.83762,1.26549544912552
"ACP2","Acp2",20.104189,18.283754,25.826221,3506,850,1395,21.4047213333333,24.85848,24.85848,0.866436129785406
"ACP5","Acp5",0.179136,0.609455,0.256272,9,1,5,0.348287666666667,37.21013,37.21013,0.0352861313653386
"ACP6","Acp6",4.6856,4.305309,3.799063,212,42,65,4.263324,6.70341,6.70341,0.683245991061102
"ACR","Acr",0.201876,0.564647,0.515537,11,7,9,0.427353333333333,1.05517,1.05517,0.694518377230756
"ACRBP","Acrbp",3.415024,1.196725,2.57384,77,13,19,2.39519633333333,2.88619,2.88619,0.87365680353594
"ACRV1","Acrv1",0.114023,0.122849,0.250645,15,4,13,0.162505666666667,1.86206,1.86206,0.406177951079525
"ACSBG1","Acsbg1",34.319032,30.107846,30.144743,2415,552,943,31.5238736666667,144.6509,144.6509,0.223300190157882
"ACSBG2","Acsbg2",0,0,0,0,0,0,0,1.45861,1.45861,0.406733886220263
"ACSF2","Acsf2",2.962773,6.226708,2.39288,242,54,70,3.860787,25.57227,25.57227,0.182927051396061
"ACSF3","Acsf3",7.079854,7.732363,7.600715,636,166,267,7.47097733333333,30.53776,30.53776,0.26859793889399
"ACSL1","Acsl1",31.518812,33.060954,24.203139,2001,474,766,29.5943016666667,69.45478,69.45478,0.434240255475451
"ACSL3","Acsl3",45.969302,57.728258,62.958441,2506,745,1153,55.5520003333333,27.62053,27.62053,1.97592428698327
"ACSL4","Acsl4",53.619701,41.553782,41.232363,4215,1119,1724,45.4686153333333,11.26545,11.26545,3.78857810625239
"ACSL5","Acsl5",90.390459,93.88375,81.628422,2955,774,1189,88.6342103333333,6.39307,6.39307,12.124085168047
"ACSL6","Acsl6",48.881353,50.106389,54.954088,5551,1364,2527,51.3139433333333,6.70341,6.70341,6.79101116691612
"ACSM1","Acsm1",0,0,0,0,0,0,0,0,0,1
"ACSM2B","Acsm2",0.043686,0.05714,0.026859,10,4,3,0.0425616666666667,0.31034,0.31034,0.795642097979659
"ACSM3","Acsm3",1.668536,0.086036,4.170879,7,1,6,1.97515033333333,2.94826,2.94826,0.753534552773458
"ACSM4","Acsm4",0.011681,0,0,1,0,0,0.00389366666666667,0,0,1.00389366666667
"ACSM5","Acsm5",0.010922,0,0.067589,1,0,1,0.0261703333333333,13.62406,13.62406,0.0701700029494773
"ACSS1","Acss1",5.087956,4.342374,2.77257,379,83,138,4.06763333333333,11.762,11.762,0.397087708300684
"ACSS2","Acss2",32.116218,36.911547,32.976423,2928,717,1271,34.001396,32.46188,32.46188,1.04600805453848
"ACSS3","Acss3",0.843975,1.166672,1.521837,128,38,81,1.17749466666667,10.33442,10.33442,0.192113462062167
"ACTA1","Acta1",1.394919,0.378221,25.322945,73,5,539,9.03202833333333,95.18222,95.18222,0.104302316304753
"ACTA2","Acta2",4.303764,4.087699,3.435474,254,52,85,3.94231233333333,176.80245,176.80245,0.0277966492212753
"ACTB","Actb",1556.786857,1612.427402,1492.218794,24658,5626,8954,1553.81101766667,3982.32224,3982.32224,0.390330212819204
"ACTBL2","Actbl2",0,0,0,0,0,0,0,0.06207,0.06207,0.941557524456957
"ACTC1","Actc1",0.036088,0.148678,0.092232,2,2,2,0.0923326666666667,18.06197,18.06197,0.0573042905149188
"ACTG1","Actg1",2004.01029,1523.633044,1856.611586,88405,19214,32920,1794.75164,1354.27508,1354.27508,1.3250089716104
"ACTG2","Actg2",0.473826,0.461321,0.243348,22,4,4,0.392831666666667,42.08252,42.08252,0.0323293917502195
"ACTL10","Actl10",0.710671,1.282088,1.125032,41,18,26,1.03926366666667,0.62069,0.62069,1.25826880320522
"ACTL6A","Actl6a",15.588001,15.09347,14.716698,542,125,207,15.132723,96.95117,96.95117,0.164701687585763
"ACTL6B","Actl6b",27.33672,29.359854,27.058544,1222,287,444,27.9183726666667,9.34133,9.34133,2.79638814994461
"ACTL7A","Actl7a",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"ACTL7B","Actl7b",0.036577,0,0,2,0,0,0.0121923333333333,0.31034,0.31034,0.772465416100656
"ACTL9","Actl9",0.05846,0.08034,0,3,1,0,0.0462666666666667,0,0,1.04626666666667
"ACTN1","Actn1",26.457163,22.758434,23.531673,2408,540,957,24.24909,34.13774,34.13774,0.718574672133154
"ACTN2","Actn2",0.779912,0.277064,1.615409,32,6,43,0.890795,55.02383,55.02383,0.0337498346685687
"ACTN4","Actn4",66.49921,55.517959,60.484435,5436,1108,1968,60.833868,726.69933,726.69933,0.0849717258912414
"ACTR10","Actr10",185.797811,187.589243,180.691628,4556,1115,1722,184.692894,66.44445,66.44445,2.75327167765472
"ACTR1A","Actr1a",165.00618,161.356953,178.532191,14779,3373,5588,168.298441333333,66.07204,66.07204,2.52412840482164
"ACTR1B","Actr1b",227.024848,189.513865,231.271463,13607,3035,5063,215.936725333333,44.81354,44.81354,4.73520983825597
"ACTR2","Actr2",96.296041,101.249478,99.582966,13928,3643,5634,99.0428283333333,57.28933,57.28933,1.71631460394781
"ACTR3","Actr3",145.131737,168.363044,170.156065,9217,2330,3769,161.216948666667,51.64109,51.64109,3.0815651550275
"ACTR3B","Actr3b",30.263875,28.982306,32.323404,2303,528,966,30.523195,18.93093,18.93093,1.58162188116661
"ACTR5","Actr5",3.185785,3.273232,1.840116,157,40,66,2.76637766666667,4.2517,4.2517,0.717173042379928
"ACTR6","Actr6",10.46017,18.046925,8.818544,494,121,198,12.4418796666667,17.22404,17.22404,0.737590548894025
"ACTR8","Actr8",24.912195,25.178437,23.250779,1393,346,585,24.447137,20.32747,20.32747,1.1931624801254
"ACTRT1","Actrt1",0,0,0,0,0,0,0,0,0,1
"ACTRT2","Actrt2",0,0,0,0,0,0,0,0.34138,0.34138,0.745500902056091
"ACTRT3","Actrt3",0.065465,0.160985,0.13359,5,3,4,0.120013333333333,0.74482,0.74482,0.641907665738204
"ACVR1","Acvr1",6.331841,5.288368,7.568124,673,151,282,6.396111,14.33785,14.33785,0.482213022033727
"ACVR1B","Acvr1b",11.607059,11.481997,11.118233,2190,527,822,11.4024296666667,8.5034,8.5034,1.30505184109547
"ACVR1C","Acvr1c",0.080072,0.045659,0.043683,23,3,6,0.0564713333333333,0.49655,0.49655,0.705937879344715
"ACVR2A","Acvr2a",7.64131,6.40039,7.648165,1424,353,587,7.229955,2.94826,2.94826,2.08445112530583
"ACVR2B","Acvr2b",1.358074,0.918885,2.699623,132,27,71,1.65886066666667,0.24827,0.24827,2.13003650385467
"ACVRL1","Acvrl1",6.082505,9.150695,10.053328,277,93,123,8.42884266666667,17.75162,17.75162,0.502828164535473
"ACY1","Acy1",4.989371,3.982819,4.037825,145,35,48,4.33667166666667,20.60678,20.60678,0.246990605109446
"ACY3","Acy3",1.653723,1.194308,1.348363,53,11,18,1.398798,10.92408,10.92408,0.201172585222508
"ACYP1","Acyp1",26.517249,34.281691,30.917967,451,147,210,30.5723023333333,30.01017,30.01017,1.01812735413361
"ACYP2","Acyp2",48.054839,48.618364,51.955606,1220,310,511,49.5429363333333,605.10691,605.10691,0.0833894738691122
"ADA","Ada",2.553355,2.584854,2.5156,167,36,64,2.55126966666667,4.03446,4.03446,0.705392369125322
"ADAD1","Adad1",0,0,0,0,0,0,0,0.40345,0.40345,0.712529837186932
"ADAD2","Adad2",0,0,0,0,0,0,0,1.14827,1.14827,0.465490836812877
"ADAL","Adal",9.814622,8.060594,10.907806,724,153,280,9.59434066666667,8.5965,8.5965,1.10397964535681
"ADAM10","Adam10",20.803336,22.193819,23.33995,3832,1035,1664,22.1123683333333,30.755,30.755,0.727833989397995
"ADAM11","Adam11",137.812725,161.782235,134.020864,11859,2760,4460,144.538608,4.84135,4.84135,24.9152350056066
"ADAM12","Adam12",0.563817,0.709663,0.437105,105,22,29,0.570195,0.55862,0.55862,1.00742644133913
"ADAM15","Adam15",63.263206,51.405287,70.5958,3352,696,1175,61.7547643333333,204.26781,204.26781,0.305721410158433
"ADAM17","Adam17",8.31185,6.102938,11.098401,847,190,321,8.50439633333333,13.22061,13.22061,0.668353631337427
"ADAM18","Adam18",0,0,0,0,0,0,0,0,0,1
"ADAM19","Adam19",16.653565,13.812622,15.82849,4496,862,1569,15.431559,3.28964,3.28964,3.83052167547859
"ADAM1A","Adam1a",4.005928,4.500711,4.215947,647,182,278,4.240862,0.80689,0.80689,2.90048757810381
"ADAM1B","Adam1b",0.010781,0.08714,0.030064,1,3,2,0.0426616666666667,0.27931,0.27931,0.815018773140729
"ADAM2","Adam2",0,0.078051,0,0,1,0,0.026017,0,0,1.026017
"ADAM20","Adam25",0,0,0,0,0,0,0,0.37241,0.37241,0.728645229924002
"ADAM21","Adam21",0.204589,0.03484,0.152023,24,1,7,0.130484,0.15517,0.15517,0.978629985196984
"ADAM22","Adam22",73.005469,65.709896,69.824886,12397,2947,4961,69.513417,11.63787,11.63787,5.57953333908325
"ADAM23","Adam23",107.87443,102.211616,126.643939,15260,3452,6510,112.243328333333,6.54824,6.54824,15.0026136335534
"ADAM24P","Adam24",0,0,0,0,0,0,0,0,0,1
"ADAM28","Adam28",0.058131,0.12204,0.083089,7,4,4,0.0877533333333333,14.02751,14.02751,0.0723841363827629
"ADAM29","Adam29",0,0,0,0,0,0,0,0.52758,0.52758,0.654630199400359
"ADAM32","Adam32",0.996486,0.363115,0.343112,14,7,4,0.567571,1.70689,1.70689,0.579104064073531
"ADAM33","Adam33",1.08604,1.806548,0.918762,72,23,28,1.27045,5.2448,5.2448,0.36357449397899
"ADAM3A","Adam3",0,0,0,0,0,0,0,0.68275,0.68275,0.594265339474075
"ADAM5","Adam5",0.725722,0.804606,0.833005,67,17,29,0.787777666666667,0,0,1.78777766666667
"ADAM7","Adam7",0.220917,0.074536,0.327898,20,2,9,0.207783666666667,0,0,1.20778366666667
"ADAM8","Adam8",7.150305,7.312317,5.429994,379,89,132,6.630872,11.35856,11.35856,0.617456402687692
"ADAM9","Adam9",30.134785,39.35857,31.863215,4872,1257,2019,33.7855233333333,17.25507,17.25507,1.90552670207966
"ADAMDEC1","Adamdec1",0,0,0.052747,0,0,2,0.0175823333333333,0.40345,0.40345,0.725057774294299
"ADAMTS1","Adamts1",1.972872,2.418183,2.902107,371,102,193,2.431054,29.29639,29.29639,0.113249598384494
"ADAMTS10","Adamts10",6.12289,6.497636,5.084381,491,119,180,5.90163566666667,7.94478,7.94478,0.771582494669144
"ADAMTS12","Adamts12",0.178758,0.087886,0.199341,55,8,29,0.155328333333333,21.87919,21.87919,0.0504969071603205
"ADAMTS13","Adamts13",0.247012,0,0.680334,5,0,3,0.309115333333333,6.54824,6.54824,0.173433188840489
"ADAMTS15","Adamts15",3.714761,5.700539,6.051831,943,226,410,5.15571033333333,0.68275,0.68275,3.65812529094241
"ADAMTS16","Adamts16",0.211167,0.245886,0.270788,42,11,23,0.242613666666667,0.43448,0.43448,0.86624677002584
"ADAMTS18","Adamts18",0.220331,0.258775,0.412392,37,12,28,0.297166,2.35861,2.35861,0.386221085508588
"ADAMTS19","Adamts19",0.154421,0.135047,0.096842,31,6,8,0.12877,0.52758,0.52758,0.738926930177143
"ADAMTS2","Adamts2",6.094016,1.726416,1.766584,414,103,172,3.195672,2.57585,2.57585,1.17333557056364
"ADAMTS20","Adamts20",1.574943,1.493663,1.521023,361,75,147,1.52987633333333,0,0,2.52987633333333
"ADAMTS4","Adamts4",0.058826,0.154843,0.136769,11,7,10,0.116812666666667,39.75495,39.75495,0.0274031170855728
"ADAMTS5","Adamts5",4.137986,4.408364,4.740094,1902,504,861,4.42881466666667,0.46551,0.46551,3.7043859589267
"ADAMTS7","Adamts7",1.506469,1.401897,1.187099,135,33,69,1.365155,2.35861,2.35861,0.704206502094616
"ADAMTS8","Adamts8",1.705504,1.753598,1.893282,241,60,111,1.784128,1.45861,1.45861,1.13239920117465
"ADAMTSL1","Adamtsl1",1.041698,1.147851,1.06388,117,34,53,1.08447633333333,3.87929,3.87929,0.427208945017274
"ADAMTSL2","Adamtsl2",2.665958,2.016539,2.342673,119,34,44,2.34172333333333,6.5172,6.5172,0.444543624399156
"ADAMTSL4","Adamtsl4",11.314464,7.309392,8.231005,298,67,137,8.95162033333333,4.2517,4.2517,1.89493313276336
"ADAP2","Adap2",0.756104,1.038981,1.135843,42,14,31,0.976976,12.04131,12.04131,0.151593359869522
"ADAR","Adar",17.754365,14.530618,18.285544,3192,734,1207,16.8568423333333,49.18938,49.18938,0.355789259268262
"ADARB1","Adarb1",11.689801,9.665161,10.36096,2984,649,1040,10.571974,7.44823,7.44823,1.36975129701725
"ADARB2","Adarb2",0.098649,0.117972,0.093987,21,5,8,0.103536,53.87556,53.87556,0.0201097902235531
"ADAT1","Adat1",2.988552,2.521812,2.702469,384,77,129,2.737611,18.15507,18.15507,0.195123849717072
"ADAT2","Adat2",1.887569,1.711842,1.641896,104,23,36,1.74710233333333,2.51378,2.51378,0.781808290027644
"ADAT3","Adat3",2.379345,1.291363,1.587192,51,3,15,1.75263333333333,10.39649,10.39649,0.241533431199723
"ADCK1","Adck1",8.364382,8.074955,7.663834,768,185,269,8.03439033333333,10.45856,10.45856,0.788440286853962
"ADCK2","Adck2",23.992903,19.824526,20.347792,629,144,245,21.388407,21.75505,21.75505,0.983887400818719
"ADCK5","Adck5",23.297127,9.207389,22.120758,283,63,104,18.2084246666667,6.70341,6.70341,2.49349634339425
"ADCY1","Adcy1",8.226906,7.911924,8.117026,4358,1027,1689,8.08528533333333,3.81722,3.81722,1.88600174651217
"ADCY10","Adcy10",0.008435,0.051925,0.226777,2,1,2,0.0957123333333333,0.52758,0.52758,0.717286383255432
"ADCY2","Adcy2",7.522754,6.030767,7.545049,1277,248,510,7.03285666666667,158.52324,158.52324,0.0503554006718185
"ADCY3","Adcy3",8.456142,10.516189,8.114078,940,226,368,9.028803,65.66859,65.66859,0.150427705160706
"ADCY4","Adcy4",0.544269,0.77078,0.996493,76,13,27,0.770514,21.13436,21.13436,0.0799893920583202
"ADCY5","Adcy5",14.862687,15.095945,10.672673,3395,732,1242,13.5437683333333,44.5032,44.5032,0.319620781249084
"ADCY6","Adcy6",18.039716,27.817246,12.610773,1083,262,415,19.489245,10.83097,10.83097,1.7318313713922
"ADCY7","Adcy7",1.977884,1.78601,1.899815,506,112,191,1.887903,7.35513,7.35513,0.345644292787784
"ADCY8","Adcy8",1.469716,1.260958,1.237004,430,89,147,1.32255933333333,6.64134,6.64134,0.303946602733726
"ADCY9","Adcy9",6.578852,5.795345,6.654467,1267,271,510,6.342888,4.74825,4.74825,1.27741277780194
"ADCYAP1","Adcyap1",133.941737,113.221038,118.964567,3754,843,1402,122.042447333333,2.82412,2.82412,32.1753625234912
"ADCYAP1R1","Adcyap1r1",0.666241,0.717749,0.71448,154,34,74,0.69949,13.71716,13.71716,0.115476763179853
"ADD1","Add1",275.430684,285.43531,265.220373,15049,3535,5787,275.362122333333,190.92305,190.92305,1.43996316405629
"ADD2","Add2",60.067129,53.527453,55.233238,19591,4287,7146,56.27594,11.04821,11.04821,4.7538962219284
"ADD3","Add3",13.770719,11.618171,15.650723,2026,473,829,13.679871,985.92889,985.92889,0.0148742945401061
"ADGB","Adgb",0.709139,1.1436,0.999638,133,38,67,0.950792333333333,0.24827,0.24827,1.5627967774066
"ADH1C","Adh1",0.560409,1.011439,0.457616,30,7,8,0.676488,1.36551,1.36551,0.708721586465498
"ADH4","Adh4",0,0,0,0,0,0,0,0.89999,0.89999,0.526318559571366
"ADH5","Adh5",43.125703,43.315358,43.167853,1882,440,704,43.2029713333333,45.12388,45.12388,0.95835327239021
