"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","FoldChange"
"SPACA9",219,3.14243,262,4.03518,191,2.88133,3.35298,2.214799,1.381188,1.968486,1.85482433333333,71,54,57,1.5247803338279
"SPAG1",1978,3.40875,2116,3.91403,1891,3.42608,3.58295333333,1.783309,0.987657,0.903451,1.22480566666667,27,32,22,2.05993422346701
"SPAG16",543,0.0842373,704,0.117224,768,0.125258,0.108906433333,9.274319,15.320111,8.432051,11.008827,135,203,149,0.092340944984302
"SPAG17",356,0.26849,449,0.363468,450,0.356804,0.329587333333,0,0,0,0,0,0,0,1.329587333333
"SPAG4",50,1.65875,42,1.49554,60,2.09266,1.74898333333,2.97115,0.935627,2.479438,2.12873833333333,33,11,19,0.878623598542117
"SPAG5",338,2.75142,262,2.28919,334,2.85841,2.63300666667,23.209989,22.773641,13.744397,19.9093423333333,353,272,187,0.173750403468134
"SPAG6",129,0.207172,165,0.284424,192,0.324176,0.271924,0,0,0,0,0,0,0,1.271924
"SPAG7",844,17.1608,873,19.0525,694,14.8352,17.0161666667,85.670198,71.204323,68.086909,74.9871433333333,1419,1180,1011,0.237094933121362
"SPAG8",337,13.9247,349,15.4782,291,12.6412,14.0147,1.604526,0.984925,0.934454,1.174635,24,16,16,6.90446902583652
"SPAG9",5844,6.43336,6890,8.14117,6469,7.48691,7.35381333333,39.98509,10.568724,11.857988,20.803934,640,455,318,0.383133306738591
"SPARC",25085,169.333,28990,210.046,25349,179.898,186.425666667,453.630497,363.691965,229.912633,349.078365,3326,3481,2855,0.53538203272573
"SPARCL1",25605,77.4883,40163,130.46,34046,108.322,105.423433333,0,0,0.040692,0.013564,0,0,2,104.999223860555
"SPART",2001,5.10005,2295,6.27842,2434,6.52208,5.96685,11.173631,7.767744,6.920229,8.62053466666667,295,167,181,0.724164533613586
"SPAST",712,1.32197,868,1.72983,839,1.63773,1.56317666667,2.525185,1.1341,0.722281,1.460522,93,75,51,1.04172068637062
"SPATA1",389,1.13462,453,1.4182,806,2.47157,1.67479666667,1.285673,1.873068,0.481273,1.213338,5,8,2,1.2084899218601
"SPATA13",2983,1.59235,4016,2.30101,5589,3.13658,2.34331333333,0.257275,0.355909,0.174702,0.262628666666667,35,28,21,2.64789911839744
"SPATA16",22,0.0152588,11,0.00818902,59,0.0430218,0.02215654,0,0,0,0,0,0,0,1.02215654
"SPATA17",84,0.0610498,79,0.0616272,73,0.0557784,0.0594851333333,0.173274,1.372104,0.165433,0.570270333333333,3,8,3,0.674715118055023
"SPATA18",178,0.676068,195,0.794961,165,0.658859,0.709962666667,1.006973,0.973441,0.748505,0.909639666666667,78,73,56,0.895437341669694
"SPATA2",451,6.49059,405,6.25609,431,6.52113,6.42260333333,2.063863,1.208606,1.297066,1.52317833333333,179,102,108,2.94176722876504
"SPATA20",1358,18.5417,1239,18.1578,918,13.1774,16.6256333333,24.567802,18.552571,15.109465,19.409946,1003,811,588,0.863580596112307
"SPATA21",1160,4.0282,1226,4.56967,1535,5.60402,4.73396333333,0.122129,0,0.0507,0.0576096666666667,3,0,1,5.42162530662384
"SPATA22",3185,7.53605,3454,8.77197,2566,6.38306,7.56369333333,0.051386,2.362575,2.347377,1.58711266666667,1,3,1,3.31013544314009
"SPATA24",43,0.998148,58,1.44509,60,1.46425,1.302496,3.324327,5.11057,3.390956,3.941951,30,31,31,0.465908302206962
"SPATA25",34,5.17852,35,5.72184,35,5.60445,5.50160333333,3.610303,2.131353,2.302669,2.68144166666667,45,25,27,1.76604817406134
"SPATA2L",68,2.22089,60,2.10334,60,2.06019,2.12814,1.117158,1.02601,0.930486,1.02455133333333,57,48,30,1.54510283266054
"SPATA3",2,0.0100598,3,0.0161965,8,0.0423047,0.0228536666667,0,0,0,0,0,0,0,1.0228536666667
"SPATA31D1",1,0.0269514,1,0.0289282,0,0,0.0186265333333,0,0,0,0,0,0,0,1.0186265333333
"SPATA31D3",2,0.0541451,3,0.0871747,2,0.0569242,0.0660813333333,0,0,0,0,0,0,0,1.0660813333333
"SPATA31D4",2,0.0542965,2,0.0582791,2,0.0570834,0.056553,0,0,0,0,0,0,0,1.056553
"SPATA32",6,0.136094,3,0.073038,8,0.190772,0.133301333333,0.082435,0,0,0.0274783333333333,2,0,0,1.10299292604678
"SPATA33",172,2.23059,123,1.71213,115,1.56793,1.83688333333,2.961263,2.188982,1.505966,2.218737,49,46,34,0.881365371985969
"SPATA4",16,0.253946,13,0.221465,7,0.116804,0.197405,0.082099,0.051555,0.053284,0.0623126666666667,2,1,1,1.12716814697995
"SPATA45",9,0.089799,9,0.0963856,12,0.125878,0.104020866667,0.342677,0.174826,0,0.172501,2,1,0,0.941594818824888
"SPATA46",31,1.48293,20,1.0269,25,1.2573,1.25571,0.249225,0,0,0.083075,2,0,0,2.08269048773169
"SPATA5",315,0.13884,383,0.181194,399,0.184891,0.168308333333,0.418783,0.328298,0.321602,0.356227666666667,61,47,47,0.861439684536495
"SPATA6",1819,1.79702,2276,2.41342,2518,2.61525,2.27523,6.356866,1.122988,4.024753,3.834869,30,30,22,0.677418560875176
"SPATA6L",685,1.05631,753,1.24634,1123,1.82063,1.37442666667,0.331779,0.375122,0.478706,0.395202333333333,7,7,5,1.70185112936069
"SPATA9",97,0.364183,96,0.386865,174,0.686808,0.479285333333,0.383926,0.770653,0.102444,0.419007666666667,5,11,2,1.04247874629735
"SPATC1",245,1.22869,134,0.721307,144,0.759234,0.903077,0.756469,0.294971,0.315979,0.455806333333333,31,13,14,1.30723225777055
"SPATC1L",148,1.1083,99,0.795738,44,0.346406,0.750148,5.188915,5.664527,4.726299,5.193247,126,122,104,0.282589730395058
"SPATS1",42,0.212628,42,0.228224,52,0.276766,0.239206,0.062905,0.025323,0.03034,0.0395226666666667,5,2,3,1.19209137014168
"SPATS2",1464,1.59014,1556,1.81403,1221,1.39427,1.59948,15.855066,15.656067,8.935721,13.4822846666667,329,317,238,0.179493778767043
"SPATS2L",1694,1.67782,1850,1.96672,1796,1.87015,1.83823,26.329444,16.325171,13.213734,18.622783,446,360,270,0.144639524373276
"SPC24",1918,13.7952,1456,11.2404,1480,11.1913,12.0756333333,10.453555,10.573685,9.523414,10.1835513333333,199,194,159,1.16918436224522
"SPC25",537,1.18391,556,1.31571,490,1.13574,1.21178666667,4.028712,4.703553,1.46361,3.398625,68,107,31,0.502835924105829
"SPCS1",1084,30.5737,1259,38.1141,1170,34.6931,34.4603,23.566083,34.318096,23.005588,26.9632556666667,413,526,381,1.26810341480624
"SPCS2",1730,10.1464,1736,10.9283,2003,12.3505,11.1417333333,226.322161,204.617416,201.028494,210.656023666667,523,534,479,0.0573654041258084
"SPCS3",3083,43.8597,3658,55.8568,4448,66.5266,55.4143666667,10.277262,6.567154,7.74833,8.197582,452,448,411,6.13360844912282
"SPDEF",6,0.0565613,10,0.101183,22,0.218036,0.1252601,0.049267,0,0.026665,0.0253106666666667,2,0,1,1.09748209648328
"SPDL1",211,1.74344,219,1.94227,327,2.8406,2.17543666667,6.787565,7.331535,3.303779,5.80762633333333,190,197,145,0.466452844381539
"SPDYA",4129,10.593,4962,13.6638,5745,15.4954,13.2507333333,1.366926,0.457895,0.161593,0.662138,16,5,2,8.57373655695255
"SPDYE1",279,3.98667,369,5.65943,376,5.64849,5.09819666667,0.361977,0.18269,0.452019,0.332228666666667,15,5,13,4.57743990896708
"SPDYE17",348,6.44222,382,7.59033,325,6.32526,6.78593666667,0.095658,0.324992,0,0.140216666666667,4,13,0,6.82847119699765
"SPDYE2",524,8.26418,631,10.6816,648,10.7444,9.89672666667,2.8694,0.103803,1.368154,1.447119,88,2,44,4.4528797605143
"SPDYE2B",511,8.06133,636,10.7692,634,10.5151,9.78187666667,0.42149,1.609689,0,0.677059666666667,15,54,0,6.42903581844534
"SPDYE3",415,5.00173,472,6.10597,365,4.62491,5.24420333333,0.056241,0.07621,0.018191,0.050214,2,4,1,5.94564853765994
"SPDYE5",244,3.99125,340,5.96951,361,6.20819,5.38965,0.754733,0.439758,0.406994,0.533828333333333,27,16,16,4.16581820868698
"SPDYE6",421,6.87432,540,9.46415,553,9.49316,8.61054333333,1.137324,0.752199,0.366829,0.752117333333333,60,39,19,5.48510259586687
"SPECC1",1064,0.600226,1210,0.732654,1534,0.909781,0.747553666667,24.785992,25.346389,12.3903,20.8408936666667,449,415,301,0.080012919495785
"SPECC1L",4807,5.71577,4660,5.9474,3832,4.79032,5.48449666667,6.819577,3.986991,3.183681,4.66341633333333,783,513,428,1.14497968805578
"SPEF1",18,0.797106,14,0.665445,14,0.651793,0.704781333333,0.048069,0.033225,0,0.027098,2,1,0,1.65980396547652
"SPEF2",431,0.38266,469,0.44694,443,0.413502,0.414367333333,0.771082,0.803306,0.498066,0.690818,48,34,37,0.836498862286183
"SPEG",1214,3.60768,758,2.41779,787,2.45879,2.82808666667,62.394556,51.262393,45.921109,53.192686,4576,3150,2763,0.0706384375683095
"SPEM2",0,0,0,0,1,0.094043,0.0313476666667,0,0,0,0,0,0,0,1.0313476666667
"SPEM3",0,0,1,0.0473039,0,0,0.0157679666667,0,0,0,0,0,0,0,1.0157679666667
"SPEN",1780,3.35272,1910,3.86145,2529,5.00799,4.07405333333,6.814174,4.940202,3.722198,5.158858,438,287,201,0.823862692292954
"SPESP1",160,0.21737,155,0.226023,165,0.235669,0.226354,0.045849,0,0,0.015283,1,0,0,1.20789375967095
"SPG11",1826,3.15895,2128,3.95143,2490,4.52877,3.87971666667,35.934125,23.327918,18.816108,26.0260503333333,657,441,323,0.180556041540834
"SPG21",1219,7.80381,1386,9.52372,1516,10.2033,9.17694333333,18.723072,18.564785,13.273746,16.8538676666667,499,493,372,0.570013373199267
"SPG7",1767,4.60393,1958,5.47577,1999,5.47574,5.18514666667,48.978234,31.723743,25.591918,35.4312983333333,1321,926,817,0.169775631109222
"SPHK1",258,3.99684,403,6.70104,351,5.71666,5.47151333333,1.026066,1.359679,1.047361,1.14436866666667,42,44,39,3.01791078834858
"SPHK2",1335,20.4098,1269,20.8238,917,14.7389,18.6575,5.095638,2.854123,2.535017,3.494926,205,123,104,4.37326443193948
"SPHKAP",539,0.466769,1218,1.13214,384,0.349609,0.649506,17.626787,10.697503,8.260865,12.1950516666667,1427,965,761,0.125009438512998
"SPI1",458,3.37362,320,2.53,1112,8.6114,4.83834,0,0.272544,0.07991,0.117484666666667,0,6,2,5.22453701079866
"SPIB",33,0.465789,43,0.651454,39,0.578733,0.565325333333,0.412873,0.110783,0.048672,0.190776,10,7,3,1.3145422256856
"SPIC",0,0,2,0.0321579,4,0.0629964,0.0317181,0,0.04983,0.051697,0.0338423333333333,0,1,1,0.997945302426837
"SPICE1",282,0.6798,342,0.88491,343,0.86929,0.811333333333,1.637005,0.830131,0.842687,1.10327433333333,64,22,28,0.861196898866894
"SPIDR",2239,0.822733,2240,0.883473,2651,1.02412,0.910108666667,22.546134,21.856665,16.468495,20.2904313333333,191,149,124,0.0897167669720454
"SPIN1",2702,5.22946,3293,6.84074,3393,6.90388,6.32469333333,12.513184,7.340908,5.806004,8.55336533333333,678,570,422,0.766713412264565
"SPIN4",48,2.04277,66,3.01482,88,3.9373,2.99829666667,0.553307,0.221515,0.35734,0.377387333333333,32,14,23,2.90281213563505
"SPINDOC",277,3.39329,262,3.44495,247,3.18109,3.33977666667,9.732623,7.518283,7.493953,8.24828633333333,322,228,206,0.469251979258932
"SPINK1",0,0,1,0.0259749,4,0.101768,0.0425809666667,2.524794,12.586685,0.473534,5.19500433333333,7,12,3,0.168293823630906
"SPINK13",38,0.367258,34,0.352702,30,0.304823,0.341594333333,0.117328,0,0,0.0391093333333333,1,0,0,1.29110026278884
"SPINK2",12,0.176419,10,0.157799,5,0.077281,0.137166333333,0.231533,0,0,0.0771776666666667,1,0,0,1.05569059638227
"SPINK4",2,0.0115683,4,0.0248337,0,0,0.012134,0,0.300514,0.302972,0.201162,0,1,1,0.842629054199184
"SPINK5",24,0.0375673,57,0.0957667,37,0.060889,0.064741,2.817176,1.175596,1.035427,1.67606633333333,123,89,76,0.397875413900428
"SPINK8",5,0.0406277,3,0.0261646,6,0.0512556,0.0393493,0,0,0,0,0,0,0,1.0393493
"SPINK9",16,0.149876,26,0.261412,16,0.157569,0.189619,0.668285,0.423428,0.387309,0.493007333333333,5,3,3,0.796793809005627
"SPINT1",114,1.4035,156,2.06145,101,1.30728,1.59074333333,4.437667,5.511918,3.902546,4.617377,119,113,98,0.461201613017962
"SPINT2",846,3.04225,1020,3.93699,870,3.28913,3.42279,69.967454,64.055207,45.031052,59.684571,620,541,512,0.0728816225791561
"SPIRE1",2440,2.01427,3144,2.7858,2910,2.52557,2.44188,10.604808,4.04854,4.108847,6.254065,439,366,331,0.474476035160975
"SPIRE2",574,1.887,663,2.33946,383,1.32372,1.85006,4.195416,2.149863,1.569392,2.63822366666667,135,62,54,0.783365801864298
"SPN",80,1.76955,105,2.49289,185,4.30213,2.85485666667,1.015533,0.632674,0.71566,0.787955666666667,98,80,57,2.15601356260511
"SPNS1",425,7.18891,500,9.07789,454,8.07362,8.11347333333,22.861809,23.111034,12.889603,19.6208153333333,447,400,362,0.441955043290561
"SPNS2",599,2.60602,668,3.11938,601,2.74893,2.82477666667,0.080553,0.219382,0.246709,0.182214666666667,4,4,4,3.23526409755532
"SPNS3",61,0.196367,54,0.186583,56,0.189524,0.190824666667,0.070511,0,0.118757,0.0630893333333333,1,0,4,1.12015484430942
"SPO11",0,0,1,0.0132126,0,0,0.0044042,0,0,0,0,0,0,0,1.0044042
"SPOCD1",98,0.667987,48,0.351175,175,1.25406,0.757740666667,0.234657,0.411361,0.397877,0.347965,11,19,13,1.30399577634953
"SPOCK1",8101,2.27135,7200,2.1668,7613,2.24409,2.22741333333,26.133642,11.169111,9.469814,15.5908556666667,894,910,564,0.194529649234085
"SPOCK2",22689,132.129,21239,132.757,13762,84.2565,116.380833333,0.893106,0.550793,0.551721,0.665206666666667,71,32,48,70.4902494583255
"SPOCK3",3840,1.33791,4531,1.69445,2445,0.895596,1.30931866667,0,0,0,0,0,0,0,2.30931866667
"SPON1",882,0.504515,800,0.491175,958,0.576115,0.523935,5.545046,3.025376,3.615336,4.06191933333333,476,313,305,0.30105872884317
"SPON2",216,0.89779,340,1.51684,236,1.03127,1.14863333333,0.669273,0.935776,0.666976,0.757341666666667,18,23,19,1.22266112167336
"SPOPL",1025,2.49473,1254,3.27595,1243,3.1806,2.98376,1.350138,0.430344,0.375477,0.718653,71,44,38,2.31795481694094
"SPOUT1",647,11.1426,668,12.348,541,9.79528,11.0952933333,8.301438,7.390778,2.511943,6.068053,261,193,139,1.71126239903691
"SPP1",18547,416.632,22837,550.628,26204,618.848,528.702666667,0.37952,2.38703,1.307444,1.357998,7,5,17,224.640846458309
"SPP2",5,0.0330169,5,0.0354386,1,0.00694232,0.0251326066667,5.097299,4.032235,3.90248,4.34400466666667,15,12,11,0.19182853882239
"SPPL2A",1000,2.75359,1119,3.30728,1689,4.88954,3.65013666667,12.331031,7.275034,6.050075,8.55204666666667,368,417,310,0.486820974493076
"SPPL2B",1282,8.45754,1456,10.31,1361,9.43958,9.40237333333,23.285893,15.253218,12.178036,16.9057156666667,776,563,435,0.580952670475779
"SPPL2C",0,0,1,0.0857398,0,0,0.0285799333333,0,0,0,0,0,0,0,1.0285799333333
"SPPL3",1514,1.86462,1767,2.33583,1568,2.03025,2.0769,14.920126,12.97059,9.561638,12.484118,506,526,395,0.228186967809092
"SPR",393,14.3724,403,15.8191,192,7.38201,12.5245033333,6.670261,5.980516,6.190933,6.28057,186,154,160,1.85761600167295
"SPRED1",1361,2.27714,1393,2.50163,1685,2.96394,2.58090333333,2.538173,0.569686,0.831219,1.313026,81,58,57,1.54814659814892
"SPRED2",1175,1.6855,1087,1.67363,1195,1.80217,1.72043333333,3.48807,2.316111,2.374042,2.72607433333333,164,148,143,0.73010710199555
"SPRED3",178,2.78467,60,1.0075,102,1.67762,1.82326333333,0.931252,1.12074,0.466247,0.839413,53,23,16,1.53487190387912
"SPRN",138,6.17058,121,5.80728,91,4.27786,5.41857333333,0.030781,0.069075,0.01631,0.038722,2,4,1,6.17929853544067
"SPRTN",216,2.10575,271,2.83571,289,2.96202,2.63449333333,4.913523,2.729826,1.503482,3.04894366666667,117,97,81,0.897639886484796
"SPRY1",2139,53.6436,1113,29.9601,823,21.6993,35.101,1.671929,1.348857,1.527524,1.51610333333333,55,49,35,14.3479798789398
"SPRY2",1115,37.8159,1311,47.7246,1585,56.5154,47.3519666667,6.464709,6.363985,5.561316,6.13000333333333,280,271,236,6.78147883054286
"SPRY3",728,8.68248,453,5.79897,396,4.9653,6.48225,0.275321,0.343529,0.167856,0.262235333333333,41,36,23,5.92777733470726
"SPRY4",1674,18.2448,715,8.36432,770,8.82293,11.8106833333,5.880594,5.320374,3.527938,4.90963533333333,558,518,351,2.16776207172061
"SPRYD3",2443,28.2848,2272,28.2344,1929,23.4801,26.6664333333,11.118873,7.211246,6.842183,8.39076733333333,449,355,278,2.94613127460795
"SPRYD4",360,5.65014,491,8.27139,472,7.78819,7.23657333333,0.904535,0.994914,0.757603,0.885684,215,229,173,4.36794994990147
"SPRYD7",928,6.81495,897,7.07045,731,5.64378,6.50972666667,15.719642,22.327743,3.127714,13.725033,199,178,138,0.509997272445502
"SPSB1",382,0.870771,369,0.902833,606,1.45228,1.07529466667,0.729136,0.488095,0.546169,0.5878,29,31,30,1.3070252340786
"SPSB2",327,3.10066,449,4.56976,293,2.92087,3.53043,2.089694,1.328114,1.182361,1.53338966666667,34,24,24,1.78828786570404
"SPSB3",1434,14.7459,1448,15.982,1332,14.4001,15.0426666667,10.953862,10.52272,9.684363,10.3869816666667,344,315,288,1.40886032280723
"SPSB4",70,0.125728,58,0.111816,97,0.183166,0.140236666667,7.689993,8.774651,7.9855,8.150048,339,333,294,0.124615375423932
"SPTA1",2,0.00459662,6,0.0148013,5,0.0120814,0.0104931066667,0.251608,0.0059,0.005942,0.0878166666666667,1,1,1,0.928918573901883
"SPTAN1",42570,91.6952,40600,93.8662,29992,67.9183,84.4932333333,281.010341,206.48844,133.055322,206.851367666667,5962,3762,3005,0.411319080038032
"SPTB",752,0.983152,912,1.27979,835,1.1477,1.13688066667,10.943975,8.150816,5.640177,8.24498933333333,1291,856,710,0.231139332845453
"SPTBN1",33451,27.1643,40080,34.9348,30155,25.7447,29.2812666667,111.198122,96.661263,77.016815,94.9587333333333,14253,8625,6831,0.31556551045241
"SPTBN2",5020,19.9411,4116,17.5494,2582,10.783,16.0911666667,1.291013,1.260049,1.687632,1.412898,51,41,36,7.08325286303026
"SPTBN5",1198,4.55889,1057,4.31735,758,3.03256,3.9696,3.594756,3.63169,2.363022,3.19648933333333,527,341,229,1.18422795943403
"SPTLC1",1535,2.32524,1790,2.9104,2294,3.65335,2.96299666667,17.70472,7.463413,11.333863,12.167332,231,185,169,0.300971880003481
"SPTLC2",2563,4.04194,2777,4.70064,3572,5.9223,4.88829333333,5.872038,8.887838,1.517597,5.42582433333333,321,236,182,0.916348320134594
"SPTLC3",383,0.417841,415,0.485961,664,0.761585,0.555129,1.899951,1.012387,0.759637,1.22399166666667,84,48,60,0.699251271175327
"SPTSSA",510,3.02504,606,3.85811,879,5.48136,4.12150333333,4.420679,3.490853,3.592558,3.83469666666667,168,148,152,1.05932257728613
"SPTSSB",36,0.223901,50,0.333783,26,0.170007,0.242563666667,0.189927,0,0,0.063309,3,0,0,1.16858191425729
"SPTY2D1",550,3.38457,586,3.8706,678,4.3864,3.88052333333,1.412937,1.170778,0.697266,1.09366033333333,135,128,75,2.33109605012179
"SPX",82,0.957959,73,0.91537,54,0.663231,0.84552,3.235164,2.489486,2.076779,2.60047633333333,88,73,61,0.512576622963499
"SQLE",4113,30.2071,3011,23.7357,2272,17.5427,23.8285,10.563672,10.53772,7.205335,9.43557566666667,346,321,202,2.37921709286314
"SQOR",622,1.80701,622,1.93955,882,2.69387,2.14681,2.298914,3.422373,1.784487,2.50192466666667,77,81,56,0.898594430072453
"SQSTM1",5697,31.4151,5587,33.0682,4895,28.378,30.9537666667,134.457174,75.015133,78.427994,95.966767,2706,2233,2036,0.329533175698227
"SRA1",994,8.30349,1174,10.5265,1265,11.1097,9.97989666667,17.874861,15.375497,14.003158,15.751172,398,337,299,0.655470355547063
"SRARP",4,0.152843,4,0.164053,5,0.20086,0.172585333333,0.031074,0.053923,0.114409,0.0664686666666667,2,3,7,1.09950284521533
"SRBD1",411,0.321279,479,0.401898,546,0.448715,0.390630666667,2.119035,2.280063,2.814522,2.40454,117,92,74,0.408463600564834
"SRC",591,1.68248,544,1.66227,502,1.50247,1.61574,7.280995,6.785251,5.102349,6.38953166666667,386,412,287,0.353979131289105
"SRCAP",1922,7.77231,1807,7.84324,2072,8.80896,8.14150333333,3.901787,1.355668,0.933586,2.06368033333333,585,184,62,2.98383066727588
"SRCIN1",347,0.798459,355,0.876782,214,0.517696,0.730979,0.968475,0.572721,0.952082,0.831092666666667,53,27,33,0.945325723547944
"SRD5A1",1689,7.20378,1937,8.86749,1807,8.10265,8.05797333333,3.302228,2.461392,1.849636,2.537752,133,100,80,2.56037543992061
"SRD5A2",13,0.0388492,22,0.0705671,14,0.0439851,0.0511338,0.031526,0.010506,0,0.0140106666666667,3,1,0,1.03661020002419
"SRD5A3",448,2.91393,473,3.30219,398,2.72159,2.97923666667,3.225759,4.510504,3.378383,3.704882,73,89,60,0.845767580710845
"SREBF1",1951,12.8072,3313,23.3431,4203,29.0064,21.7189,40.731995,21.149555,20.477551,27.4530336666667,745,490,475,0.798470218190325
"SREBF2",6634,15.6132,6823,17.2359,6692,16.5581,16.4690666667,49.794495,33.101982,25.17563,36.0240356666667,3741,2799,2477,0.471830429939535
"SREK1IP1",473,1.63487,570,2.11464,672,2.4419,2.06380333333,10.668568,5.678472,4.216609,6.85454966666667,131,82,79,0.390067344832288
"SRF",528,9.00968,426,7.80235,589,10.5664,9.12614333333,15.947581,15.295711,13.220347,14.821213,1455,1273,1117,0.640035838802625
"SRFBP1",576,0.885829,657,1.08451,1103,1.78337,1.25123633333,1.912441,1.878441,0.83524,1.54204066666667,55,47,26,0.885602013708934
"SRGAP1",1173,0.645387,1245,0.735245,1431,0.827752,0.736128,1.514604,0.523107,1.230484,1.08939833333333,182,112,119,0.830922458538702
"SRGAP2",5327,3.56425,4899,3.5183,6691,4.70668,3.92974333333,4.899168,5.4757,3.647085,4.67398433333333,275,208,160,0.868832736172518
"SRGAP2B",3940,3.30501,3895,3.50691,5415,4.77544,3.86245333333,4.614534,2.166593,2.742489,3.17453866666667,163,129,109,1.16478818896954
"SRGAP2C",3714,3.11843,3710,3.34355,5245,4.62996,3.69731333333,1.659022,0.883514,0.73577,1.09276866666667,126,113,94,2.24454494572103
"SRGAP3",1534,0.700691,1657,0.812389,1226,0.588748,0.700609333333,1.771263,0.849585,0.89788,1.17290933333333,80,45,42,0.782641644197917
"SRGN",4258,44.535,2693,30.2324,5413,59.5213,44.7629,0.064572,0,0,0.021524,1,0,0,44.7986537761227
"SRI",1560,12.458,1793,15.3689,1774,14.8941,14.2403333333,55.312874,51.21917,46.058309,50.863451,511,488,454,0.293854979555834
"SRL",75,0.24859,66,0.234805,47,0.163779,0.215724666667,8.24413,5.477654,5.984428,6.56873733333333,774,490,528,0.160624502228773
"SRM",771,24.7734,691,23.8314,854,28.8488,25.8178666667,37.467192,32.216042,28.91428,32.865838,402,358,305,0.791885517987182
"SRMS",4,0.104376,3,0.0840237,0,0,0.0627999,0,0,0,0,0,0,0,1.0627999
"SRP14",3859,193.059,4047,217.315,3615,190.135,200.169666667,748.635457,667.313791,609.932104,675.293784,5231,5229,3971,0.297458991086927
"SRP19",9651,45.3426,10498,52.9397,10699,52.8464,50.3762333333,46.260189,50.726018,41.213424,46.0665436666667,337,348,289,1.09156588376566
"SRP54",1225,4.49489,1370,5.39566,1700,6.55798,5.48284333333,75.135444,62.80398,29.470018,55.8031473333333,583,582,476,0.114128241790675
"SRP68",1183,6.1248,1198,6.65739,1283,6.98348,6.58855666667,43.416535,21.386439,44.295424,36.3661326666667,812,661,534,0.203086488354722
"SRP72",1931,9.35377,2289,11.9012,2507,12.7672,11.3407233333,27.715527,12.339912,14.547318,18.200919,455,362,250,0.642715243645369
"SRP9",3601,49.707,4397,65.1465,4656,67.5686,60.8073666667,81.251434,63.412458,69.109353,71.2577483333333,520,778,540,0.855373549443798
"SRPK1",928,1.83442,782,1.6592,944,1.96183,1.81848333333,6.418416,4.101118,2.633846,4.38446,362,281,220,0.523447724252757
"SRPK2",3352,2.02904,4025,2.61513,3827,2.43547,2.35988,7.177514,6.590676,5.57252,6.44690333333333,342,256,209,0.451178140712627
"SRPK3",871,16.3247,814,16.3754,697,13.7341,15.4780666667,19.636104,18.211398,11.564363,16.4706216666667,206,197,136,0.943187196259855
"SRPRA",1980,55.7281,2131,64.3773,2341,69.2705,63.1253,19.925106,16.702178,12.781633,16.469639,926,866,641,3.67067115697125
"SRPRB",6816,28.5209,6118,27.4779,4245,18.6745,24.8911,14.043109,11.089082,9.189388,11.4405263333333,342,378,253,2.08119008040898
"SRPX",1235,3.01378,1363,3.5701,1906,4.88996,3.82461333333,10.338893,12.85686,8.879476,10.691743,230,202,182,0.412651332938981
"SRPX2",1605,8.87485,1468,8.71269,2241,13.0276,10.2050466667,0.746315,0.324164,0.896259,0.655579333333333,22,14,10,6.76805178773271
"SRR",688,5.49378,766,6.56526,796,6.68243,6.24715666667,16.57222,13.445629,8.843321,12.9537233333333,151,190,127,0.519370815483896
"SRRD",542,8.78194,556,9.66955,648,11.0384,9.82996333333,12.805297,8.696431,8.15081,9.88417933333333,316,208,202,0.995018825182594
"SRRM1",1896,7.96876,2091,9.43293,2322,10.2601,9.22059666667,29.362876,14.320804,9.785246,17.8229753333333,938,652,556,0.542985180911888
"SRRM2",14685,128.833,15173,142.878,15837,146.071,139.260666667,230.586495,247.325219,235.987066,237.96626,7939,4478,3718,0.586947574385606
"SRRM3",688,1.40753,432,0.94862,343,0.737735,1.031295,0.043185,0.047923,0.093732,0.0616133333333333,2,2,4,1.91340381306439
"SRRM4",155,0.149183,135,0.139464,158,0.159876,0.149507666667,0.131517,0.69362,0.253599,0.359578666666667,10,9,8,0.845488161038371
"SRRM5",648,6.33067,679,7.12008,620,6.36802,6.60625666667,0.33088,0.079718,0.103368,0.171322,17,4,5,6.49373670661868
"SRRT",1248,16.0761,1374,18.9974,1247,16.8877,17.3204,79.307905,61.886686,58.34702,66.5138703333333,809,598,542,0.271357573037177
"SRSF1",3030,82.3488,3178,92.7063,4029,115.12,96.7250333333,67.794482,52.321192,55.612279,58.5759843333333,1019,988,854,1.6403427392239
"SRSF10",1535,16.1729,2063,23.3303,2245,24.8676,21.4569333333,37.559667,20.573049,21.680775,26.604497,923,760,595,0.813524453399749
"SRSF11",3916,14.4418,5581,22.0918,6025,23.36,19.9645333333,88.797583,39.935391,45.482975,58.071983,1146,753,721,0.354898079742811
"SRSF12",75,0.592522,79,0.669901,66,0.548182,0.603535,1.282842,0.747899,0.356541,0.795760666666667,34,23,22,0.892955854176559
"SRSF2",2220,118.967,2348,135.055,2969,167.271,140.431,66.73035,57.351076,53.157773,59.079733,1325,1200,1035,2.35405506878667
"SRSF3",4048,62.8718,4039,67.3332,3827,62.4902,64.2317333333,67.374436,61.52226,52.057093,60.3179296666667,1302,1451,1028,1.06382804650955
