"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","Avg_TPM","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","FoldChange"
"ACHE",4545,113.738,4051,108.812,2350,61.8271,94.7923666667,123.812487,148.175891,116.216143,129.401507,2791,3847,1730,0.734595549319073
"ACIN1",2919,13.7634,2887,14.6109,2946,14.6037,14.326,89.895784,89.267185,92.097629,90.4201993333333,1572,1683,1229,0.167643476078179
"ACKR1",1228,67.1667,1253,73.5609,1096,63.0238,67.9171333333,9.846748,12.019005,14.314649,12.060134,231,292,219,5.2769085932273
"ACKR2",184,0.386247,161,0.362755,256,0.56497,0.437990666667,0.432002,0.122803,0.473199,0.342668,14,5,6,1.0709949642555
"ACKR3",269,3.22584,286,3.68127,389,4.90432,3.93714333333,0,0.074184,0.633304,0.235829333333333,0,2,7,3.99500416454214
"ACKR4",190,1.52976,183,1.58148,204,1.72679,1.61267666667,0.106321,0,0,0.0354403333333333,3,0,0,2.52325178241721
"ACLY",16166,44.3873,15499,45.6773,11710,33.8027,41.2891,254.093676,248.408509,244.338036,248.946740333333,6921,7108,4396,0.169192444532793
"ACMSD",92,0.253431,116,0.342981,116,0.335944,0.310785333333,0.255707,0.275251,0.059046,0.196668,1,2,1,1.09536256784087
"ACO1",1196,2.97775,1339,3.57832,1511,3.95513,3.50373333333,9.414829,8.829655,9.906688,9.383724,628,626,488,0.433730069609901
"ACO2",4207,12.2753,4508,14.1183,3468,10.6384,12.344,76.722101,90.811985,92.660824,86.7316366666667,1805,2351,1468,0.15210020588924
"ACOD1",2,0.0344982,2,0.0370286,5,0.0906724,0.0540664,0,0,0,0,0,0,0,1.0540664
"ACOT1",311,8.16523,352,9.91953,320,8.83275,8.97250333333,2.580575,3.185492,1.979403,2.58182333333333,39,58,23,2.78419743389447
"ACOT11",254,0.457761,264,0.510681,354,0.670729,0.546390333333,0.582734,0.576701,0.609753,0.589729333333333,40,51,26,0.972738126490086
"ACOT12",11,0.0299403,9,0.0262934,9,0.025754,0.0273292333333,0.331608,0.188218,0.467097,0.328974333333333,5,2,2,0.773024134150547
"ACOT13",1254,5.76037,1129,5.56656,1309,6.32165,5.88286,4.473594,5.647834,5.032359,5.05126233333333,165,201,127,1.13742548593305
"ACOT2",367,7.97544,406,9.47011,427,9.75561,9.06705333333,14.610747,12.124256,16.719956,14.4849863333333,110,123,100,0.650117030562657
"ACOT4",60,2.18784,50,1.95693,47,1.80177,1.98218,0.210825,0.819407,0.499504,0.509912,6,26,10,1.97506874572823
"ACOT6",18,0.351586,15,0.314478,34,0.698194,0.454752666667,0.113721,0.104565,0.160646,0.126310666666667,1,1,1,1.29160870949785
"ACOT7",6308,8.46892,5418,7.80757,3619,5.10815,7.12821333333,141.034258,158.621084,147.569266,149.074869333333,2164,2658,1722,0.0541610555413932
"ACOT8",858,9.55638,927,11.0822,784,9.18037,9.93965,15.109551,19.026084,18.961389,17.699008,206,295,187,0.585039056617335
"ACOT9",1043,2.78521,1099,3.15001,1353,3.79848,3.24456666667,19.733347,15.220957,15.831859,16.928721,376,398,279,0.236746763289473
"ACOX1",1383,6.41366,1602,7.97419,1794,8.7467,7.71151666667,26.69153,36.454793,34.43575,32.5273576666667,665,715,462,0.259833081785956
"ACOX2",360,1.95632,355,2.07064,277,1.58254,1.86983333333,0,0.720589,0,0.240196333333333,0,2,0,2.3140153346661
"ACOX3",307,0.720462,365,0.919403,387,0.95482,0.864895,9.956542,12.099373,8.284384,10.113433,181,210,142,0.167805483688074
"ACOXL",127,0.0575309,110,0.0534848,122,0.0581026,0.0563727666667,0.165362,0.317846,0.200234,0.227814,4,5,4,0.860368725773366
"ACP2",881,16.0239,1004,19.6005,895,17.1141,17.5795,115.861262,97.504509,108.715051,107.360274,595,540,395,0.171460437613881
"ACP4",2,0.0727155,7,0.273172,3,0.114672,0.153519833333,0.140216,0.12039,0.201053,0.153886333333333,2,2,2,0.999682377726691
"ACP5",21,0.843569,32,1.37972,35,1.47811,1.23379966667,0.900021,1.872376,0.519606,1.09733433333333,4,9,1,1.06506608468082
"ACP6",610,2.60726,652,2.99118,794,3.5679,3.05544666667,5.681603,4.537779,4.413437,4.87760633333333,128,125,95,0.689982696471279
"ACP7",29,0.183687,28,0.190361,27,0.179797,0.184615,0.348403,0.256502,0.265236,0.290047,13,11,7,0.918272745101535
"ACR",11,0.268994,16,0.419962,20,0.514182,0.401046,0,0.561401,0,0.187133666666667,0,4,0,1.18019228949506
"ACRBP",56,1.04532,49,0.981743,62,1.21672,1.081261,0.871936,1.387368,0.356541,0.871948333333333,8,10,2,1.11181540801073
"ACSBG1",4789,10.6958,4310,10.332,3127,7.34232,9.45670666667,0.253329,0.789068,1.028992,0.690463,21,18,25,6.18570573071993
"ACSBG2",50,0.150998,40,0.129659,55,0.174624,0.151760333333,0.326791,0.354839,0.057953,0.246527666666667,2,2,1,0.923974945869366
"ACSF2",272,0.975972,284,1.09377,288,1.08642,1.052054,0.770281,0.767876,3.321446,1.61986766666667,2,5,7,0.783266279480019
"ACSF3",565,1.30309,532,1.31697,506,1.22691,1.28232333333,15.821189,18.561092,20.415246,18.2658423333333,217,288,178,0.118464757151115
"ACSL1",3565,8.74427,2446,6.43963,4883,12.5918,9.25856666667,62.19037,73.44608,83.471369,73.0359396666667,894,1047,659,0.138561983718412
"ACSL3",2690,5.61472,2686,6.01758,2925,6.41859,6.01696333333,130.996535,121.985228,113.197501,122.059754666667,2784,3004,2053,0.0570207811021315
"ACSL4",3112,4.98043,3490,5.99505,3392,5.70717,5.56088333333,61.049607,65.37075,77.690858,68.0370716666667,3385,3357,2270,0.0950342066217418
"ACSL5",712,2.28806,528,1.82122,820,2.77038,2.29322,0.344508,0.341116,0.484939,0.390187666666667,7,4,5,2.3689031912478
"ACSL6",2020,5.66704,3290,9.90698,1953,5.7603,7.11144,16.646079,21.155853,18.209522,18.6704846666667,1030,1182,804,0.412366046767802
"ACSM1",14,0.0323286,10,0.0247856,19,0.0461265,0.0344135666667,0.124507,0.048926,0,0.057811,1,1,0,0.977881272426454
"ACSM2A",2,0.00964948,7,0.0362504,1,0.00507238,0.0169907533333,2.771496,1.037998,0.161293,1.32359566666667,12,12,4,0.437679742617283
"ACSM2B",0,0,4,0.0186571,0,0,0.00621903333333,0.143928,1.678159,1.180417,1.00083466666667,5,15,6,0.50289963988362
"ACSM3",1237,1.15354,1436,1.43733,1533,1.50294,1.36460333333,3.546028,4.370048,3.432423,3.782833,37,79,10,0.494393873532695
"ACSM4",25,0.178695,14,0.107409,31,0.232955,0.173019666667,0.149807,0.241539,0.10526,0.165535333333333,4,7,2,1.00642136975141
"ACSM5",518,2.84546,421,2.48225,599,3.45929,2.929,0,0.179494,0,0.0598313333333333,0,2,0,3.70719366037489
"ACSS1",1348,4.46426,1445,5.13651,1546,5.38279,4.99452,0.066638,0.220548,0.348834,0.212006666666667,3,9,8,4.94594639193404
"ACSS2",3953,12.3723,3142,10.5553,2525,8.30852,10.41204,148.399461,146.694353,101.822483,132.305432333333,739,725,433,0.0856082141608748
"ACSS3",1107,0.595424,1762,1.01724,2163,1.22313,0.945264666667,0.627096,0.612727,1.358752,0.866191666666667,13,15,29,1.04237131770156
"ACTA1",41,2.50969,47,3.08798,59,3.79688,3.13151666667,0.242012,0.585729,0.672663,0.500134666666667,3,10,8,2.75409718772137
"ACTA2",725,2.25104,769,2.56278,1734,5.6602,3.49134,2.655925,3.057572,5.813821,3.84243933333333,28,47,56,0.92749535736741
"ACTB",33185,158.239,32708,167.404,43793,219.54,181.727666667,2178.850167,2041.670166,2557.016143,2259.17882533333,20799,21935,16943,0.0808465527678108
"ACTBL2",0,0,1,0.0671127,0,0,0.0223709,0.259337,0.108094,0,0.122477,9,4,0,0.910816791791725
"ACTC1",64,2.10164,63,2.22055,124,4.28094,2.86771,0.551692,0.56988,1.037101,0.719557666666667,8,10,7,2.24924704473418
"ACTG1",45642,574.592,41363,558.917,38734,512.655,548.721333333,1435.350734,1536.991071,1807.979395,1593.4404,23732,27012,21393,0.344773836220532
"ACTG2",30,0.190221,21,0.142921,81,0.539959,0.291033666667,0.239946,0.184371,2.284464,0.902927,2,2,27,0.678446239223575
"ACTL10",7,0.772516,10,1.18454,17,1.97241,1.309822,0.141201,0.158296,0.137933,0.14581,3,4,2,2.01588570530891
"ACTL6A",607,4.15494,690,5.0695,1181,8.49892,5.90778666667,67.288182,35.925033,85.845286,63.0195003333333,123,104,102,0.107901289930457
"ACTL6B",273,3.57196,271,3.80587,150,2.06335,3.14706,154.861852,109.866441,166.128293,143.618862,576,645,448,0.0286757891926988
"ACTN1",872,1.44673,942,1.6775,1796,3.13267,2.08563333333,42.915893,53.04208,30.351943,42.1033053333333,709,901,468,0.0715869307346082
"ACTN2",83,0.144292,99,0.184731,71,0.129766,0.152929666667,10.431195,12.550374,2.658834,8.546801,163,226,63,0.120766073019329
"ACTN3",5,0.0515641,10,0.110692,6,0.0650529,0.0757696666667,0.026669,0.072504,0,0.0330576666666667,1,3,0,1.04134522338705
"ACTN4",4324,8.99916,4407,9.84464,4506,9.85929,9.56769666667,88.341101,89.90874,113.006576,97.0854723333333,944,1111,817,0.10773967250478
"ACTR10",3513,17.2601,3814,20.1135,3356,17.3351,18.2362333333,175.090819,207.781083,223.094765,201.988889,1347,1561,1119,0.094764956979
"ACTR1A",7430,31.7891,7354,33.7718,5219,23.4755,29.6788,135.467299,131.59114,164.703958,143.920799,3143,3440,2547,0.2116935609774
"ACTR1B",1972,42.5002,2092,48.3934,1535,34.7801,41.8912333333,28.348357,31.987461,34.845941,31.727253,679,815,581,1.31056625294216
"ACTR2",6761,27.152,6651,28.6694,9579,40.4436,32.0883333333,90.130579,85.113097,98.337326,91.1936673333333,4098,3983,3193,0.358900283396544
"ACTR3",4285,10.3205,4382,11.3282,5816,14.7269,12.1252,83.778842,80.647357,87.559013,83.9950706666667,1903,1958,1481,0.15442307297413
"ACTR3B",1119,2.04421,1139,2.23337,855,1.6421,1.97322666667,23.73554,20.329805,21.54651,21.8706183333333,309,312,235,0.130002023702901
"ACTR5",252,1.82969,252,1.96389,289,2.20604,1.99987333333,2.282428,2.070326,3.460384,2.60437933333333,72,72,77,0.832285688020443
"ACTR6",1039,4.2465,1297,5.68978,1042,4.47735,4.80454333333,24.835879,26.636835,23.772285,25.0816663333333,388,418,287,0.222552626014987
"ACTR8",496,5.7434,673,8.36456,629,7.65731,7.25509,23.771453,22.759294,31.53109,26.0206123333333,450,503,352,0.305510841063224
"ACTRT3",52,3.43974,53,3.76304,63,4.38128,3.86135333333,1.443018,1.511988,0.769716,1.241574,29,33,11,2.16872310855229
"ACVR1",561,0.702961,684,0.919952,966,1.27258,0.965164333333,6.034686,8.207685,6.259893,6.834088,217,313,134,0.250847875762054
"ACVR1B",1040,4.00368,988,4.08247,1082,4.37917,4.15510666667,55.209179,56.089019,59.415097,56.9044316666667,1548,1896,1377,0.089027843263292
"ACVR1C",30,0.0513328,36,0.0661175,58,0.104337,0.0739291,0.137088,0.073565,0.237864,0.149505666666667,13,9,9,0.934252984688781
"ACVR2A",570,1.15373,724,1.57293,775,1.64918,1.45861333333,25.003915,23.782342,23.796881,24.1943793333333,1564,1417,966,0.0975857869249885
"ACVR2B",463,2.06062,484,2.31208,571,2.67173,2.34814333333,6.214092,4.560656,8.131002,6.30191666666667,990,790,922,0.458529381554615
"ACVRL1",225,2.38892,317,3.61259,418,4.66588,3.55579666667,2.000151,0.803904,0.719904,1.174653,17,40,28,2.09495338643453
"ACY1",265,7.90291,240,7.68233,223,6.99172,7.52565333333,10.842162,5.437314,8.266339,8.18193833333333,50,52,41,0.92852435115788
"ACY3",13,0.277775,28,0.642167,4,0.0898562,0.3365994,0,0,0,0,0,0,0,1.3365994
"ACYP1",546,5.87097,550,6.34776,577,6.52276,6.24716333333,24.106168,34.772803,28.12398,29.0009836666667,116,175,91,0.241564190489598
"ACYP2",942,0.492032,1226,0.687343,1085,0.595814,0.591729666667,20.955971,15.854271,16.292319,17.7008536666667,172,145,100,0.0851153479428684
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,0.922875,1.829261,0.70398,1.15203866666667,13,16,8,0.565589589778281
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,0,0,0,0,0,0,0,1.00726776333333
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,9.378484,7.193559,10.742324,9.104789,227,237,166,0.324155539846502
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,34.061006,24.686719,34.283331,31.010352,691,616,515,0.160152565645014
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,23.644833,33.066844,44.802479,33.838052,1084,1499,1443,0.404204287886131
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,8.973317,5.716452,10.949544,8.54643766666667,581,454,513,0.108570900426274
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,18.903104,21.508581,19.628954,20.0135463333333,201,239,154,0.96724431996795
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,9.86407,13.149275,14.571838,12.5283943333333,391,394,303,0.47928008603534
"ADAM18",8,0.00960037,11,0.0141687,11,0.0138781,0.0125490566667,0,0,0,0,0,0,0,1.0125490566667
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,0,0,0,0,0,0,0,1.0101789766667
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,0.175871,0.28972,0.247976,0.237855666666667,6,11,6,1.66295962884203
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,14.849654,14.25824,14.463086,14.52366,1382,1676,1175,0.315487885374325
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,30.45531,32.68447,48.390528,37.1767693333333,1224,1432,1029,0.226874706387675
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,0.264589,0.406801,0.059004,0.243464666666667,8,6,4,3.1696437427253
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,0.651684,0.674166,0.788744,0.704864666666667,24,20,14,0.594975958991075
"ADAM32",157,0.154151,191,0.201289,165,0.170321,0.175253666667,0.915902,4.743727,0.839031,2.16622,58,83,36,0.371185093476448
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,0.541507,0.630154,0.831368,0.667676333333333,18,23,18,11.4241792322011
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,0.067906,0.02098,0.122618,0.0705013333333333,3,1,3,0.958461705169883
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,2.265081,4.232185,7.470717,4.65599433333333,41,65,39,0.399497689266308
"ADAM9",1971,3.1767,2079,3.59653,3509,5.94581,4.23968,10.682031,11.502737,12.462503,11.5490903333333,377,445,328,0.417534646800827
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,0,0,0.059317,0.0197723333333333,0,0,1,1.0438882600267
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,14.234685,4.588657,3.552739,7.45869366666667,508,136,33,7.38252687638805
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,40.162073,43.284464,61.364231,48.270256,489,643,476,0.0855817892780992
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,0.710176,1.783791,0.892537,1.12883466666667,84,197,58,0.502331212820034
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,7.587088,8.243445,8.27368,8.03473766666667,214,262,204,0.274307909253812
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,0.211393,0.27945,0.297526,0.262789666666667,15,22,15,1.08697647985215
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,0.56087,0.968467,0.586154,0.705163666666667,42,81,31,1.03690593923418
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,0.24045,0.264744,0.214627,0.239940333333333,12,15,10,1.23537476668904
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,3.07163,1.239608,0.531282,1.61417333333333,149,45,17,0.401762775230398
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,1.411995,0.853451,1.538275,1.267907,55,54,37,0.446536405593351
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,0.147189,0.945675,0.829666,0.640843333333333,9,26,8,0.627703477683244
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,0.175824,2.047144,0.477721,0.900229666666667,11,49,15,0.735687738798065
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,0.016112,0.074527,0.040071,0.04357,1,4,1,0.967513522491707
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,3.556929,2.233924,2.107003,2.63261866666667,298,186,99,0.289452072040592
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,0.176331,0.196548,0.19162,0.188166333333333,24,29,18,3.99742011429937
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,0.116874,0.274268,0.109096,0.166746,15,38,10,1.34294467976149
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,0.860627,0.362985,0.694859,0.639490333333333,13,27,21,0.66369896254342
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,2.369279,2.937719,5.177745,3.49491433333333,151,167,164,0.521603563374549
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,0.211062,0.449382,0.148566,0.26967,8,16,4,3.5558924759977
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,2.512999,1.057654,1.747753,1.772802,43,41,29,1.16385398837349
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,1.119975,1.214395,1.457011,1.26379366666667,21,44,54,0.558507761528767
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,1.004098,1.776381,1.365861,1.38211333333333,47,95,46,1.60248322917885
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,1.089258,0.855606,0.779536,0.908133333333333,33,31,23,0.620774404304206
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,0.631448,0.521852,1.128889,0.760729666666667,18,20,28,8.50999462533431
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,5.476837,2.295622,2.572993,3.448484,10,10,3,0.955845482040623
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,57.062331,75.582106,67.987821,66.8774193333333,602,900,577,0.0619085115679462
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,1.320459,15.044578,8.125916,8.163651,24,52,21,0.355645364495003
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,90.499122,99.654405,78.045495,89.399674,3324,3711,2823,0.28855045059897
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,54.505339,78.157127,58.321949,63.6614716666667,1010,1399,747,0.0433225009339539
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,2.242743,3.617584,1.425322,2.42854966666667,203,287,100,0.353036935248422
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,50.081633,51.644642,49.027029,50.2511013333333,391,471,308,0.13702964067686
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,0.865768,0.88184,1.068114,0.938574,56,60,47,2.09587218921228
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,0.355735,0.817905,0.128549,0.434063,4,9,1,1.32532252767138
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,7.036778,5.592912,6.381342,6.33701066666667,107,113,70,0.191287259952237
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,17.806512,18.725946,17.522527,18.0183283333333,309,351,205,0.363882840386164
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,4.463708,3.922499,4.011845,4.132684,77,71,39,0.497737635903555
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,8.26322,11.820007,12.255044,10.7794236666667,1388,2194,1476,0.121994112275584
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,0.159158,0.437994,0.487023,0.361391666666667,5,4,3,0.800001664962936
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,52.673477,62.126591,38.152904,50.984324,1084,1239,619,0.0215168775366397
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,37.93581,32.768872,39.729462,36.8113813333333,493,498,442,0.23570927638851
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,0.052475,0.211763,0.531398,0.265212,2,6,5,6.48703932621569
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,24.033085,26.112757,35.668678,28.60484,943,1141,775,0.0634498503172792
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,37.722233,35.042786,42.586132,38.4503836666667,1164,1229,962,0.268055694701271
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,19.699693,9.98426,9.347798,13.0105836666667,679,770,513,0.409398123813828
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,16.629796,19.169303,14.310797,16.7032986666667,834,858,493,0.0600172800187728
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,9.559925,7.271277,10.831919,9.22104033333333,523,645,494,0.227315412543948
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,30.770944,19.176885,8.504428,19.4840856666667,1000,630,186,5.68770321975318
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,12.345314,17.278545,14.464588,14.696149,948,1221,693,0.084887785744962
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,178.214398,172.875606,239.707079,196.932361,3409,3808,2935,0.0987707782321659
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,58.077895,48.929165,56.121603,54.376221,5598,5463,4263,0.135771031877925
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,209.81734,182.717742,285.808152,226.114411333333,1125,1260,1432,0.0429976971049073
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,0.079156,0.085007,0.096214,0.0867923333333333,7,8,6,1.19322980133892
"ADGRA1",75,0.215689,82,0.253116,24,0.072563,0.180456,1.652268,2.280675,1.787079,1.906674,77,123,63,0.406119158873682
"ADGRA2",1605,4.61885,1784,5.51054,1627,4.92249,5.01729333333,0.432798,2.175161,1.219293,1.27575066666667,19,94,41,2.64409164917158
"ADGRA3",388,0.396402,603,0.661245,564,0.60579,0.554479,44.940705,26.692998,48.172702,39.9354683333333,427,350,324,0.0379738906940562
"ADGRB1",766,1.40008,581,1.13983,715,1.37394,1.30461666667,13.615388,23.878413,22.757814,20.0838716666667,467,780,495,0.109307090419905
"ADGRB2",536,2.47872,328,1.62809,225,1.09392,1.73357666667,21.653954,24.004818,27.136658,24.2651433333333,1013,1310,846,0.108195573268863
"ADGRB3",1909,0.442176,3346,0.831871,2361,0.574942,0.616329666667,16.821213,17.98073,16.318507,17.04015,516,623,413,0.0895962431945965
"ADGRD1",279,0.259865,304,0.303919,601,0.588513,0.384099,2.313068,1.045361,1.304333,1.554254,30,37,19,0.54187993833033
"ADGRE1",71,0.2345,35,0.124077,287,0.996562,0.451713,0,0,0,0,0,0,0,1.451713
"ADGRE5",323,1.99921,240,1.59444,349,2.27102,1.95489,1.364574,1.447979,0.686546,1.16636633333333,8,21,9,1.36398445384506
"ADGRF1",4,0.015653,2,0.00840055,1,0.0041141,0.00938921666667,0.170765,0.110177,0.038495,0.106479,10,12,2,0.912253388149861
"ADGRF2",1,0.00422366,4,0.0181338,2,0.0088809,0.0104127866667,0.045744,0.034567,0,0.0267703333333333,3,2,0,0.9840689332993
"ADGRF3",59,0.266716,29,0.140713,70,0.332685,0.246704666667,0.403357,0.467937,0.298961,0.390085,20,12,10,0.896854988484157
"ADGRF4",0,0,4,0.0207437,3,0.0152386,0.0119941,0.89767,0.625015,0.070826,0.531170333333333,36,27,2,0.660928492388502
"ADGRF5",957,1.63233,1206,2.20793,1096,1.96538,1.93521333333,0.07962,0.148816,0.018554,0.08233,6,12,1,2.7119393653784
"ADGRG1",3435,10.9249,3158,10.7806,4000,13.3748,11.6934333333,38.153179,46.615681,24.604581,36.4578136666667,834,986,417,0.338872776885955
"ADGRG2",1018,1.33385,1562,2.19675,1412,1.94506,1.82522,3.775312,6.649666,9.579295,6.668091,238,441,424,0.368438507054755
"ADGRG3",6,0.0496728,9,0.0799742,4,0.0348149,0.0548206333333,0,0.341854,0,0.113951333333333,0,5,0,0.946918058059957
"ADGRG4",4,0.00602785,4,0.00646998,3,0.00475293,0.00575025333333,0.920553,0.305711,0.19708,0.474448,116,43,19,0.682119853215122
"ADGRG5",144,0.512993,309,1.18154,148,0.554305,0.749612666667,0.136137,0.543932,0.392484,0.357517666666667,6,12,4,1.28883233686609
"ADGRG6",1857,2.24645,2427,3.15133,1778,2.26128,2.55302,1.056112,0.392774,0.25247,0.567118666666667,26,18,8,2.267230986124
"ADGRG7",86,0.174945,66,0.144108,93,0.198895,0.172649333333,0.080335,0.37325,0.112855,0.188813333333333,3,10,2,0.986403248056605
"ADGRL1",1569,4.68993,1428,4.58154,1122,3.52593,4.2658,47.623211,65.292987,51.742662,54.8862866666667,3580,4449,2943,0.0942234725919048
"ADGRL2",70,0.0178192,91,0.0248641,124,0.0331857,0.0252896666667,66.130506,58.935871,59.74284,61.6030723333333,1700,1401,1040,0.0163776253856599
"ADGRL3",1814,0.361318,2586,0.552868,1847,0.386774,0.433653333333,17.729986,16.566549,19.430168,17.908901,1545,1475,1244,0.0758189665984818
"ADGRL4",524,0.233311,711,0.339793,496,0.23218,0.268428,4.199905,1.046918,3.482546,2.90978966666667,42,15,21,0.3244235900499
"ADGRV1",2309,0.63515,3095,0.913805,1742,0.503778,0.684244333333,2.788787,2.591459,7.139199,4.17314833333333,55,77,98,0.325574335937851
"ADH1A",431,5.14488,353,4.52286,738,9.26173,6.30982333333,0,0,0,0,0,0,0,7.30982333333
"ADH1B",9429,34.4682,8532,33.4769,14899,57.2597,41.7349333333,0.056647,0.053723,0.027744,0.046038,3,3,1,40.854092617381
"ADH1C",518,5.56887,480,5.53884,923,10.4322,7.17997,0,0,0,0,0,0,0,8.17997
"ADH4",30,0.153532,39,0.214231,62,0.333586,0.233783,0.219038,0.046003,0.059255,0.108098666666667,2,1,1,1.11342341355884
"ADH5",2295,22.4941,2982,31.3714,2871,29.584,27.8165,51.716203,53.859049,59.725452,55.1002346666667,1109,1257,965,0.513660952957155
"ADH6",21,0.217082,26,0.288481,26,0.282563,0.262708666667,0.14712,0.258936,0.135078,0.180378,1,2,1,1.0697494079583
"ADH7",1,0.00744129,4,0.0319483,5,0.0391162,0.0261685966667,0,0,0,0,0,0,0,1.0261685966667
"ADHFE1",637,3.05589,970,4.99471,1273,6.42044,4.82368,1.533176,2.904502,1.884413,2.10736366666667,19,29,9,1.87415462904192
"ADI1",2244,17.6859,3013,25.4884,2666,22.0903,21.7548666667,7.688085,7.474887,5.776141,6.97970433333333,239,264,168,2.85159270521427
"ADIG",2,0.0480669,1,0.0257962,1,0.025267,0.0330433666667,0,0,0,0,0,0,0,1.0330433666667
