"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Heart-S3","Heart-S9","Heart-S15","Heart-S3_read","Heart-S9_read","Heart-S15_read","Mm_Avg_TPM","FoldChange"
"ZNF101",4.147052,6.07341,6.225809,5.48209033333333,91,105,66,"Zfp81",0.793882,0.746111,0.486974,81,63,51,0.675655666666667,3.86839042309209
"ZNF101",4.147052,6.07341,6.225809,5.48209033333333,91,105,66,"Zfp472",0.331076,0.428158,0.29766,23,27,15,0.352298,4.79338898181712
"ZNF101",4.147052,6.07341,6.225809,5.48209033333333,91,105,66,"Zfp101",1.90272,0.650188,0.884997,75,51,53,1.14596833333333,3.02058992793463
"ZNF101",4.147052,6.07341,6.225809,5.48209033333333,91,105,66,"Zfp955a",1.445705,1.719262,1.742865,163,178,141,1.635944,2.45911534286515
"ZNF106",7.560205,6.476862,7.060689,7.03258533333333,774,807,515,"Zfp106",69.750856,76.729846,88.364493,11164,10218,9155,78.2817316666667,0.101316976363554
"ZNF112",4.298749,2.622876,3.104747,3.342124,139,102,90,"Zfp112",0.657655,0.431635,0.454685,58,37,29,0.514658333333333,2.86673496223021
"ZNF12",6.228685,9.941087,9.06704,8.41227066666667,314,340,281,"Zfp12",0.798672,0.897693,1.510916,87,101,85,1.06909366666667,4.54898239664033
"ZNF121",7.678609,5.476744,5.445686,6.20034633333333,347,380,244,"Zfp560",2.598555,2.171648,0.699515,51,45,26,1.82323933333333,2.55038467632571
"ZNF124",6.05912,8.003353,6.719952,6.927475,114,107,102,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,6.19909822483541
"ZNF131",27.342227,29.157416,28.010985,28.1702093333333,339,389,272,"Zfp131",8.74735,14.6273,3.120922,236,248,194,8.83185733333333,2.96690730391667
"ZNF134",7.845864,9.134437,8.974901,8.651734,492,590,386,"Zfy2",0,0,0,0,0,0,0,9.651734
"ZNF134",7.845864,9.134437,8.974901,8.651734,492,590,386,"Zfy1",0,0,0,0,0,0,0,9.651734
"ZNF142",9.636289,10.882985,11.685303,10.734859,411,431,318,"Zfp142",1.054647,0.73907,1.283049,175,133,122,1.02558866666667,5.79330798651783
"ZNF143",17.228591,27.39234,15.810231,20.1437206666667,147,177,140,"Zfp143",1.139868,1.051877,1.006779,92,66,66,1.06617466666667,10.2332687588206
"ZNF146",21.173756,26.330614,31.513411,26.3392603333333,772,1017,749,"Zfp146",4.099129,3.385593,4.417775,198,191,180,3.967499,5.50362674120988
"ZNF148",5.729963,10.716088,8.904379,8.45014333333333,454,488,366,"Zfp148",2.641392,2.488897,3.468742,502,395,436,2.86634366666667,2.44420676175449
"ZNF154",9.440497,9.561092,9.437794,9.47979433333333,546,598,416,"Zfy1",0,0,0,0,0,0,0,10.4797943333333
"ZNF154",9.440497,9.561092,9.437794,9.47979433333333,546,598,416,"Zfy2",0,0,0,0,0,0,0,10.4797943333333
"ZNF160",7.294419,7.89273,9.119065,8.10207133333333,370,389,310,"Zfp160",1.515773,1.515272,1.661747,133,116,100,1.564264,3.54958433817007
"ZNF169",2.678307,2.232179,4.473772,3.128086,77,70,75,"Zfp169",0.98465,0.443662,0.337338,43,29,17,0.58855,2.5986503415064
"ZNF174",5.93756,5.998971,6.527419,6.15465,126,123,102,"Zfp174",0.248416,0.232555,0.230488,48,42,32,0.237153,5.78315697411719
"ZNF18",4.795039,4.736131,4.026725,4.51929833333333,116,134,83,"Zkscan6",0.759126,0.594038,0.729747,55,40,38,0.694303666666667,3.2575614642869
"ZNF180",3.500733,3.041573,5.196159,3.91282166666667,143,131,128,"Zfp180",1.87637,1.787992,1.988175,233,217,156,1.884179,1.7033691968032
"ZNF182",4.250294,3.998634,3.97995,4.07629266666667,202,203,134,"Zfp182",0.608516,0.501591,0.597214,59,41,38,0.569107,3.23514754995463
"ZNF185",1.036551,0.705092,0.54186,0.761167666666667,39,37,17,"Zfp185",0.271135,0.056443,0.060672,6,6,5,0.129416666666667,1.55936043680366
"ZNF189",9.508967,9.186881,11.454884,10.050244,360,379,301,"Zfp189",0.796112,0.817055,0.633046,71,69,40,0.748737666666667,6.31898323609811
"ZNF195",25.891491,26.291672,31.032864,27.7386756666667,800,720,657,"Zfp54",0.326661,0.232914,0.300436,17,17,13,0.286670333333333,22.3356946392122
"ZNF2",1.071627,1.758694,2.03012,1.620147,55,71,56,"Zfp661",0.379938,0.321206,0.205151,29,25,13,0.302098333333333,2.01224971488328
"ZNF20",3.73992,3.515275,3.642149,3.632448,66,48,43,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,3.62246493031417
"ZNF200",5.117764,5.287785,5.42751,5.27768633333333,165,174,126,"Zfp65",0.830795,0.907994,1.234806,60,65,57,0.991198333333333,3.15271775204044
"ZNF202",6.239822,7.701435,8.709342,7.55019966666667,230,281,202,"Zfp202",0.369469,0.421441,0.391474,45,44,34,0.394128,6.13300906851212
"ZNF205",12.274538,12.565149,11.626738,12.155475,167,204,122,"Zfp13",0.397819,1.164416,0.543366,18,24,13,0.701867,7.73002531925233
"ZNF207",69.669615,75.272587,82.606292,75.849498,1363,1502,1208,"Zfp207",9.459761,9.667109,8.21742,637,578,424,9.11476333333333,7.59775542614443
"ZNF212",3.206222,4.611577,3.816616,3.87813833333333,95,105,98,"Zfp212",0.76465,1.060416,0.925803,72,86,62,0.916956333333333,2.54473106586152
"ZNF213",5.371335,7.593558,5.941662,6.302185,197,301,181,"Zfp213",0.620463,0.735132,0.735914,56,65,47,0.697169666666667,4.30256629223281
"ZNF217",0.446237,0.66821,1.583767,0.899404666666667,34,55,54,"Zfp217",0.754786,0.806015,1.052769,140,101,94,0.87119,1.01507846165631
"ZNF219",5.96844,5.869942,7.292841,6.37707433333333,99,115,71,"Zfp219",3.973865,3.769734,3.059777,177,200,141,3.60112533333333,1.60331957921019
"ZNF22",8.791455,8.333747,11.93684,9.68734733333333,231,235,224,"Zfp422",3.186302,2.802119,4.196799,218,185,159,3.39507333333333,2.43166530402982
"ZNF226",13.589265,12.054192,12.14331,12.595589,233,219,154,"Zfp61",0.545502,0.679724,1.083541,17,13,20,0.769589,7.6829077260313
"ZNF23",9.408951,14.76954,9.941585,11.3733586666667,269,355,212,"Zfp612",1.423844,1.358977,1.134415,208,195,124,1.30574533333333,5.36631625695581
"ZNF233",1.451318,1.70258,2.334237,1.82937833333333,53,49,45,"Zfp109",0.322098,0.174038,0.209573,26,15,13,0.235236333333333,2.29055627411651
"ZNF233",1.451318,1.70258,2.334237,1.82937833333333,53,49,45,"Zfp93",0.597579,0.436571,2.752124,46,32,37,1.26209133333333,1.25077988304038
"ZNF233",1.451318,1.70258,2.334237,1.82937833333333,53,49,45,"Zfp108",0.333822,0.18302,0.291207,22,14,17,0.269349666666667,2.22899836635505
"ZNF233",1.451318,1.70258,2.334237,1.82937833333333,53,49,45,"Zfp235",0.647383,0.482082,0.675008,54,32,40,0.601491,1.76671510069887
"ZNF233",1.451318,1.70258,2.334237,1.82937833333333,53,49,45,"Zfp114",0.092577,0.021596,0.014669,1,2,1,0.0429473333333333,2.71286789169923
"ZNF236",2.893433,9.940681,3.912623,5.58224566666667,160,208,146,"Zfp236",5.027624,5.141506,6.613805,291,248,198,5.59431166666667,0.998170241169978
"ZNF239",5.594179,4.438191,6.369974,5.467448,117,106,90,"Zfp239",0.011082,0,0.015423,1,0,1,0.008835,6.41080850684205
"ZNF24",10.32074,11.188125,13.806234,11.7716996666667,873,941,836,"Zfp24",3.843056,4.475989,5.307139,407,356,382,4.54206133333333,2.30450348678927
"ZNF248",13.510183,15.467833,22.340276,17.1060973333333,823,860,674,"Zfp248",0.412797,0.191329,0.188806,27,18,12,0.264310666666667,14.320924287596
"ZNF25",14.45678,14.439269,14.850212,14.582087,705,726,532,"Zfp9",0.681256,0.589914,0.75039,84,69,68,0.673853333333333,9.30911131202256
"ZNF250",7.239244,10.191086,8.493232,8.64118733333333,352,358,238,"Zfp647",0.180381,0.145178,0.165212,9,6,6,0.163590333333333,8.28572312534967
"ZNF251",17.575646,12.388208,18.47606,16.146638,475,467,417,"Zfp251",1.373368,1.211644,1.808673,175,151,138,1.46456166666667,6.95727691942516
"ZNF256",1.286593,2.017263,1.873382,1.725746,35,56,35,"Zfy2",0,0,0,0,0,0,0,2.725746
"ZNF256",1.286593,2.017263,1.873382,1.725746,35,56,35,"Zfy1",0,0,0,0,0,0,0,2.725746
"ZNF257",0.224778,0.324638,0.215188,0.254868,2,2,3,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,0.934637975269336
"ZNF260",6.67858,9.856929,8.340205,8.29190466666667,437,503,400,"Zfp260",7.969069,7.055562,6.304345,418,379,301,7.10965866666667,1.14578246121004
"ZNF263",10.793437,11.43042,12.434434,11.5527636666667,281,332,244,"Zfp263",1.098911,1.131916,1.654744,115,85,78,1.29519033333333,5.46916021924689
"ZNF266",6.942573,5.529782,6.812804,6.42838633333333,255,248,178,"Zfp266",2.609666,2.255488,3.838269,293,229,272,2.901141,1.90415735635634
"ZNF273",3.764817,4.178992,4.858843,4.26755066666667,114,145,125,"Gm10037",0.200091,0.101969,0.725814,2,1,5,0.342624666666667,3.92332332143458
"ZNF274",8.254054,12.904032,9.214932,10.1243393333333,246,347,195,"Zfp110",2.936181,3.355775,3.419161,273,281,231,3.237039,2.62549845147362
"ZNF274",8.254054,12.904032,9.214932,10.1243393333333,246,347,195,"Zfp369",2.260335,2.894067,3.374089,138,157,125,2.84283033333333,2.89482968759745
"ZNF276",13.661454,16.714792,22.596565,17.6576036666667,308,340,259,"Zfp276",1.511637,2.039975,1.217429,123,131,75,1.58968033333333,7.20459719545823
"ZNF277",6.832848,11.784793,11.424232,10.0139576666667,120,176,105,"Zfp277",2.142698,1.762083,2.224648,152,117,112,2.043143,3.61927049325867
"ZNF280B",1.534668,1.480806,1.536058,1.51717733333333,110,114,78,"Zfp280b",0.518693,0.444987,0.483807,86,68,58,0.482495666666667,1.69793233796973
"ZNF280C",1.624911,1.449451,1.866617,1.646993,100,96,82,"Zfp280c",0.913917,0.672072,0.814224,61,50,46,0.800071,1.47049366386104
"ZNF280D",8.944059,5.017522,13.053376,9.00498566666667,235,244,226,"Zfp280d",3.104716,5.160364,2.061558,168,170,102,3.44221266666667,2.25225274371526
"ZNF281",7.234175,6.383671,8.642215,7.42002033333333,470,448,399,"Zfp281",1.140785,0.944656,1.16975,182,143,132,1.08506366666667,4.03825574630735
"ZNF282",44.507905,65.35492,70.858829,60.2405513333333,250,326,233,"Zfp282",0.34919,0.391359,0.398386,64,70,53,0.379645,44.388629925331
"ZNF286A",39.515544,42.812897,34.37035,38.899597,762,818,607,"Zfp286",0.051785,0.153725,0.200801,4,10,1,0.135437,35.1403001663677
"ZNF287",8.619642,8.003502,5.066977,7.23004033333333,241,238,163,"Zfp287",0.319217,0.317497,0.566604,25,23,36,0.401106,5.87395980984546
"ZNF292",10.082819,8.719929,13.572735,10.7918276666667,538,572,473,"Zfp292",1.032588,0.814076,0.986646,347,253,238,0.944436666666667,6.0643927718568
"ZNF296",0.113993,0.487118,0,0.200370333333333,2,10,0,"Zfp296",0.020545,0.042567,0.270244,1,2,7,0.111118666666667,1.08032595378351
"ZNF304",3.084288,3.586413,3.859646,3.51011566666667,169,215,158,"Zfy1",0,0,0,0,0,0,0,4.51011566666667
"ZNF304",3.084288,3.586413,3.859646,3.51011566666667,169,215,158,"Zfy2",0,0,0,0,0,0,0,4.51011566666667
"ZNF316",18.527468,22.821328,24.028352,21.7923826666667,630,732,505,"Zfp316",0.461471,0.357618,0.553738,74,74,53,0.457609,15.6368289895759
"ZNF317",5.955573,10.009605,10.580245,8.84847433333333,308,387,289,"Zfp317",2.061949,2.11823,2.373179,203,183,162,2.18445266666667,3.09267411521687
"ZNF318",9.866527,9.453188,10.762597,10.0274373333333,758,808,614,"Zfp318",2.078172,1.916512,1.431947,204,169,138,1.808877,3.92592389532661
"ZNF319",2.885102,5.455402,8.32535,5.55528466666667,140,173,132,"Zfp319",0.51825,0.710738,0.693358,131,174,125,0.640782,3.9952197590336
"ZNF32",27.600452,26.870431,30.583213,28.3513653333333,282,330,250,"Zfp637",4.482693,5.336481,5.941745,102,112,88,5.25363966666667,4.69348521786166
"ZNF322",8.218564,9.176191,10.270201,9.221652,537,638,477,"Zfp322a",2.222425,2.003978,2.452212,218,186,177,2.226205,3.16832067398073
"ZNF324",4.992389,6.864199,9.045754,6.96744733333333,230,336,261,"Zfp324",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,5.31391181415848
"ZNF324B",3.118368,4.50666,5.004186,4.209738,80,105,63,"Zfp324",0.34713,0.381774,0.769165,52,54,36,0.499356333333333,3.47464967745048
"ZNF326",11.29805,11.290584,13.033367,11.8740003333333,651,652,569,"Zfp326",2.319237,2.045825,2.712291,141,98,91,2.35911766666667,3.83255414393045
"ZNF329",8.684365,12.347391,11.207611,10.7464556666667,341,476,307,"Zfp329",0.995088,0.899425,1.196993,170,95,74,1.030502,5.78500078634085
"ZNF330",12.672992,13.630353,11.475186,12.5928436666667,168,204,106,"Zfp330",3.259412,3.91147,4.278397,159,154,124,3.81642633333333,2.82218448408395
"ZNF334",4.746878,4.8647,5.310902,4.97416,195,213,159,"Zfp334",0.228503,0.259305,0.174479,64,68,35,0.220762333333333,4.89379450600131
"ZNF335",5.498366,5.008999,6.176755,5.56137333333333,299,308,246,"Zfp335",0.689189,0.644544,0.877005,113,102,102,0.736912666666667,3.77760693398901
"ZNF337",8.091553,7.569665,7.67228,7.77783266666667,356,383,246,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,6.86405783705854
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp991",0.517926,0.458566,2.402252,49,39,43,1.126248,3.79333141446028
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp760",0.34764,0.25869,0.312501,50,34,32,0.306277,6.17446631406152
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Gm7072",1.231313,1.410607,1.532026,150,158,133,1.39131533333333,3.37285644469585
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp946",0.784829,0.877007,0.594024,71,70,39,0.751953333333333,4.60375466622018
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp995",0.136595,0.308499,0.339454,6,7,9,0.261516,6.39354818593925
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp988",0.02797,0.011742,0.038288,3,1,3,0.026,7.86117283950617
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp979",1.520502,0.922014,1.742759,114,64,100,1.39509166666667,3.3675384727794
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp987",1.034333,0,0,1,0,0,0.344777666666667,5.99769280324653
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Rex2",0.115764,0.010848,0.002521,3,1,0,0.0430443333333333,7.73271382200757
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp980",0.012783,0.021371,0.024726,2,3,2,0.0196266666666667,7.91031030965582
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp985",0.273481,0.184693,0.186913,25,15,12,0.215029,6.63816528933329
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp978",0.032957,0.051927,0.370319,1,1,4,0.151734333333333,7.00297203955889
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp992",0.393385,0.482969,0.463887,62,69,52,0.446747,5.57496461602017
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp994",0.34551,0.331293,0.304387,59,52,37,0.327063333333333,6.07775313411317
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp990",0.051517,0.046212,0,5,4,0,0.0325763333333333,7.81110613614038
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp984",0.981744,1.218725,1.315768,90,96,82,1.172079,3.71329188916855
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp944",0.909513,0.885952,1.038155,86,76,70,0.94454,4.14780016524902
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp942",1.256206,1.213081,1.676391,120,112,98,1.38189266666667,3.38619932216369
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp943",3.616584,2.880002,3.690874,298,221,212,3.39582,1.8348256601347
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp534",0.049467,0,0.043611,5,0,3,0.031026,7.82285154140956
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp947",0.058133,0.125221,0.174053,6,11,12,0.119135666666667,7.20695763129105
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp945",1.358902,1.309235,1.335779,208,194,152,1.33463866666667,3.45473732123572
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp981",0.08606,0.036987,0.025802,5,3,2,0.0496163333333333,7.68429670651086
"ZNF34",5.814104,6.059488,9.323098,7.06556333333333,149,147,146,"Zfp820",0.170214,0.145689,0.141248,21,17,13,0.152383666666667,6.99902607667412
"ZNF341",0.767826,1.050886,1.302589,1.04043366666667,33,50,40,"Zfp341",0.230212,0.208403,0.323781,26,22,23,0.254132,1.6269688251848
"ZNF345",1.547455,3.816036,3.003229,2.78890666666667,27,42,27,"Zfp11",0.275845,0.347216,0.394425,36,42,37,0.339162,2.82931166406056
"ZNF346",21.142523,28.439653,30.046216,26.5427973333333,278,328,249,"Zfp346",3.614675,2.801879,4.425594,235,197,188,3.61404933333333,5.9693330832758
"ZNF35",3.361188,4.073076,5.914807,4.44969033333333,76,82,76,"Zfp105",0.188409,0.368595,0.493751,11,20,16,0.350251666666667,4.03605525389711
"ZNF354A",8.190232,6.879831,9.093927,8.05466333333333,233,232,179,"Zfp354a",0.309592,0.452581,0.325619,30,22,15,0.362597333333333,6.6451497532164
"ZNF354B",7.425003,6.644532,6.461467,6.84366733333333,160,157,112,"Zfp354b",0.168659,0.218389,0.21655,13,12,10,0.201199333333333,6.52986320893729
"ZNF354C",2.046966,1.958488,2.18391,2.06312133333333,159,163,121,"Zfp354c",0.164979,0.264885,0.284041,30,32,30,0.237968333333333,2.47431315555998
"ZNF358",21.665607,20.33301,29.434367,23.8109946666667,340,413,304,"Zfp358",3.014336,3.802788,3.501112,203,202,167,3.439412,5.58880200050517
"ZNF362",52.189388,55.526025,41.616312,49.7772416666667,432,530,409,"Zfp362",1.37507,1.280374,1.388841,125,114,88,1.348095,21.6248668246671
"ZNF365",3.70916,4.394796,4.230764,4.11157333333333,175,240,158,"Zfp365",0.056782,0.041875,0.078399,7,5,6,0.0590186666666667,4.82670749272282
"ZNF366",0.023578,0,0.016507,0.0133616666666667,2,0,1,"Zfp366",1.180416,1.446454,1.42453,256,294,222,1.35046666666667,0.431132115608248
"ZNF367",0.312475,0.408863,0.503713,0.408350333333333,14,20,16,"Zfp367",3.954163,4.006298,3.595606,269,260,176,3.85202233333333,0.29026048038938
"ZNF382",13.907004,14.44927,18.507853,15.6213756666667,718,721,602,"Zfp382",0.09403,0.11788,0.422935,6,7,12,0.211615,13.7183640567892
"ZNF383",4.088243,6.808301,3.692562,4.86303533333333,149,179,112,"Zfp383",1.330536,1.113419,1.298527,115,82,78,1.247494,2.60869899244818
"ZNF384",23.361187,21.15454,28.244132,24.2532863333333,466,476,427,"Zfp384",2.546816,2.719534,2.486749,210,223,167,2.58436633333333,7.04539770348994
"ZNF385B",4.254267,2.743344,6.068194,4.35526833333333,48,49,38,"Zfp385b",0.810727,0.730355,1.06454,50,44,43,0.868540666666667,2.86601647417539
"ZNF385C",0.487629,0.793531,1.027371,0.769510333333333,15,26,22,"Zfp385c",0.010946,0,0.073946,1,0,1,0.0282973333333333,1.72081583407134
"ZNF394",4.919103,4.113587,9.806677,6.279789,137,166,115,"Zkscan14",0.803671,0.617439,0.659603,49,36,30,0.693571,4.29848468118549
"ZNF395",4.035448,8.173531,11.013571,7.74085,158,171,119,"Zfp395",1.782361,2.810143,1.446311,148,96,107,2.01293833333333,2.90110484615517
"ZNF397",11.766626,35.883216,28.574256,25.4080326666667,445,564,372,"Zfp397",2.646472,3.959389,3.792117,377,353,294,3.46599266666667,5.91313838550862
"ZNF398",3.911417,3.54364,4.008918,3.821325,284,279,205,"Zfp398",0.583151,0.590711,0.600707,128,120,90,0.591523,3.02937814910623
"ZNF407",1.329259,1.738907,1.863544,1.64390333333333,141,143,116,"Zfp407",0.682397,0.613586,0.584697,118,152,107,0.626893333333333,1.62512395813698
"ZNF408",4.058251,4.848828,3.601429,4.16950266666667,74,103,64,"Zfp408",0.562407,0.455475,0.447467,37,34,39,0.488449666666667,3.47307858803422
"ZNF410",18.945933,18.517579,25.028092,20.8305346666667,378,365,314,"Zfp410",5.40953,5.75643,6.429353,184,200,157,5.86510433333333,3.17992758837897
"ZNF414",17.541774,21.736259,23.085575,20.7878693333333,60,87,66,"Zfp414",1.352766,1.885337,1.569648,34,44,32,1.60258366666667,8.37163070389924
"ZNF418",10.675074,9.481841,9.040514,9.73247633333333,148,138,100,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,8.62462167165479
"ZNF418",10.675074,9.481841,9.040514,9.73247633333333,148,138,100,"Zfy2",0,0,0,0,0,0,0,10.7324763333333
"ZNF418",10.675074,9.481841,9.040514,9.73247633333333,148,138,100,"Zfy1",0,0,0,0,0,0,0,10.7324763333333
"ZNF419",7.525445,8.809079,8.236398,8.19030733333333,245,304,215,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,7.38533413300496
"ZNF419",7.525445,8.809079,8.236398,8.19030733333333,245,304,215,"Zfy2",0,0,0,0,0,0,0,9.19030733333333
"ZNF419",7.525445,8.809079,8.236398,8.19030733333333,245,304,215,"Zfy1",0,0,0,0,0,0,0,9.19030733333333
"ZNF420",10.128552,10.745489,12.319917,11.0646526666667,163,204,130,"Zfp790",1.026635,1.232275,1.652629,110,123,83,1.30384633333333,5.23674365434384
"ZNF423",14.297145,10.027184,14.609291,12.9778733333333,531,514,440,"Zfp423",0.218752,0.546717,0.561309,23,20,32,0.442259333333333,9.69165046138258
"ZNF426",3.194241,4.035036,4.331266,3.85351433333333,255,352,218,"Zfp426",2.064629,2.490551,1.731686,104,84,74,2.095622,1.56786401354343
"ZNF428",71.820802,72.046565,91.651371,78.506246,694,780,606,"Zfp428",1.10082,1.761043,1.815772,35,64,37,1.55921166666667,31.0666941056719
"ZNF433",5.332483,4.185949,6.369502,5.295978,87,79,92,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,2.2631018454505
"ZNF436",9.409149,9.983178,13.518418,10.9702483333333,527,594,531,"Zfp46",5.466062,5.874904,8.235843,353,335,357,6.525603,1.59060321589291
"ZNF438",0.882944,1.086313,1.192517,1.05392466666667,30,43,34,"Zfp438",0.598627,0.637542,0.690749,60,59,50,0.642306,1.25063457520503
"ZNF439",3.631341,2.756421,1.941256,2.77633933333333,103,79,42,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,2.95300817191386
"ZNF44",4.069058,5.394188,4.630539,4.69792833333333,130,157,97,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,2.04813170033494
"ZNF440",7.430154,7.046816,7.997181,7.49138366666667,282,295,215,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,6.64006148419639
"ZNF441",3.654247,3.592434,3.846941,3.697874,219,219,127,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,1.68866017624171
"ZNF442",1.159969,1.013834,1.556682,1.243495,53,45,25,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,0.806428750983401
"ZNF443",1.544609,1.708443,1.496974,1.583342,51,62,36,"Zfp961",1.362408,2.111406,1.872224,58,88,62,1.78201266666667,0.928587432743537
"ZNF444",9.965809,12.835424,10.996528,11.2659203333333,166,248,139,"Zfp444",0.64447,1.121387,1.803816,33,44,24,1.189891,5.60115564351529
"ZNF445",9.09522,10.35726,11.908851,10.453777,1546,1913,1416,"Zfp445",9.679515,11.372389,8.813148,1190,1070,768,9.95501733333333,1.04552796691148
"ZNF446",4.405902,5.293863,6.359608,5.35312433333333,149,134,129,"Zfp446",0.508935,0.368057,0.49799,60,41,39,0.458327333333333,4.35644603794941
"ZNF449",5.85897,6.001516,4.600771,5.48708566666667,262,273,154,"Zfp449",0.605455,0.680989,0.672749,74,77,59,0.653064333333333,3.92427901071807
"ZNF45",8.635828,8.975823,9.772924,9.12819166666667,196,167,142,"Zfp94",0.453733,0.532755,0.201803,12,10,6,0.396097,7.25464754001095
"ZNF451",10.616246,10.962989,10.789059,10.7894313333333,447,475,341,"Zfp451",2.080048,2.227571,2.57107,198,150,149,2.29289633333333,3.58026191532095
"ZNF454",0.620464,1.003476,0.575228,0.733056,19,27,12,"Zfp454",0.03474,0.175903,0.114687,2,9,4,0.108443333333333,1.56350437400198
"ZNF460",0.09825,0.420639,0.444634,0.321174333333333,5,13,11,"Zfp113",0.923958,0.934476,0.966197,74,84,72,0.941543666666667,0.680476239610715
"ZNF462",13.318124,14.184461,8.93773,12.1467716666667,575,676,495,"Zfp462",0.273061,0.636916,0.277334,65,55,44,0.395770333333333,9.41900780715834
"ZNF467",4.416529,5.026119,7.885571,5.776073,90,144,155,"Zfp467",1.679347,1.543732,1.54542,43,58,27,1.58949966666667,2.61674990239427
"ZNF469",0.805729,0.969367,1.246536,1.00721066666667,133,190,143,"Zfp469",0.150912,0.169171,0.104217,55,58,35,0.141433333333333,1.75850013141372
"ZNF473",4.352744,4.2459,4.919609,4.50608433333333,195,211,155,"Zfp473",0.032109,0.018599,0.017795,10,5,4,0.0228343333333333,5.38316338618538
"ZNF474",0.168423,0.077423,0.339845,0.195230333333333,4,2,3,"Zfp474",0,0,0,0,0,0,0,1.19523033333333
"ZNF48",12.096606,9.640377,14.236627,11.9912033333333,377,383,341,"Zfp553",0.623484,0.6753,0.970964,65,67,72,0.756582666666667,7.39572556410667
"ZNF480",2.73678,3.417003,3.177459,3.110414,177,218,147,"Zfy2",0,0,0,0,0,0,0,4.110414
"ZNF480",2.73678,3.417003,3.177459,3.110414,177,218,147,"Zfp956",0.224967,0.264254,0.243978,19,12,16,0.244399666666667,3.30313010369927
"ZNF480",2.73678,3.417003,3.177459,3.110414,177,218,147,"Zfy1",0,0,0,0,0,0,0,4.110414
"ZNF483",1.785456,1.607998,1.736781,1.71007833333333,295,296,216,"Zkscan16",0,0.012616,0.01616,0,1,1,0.009592,2.68433023769338
"ZNF487",4.743634,17.490663,8.524854,10.2530503333333,64,73,42,"Zfp763",0.530416,0.345619,0.715043,57,34,38,0.530359333333333,7.35320789583623
"ZNF488",0.390303,0.63094,0.349702,0.456981666666667,18,32,11,"Zfp488",0.123036,0.143483,0.066869,17,19,7,0.111129333333333,1.31126199530328
"ZNF491",3.605419,2.290589,3.360608,3.08553866666667,69,82,74,"Zfp78",0.139262,0.345303,0.351868,9,17,9,0.278811,3.19479474814235
"ZNF496",10.227501,10.779115,12.746751,11.2511223333333,538,619,474,"Zkscan17",2.102805,1.279718,1.9565,185,168,161,1.77967433333333,4.4073948470942
