"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Mm_genes","Brain_3_HB-S6","Brain_3_HB-S12","Brain_3_HB-S18","Brain_3_HB-S6_read","Brain_3_HB-S12_read","Brain_3_HB-S18_read","Mm_Avg_TPM","FoldChange"
"TMEM140",1.207239,2.238062,2.096638,30,61,37,0,"Tmem140",3.917467,3.014166,3.885977,17,68,36,3.60587,0.217114247688276
"TMEM141",14.339398,21.846028,19.300688,99,147,90,0,"Tmem141",43.077889,68.909625,65.643154,49,190,120,59.2102226666667,0.0166084753669847
"TMEM143",7.799909,11.040832,8.744571,96,128,74,0,"Tmem143",91.288113,74.242909,64.043861,100,400,233,76.524961,0.012899071306853
"TMEM144",0.364354,1.317159,0.317896,10,21,6,0,"Tmem144",26.978968,34.816951,41.186365,74,304,167,34.327428,0.0283066177362247
"TMEM145",53.890803,60.484961,54.22631,475,504,366,0,"Tmem145",20.752195,25.004182,27.490386,291,1253,798,24.4155876666667,0.0393459326266743
"TMEM147",46.546985,43.323648,41.383472,404,426,271,0,"Tmem147",68.031036,83.634573,78.489147,214,979,519,76.718252,0.0128669903692636
"TMEM14A",62.024885,62.470405,65.456541,603,642,456,0.471793333333333,"Tmem14a",12.311925,16.311468,13.267297,83,419,195,13.9635633333333,0.0983584792303259
"TMEM14C",39.101314,38.963528,39.029559,401,412,268,0,"Tmem14c",29.334193,27.532192,27.789248,140,503,287,28.2185443333333,0.0342248398343093
"TMEM150A",7.834215,7.98954,9.191195,88,114,74,0,"Tmem150a",4.20057,3.815056,2.986506,19,97,38,3.66737733333333,0.214253086601383
"TMEM150B",0,0.068024,0,0,1,0,0.525021333333333,"Tmem150b",0.235235,0.247564,0.160113,3,12,5,0.214304,1.25588100947813
"TMEM150C",6.570881,6.852739,6.927493,272,296,203,35.251354,"Tmem150c",17.058467,13.862577,13.673902,212,889,489,14.864982,2.28499181404681
"TMEM151A",9.9417,14.769892,13.134643,269,476,242,0,"Tmem151a",97.035596,115.062317,109.247782,591,2747,1393,107.115231666667,0.00924939053068054
"TMEM151B",21.906571,22.061712,21.433818,1245,1442,844,0,"Tmem151b",29.567325,24.456513,28.559251,961,2879,1909,27.5276963333333,0.0350536541161771
"TMEM154",0.070727,0.114678,0.118964,10,18,12,0.0282343333333333,"Tmem154",0.13469,0.179653,0.14722,3,11,7,0.153854333333333,0.891130105099922
"TMEM158",6.170049,3.79644,6.004327,82,62,52,0,"Tmem158",5.381144,3.40777,3.731776,48,94,60,4.17356333333333,0.193290375621187
"TMEM159",11.071551,14.454222,15.221338,188,204,141,0.145029666666667,"Tmem159",3.358748,3.291304,3.801994,30,109,73,3.48401533333333,0.255358106863447
"TMEM160",10.885578,11.167997,9.573035,45,58,26,0,"Tmem160",16.27331,19.661568,16.773067,57,248,122,17.569315,0.0538522826501678
"TMEM161A",7.25058,10.834616,11.437201,49,83,57,0,"Tmem161a",29.901367,41.259184,54.265723,86,405,251,41.808758,0.0233597059741841
"TMEM161B",7.941523,6.82121,6.858348,224,233,161,0,"Tmem161b",33.372049,30.225909,15.213056,149,550,296,26.270338,0.0366698791925498
"TMEM163",27.672837,32.123842,35.834677,648,824,597,0,"Tmem163",58.226707,38.017355,38.596929,299,903,560,44.946997,0.0217642080068911
"TMEM164",16.58343,18.980569,23.689512,652,774,675,0.461801,"Tmem164",5.66475,5.41005,6.247691,135,621,394,5.77416366666667,0.215790623304988
"TMEM165",22.443324,23.15277,25.748987,318,381,241,0,"Tmem165",30.317143,24.431264,29.314993,151,478,329,28.0211333333333,0.0344576481047145
"TMEM167B",20.765662,20.886854,23.7259,623,723,528,0.00925066666666667,"Tmem167b",17.397286,16.761893,17.63443,317,1154,684,17.2645363333333,0.0552573932481797
"TMEM168",5.871342,5.254794,6.986459,191,201,179,0,"Tmem168",4.455606,4.223941,5.042187,134,433,293,4.57391133333333,0.179407231331392
"TMEM169",21.193051,21.626979,28.937353,752,772,660,0.729114666666667,"Tmem169",4.985443,5.684413,6.171225,83,320,190,5.61369366666667,0.261444625925372
"TMEM17",4.381707,3.998316,5.091637,91,87,74,0,"Tmem17",1.463598,1.916983,1.839744,14,68,37,1.74010833333333,0.36494907439791
"TMEM170B",9.615591,8.813529,9.486354,1111,1088,785,0,"Tmem170b",9.721236,11.845512,12.663923,483,2185,1285,11.4102236666667,0.0805787249979996
"TMEM171",0,0.194032,0,0,3,0,0,"Tmem171",0,0,0,0,0,0,0,1
"TMEM174",0,0,0,0,0,0,0,"Tmem174",0.069476,0.054784,0.03227,1,3,1,0.0521766666666667,0.950410735839672
"TMEM175",65.486297,63.678446,81.011004,314,355,279,0,"Tmem175",7.670244,11.944869,12.751512,95,545,319,10.788875,0.0848257361283413
"TMEM176A",5.815285,11.082731,10.267681,65,108,61,0,"Tmem176a",9.337386,11.475035,17.753572,32,163,89,12.855331,0.0721743854405211
"TMEM176B",8.318907,13.503278,11.083858,106,187,104,0.184357,"Tmem176b",15.313564,21.482788,19.115468,88,430,233,18.6372733333333,0.0603116827828439
"TMEM177",5.6197,6.371743,6.183486,80,97,58,0,"Tmem177",3.166572,2.519127,2.917722,70,212,139,2.867807,0.258544441333293
"TMEM179",11.554897,15.427591,18.945458,387,530,369,0,"Tmem179",22.970637,27.7595,23.455555,282,1365,654,24.728564,0.038867307168795
"TMEM179B",9.004856,13.016618,9.926272,49,82,43,0,"Tmem179b",4.896468,7.133371,8.140466,20,95,50,6.723435,0.129476068614548
"TMEM18",12.214357,14.576027,18.020898,325,393,338,0,"Tmem18",10.043654,14.109683,14.346135,167,814,482,12.8331573333333,0.0722900763653089
"TMEM182",10.118387,8.50667,8.233615,117,126,86,0,"Tmem182",0.056054,0.059729,0.158239,1,4,6,0.0913406666666667,0.916304166557219
"TMEM184A",3.007652,1.615841,1.278437,28,22,18,0,"Tmem184a",0.075798,0.18679,0.296044,1,12,8,0.186210666666667,0.84302057644623
"TMEM184B",26.532262,37.310921,45.690128,709,947,659,0.315007,"Tmem184b",23.497552,26.512504,27.599751,370,1687,1039,25.8699356666667,0.0489397152383704
"TMEM184C",16.460394,22.238356,22.878697,646,864,596,0,"Tmem184c",40.507631,36.154031,42.133499,489,1823,1077,39.598387,0.0246315204591749
"TMEM185A",32.431042,42.156239,44.923751,331,401,294,0,"Tmem185a",25.425982,25.990463,25.529674,259,950,526,25.6487063333333,0.0375252737409304
"TMEM185B",2.684609,2.694221,2.894733,211,232,161,0,"Tmem185b",3.690915,4.237691,4.194625,69,248,142,4.041077,0.198370308566999
"TMEM186",3.720866,4.480579,6.139389,60,77,68,11.0480246666667,"Tmem186",4.67779,5.371794,5.690189,106,461,276,5.246591,1.92873595640673
"TMEM19",18.014208,13.224433,19.973066,464,450,386,0,"Tmem19",20.587521,23.235016,15.222823,182,665,367,19.6817866666667,0.0483517220304629
"TMEM190",0.203186,0.180673,0.570933,1,1,2,25.4333426666667,"Tmem190",1.2759,1.66439,2.304714,2,11,8,1.74833466666667,9.61794900281431
"TMEM192",12.842076,13.886215,13.959555,570,709,437,0,"Tmem192",15.770638,19.007523,13.519598,65,319,166,16.099253,0.0584820869075392
"TMEM198",9.390926,9.106784,8.960671,252,270,169,0,"Tmem198",9.542518,10.813854,12.958656,108,388,216,11.1050093333333,0.0826104278372028
"TMEM199",18.040263,14.611014,15.960087,365,363,317,7.84441733333333,"Tmem199",20.658157,20.916568,24.550911,145,541,307,22.0418786666667,0.38384098194771
"TMEM200A",10.319337,10.567429,9.852175,391,434,268,0.589814333333333,"Tmem200a",1.401167,1.468738,1.240312,35,126,63,1.37007233333333,0.670787262892258
"TMEM201",8.365667,7.472829,9.47129,366,404,312,0,"Tmem201",18.932345,21.700716,23.739698,408,2001,1171,21.4575863333333,0.0445283827548164
"TMEM202",0,0,0,0,0,0,0,"Tmem202",0.631179,0.980424,1.276684,4,21,15,0.962762333333333,0.509486035582165
"TMEM203",12.40835,12.659167,15.625674,218,248,193,0,"Tmem203",5.004698,5.843002,5.542586,22,95,51,5.46342866666667,0.154716645231535
"TMEM204",0.053156,0.138475,0.229016,1,3,3,0,"Tmem204",6.198629,5.861812,5.94863,69,257,147,6.00302366666667,0.142795462017335
"TMEM205",33.900566,49.275292,51.308684,173,244,144,0,"Tmem205",11.958776,16.597779,20.105978,44,239,161,16.2208443333333,0.0580691620366349
"TMEM207",0,0,0,0,0,0,0,"Tmem207",0,0.015458,0.054421,0,1,2,0.023293,0.977237213583988
"TMEM208",34.636072,30.782714,34.888409,184,199,132,0,"Tmem208",20.898033,23.227672,22.024575,80,355,191,22.0500933333333,0.0433837722710595
"TMEM209",3.632483,5.447717,5.644351,127,170,165,0,"Tmem209",12.493905,13.605584,17.911028,169,640,394,14.6701723333333,0.0638155074959078
"TMEM210",0,0,0,0,0,0,17.1422543333333,"Tmem210",3.57731,0.951618,0.484023,5,6,2,1.67098366666667,6.79234941034832
"TMEM211",0.15636,0.286029,0,1,2,0,0,"Tmem211",0,0,0.040798,0,0,1,0.0135993333333333,0.98658312719227
"TMEM212",1.191052,0.872022,2.075852,28,22,34,0,"Tmem212",2.985554,1.954628,3.17811,10,25,23,2.70609733333333,0.26982561710018
"TMEM213",0.375861,0.255893,0.212328,12,6,8,0,"Tmem213",0,0,0.336989,0,0,2,0.112329666666667,0.89901405128995
"TMEM214",18.006673,17.292689,17.449206,304,332,250,0,"Tmem214",16.456731,22.486493,23.851823,205,885,509,20.9316823333333,0.045596137350582
"TMEM215",0.041765,0.02608,0.038734,3,2,2,53.3170256666667,"Tmem215",0.480664,0.463324,0.589178,9,37,29,0.511055333333333,35.9464173604055
"TMEM216",5.043136,5.211556,8.592908,55,61,51,0,"Tmem216",5.5761,5.251937,5.442639,27,101,58,5.42355866666667,0.155676946672758
"TMEM218",4.353685,6.022333,4.66282,53,67,34,0,"Tmem218",2.120998,2.58192,2.376742,36,165,86,2.35988666666667,0.297629086695385
"TMEM219",45.460939,38.508738,48.270555,265,260,216,0,"Tmem219",16.961386,19.989008,28.699459,40,169,106,21.8832843333333,0.0437000207414865
"TMEM220",1.634021,2.038865,2.122458,34,38,37,0,"Tmem220",0.6209,0.903565,0.795632,6,33,16,0.773365666666667,0.56389949281
"TMEM221",0,0.486461,0.308016,0,9,5,0,"Tmem221",0,0.057545,0,0,2,0,0.0191816666666667,0.981179344866551
"TMEM222",21.601831,23.302985,23.914881,379,437,320,0,"Tmem222",35.780213,39.104321,37.021722,222,966,539,37.3020853333333,0.0261082390501001
"TMEM223",6.766946,6.620302,8.092723,74,76,57,0.140598666666667,"Tmem223",29.792406,30.569855,28.906927,108,422,225,29.756396,0.0370849259018081
"TMEM225",0,0,0,0,0,0,0,"Tmem225",0,0,0,0,0,0,0,1
"TMEM229A",1.424059,0.977279,1.220374,35,27,21,0,"Tmem229a",20.331552,20.495068,18.82543,699,2499,1312,19.8840166666667,0.0478835089993065
"TMEM230",94.209757,109.268759,81.987972,742,842,540,1.35241633333333,"Tmem230",19.381687,20.971286,24.963126,167,513,355,21.772033,0.103302868625447
"TMEM231",7.740954,9.578228,8.841917,220,222,154,0,"Tmem231",3.534158,2.980966,3.491939,70,220,148,3.33568766666667,0.230643920153228
"TMEM232",2.398259,2.921908,2.508206,20,33,26,0,"Tmem232",0.152035,0.345192,0.166134,2,17,5,0.221120333333333,0.818920111886325
"TMEM233",8.694197,7.16746,24.437683,225,192,458,0,"Tmem233",0,0,0.029054,0,0,1,0.00968466666666667,0.990408226462783
"TMEM234",10.739502,12.661664,8.727329,112,111,61,0,"Tmem234",55.637835,48.904555,57.714198,266,981,623,54.0855293333333,0.0181535879223163
"TMEM235",0.083724,0.041793,0.119416,1,1,1,0,"Tmem235",0.086371,0.04613,0.040919,1,2,1,0.0578066666666667,0.94535233281444
"TMEM236",0.107466,0.053647,0.148816,8,4,8,5.13891,"Tmem236",0,0.076349,0.057711,0,7,3,0.0446866666666667,5.87631698180635
"TMEM237",11.82371,15.756873,16.832615,465,499,374,0,"Tmem237",10.928438,13.027009,11.327118,98,345,199,11.760855,0.0783646550329112
"TMEM238",0.564798,0.517871,0,2,2,0,0,"Tmem238",10.253024,5.482703,7.61615,17,32,24,7.783959,0.113843882923406
"TMEM239",0.058142,0.145059,0.074987,3,4,2,0,"Tmem239",0,0.179629,0.256605,0,5,4,0.145411333333333,0.873048808666697
"TMEM240",9.104263,11.667529,12.615797,62,99,60,0,"Tmem240",24.799211,19.592072,25.679296,227,722,481,23.3568596666667,0.041056195818566
"TMEM241",9.559968,13.476859,18.70326,156,174,155,0,"Tmem241",12.497537,7.351686,5.622818,50,169,101,8.49068033333333,0.105366524303614
"TMEM242",13.476044,12.386819,18.081135,656,673,635,0,"Tmem242",41.09057,38.83024,34.4444,205,745,374,38.1217366666667,0.0255612374399535
"TMEM245",16.366207,14.289033,15.044179,1757,1625,1153,0,"Tmem245",4.998019,5.25716,5.214609,438,2205,1244,5.156596,0.162427419307682
"TMEM247",0,0,0,0,0,0,0,"Tmem247",0,0,0,0,0,0,0,1
"TMEM248",23.892636,19.505836,25.76934,1062,1116,809,5.12026166666667,"Tmem248",15.576206,14.825978,17.72357,310,1237,686,16.041918,0.359129862417286
"TMEM25",38.502243,39.7855,46.841535,484,571,423,0,"Tmem25",52.739681,41.210058,50.824798,414,1627,975,48.258179,0.0203011970864778
"TMEM251",11.352101,11.069676,10.472967,140,144,87,0,"Tmem251",1.733728,1.723823,1.677253,39,143,79,1.71160133333333,0.368785775293418
"TMEM252",0.069036,0,0,1,0,0,0,"Tmem252",1.10653,0.965842,1.118538,38,125,82,1.06363666666667,0.484581426640025
"TMEM253",0.707783,1.257927,1.409358,10,14,11,0,"Tmem253",8.280672,2.438209,2.481571,9,13,10,4.40015066666667,0.185180018434054
"TMEM254",14.907455,21.430196,18.615398,205,289,203,0,"Tmem254b",10.810298,6.808336,6.968511,93,223,129,8.195715,0.108746301946069
"TMEM255A",6.095869,8.501504,8.947675,175,400,273,0,"Tmem255a",20.274942,23.637173,24.78368,448,1804,1159,22.8985983333333,0.0418434581832868
"TMEM255B",12.925954,22.041145,35.640279,207,310,441,0,"Tmem255b",0.560787,0.610603,1.310726,3,16,14,0.827372,0.547233951269911
"TMEM256",10.182673,17.392711,17.491048,27,49,32,0,"Tmem256",54.937191,70.379556,71.167795,72,365,210,65.4948473333333,0.0150387592438115
"TMEM258",49.970653,48.899563,46.486687,203,213,140,0,"Tmem258",40.485675,45.310537,45.182569,62,267,151,43.6595936666667,0.0223916054289224
"TMEM259",81.992057,87.038675,107.979598,849,1105,684,0,"Tmem259",31.05418,36.024285,34.206262,373,1544,814,33.7615756666667,0.0287673956321523
"TMEM26",0.043933,0.082028,0.047246,3,4,1,0,"Tmem26",0.173371,0.185124,0.163341,6,24,12,0.173945333333333,0.851828421312066
"TMEM260",9.069289,8.003312,9.164052,377,376,232,0,"Tmem260",10.69757,6.349423,8.452044,205,742,424,8.499679,0.105266714801626
"TMEM263",8.685027,10.101139,9.405818,305,414,257,0.039738,"Tmem263",8.223527,7.153404,7.789685,188,601,379,7.72220533333333,0.119205861392241
"TMEM266",1.780975,3.331421,3.999357,47,100,72,25.4333426666667,"Tmem266",12.792573,11.971001,13.502424,194,742,471,12.7553326666667,1.92167963561671
"TMEM267",4.233339,6.41964,2.271373,63,88,41,4.651208,"Tmem267",8.120709,12.371024,7.983582,65,373,137,9.49177166666667,0.538632385410599
"TMEM268",15.980424,21.267161,25.866128,557,751,520,0,"Tmem268",26.73775,3.925426,8.858242,88,336,213,13.173806,0.0705526800634918
"TMEM269",0.658818,1.402984,1.169194,18,29,22,7.192659,"Tmem269",0,0.381381,0.189371,0,12,4,0.190250666666667,6.8831375015683
"TMEM270",0.117496,0,0,1,0,0,0,"Tmem270",0,0,0,0,0,0,0,1
"TMEM30A",109.269512,138.852738,124.387206,3639,4279,3007,0,"Tmem30a",114.037198,111.351369,112.560315,2725,9558,5539,112.649627333333,0.00879897297918109
"TMEM30B",0.103457,0.037396,0.08727,5,2,3,0,"Tmem30b",0.152066,0.197423,0.123868,3,14,5,0.157785666666667,0.863717723228565
"TMEM30CP",0,0,0,0,0,0,0,"Tmem30c",0.101851,0.214166,0.122257,2,15,5,0.146091333333333,0.872530810517137
"TMEM33",9.505089,9.680056,9.352277,682,761,561,0,"Tmem33",42.317741,37.879919,41.021044,856,2900,1782,40.4062346666667,0.0241509523396734
"TMEM35A",112.436987,116.754041,96.728536,2858,3197,1735,0,"Tmem35a",27.764841,28.290018,28.598695,332,1279,732,28.2178513333333,0.034225651591948
"TMEM35B",1.29721,2.130856,1.033204,12,22,7,0,"Tmem35b",0.635001,1.573088,2.545633,5,57,53,1.584574,0.386910957086158
"TMEM37",0.129294,0.177858,0.068797,1,4,1,0,"Tmem37",0.257146,0.449195,0.611247,2,13,10,0.439196,0.694832392530274
"TMEM38A",14.56544,17.642771,15.967212,279,476,224,0,"Tmem38a",22.757016,28.639959,29.666652,287,1238,820,27.021209,0.0356872538940058
"TMEM38B",1.12793,2.922874,1.489613,28,44,20,0,"Tmem38b",3.905586,4.542467,4.372983,62,219,147,4.27367866666667,0.189620957818439
"TMEM39A",6.936496,7.690182,4.74721,98,127,76,0,"Tmem39a",14.713408,38.783927,22.328343,31,195,85,25.275226,0.0380586640815192
"TMEM39B",6.014735,6.420684,8.998889,103,121,102,0,"Tmem39b",2.319621,2.430392,2.864169,24,86,47,2.53806066666667,0.282640715977925
"TMEM40",0.108176,0,0.225249,2,0,2,0,"Tmem40",0.271389,0.698884,0.79755,2,12,12,0.589274333333333,0.629217989006723
"TMEM41A",5.774952,5.327227,7.22688,185,202,127,0,"Tmem41a",6.107545,9.150224,8.40174,49,259,142,7.886503,0.112530204513519
"TMEM41B",16.201379,15.410239,15.408422,582,584,419,0,"Tmem41b",28.502226,32.443814,33.30257,327,1430,787,31.4162033333333,0.0308487699721364
"TMEM42",4.193692,5.296434,4.63588,61,82,51,0,"Tmem42",6.570578,5.253539,5.660871,30,107,67,5.82832933333333,0.146448706730997
"TMEM43",16.066668,15.470588,18.550399,642,709,537,0,"Tmem43",9.843959,10.644152,12.520261,188,683,467,11.0027906666667,0.0833139582094964
"TMEM45A",5.704668,6.382077,7.65572,234,302,193,0,"Tmem45a",1.871859,0.376945,0.878786,10,9,4,1.04253,0.489588892207214
"TMEM45B",0.770976,1.007888,0.594642,19,19,9,0,"Tmem45b",0,0.155635,0,0,7,0,0.0518783333333333,0.950680290971548
"TMEM47",6.759636,9.097377,7.949037,346,499,291,0,"Tmem47",37.109729,37.429451,39.47334,984,3347,2167,38.0041733333333,0.0256382821257076
"TMEM50A",46.828185,42.300722,49.65311,1087,1002,891,4.70665033333333,"Tmem50a",39.571085,39.623167,38.471332,262,983,540,39.2218613333333,0.141879319955887
"TMEM50B",45.054757,38.704686,38.805081,637,610,396,0.178414666666667,"Tmem50b",44.728838,44.431913,42.755299,616,2211,1305,43.9720166666667,0.0262032871552347
"TMEM51",0.790218,1.231115,0.638969,18,32,10,0,"Tmem51",5.126085,5.254312,5.037497,60,233,126,5.139298,0.162885072527836
"TMEM52",0.788315,0.956041,0.912556,7,13,7,0.148250666666667,"Tmem52",2.831633,2.442921,2.135764,14,41,21,2.470106,0.330897864983567
"TMEM52B",0.813308,0.182693,1.759863,3,7,4,9.241945,"Tmem52b",0,0,0,0,0,0,0,10.241945
"TMEM53",7.792348,8.608611,11.449903,99,99,76,0,"Tmem53",5.297171,4.931945,2.489894,11,48,19,4.23967,0.190851713943817
"TMEM54",8.458688,6.050222,10.770115,45,54,42,0,"Tmem54",0,0,0,0,0,0,0,1
"TMEM59",184.283019,201.171239,173.146999,2141,2264,1491,0,"Tmem59",173.363234,172.539956,180.55575,1191,4213,2488,175.486313333333,0.00566616176128785
"TMEM59L",312.086172,353.156122,344.444181,2634,3351,2048,7.84441733333333,"Tmem59l",126.354829,139.175006,151.005554,1128,4730,2881,138.845129666667,0.0632443715016375
"TMEM60",12.065349,11.666482,13.866147,108,113,88,0,"Tmem60",11.738753,10.927035,12.105468,77,271,168,11.5904186666667,0.0794254763463518
"TMEM62",16.675025,15.803216,16.904951,196,226,183,0,"Tmem62",75.949545,76.691408,54.207867,223,934,593,68.9496066666667,0.0142960060485449
"TMEM63A",1.001962,2.283148,2.242946,15,21,13,0.228889333333333,"Tmem63a",49.325502,49.504492,34.741755,299,1422,675,44.5239163333333,0.0269943676272316
"TMEM63B",65.100927,72.052767,80.739875,1376,1673,1135,5.39449433333333,"Tmem63b",32.622483,34.242466,35.87529,479,2088,1155,34.2467463333333,0.181420840177976
"TMEM63C",31.736574,33.829487,24.874149,769,1006,565,0,"Tmem63c",9.753423,17.956088,18.959692,219,1016,601,15.556401,0.0603996001304873
"TMEM64",5.204772,5.360425,6.818104,192,224,192,0,"Tmem64",13.706492,11.143091,12.11921,416,1227,760,12.322931,0.0750585588111205
"TMEM65",12.791762,10.833639,11.000757,1510,1374,926,0,"Tmem65",28.239688,30.654482,33.824758,669,2616,1645,30.9063093333333,0.031341763459783
"TMEM67",11.90582,23.495886,15.738812,129,123,94,0,"Tmem67",2.43216,2.384889,2.317369,58,213,114,2.37813933333333,0.296020945652725
"TMEM68",9.661847,12.369386,12.65353,128,140,94,0,"Tmem68",29.936664,13.56615,13.65552,191,550,372,19.052778,0.0498684022732411
"TMEM69",12.215212,10.527599,11.103385,139,139,91,0,"Tmem69",6.691392,5.555081,5.539056,47,191,97,5.92850966666667,0.144331183488282
"TMEM70",27.509981,31.060143,24.365198,273,317,186,0,"Tmem70",20.411002,21.297016,17.35249,176,620,349,19.686836,0.0483399201308504
"TMEM71",0,0.190136,0,0,2,0,0,"Tmem71",0.205454,0.235255,0.146011,4,17,6,0.195573333333333,0.836418789311683
"TMEM72",0.02669,0.443236,0.638664,1,6,14,0,"Tmem72",0.986723,1.63394,1.914143,120,751,498,1.511602,0.398152255014927
"TMEM74",3.681169,2.823605,4.321448,313,257,263,1.33319666666667,"Tmem74",2.088204,2.316323,2.635655,49,203,131,2.34672733333333,0.697157681006181
"TMEM79",0.644438,1.766565,0.829445,20,34,15,0,"Tmem79",1.542245,0.352776,0.540265,6,6,6,0.811762,0.551948876287283
"TMEM80",8.363059,13.148465,13.930127,99,151,114,0,"Tmem80",18.138961,19.709362,18.650142,117,469,261,18.8328216666667,0.0504214688563814
"TMEM81",3.417088,2.770817,6.017697,52,46,65,0,"Tmem81",2.417262,2.468752,2.374407,26,101,55,2.42014033333333,0.292385663317324
"TMEM82",0,0.153951,0.090717,0,1,1,0,"Tmem82",0.555867,0.100924,0.212509,10,6,8,0.289766666666667,0.775334039748792
"TMEM86A",3.831882,4.498603,3.814735,169,192,119,61.2582276666667,"Tmem86a",5.113048,7.049246,8.458882,59,283,143,6.87372533333333,7.90708654810413
"TMEM86B",3.083158,2.424385,4.584231,42,37,44,5.39449433333333,"Tmem86b",2.945773,5.68623,4.969792,17,104,56,4.53393166666667,1.15550655817639
"TMEM87A",25.7815,20.667628,26.42643,402,414,339,0,"Tmem87a",9.606219,11.989004,12.191552,182,722,405,11.2622583333333,0.0815510465377843
"TMEM87B",12.343376,7.888115,5.449538,253,229,167,0,"Tmem87b",12.249771,9.900258,11.608121,275,913,575,11.2527166666667,0.0816145535071814
"TMEM88",2.796574,4.400474,2.141185,24,27,13,13.6805126666667,"Tmem88",1.030983,0.95119,0.674665,10,35,14,0.885612666666667,7.78553990763038
"TMEM88B",0,0.267496,0.410877,0,1,1,0,"Tmem88b",34.158286,35.389059,33.720241,790,3029,1637,34.4225286666667,0.0282306215180234
"TMEM89",0,0,0.309537,0,0,1,0,"Tmem89",0,0.125549,0,0,1,0,0.0418496666666667,0.95983137682372
"TMEM8B",13.264775,14.922131,14.680213,1029,1326,893,0,"Tmem8b",10.641104,20.018049,15.278352,222,1057,606,15.3125016666667,0.0613026757289731
"TMEM9",67.685045,65.514002,58.142819,931,1019,659,0,"Tmem9",33.548565,41.474267,39.328088,196,1004,588,38.1169733333333,0.025564350070711
"TMEM91",14.501524,18.223311,26.050805,83,119,99,0,"Tmem91",28.01514,26.126808,25.436504,35,188,83,26.5261506666667,0.0363290898211558
"TMEM92",0.085742,0.191365,0,3,5,0,5.883313,"Tmem92",0,0,0,0,0,0,0,6.883313
"TMEM94",39.527522,40.87779,56.573707,440,418,374,0,"Tmem94",13.977529,15.275248,19.658605,277,1215,796,16.303794,0.0577907943194423
"TMEM95",0,0,0,0,0,0,0,"Tmem95",0.14737,0.038444,0.271808,1,1,4,0.152540666666667,0.867648343283332
"TMEM97",42.90383,20.554833,17.642876,854,531,307,5.883313,"Tmem97",6.053215,6.864276,6.242368,49,212,109,6.38661966666667,0.931862382337361
"TMEM98",7.625376,8.892635,12.744185,117,127,139,0,"Tmem98",8.228645,7.407221,8.441013,80,268,173,8.02562633333333,0.110795634903122
"TMEM9B",34.06078,31.893468,32.473675,651,667,440,0,"Tmem9b",44.967231,38.754549,42.203143,469,1522,938,41.9749743333333,0.0232693565386112
"TMF1",29.591307,40.508926,27.473335,352,366,272,0.0415253333333333,"Tmf1",24.774778,17.0965,16.276889,353,1169,721,19.3827223333333,0.0510984409393662
"TMIE",0.517005,0.733722,0.566358,11,16,8,7.192659,"Tmie",2.435729,2.089999,3.239115,45,130,105,2.588281,2.28317096682227
"TMIGD1",0,0,0,0,0,0,0,"Tmigd1",0,0,0,0,0,0,0,1
"TMIGD3",0,0,0,0,0,0,0,"Tmigd3",0,0.012582,0,0,0,0,0.004194,0.99582351617317
"TMOD1",46.592952,58.936897,82.956504,1848,2567,2353,0,"Tmod1",34.980454,26.892395,35.32267,356,1135,698,32.3985063333333,0.0299414587592485
"TMOD2",51.500985,55.965512,75.18616,6286,7439,5092,0,"Tmod2",56.8768,49.369636,50.39296,2940,10544,6275,52.213132,0.0187923537370437
"TMOD3",8.728971,9.282095,10.661871,502,567,461,0,"Tmod3",13.379205,21.760841,19.234037,201,677,431,18.1246943333333,0.0522884174026799
"TMOD4",2.083142,0.413881,3.03091,9,2,9,0,"Tmod4",0.33066,0.502567,0.622951,1,2,5,0.485392666666667,0.673222658520373
"TMPO",7.134358,7.304736,10.310721,268,324,282,0,"Tmpo",30.187727,24.422304,25.011943,411,1198,683,26.540658,0.0363099530882668
"TMPRSS11A",0,0,0,0,0,0,0,"Tmprss11a",0,0.166131,0.272818,0,11,10,0.146316333333333,0.872359549385583
"TMPRSS11B",0.332499,0,0.289111,4,0,5,33.929518,"Tmprss11b",0.035937,0.069127,0,1,7,0,0.0350213333333333,33.7476309667047
"TMPRSS11D",0.218943,0.060045,0,3,2,0,0,"Tmprss11d",0.069153,0.089879,0.032501,1,6,1,0.0638443333333333,0.939987147242407
"TMPRSS11E",0,0.03513,0,0,1,0,0,"Tmprss11e",0,0,0,0,0,0,0,1
"TMPRSS11F",0.038115,0,0,1,0,0,5.883313,"Tmprss11f",0,0,0,0,0,0,0,6.883313
"TMPRSS11GP",0,0,0,0,0,0,0,"Tmprss11g",0,0.131969,0.117189,0,7,4,0.0830526666666667,0.923316132979683
"TMPRSS12",0.046417,0.043489,0,2,2,0,0,"Tmprss12",0,0,0,0,0,0,0,1
"TMPRSS13",0.023279,0.042294,0.397728,1,2,4,19.5638256666667,"Tmprss13",0,0,0.043442,0,0,2,0.0144806666666667,20.2702982346961
"TMPRSS15",0.056621,0.035266,0.079441,3,2,3,0.787988333333333,"Tmprss15",0.035484,0.019132,0,1,2,0,0.0182053333333333,1.75601941455162
"TMPRSS2",0,0.042963,0,0,2,0,0,"Tmprss2",0,0.613638,0.503721,0,6,7,0.372453,0.728622400912818
