"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Hs_Avg_TPM","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Mm_genes","Spinal_Cord-S2","Spinal_Cord-S14","Spinal_Cord-S8","Spinal_Cord-S2_read","Spinal_Cord-S14_read","Spinal_Cord-S8_read","Mm_Avg_TPM","FoldChange"
"GOLGA8A",46.955096,53.114568,56.7978,52.2891546666667,3541,3931,2841,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,6.58734873570303
"GOLGA8B",47.749411,51.102782,52.398134,50.4167756666667,1414,1595,1285,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,6.35589425841664
"GOLGA8B",47.749411,51.102782,52.398134,50.4167756666667,1414,1595,1285,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,2.13841158126322
"GOLGA8F",0,0.147696,0.000956,0.0495506666666667,0,2,0,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0436505648520771
"GOLGA8F",0,0.147696,0.000956,0.0495506666666667,0,2,0,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.129740400281628
"GOLGA8G",0,0.008931,1.248554,0.419161666666667,0,1,3,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.17542993258481
"GOLGA8G",0,0.008931,1.248554,0.419161666666667,0,1,3,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.05902259922635
"GOLGA8H",0,0.272896,0.184129,0.152341666666667,0,7,3,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.142446928807501
"GOLGA8H",0,0.272896,0.184129,0.152341666666667,0,7,3,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0479256183146793
"GOLGA8J",0.452715,0.626552,0.514467,0.531244666666667,7,11,7,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.189285093413729
"GOLGA8J",0.452715,0.626552,0.514467,0.531244666666667,7,11,7,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0636841047788677
"GOLGA8K",0.924706,0.951708,1.31992,1.06544466666667,15,18,15,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.25532032547219
"GOLGA8K",0.924706,0.951708,1.31992,1.06544466666667,15,18,15,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0859013568702194
"GOLGA8M",0,0,0,0,0,0,0,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.123615185433285
"GOLGA8M",0,0,0,0,0,0,0,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.04158976430429
"GOLGA8N",4.85359,17.842265,15.766743,12.820866,36,95,57,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.574806559421175
"GOLGA8N",4.85359,17.842265,15.766743,12.820866,36,95,57,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,1.70846891343859
"GOLGA8O",0.481917,0.849943,1.352408,0.894756,33,63,66,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0788024554541392
"GOLGA8O",0.481917,0.849943,1.352408,0.894756,33,63,66,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.23422061429083
"GOLGA8Q",0,0.489845,0.49283,0.327558333333333,0,3,2,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.164106369548503
"GOLGA8Q",0,0.489845,0.49283,0.327558333333333,0,3,2,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0552128381835293
"GOLGA8R",1.048604,0.676564,0.721224,0.815464,39,29,20,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.224418919007454
"GOLGA8R",1.048604,0.676564,0.721224,0.815464,39,29,20,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0755047198629235
"GOLGA8S",0.131745,0.045721,0.040517,0.072661,8,3,2,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.044611718168404
"GOLGA8S",0.131745,0.045721,0.040517,0.072661,8,3,2,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.132597188422053
"GOLGA8T",0.064021,0,0.502431,0.188817333333333,2,0,8,"Gm13547",2.465769,7.423279,11.379815,7,10,2,7.089621,0.146955875106304
"GOLGA8T",0.064021,0,0.502431,0.188817333333333,2,0,8,"Golga2",26.524753,22.226457,20.381923,1628,2111,484,23.0443776666667,0.0494426326941878
"GOLGB1",17.685697,16.988323,15.282408,16.6521426666667,1258,1342,881,"Golgb1",24.567212,16.272617,23.533058,2653,3048,447,21.457629,0.786019871762361
"GOLIM4",5.05135,4.100548,5.53464,4.89551266666667,209,186,168,"Golim4",20.183069,26.184027,21.211181,784,1354,248,22.5260923333333,0.250594641181167
"GOLM1",104.485816,87.964684,86.868286,93.106262,3982,3287,2228,"Golm1",3.267169,3.833455,4.027934,252,412,103,3.70951933333333,19.9821373136593
"GOLM2",136.812636,150.347266,150.714559,145.958153666667,1572,1656,1225,"Golm2",27.636016,26.583235,26.399687,1391,2204,420,26.8729793333333,5.27242358662819
"GOLPH3",28.436477,27.617269,31.727243,29.2603296666667,800,957,716,"Golph3",24.53257,20.095588,24.573379,1222,1575,387,23.067179,1.25732765218004
"GOLPH3L",4.92085,4.543276,4.321123,4.595083,145,189,117,"Golph3l",8.564675,6.521138,8.785081,342,441,111,7.95696466666667,0.624662841511711
"GOLT1A",5.617842,8.257812,6.569476,6.81504333333333,38,59,25,"Golt1a",0.543786,0,0,2,0,0,0.181262,6.61584249161772
"GOLT1B",124.907267,59.836498,38.243162,74.3289756666667,679,608,488,"Golt1b",21.715809,15.211302,16.201771,545,680,138,17.7096273333333,4.02621465006198
"GON4L",17.069842,18.968005,19.955153,18.6643333333333,770,832,611,"Gon4l",10.987253,8.108987,8.880789,1478,1693,417,9.32567633333333,1.90441116867599
"GON7",3.970013,4.344559,8.675295,5.663289,49,46,51,"Gm20604",5.954282,5.05531,6.895253,354,450,128,5.96828166666667,0.95623129470704
"GON7",3.970013,4.344559,8.675295,5.663289,49,46,51,"Gon7",5.278433,4.520375,5.849467,104,124,34,5.21609166666667,1.07194188202394
"GOPC",17.758036,18.230637,19.293366,18.4273463333333,1078,1189,835,"Gopc",10.976817,10.112168,9.972909,887,1301,259,10.3539646666667,1.71106277883432
"GORAB",3.142709,6.412244,5.334922,4.96329166666667,63,80,54,"Gorab",3.370002,3.599337,2.723623,151,252,44,3.23098733333333,1.40943264464197
"GORASP1",33.154832,43.265795,33.698382,36.7063363333333,550,643,413,"Gorasp1",9.752882,7.896707,5.161788,401,522,125,7.60379233333333,4.38252515547698
"GORASP2",25.584204,24.222493,24.568062,24.7915863333333,578,662,436,"Gorasp2",24.885483,26.496084,35.825556,1132,1546,422,29.069041,0.857745557410139
"GOSR1",12.441205,11.63734,12.815645,12.2980633333333,483,549,451,"Gosr1",20.049546,17.235302,13.45262,846,1154,220,16.9124893333333,0.742390579325397
"GOSR2",22.717733,26.201502,32.580586,27.166607,568,652,502,"Gosr2",27.240983,21.127548,23.54008,1362,1818,469,23.969537,1.12803881786034
"GOT1",69.204583,74.950073,80.76986,74.9748386666667,1375,1687,1116,"Got1",160.454573,127.260459,190.091132,5145,6120,1717,159.268721333333,0.474046576491062
"GOT1L1",0,0,0,0,0,0,0,"Got1l1",0.850189,1.361911,1.444883,10,21,6,1.21899433333333,0.450654598336814
"GOT2",54.805329,63.030468,63.143232,60.326343,1622,1941,1259,"Got2",90.613379,70.091069,93.839966,3774,4686,1285,84.848138,0.714358452363871
"GP1BA",0.468648,0.510594,0.529176,0.502806,15,18,12,"Gp1ba",0.31045,0.228258,0.327594,18,19,6,0.288767333333333,1.16608014583444
"GP1BB",13.117192,14.163386,21.829203,16.369927,71,103,73,"Gp1bb",0.472387,0.424145,1.74661,19,26,22,0.881047333333333,9.23417858349125
"GP2",0.05158,0.037439,0.088033,0.0590173333333333,1,1,2,"Gp2",0,0,0,0,0,0,0,1.05901733333333
"GP5",0.250864,0.183483,0.162692,0.199013,11,9,5,"Gp5",0.541311,0.573275,0.86602,24,38,12,0.660202,0.722209104675214
"GP6",1.06433,0.915271,1.068375,1.015992,15,15,15,"Gp6",0.083996,0.056506,0.1262,11,11,5,0.0889006666666667,1.85140119912989
"GP9",0,0,0,0,0,0,0,"Gp9",0.336656,0.348824,0.214477,5,8,1,0.299985666666667,0.769239250586609
"GPA33",0,0.027772,0.042831,0.0235343333333333,0,1,1,"Gpa33",0,0,0,0,0,0,0,1.02353433333333
"GPAA1",41.042546,45.037214,63.836117,49.971959,502,584,399,"Gpaa1",46.686551,40.259334,59.568945,533,659,189,48.8382766666667,1.02274722179733
"GPAM",4.473722,5.077171,4.98386,4.84491766666667,388,419,308,"Gpam",17.100284,16.015904,14.0388,2247,3192,603,15.7183293333333,0.349611348725674
"GPANK1",5.438986,5.574029,6.337267,5.78342733333333,83,102,75,"Gpank1",14.286407,18.40712,6.366235,150,199,49,13.0199206666667,0.483842062634591
"GPAT2",0.343675,0.29227,0.099606,0.245183666666667,5,11,4,"Gpat2",0.107901,0.059356,0.056646,6,5,1,0.0746343333333333,1.15870452678012
"GPAT3",0.8603,2.862619,0.935655,1.552858,30,68,15,"Gpat3",7.142828,6.512613,7.249409,269,359,72,6.96828333333333,0.320377412951765
"GPAT4",100.341078,100.983884,105.60093,102.308630666667,1704,1716,1236,"Gpat4",36.523171,29.75216,41.403957,1420,1902,447,35.893096,2.8002158091223
"GPATCH1",3.61206,6.499197,5.777264,5.29617366666667,104,136,91,"Gpatch1",7.007823,4.652045,5.088665,393,439,106,5.58284433333333,0.956451853917453
"GPATCH11",7.992396,9.039665,10.288723,9.106928,299,391,243,"Gpatch11",30.01889,27.118081,19.965534,618,800,186,25.700835,0.378524791453151
"GPATCH2",5.409358,4.542989,4.990073,4.98080666666667,261,275,188,"Gpatch2",4.646258,3.910514,3.981853,348,475,105,4.17954166666667,1.15469805082496
"GPATCH2L",6.27492,6.127607,6.896042,6.43285633333333,855,850,661,"Gpatch2l",5.949827,7.902273,6.449368,563,909,187,6.767156,0.956959836178562
"GPATCH3",6.317191,8.839875,7.134783,7.43061633333333,113,143,82,"Gpatch3",4.532385,2.963204,3.104503,75,87,20,3.533364,1.85968219920865
"GPATCH4",14.089671,16.603233,18.797668,16.4968573333333,257,287,216,"Gpatch4",8.635486,8.662781,9.475713,275,440,99,8.92466,1.76296793374618
"GPATCH8",17.660392,18.07814,15.090053,16.9428616666667,953,1123,802,"Gpatch8",19.497018,14.879717,9.604712,1791,2157,451,14.6604823333333,1.14574131784404
"GPBAR1",0,0.171979,0.1824,0.118126333333333,0,3,3,"Gpbar1",0,0,0,0,0,0,0,1.11812633333333
"GPBP1",27.873075,27.0364,36.217542,30.3756723333333,786,924,709,"Gpbp1",38.066651,29.913689,29.279322,1467,1742,324,32.4198873333333,0.938832379067865
"GPBP1L1",33.443764,38.412981,44.254271,38.703672,437,513,391,"Gpbp1l1",18.145398,21.598046,23.888122,689,933,207,21.210522,1.78760643266286
"GPC1",111.69684,122.87605,143.330973,125.967954333333,2579,3273,2521,"Gpc1",28.484592,25.16876,29.249158,1783,2656,679,27.63417,4.43414124919051
"GPC2",92.54611,74.338562,111.887987,92.9242196666667,2128,1868,1491,"Gpc2",1.408036,1.428121,1.462277,68,101,18,1.43281133333333,38.6072764376577
"GPC3",2.854154,1.272382,3.154177,2.42690433333333,47,27,29,"Gpc3",4.119595,1.221441,3.382889,190,84,49,2.907975,0.876900270174024
"GPC4",0.294401,0.739059,2.097908,1.04378933333333,19,52,96,"Gpc4",1.851951,1.217398,1.912049,105,103,34,1.660466,0.768207273963784
"GPC5",3.004245,2.110271,4.936352,3.35028933333333,47,73,80,"Gpc5",18.398989,13.49917,18.291387,950,1109,298,16.7298486666667,0.245365282869683
"GPC6",0.391189,0.716742,0.907896,0.671942333333333,35,72,63,"Gpc6",1.925847,1.795941,1.926428,134,176,40,1.88273866666667,0.579984010575129
"GPCPD1",16.269883,19.184324,17.940495,17.798234,442,555,431,"Gpcpd1",48.75576,38.652107,34.875276,2482,3257,720,40.7610476666667,0.450137988635869
"GPD1",0.207085,0.813033,0.302561,0.440893,6,9,7,"Gpd1",50.887514,50.921101,46.497662,2582,4130,901,49.4354256666667,0.028569065908614
"GPD1L",12.61978,13.154052,15.366997,13.7136096666667,509,611,413,"Gpd1l",12.273308,9.163295,11.528302,1020,1228,327,10.9883016666667,1.22733061577669
"GPD2",7.411964,11.511966,15.105709,11.343213,359,378,328,"Gpd2",21.479561,38.744725,14.336416,1932,2694,498,24.8535673333333,0.477427847416853
"GPER1",0.112256,0.349823,0.061013,0.174364,2,5,1,"Gper1",1.577268,0.821993,2.754543,54,67,21,1.71793466666667,0.432079554524489
"GPHA2",0,0,0,0,0,0,0,"Gpha2",0.2385,0.273189,0,2,5,0,0.170563,0.854289773382552
"GPHB5",0,0,0,0,0,0,0,"Gphb5",0,0,0,0,0,0,0,1
"GPHN",114.638339,101.866138,115.58823,110.697569,923,1004,711,"Gphn",38.641179,30.416918,40.190227,1204,1591,359,36.416108,2.98528027019807
"GPI",156.423934,176.551815,187.985717,173.653822,4610,5388,3688,"Gpi1",327.091854,274.505636,323.676541,6859,8459,2230,308.424677,0.564446972017038
"GPIHBP1",0,0.032061,0,0.010687,0,1,0,"Gpihbp1",0.03038,0,0,1,0,0,0.0101266666666667,1.00055471591022
"GPKOW",9.253188,9.626733,10.217565,9.699162,186,213,146,"Gpkow",15.437678,12.909263,8.998382,732,930,184,12.448441,0.795568943641869
"GPLD1",6.408401,6.347844,5.996917,6.251054,428,445,323,"Gpld1",49.146914,35.467444,38.298308,2373,2882,803,40.9708886666667,0.172763890171303
"GPM6A",92.509258,151.806475,116.772732,120.362821666667,1423,2416,1409,"Gpm6a",94.701411,65.575293,74.142786,5908,6474,1423,78.13983,1.53352391162158
"GPM6B",31.15116,40.947028,48.666345,40.2548443333333,735,1006,757,"Gpm6b",180.050435,219.643002,185.741151,14585,27610,4421,195.144862666667,0.21032844690632
"GPN1",18.920325,24.169344,20.681708,21.2571256666667,383,444,288,"Gpn1",14.470372,11.688903,8.28102,493,515,133,11.4800983333333,1.78340947901185
"GPN2",70.599755,51.787144,119.318666,80.5685216666667,313,396,253,"Gpn2",3.947755,3.559752,3.667868,94,127,30,3.725125,17.262722502932
"GPN3",18.522931,20.5418,20.010506,19.6917456666667,104,101,73,"Gpn3",18.023374,12.477288,16.19128,186,239,78,15.5639806666667,1.24920126888983
"GPNMB",5.832872,13.174046,7.999623,9.00218033333333,90,247,70,"Gpnmb",0.61126,1.92322,0.250088,18,41,5,0.928189333333333,5.18734346281347
"GPR1",0,0.201785,0.309401,0.170395333333333,0,3,5,"Gpr1",0.295107,0.102096,0.708444,7,6,5,0.368549,0.855208935400438
"GPR101",0.018244,0.025336,0,0.0145266666666667,2,3,0,"Gpr101",2.469014,1.558042,1.315681,288,276,48,1.78091233333333,0.36481792486087
"GPR107",114.184406,179.268506,215.211173,169.554695,2261,2582,1779,"Gpr107",32.898234,22.789247,23.713678,931,1316,276,26.467053,6.20942825573606
"GPR108",34.667531,40.575454,37.468959,37.570648,149,197,122,"Gpr108",10.269576,10.447613,13.809738,460,694,195,11.5089756666667,3.08343776723311
"GPR119",0,0,0,0,0,0,0,"Gpr119",0,0.058528,0,0,4,0,0.0195093333333333,0.980863997321587
"GPR12",1.378736,2.106136,1.532406,1.672426,84,142,65,"Gpr12",4.580988,2.960106,8.867388,53,82,16,5.469494,0.413081146686279
"GPR135",1.164055,1.213511,1.145798,1.17445466666667,63,67,40,"Gpr135",3.229866,1.841609,2.141388,205,181,42,2.40428766666667,0.63873998897273
"GPR137",49.991815,57.401835,61.771885,56.3885116666667,294,420,277,"Gpr137",60.37636,51.40323,85.29898,1417,1864,569,65.6928566666667,0.860489631648207
"GPR137B",2.114107,3.216455,7.457416,4.26265933333333,37,47,31,"Gpr137b",22.07224,24.360109,29.152712,614,989,231,25.1950203333333,0.20090304440942
"GPR137C",16.67453,17.161804,18.239722,17.3586853333333,857,896,653,"Gpr137c",10.742852,8.441866,11.23765,652,818,174,10.1407893333333,1.64788012626753
"GPR139",2.77727,2.209286,2.242531,2.40969566666667,176,152,101,"Gpr139",0.912048,0.602755,0.909622,93,93,29,0.808141666666667,1.88574586246469
"GPR141",0.43701,0,0,0.14567,1,0,0,"Gpr141",0.044234,0.073174,0,3,2,0,0.039136,1.10252171034398
"GPR142",0.209602,0.141159,1.037861,0.462874,4,3,7,"Gpr142",0,0.033138,0,0,1,0,0.011046,1.44689163499979
"GPR143",0.600034,1.384236,0.58056,0.854943333333333,8,13,2,"Gpr143",0.031872,0.178531,0.100989,1,6,1,0.103797333333333,1.68051079425208
"GPR146",0.501404,1.241405,1.048213,0.930340666666667,2,2,9,"Gpr146",5.085953,4.435437,5.242625,465,610,152,4.92133833333333,0.325997360394033
"GPR149",0.153825,0.205376,0.24188,0.200360333333333,11,16,13,"Gpr149",1.304624,1.646648,0.651283,86,121,18,1.20085166666667,0.545407194639045
"GPR15",0.029207,0,0,0.00973566666666667,1,0,0,"Gpr15",0.519243,1.336056,1.064759,17,65,11,0.973352666666667,0.511685358488042
"GPR151",0,0.046823,0.035085,0.0273026666666667,0,2,1,"Gpr151",0.308135,0.112341,0.177199,11,6,2,0.199225,0.856638801448158
"GPR152",0,0.109572,0,0.036524,0,2,0,"Gpr152",0.057804,0.038123,0.036533,5,5,1,0.0441533333333333,0.992693282595787
"GPR153",28.949087,28.900052,29.201756,29.016965,1336,1540,932,"Gpr153",17.86633,9.034733,12.955161,575,580,171,13.285408,2.10123260042695
"GPR155",28.564715,25.661292,21.373852,25.199953,1438,1072,828,"Gpr155",14.619421,12.92767,9.155411,988,1542,272,12.2341673333333,1.97972054758665
"GPR156",0.154087,0.114788,0.225912,0.164929,7,7,9,"Gpr156",0.53005,0.374167,0.403505,54,57,13,0.435907333333333,0.811284247219296
"GPR157",0.3378,0.179887,0.195842,0.237843,9,14,10,"Gpr157",0.989022,0.77062,0.977817,107,125,33,0.912486333333333,0.647242795111913
"GPR158",1.0582,1.676901,2.091938,1.609013,85,143,101,"Gpr158",10.959876,7.744412,7.874583,1758,1868,397,8.85962366666667,0.26461588070755
"GPR160",0.222591,0.346038,0,0.189543,1,3,0,"Gpr160",0.442878,0.415475,1.786652,6,22,5,0.881668333333333,0.632174639349301
"GPR161",11.286918,16.304431,12.713784,13.4350443333333,1076,978,847,"Gpr161",1.697447,1.267378,1.020692,254,293,50,1.32850566666667,6.19927386906366
"GPR162",41.703033,40.289152,55.922394,45.9715263333333,568,653,529,"Gpr162",43.275781,30.755283,34.744957,1760,2140,530,36.2586736666667,1.26068702159294
"GPR17",0,0,0,0,0,0,0,"Gpr17",8.681013,8.505481,6.748582,1006,1482,248,7.97835866666667,0.111378932066128
"GPR171",0,0,0,0,0,0,0,"Gpr171",0.044661,0.059145,0,2,4,0,0.034602,0.966555255064266
"GPR173",23.615154,28.523447,27.848134,26.662245,1185,1266,964,"Gpr173",2.861221,3.181818,2.173877,201,292,44,2.738972,7.39835575125997
"GPR174",0.026711,0,0.018719,0.0151433333333333,2,0,1,"Gpr174",0.032093,0.027374,0,3,4,0,0.0198223333333333,0.995411945936988
"GPR176",5.629846,7.422601,6.522372,6.52493966666667,288,416,228,"Gpr176",2.958709,3.313259,3.250012,251,420,87,3.17399333333333,1.80281544931393
"GPR179",0,1.28129,0.012859,0.431383,0,1,1,"Gpr179",0.69818,0.518258,0.554949,57,69,14,0.590462333333333,0.899979188441432
"GPR18",0,0,0,0,0,0,0,"Gpr18",0.068153,0.022805,0,2,1,0,0.0303193333333333,0.970572877405646
"GPR180",1.837068,1.867426,1.910652,1.87171533333333,220,238,164,"Gpr180",8.265489,7.364042,9.260657,316,424,112,8.29672933333333,0.308895228673252
"GPR182",0.067101,0.258936,0.031486,0.119174333333333,3,1,1,"Gpr182",0.379051,0.183546,0.290296,33,24,8,0.284297666666667,0.871429079395664
"GPR183",0,0,0,0,0,0,0,"Gpr183",0.126839,1.130326,0.346233,7,33,6,0.534466,0.651692510619329
"GPR19",5.392588,6.040807,3.542299,4.991898,94,110,53,"Gpr19",5.103804,6.057291,9.569534,144,184,53,6.91020966666667,0.757489150414007
"GPR20",0,0,0,0,0,0,0,"Gpr20",0.156655,0.058886,0.071144,7,4,1,0.0955616666666667,0.912773813127817
"GPR21",0.435274,0.450377,0.690592,0.525414333333333,29,32,33,"Gpr21",0.362984,0.315945,10.294755,28,37,14,3.65789466666667,0.327490087796461
"GPR22",10.383929,13.925971,10.354167,11.554689,187,225,136,"Gpr22",7.937582,5.785661,6.419085,519,565,129,6.71410933333333,1.62749689659571
"GPR25",0,0,0,0,0,0,0,"Gpr25",0.873111,0.270663,1.156468,13,6,5,0.766747333333333,0.5660118915325
"GPR26",2.502235,4.936016,3.600628,3.67962633333333,354,763,361,"Gpr26",2.582718,1.339837,1.004095,684,526,84,1.64221666666667,1.7710986356153
"GPR27",18.732675,16.470343,18.798343,18.0004536666667,482,492,329,"Gpr27",4.086355,2.577862,4.777384,177,167,64,3.813867,3.94702505629397
"GPR3",2.216034,2.554803,2.013356,2.26139766666667,59,75,38,"Gpr3",2.634883,2.445426,3.763545,104,131,28,2.94795133333333,0.82609875130173
"GPR31",0,0,0,0,0,0,0,"Gpr31b",0,0,0,0,0,0,0,1
"GPR33",0,0,0,0,0,0,0,"Gpr33",0,0,0,0,0,0,0,1
"GPR35",0.41874,0.641149,0.399794,0.486561,16,24,11,"Gpr35",1.107854,1.410694,0.387884,22,42,3,0.968810666666667,0.755055336284241
"GPR37",2.38671,2.270676,2.373248,2.34354466666667,164,169,116,"Gpr37",29.426477,34.769589,36.394746,2659,4977,1083,33.5302706666667,0.0968293790379788
"GPR37L1",0.056101,0.061269,0.047398,0.0549226666666667,5,6,3,"Gpr37l1",105.356834,103.292021,145.787116,5008,7481,2185,118.145323666667,0.00885408368706126
"GPR39",0.182398,0.16524,0.451869,0.266502333333333,6,6,5,"Gpr39",0,0,0,0,0,0,0,1.26650233333333
"GPR4",0.051428,0.229902,0.318367,0.199899,2,2,3,"Gpr4",1.079848,0.620585,1.589842,67,58,31,1.09675833333333,0.572263851739391
"GPR42",0,0,0,0,0,0,0,"Ffar3",0,0,0,0,0,0,0,1
"GPR45",2.324958,2.091046,1.982427,2.13281033333333,48,48,29,"Gpr45",2.482706,1.770952,3.162312,159,166,44,2.47199,0.902309722474239
"GPR52",0.212248,0.098053,0,0.103433666666667,4,2,0,"Gpr52",0.725131,0.444038,0.604511,23,21,6,0.591226666666667,0.69344845067118
"GPR55",0,0.01783,0,0.00594333333333333,0,1,0,"Gpr55",0.08554,0.081728,0.038603,7,10,1,0.0686236666666667,0.941344801459572
"GPR6",0.581312,0.234211,0.128419,0.314647333333333,13,6,2,"Gpr6",0.138676,0.018233,0,5,1,0,0.052303,1.24930493720281
"GPR61",8.708536,8.428848,5.93159,7.689658,135,183,109,"Gpr61",3.398882,2.645726,3.016945,240,277,63,3.02051766666667,2.1613281473787
"GPR62",0.146433,0.123213,0.578098,0.282581333333333,3,3,8,"Gpr62",8.562451,13.028847,13.612488,297,677,146,11.7345953333333,0.10071630073522
"GPR63",0.353367,0.338685,0.404232,0.365428,28,29,23,"Gpr63",0.920553,0.463729,0.321427,34,34,5,0.568569666666667,0.870492416764403
"GPR65",0,0.015659,0.046817,0.0208253333333333,0,1,2,"Gpr65",0.047459,0.111231,0.075845,2,7,1,0.0781783333333333,0.946805645942925
"GPR68",2.12194,2.314043,3.302145,2.579376,56,45,38,"Gpr68",4.042527,2.923252,4.442042,192,249,67,3.802607,0.745298543062133
"GPR75",1.593289,1.823095,2.26273,1.893038,42,52,42,"Gpr75",2.858342,1.639035,2.839412,177,152,55,2.44559633333333,0.839633468381719
"GPR82",0.278586,0.053856,0.067288,0.133243333333333,2,2,2,"Gpr82",0,0.013707,0,0,1,0,0.004569,1.12808909426165
"GPR83",17.737916,19.676091,18.354727,18.589578,996,1197,708,"Gpr83",1.990954,1.419632,1.594915,158,169,39,1.66850033333333,7.34104386471253
"GPR85",12.37249,19.394187,16.915667,16.227448,494,531,331,"Gpr85",7.204455,5.388586,6.165428,392,447,105,6.252823,2.37527484125836
"GPR87",0.074117,0.10509,0,0.0597356666666667,1,2,0,"Gpr87",0,0.030977,0,0,1,0,0.0103256666666667,1.04890502303383
