"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"ADA",33,0.176237,31,0.177699,53,0.297576,0.217170666667,1.589,1.589,0.470131582335651
"ADAD1",1,0.00343645,4,0.014754,1,0.00361284,0.00726776333333,0.01045,0.01045,0.996850673792201
"ADAL",290,2.11987,260,2.03997,347,2.66673,2.27552333333,6.65915,6.65915,0.427661468091107
"ADAM10",2772,3.00818,3870,4.50777,4263,4.86367,4.12654,13.71556,13.71556,0.348375461076575
"ADAM11",2154,16.4619,1890,15.5037,906,7.27947,13.08169,52.30101,52.30101,0.26419180424536
"ADAM12",65,0.0301946,56,0.0279219,105,0.0512795,0.0364653333333,0.11499,0.11499,0.92957365835864
"ADAM15",1313,18.7862,1351,20.7477,1226,18.4418,19.3252333333,99.64686,99.64686,0.201946025273913
"ADAM17",1847,4.72796,1925,5.28906,2391,6.43465,5.48389,9.50262,9.50262,0.617359287492073
"ADAM18",8,0.00960037,11,0.0141687,11,0.0138781,0.0125490566667,0.01045,0.01045,1.00207734837617
"ADAM2",7,0.0129331,3,0.00594933,6,0.0116545,0.0101789766667,0,0,1.0101789766667
"ADAM21",48,1.08453,49,1.18833,38,0.902652,1.058504,0.53315,0.53315,1.34266314450641
"ADAM22",6229,4.04916,6309,4.40198,4743,3.24144,3.89752666667,19.30841,19.30841,0.241157563131235
"ADAM23",7581,7.45734,8286,8.74868,6554,6.77801,7.66134333333,51.57969,51.57969,0.16472792694917
"ADAM28",643,1.72961,795,2.29533,1697,4.79908,2.94134,7.84045,7.84045,0.445830246197874
"ADAM29",8,0.00941057,10,0.012626,17,0.0210239,0.01435349,0.09409,0.09409,0.927120703050023
"ADAM32",157,0.154151,191,0.201289,165,0.170321,0.175253666667,0.71087,0.71087,0.686933353596124
"ADAM33",1623,19.8527,1070,14.0484,1575,20.2544,18.0518333333,24.57719,24.57719,0.744875935679408
"ADAM7",14,0.0284258,13,0.0283315,10,0.0213463,0.0260345333333,0.01045,0.01045,1.01542335922935
"ADAM8",92,1.11235,84,1.09012,124,1.5762,1.25955666667,4.00386,4.00386,0.451562726908826
"ADAM9",1971,3.1767,2079,3.59653,3509,5.94581,4.23968,19.93565,19.93565,0.250275487028108
"ADAMDEC1",5,0.0401995,7,0.0604073,11,0.0929783,0.0645283666667,0.22999,0.22999,0.865477253202628
"ADAMTS1",3327,60.1993,2666,51.7772,3804,72.3631,61.4465333333,18.81707,18.81707,3.15114864777185
"ADAMTS10",420,2.40601,467,2.87147,726,4.37243,3.21663666667,5.1956,5.1956,0.680585684464782
"ADAMTS12",92,0.0436173,147,0.0748046,180,0.0897184,0.0693801,0.86768,0.86768,0.572571371969502
"ADAMTS13",379,1.46988,343,1.42784,377,1.53718,1.4783,5.32105,5.32105,0.392070937581573
"ADAMTS14",120,0.233098,155,0.323169,275,0.561601,0.372622666667,1.474,1.474,0.554819186203314
"ADAMTS15",121,0.764008,97,0.657393,133,0.882882,0.768094333333,1.43219,1.43219,0.726955679175147
"ADAMTS16",473,0.459134,640,0.666805,460,0.469434,0.531791,3.16754,3.16754,0.367552800932925
"ADAMTS17",93,0.0438434,89,0.0450352,125,0.061954,0.0502775333333,0.44952,0.44952,0.724569190720583
"ADAMTS18",10,0.00933112,16,0.0160249,13,0.0127531,0.01270304,0.07318,0.07318,0.943646955776291
"ADAMTS19",41,0.0257277,60,0.0404118,36,0.0237497,0.0299630666667,0.08363,0.08363,0.950474854578315
"ADAMTS2",358,0.266581,361,0.288532,816,0.638814,0.397975666667,7.24457,7.24457,0.169563199374497
"ADAMTS20",2,0.00176163,20,0.0189084,9,0.00833423,0.00966808666667,0.01045,0.01045,0.999226173157178
"ADAMTS3",60,0.0363637,108,0.0702556,75,0.0477877,0.051469,1.26493,1.26493,0.46423907140618
"ADAMTS4",344,4.07351,208,2.64371,364,4.53158,3.7496,2.04897,2.04897,1.55777196889441
"ADAMTS5",171,0.607593,172,0.655973,117,0.43706,0.566875333333,0.43907,0.43907,1.08881106084694
"ADAMTS6",127,0.0665904,182,0.102428,173,0.0953657,0.0881280333333,0.20908,0.20908,0.899963636263357
"ADAMTS7",329,1.09983,467,1.67566,358,1.2582,1.34456333333,2.4044,2.4044,0.688686210001762
"ADAMTS8",526,3.87942,457,3.61774,393,3.04727,3.51481,19.88338,19.88338,0.216191536044453
"ADAMTS9",2388,2.42059,1539,1.67443,2427,2.58639,2.22713666667,10.33894,10.33894,0.284606556403861
"ADAMTSL1",1161,0.20194,1836,0.34277,1358,0.248329,0.264346333333,3.7216,3.7216,0.267779213260971
"ADAMTSL2",533,2.14768,724,3.13127,749,3.17294,2.81729666667,11.72931,11.72931,0.299882449769076
"ADAMTSL3",241,0.109143,354,0.172077,572,0.272341,0.184520333333,0.77359,0.77359,0.667865929179235
"ADAMTSL4",760,11.4765,649,10.5191,1257,19.9558,13.9838,19.39204,19.39204,0.734786710893074
"ADAMTSL5",89,1.81151,156,3.40813,212,4.53655,3.25206333333,10.03577,10.03577,0.38529829212914
"ADAP1",1063,3.2292,1090,3.5541,884,2.82327,3.20219,105.65787,105.65787,0.0393987804181726
"ADAP2",562,1.8532,396,1.40159,1016,3.52224,2.25901,12.90015,12.90015,0.234458620950134
"ADAR",5573,21.185,6126,24.9952,7275,29.0744,25.0848666667,37.63415,37.63415,0.675176409127676
"ADARB1",1308,1.49636,1427,1.75224,1792,2.15529,1.80129666667,13.57966,13.57966,0.192137310929747
"ADARB2",501,0.156234,944,0.315973,485,0.159007,0.210404666667,8.26906,8.26906,0.130585481879177
"ADAT1",854,5.66843,860,6.12694,899,6.27339,6.02292,29.59508,29.59508,0.22954409663253
"ADAT2",387,2.42638,380,2.55724,638,4.20539,3.06300333333,3.40798,3.40798,0.92173815065631
"ADAT3",46,0.998404,31,0.722189,43,0.981195,0.900596,3.73205,3.73205,0.401643262433829
"ADCK1",284,0.367771,284,0.394746,329,0.447913,0.403476666667,7.49547,7.49547,0.165202945412908
"ADCK2",804,6.02385,817,6.57023,656,5.16725,5.92044333333,40.61352,40.61352,0.166302762499543
"ADCK5",174,1.50917,191,1.77812,151,1.3769,1.55473,14.31143,14.31143,0.166851169355181
"ADCY1",332,0.389322,413,0.519831,326,0.401908,0.437020333333,3.07346,3.07346,0.352776345743668
"ADCY10",49,0.0816584,47,0.0840704,58,0.101618,0.0891156,0.11499,0.11499,0.976794051964592
"ADCY2",314,0.126411,265,0.11451,271,0.1147,0.118540333333,3.4707,3.4707,0.25019355656452
"ADCY3",4737,8.22034,3211,5.98091,5227,9.53623,7.91249333333,163.3113,163.3113,0.0542415118943737
"ADCY4",682,7.11524,842,9.42883,463,5.07837,7.20748,11.96975,11.96975,0.632817132172941
"ADCY5",771,0.804315,832,0.931613,820,0.89934,0.878422666667,16.97718,16.97718,0.104489284007113
"ADCY6",1216,9.29934,1150,9.43967,1242,9.98569,9.5749,4.34884,4.34884,1.97704549023714
"ADCY7",1701,4.12732,1462,3.80761,2459,6.27279,4.73590666667,8.76039,8.76039,0.587671872401615
"ADCY8",97,0.0650239,86,0.0618785,86,0.0606091,0.0625038333333,1.08721,1.08721,0.509054591216648
"ADCY9",1169,1.25247,1230,1.41449,1157,1.30324,1.3234,6.63825,6.63825,0.304179622295683
"ADCYAP1",3750,89.7181,2088,53.6191,8078,203.185,115.5074,30.46275,30.46275,3.70302659494164
"ADCYAP1R1",102,0.301925,116,0.368551,105,0.326758,0.332411333333,0.94085,0.94085,0.686509175532885
"ADD1",8996,18.2277,9092,19.7734,8285,17.6487,18.5499333333,327.90843,327.90843,0.0594388332743554
"ADD2",6367,6.92561,5742,6.70389,5182,5.92596,6.51848666667,16.43358,16.43358,0.431264643674449
"ADD3",5737,7.20016,7429,10.0076,6888,9.08843,8.76539666667,65.51478,65.51478,0.146815439616127
"ADGB",309,0.249344,316,0.273696,433,0.367339,0.296793,0,0,1.296793
"ADH1A",431,5.14488,353,4.52286,738,9.26173,6.30982333333,0.32407,0.32407,5.52072272110236
"ADH1B",9429,34.4682,8532,33.4769,14899,57.2597,41.7349333333,139.2359,139.2359,0.30473604357586
"ADH1C",518,5.56887,480,5.53884,923,10.4322,7.17997,5.18515,5.18515,1.32251764306444
"ADH4",30,0.153532,39,0.214231,62,0.333586,0.233783,0.19862,0.19862,1.02933623667217
"ADH5",2295,22.4941,2982,31.3714,2871,29.584,27.8165,78.63446,78.63446,0.361859677330643
"ADH6",21,0.217082,26,0.288481,26,0.282563,0.262708666667,0.05227,0.05227,1.19998542832828
"ADH7",1,0.00744129,4,0.0319483,5,0.0391162,0.0261685966667,0.34498,0.34498,0.762961974651445
"ADHFE1",637,3.05589,970,4.99471,1273,6.42044,4.82368,20.23881,20.23881,0.274199919863684
"ADI1",2244,17.6859,3013,25.4884,2666,22.0903,21.7548666667,142.58116,142.58116,0.15848086661718
"ADIG",2,0.0480669,1,0.0257962,1,0.025267,0.0330433666667,0.05227,0.05227,0.981728422046338
"ADIPOQ",4,0.0443399,2,0.023796,8,0.0932315,0.0537891333333,0.90949,0.90949,0.551869417139288
"ADIPOR1",1649,16.2325,1966,20.7725,1909,19.7565,18.9205,57.29799,57.29799,0.341701317661209
"ADIPOR2",5331,9.30381,5878,11.0109,5818,10.6749,10.32987,59.36787,59.36787,0.187680466446804
"ADK",702,0.219483,898,0.301356,975,0.320484,0.280441,61.78273,61.78273,0.0203947964671176
"ADM",165,12.398,72,5.80685,430,33.9683,17.39105,18.608,18.608,0.937936046511628
"ADM2",13,0.463677,5,0.191418,3,0.112494,0.255863,0.07318,0.07318,1.17022587077657
"ADNP",1851,7.60472,1810,7.98171,2127,9.18719,8.25787333333,11.76067,11.76067,0.725500568021115
"ADNP2",443,2.02268,446,2.18574,611,2.93293,2.38045,2.62394,2.62394,0.932810697748859
"ADO",898,41.7233,1109,55.3063,1080,52.7551,49.9282333333,17.2908,17.2908,2.78436335935552
"ADORA1",309,0.70333,250,0.610775,146,0.349375,0.554493333333,16.47539,16.47539,0.0889532842089933
"ADORA2A",127,0.90636,98,0.750695,67,0.502701,0.719918666667,2.23714,2.23714,0.531308088827483
"ADORA2B",33,0.186995,39,0.237204,34,0.202551,0.208916666667,0.84677,0.84677,0.654611384561694
"ADORA3",664,26.7775,630,27.2699,1046,44.3478,32.7984,65.88067,65.88067,0.505353789069398
"ADPGK",1710,8.66452,1559,8.47881,2366,12.6038,9.91571,36.56785,36.56785,0.290559880323202
"ADPRH",458,7.49318,480,8.42912,678,11.6619,9.19473333333,5.79148,5.79148,1.50110628807418
"ADPRHL1",512,1.65902,625,2.17371,466,1.58747,1.80673333333,8.02862,8.02862,0.310870690463216
"ADPRHL2",433,15.0059,404,15.0278,355,12.9342,14.3226333333,37.43552,37.43552,0.398658150931742
"ADPRM",174,2.1767,212,2.8466,211,2.77505,2.59945,9.60716,9.60716,0.339341539111317
"ADRA1A",36,0.0527929,43,0.0676834,22,0.0339183,0.0514648666667,0.19862,0.19862,0.877229536188867
"ADRA1B",102,0.165096,120,0.208477,81,0.137835,0.170469333333,0.6586,0.6586,0.705697174323526
"ADRA1D",43,0.262128,34,0.222466,57,0.365307,0.283300333333,1.64127,1.64127,0.485864880657032
"ADRA2A",244,10.9891,189,9.13636,315,14.9149,11.68012,2.19533,2.19533,3.96832877981304
"ADRA2B",19,0.898074,39,1.97863,12,0.596318,1.157674,0.44952,0.44952,1.48854379380761
"ADRA2C",97,7.77687,72,6.19593,63,5.31021,6.42767,10.69437,10.69437,0.635149221377466
"ADRB1",7,0.4024,4,0.246809,9,0.543927,0.397712,0.2718,0.2718,1.09900298789118
"ADRB2",87,4.41441,76,4.13912,69,3.68079,4.07810666667,2.10124,2.10124,1.6374439471534
"ADRB3",0,0,1,0.0519426,0,0,0.0173142,0.02091,0.02091,0.996477848194258
"ADRM1",1226,31.6368,1193,33.0433,936,25.3931,30.0244,160.39465,160.39465,0.192226941847205
"ADSL",769,3.05576,924,3.94099,902,3.76824,3.58833,37.03828,37.03828,0.120624013493775
"ADTRP",5,0.00919537,2,0.00394793,11,0.0212682,0.0114705,0.10454,0.10454,0.915739131222047
"AEBP1",571,9.76249,591,10.8456,1723,30.9705,17.1928633333,21.11694,21.11694,0.822575968162865
"AEBP2",3430,1.89173,3710,2.19623,4471,2.59243,2.22679666667,4.50564,4.50564,0.586089295099207
"AEN",291,4.64481,252,4.31734,263,4.41335,4.4585,7.3073,7.3073,0.657072695099491
"AFAP1",754,0.726896,863,0.893002,787,0.797653,0.805850333333,2.69711,2.69711,0.488449176068064
"AFAP1L1",729,1.77427,795,2.07683,782,2.00096,1.95068666667,8.57222,8.57222,0.308255207952805
"AFAP1L2",4330,6.88098,5149,8.78266,4105,6.85826,7.5073,50.47158,50.47158,0.165281500975878
"AFF1",4294,3.64061,4334,3.94404,6012,5.35881,4.31448666667,14.17553,14.17553,0.350201058326793
"AFF2",2261,0.789915,1290,0.483738,813,0.298613,0.524088666667,2.19533,2.19533,0.476973791961081
"AFF3",764,0.206288,779,0.225765,999,0.283585,0.238546,9.60716,9.60716,0.116765090750022
"AFF4",2859,5.6603,3213,6.82773,4184,8.70873,7.06558666667,5.27923,5.27923,1.28448657983065
"AFG3L2",2078,7.50501,2177,8.43926,2009,7.62823,7.8575,52.70872,52.70872,0.164917354202446
"AFM",0,0,0,0,1,0.00825205,0.00275068333333,0,0,1.00275068333333
"AFMID",399,3.41942,382,3.51385,430,3.87424,3.60250333333,40.5508,40.5508,0.110768103943366
"AFP",1,0.00697764,1,0.00748943,2,0.0146716,0.00971289,0.02091,0.02091,0.989032226151179
"AFTPH",1428,3.63125,1550,4.23058,1534,4.10101,3.98761333333,11.4366,11.4366,0.401043157561552
"AGA",210,3.1453,252,4.0512,391,6.15684,4.45111333333,8.2377,8.2377,0.590094215370709
"AGAP1",3151,0.863144,3193,0.938802,3141,0.904567,0.902171,13.62147,13.62147,0.130094374915792
"AGAP2",348,3.30463,348,3.54702,291,2.90519,3.25228,3.59615,3.59615,0.92518303362597
"AGAP3",1666,4.96619,1650,5.27926,1133,3.55072,4.59872333333,109.69309,109.69309,0.0505787970444226
"AGBL1",75,0.0138054,78,0.0154107,90,0.0174168,0.0155443,0.01045,0.01045,1.00504161512198
"AGBL2",44,0.137758,29,0.0974547,48,0.157995,0.131069233333,0.45997,0.45997,0.774720873259724
"AGBL3",289,0.312705,346,0.40184,343,0.390183,0.368242666667,0.82586,0.82586,0.749368881878676
"AGBL4",406,0.0475674,468,0.0588532,405,0.0498858,0.0521021333333,1.2022,1.2022,0.477750491932295
"AGBL5",985,6.08934,1119,7.42513,1117,7.25981,6.92476,9.77442,9.77442,0.73551615771429
"AGER",130,6.76926,97,5.42138,114,6.24081,6.14381666667,6.82642,6.82642,0.912782174566405
"AGFG1",1999,3.92108,2173,4.57502,3460,7.13522,5.21044,41.04213,41.04213,0.147719442378395
"AGFG2",417,2.51049,470,3.03712,415,2.62669,2.72476666667,24.98489,24.98489,0.143343561072223
"AGGF1",1119,5.43264,1266,6.59713,1383,7.05897,6.36291333333,12.76425,12.76425,0.534930223828396
"AGK",920,1.54591,1006,1.8144,963,1.70122,1.68717666667,12.22064,12.22064,0.203256171158885
"AGL",385,0.913065,720,1.8328,586,1.46109,1.40231833333,2.80165,2.80165,0.631914651093604
"AGMAT",61,0.798071,55,0.772351,92,1.26543,0.945284,1.69354,1.69354,0.722203494286329
"AGMO",103,0.0497486,197,0.102129,221,0.112221,0.0880328666667,1.18129,1.18129,0.498802482323167
"AGPAT1",1692,29.903,1847,35.0365,1550,28.7994,31.2463,93.93902,93.93902,0.339652758159922
"AGPAT2",426,5.19887,312,4.0869,333,4.2725,4.51942333333,52.19647,52.19647,0.103755443421904
"AGPAT3",2825,4.03305,2835,4.34419,2456,3.68623,4.02115666667,33.04487,33.04487,0.147486439709419
"AGPAT4",1036,1.25603,925,1.20372,1219,1.55376,1.33783666667,16.96673,16.96673,0.1301203205408
"AGPAT5",1207,3.98891,1534,5.44143,1225,4.25619,4.56217666667,13.93509,13.93509,0.372423377875192
"AGPS",1632,1.71192,2126,2.39369,2256,2.48795,2.19785333333,7.22367,7.22367,0.388859637282381
"AGR2",2,0.00839435,2,0.00901006,0,0,0.00580147,0.1359,0.1359,0.885466563958095
"AGR3",3,0.0232148,8,0.0664468,8,0.0650836,0.0515817333333,0,0,1.0515817333333
"AGRN",2162,10.4919,2210,11.5115,1461,7.45398,9.81912666667,38.97225,38.97225,0.270665941163432
"AGRP",3,0.421639,4,0.60342,2,0.29552,0.440193,0.42861,0.42861,1.00810788108721
"AGT",2298,34.6085,1952,31.5539,1967,31.144,32.4354666667,56.07488,56.07488,0.585817555230953
"AGTPBP1",4097,3.66125,4444,4.26264,4091,3.84354,3.92247666667,29.5219,29.5219,0.161276875511354
"AGTR1",80,0.309031,117,0.485108,131,0.532012,0.442050333333,1.21266,1.21266,0.651727031416033
"AGTRAP",468,4.36771,447,4.47771,671,6.58368,5.14303333333,56.72303,56.72303,0.106422572296187
"AGXT2",4,0.0139661,10,0.0374763,6,0.0220245,0.0244889666667,0,0,1.0244889666667
"AHCTF1",1551,2.91761,2133,4.30672,2333,4.6139,3.94607666667,4.31747,4.31747,0.930156007776254
"AHCY",1845,10.221,1653,9.82904,1728,10.0642,10.03808,105.30244,105.30244,0.103836562923673
"AHCYL1",2285,10.2414,2709,13.0323,2680,12.6283,11.9673333333,29.04102,29.04102,0.431654229227237
"AHCYL2",1817,1.547,2117,1.93463,2499,2.23687,1.90616666667,10.31803,10.31803,0.256773189916443
"AHDC1",590,1.46416,635,1.69142,578,1.508,1.55452666667,5.9901,5.9901,0.365449230578962
"AHI1",1221,0.995676,1559,1.36455,1636,1.40257,1.25426533333,9.23082,9.23082,0.220340630890779
"AHNAK",44718,63.6722,60642,92.679,53853,80.6149,78.9887,99.45869,99.45869,0.796234750821457
"AHNAK2",28698,121.891,31708,144.554,19642,87.7092,118.0514,266.96202,266.96202,0.444284604213687
"AHR",2210,0.898302,3261,1.42273,4489,1.91831,1.413114,11.66659,11.66659,0.190510153087769
"AHRR",70,0.107885,92,0.152191,70,0.113422,0.124499333333,3.64842,3.64842,0.241910011000082
"AHRR",1679,1.76039,1898,2.13597,2049,2.25859,2.05165,3.64842,3.64842,0.656491883263561
"AHSA1",3424,51.553,3187,51.5042,2265,35.8531,46.3034333333,306.99012,306.99012,0.153587502525406
"AHSG",3,0.0634577,4,0.0908162,6,0.13343,0.0959013,0.44952,0.44952,0.756044276726089
"AICDA",0,0,3,0.0525835,1,0.0171683,0.0232506,0.01045,0.01045,1.01266821713098
"AIDA",2608,10.0804,2779,11.5292,3142,12.7678,11.4591333333,37.92686,37.92686,0.320065202621018
"AIF1",639,61.8464,468,48.6183,1594,162.196,90.8869,166.1025,166.1025,0.549883454765787
"AIF1L",3829,25.0749,4568,32.1085,4023,27.6976,28.2936666667,77.58907,77.58907,0.372744793477006
"AIFM1",495,2.36752,496,2.54631,566,2.84605,2.58662666667,22.40277,22.40277,0.15325650197263
"AIFM2",443,2.22954,323,1.74483,463,2.4498,2.14139,8.36314,8.36314,0.335506037504512
"AIFM3",185,1.98851,220,2.53817,124,1.40125,1.97597666667,24.97444,24.97444,0.114573275368786
"AIG1",1302,0.810721,1513,1.01121,1179,0.771813,0.864581333333,60.93596,60.93596,0.0301049880123437
"AIM2",132,0.272538,187,0.414415,160,0.347305,0.344752666667,15.34637,15.34637,0.0822661341121607
"AIMP1",962,4.95564,1035,5.72276,1386,7.5063,6.06156666667,20.61515,20.61515,0.326695242303199
"AIMP2",436,5.2242,424,5.45305,472,5.94584,5.54103,15.1582,15.1582,0.404811798343875
"AIP",765,16.5443,825,19.1505,551,12.5278,16.0742,168.03648,168.03648,0.10100896563866
"AIPL1",8,0.0336712,7,0.0316233,6,0.0265496,0.0306147,0.05227,0.05227,0.979420395905994
"AIRE",11,0.150003,18,0.263464,7,0.100356,0.171274333333,0.20908,0.20908,0.968731873269759
"AJAP1",151,0.191259,156,0.212085,84,0.111857,0.171733666667,1.17084,1.17084,0.53976049209845
"AJUBA",153,2.3498,180,2.96724,197,3.18085,2.83263,2.85392,2.85392,0.9944757545564
"AK1",582,9.08622,716,11.9981,551,9.04378,10.0427,193.75315,193.75315,0.0567010084304156
"AK2",1791,4.28277,2020,5.18466,2446,6.14927,5.20556666667,95.12031,95.12031,0.0645604104550849
"AK3",1642,8.82959,1764,10.1814,1908,10.7866,9.93253,26.61571,26.61571,0.39588082290841
"AK4",1584,3.27108,1323,2.93249,1255,2.72469,2.97608666667,7.60001,7.60001,0.462335121316138
"AK5",1246,0.78315,1341,0.904683,972,0.64229,0.776707666667,84.72911,84.72911,0.0207246717791308
"AK7",60,0.107728,130,0.250531,126,0.237841,0.1987,1.94443,1.94443,0.407107657509263
"AK8",78,0.088946,90,0.110158,87,0.104301,0.101135,2.74938,2.74938,0.293684555846567
"AKAP1",633,3.05019,642,3.32046,574,2.90785,3.09283333333,14.4996,14.4996,0.264060577907172
"AKAP10",1141,2.69214,1151,2.91493,1385,3.43558,3.01421666667,9.10537,9.10537,0.397235991029522
"AKAP11",2745,9.38268,4031,14.789,3141,11.2873,11.81966,7.1714,7.1714,1.56884499596152
"AKAP12",46082,67.8833,45741,72.3232,42050,65.1232,68.4432333333,147.83948,147.83948,0.46656460593184
"AKAP13",1741,0.824731,2272,1.15521,2275,1.13301,1.03765033333,23.04046,23.04046,0.0847592073250678
"AKAP14",11,0.0772383,7,0.0527568,7,0.0516745,0.0605565333333,0.85722,0.85722,0.571045182225746
"AKAP3",88,0.458309,84,0.469565,92,0.503734,0.477202666667,1.22311,1.22311,0.664475741941244
"AKAP5",143,2.77423,146,3.04019,97,1.97841,2.59761,0.89904,0.89904,1.894436136153
"AKAP6",11602,3.98684,11807,4.35488,10125,3.65788,3.99986666667,27.18022,27.18022,0.177424685352705
"AKAP7",300,0.353955,388,0.491359,483,0.599117,0.481477,5.36287,5.36287,0.232831568144564
"AKAP8",679,4.49083,656,4.65694,871,6.05637,5.06804666667,8.96947,8.96947,0.608662914545106
"AKAP8L",1389,6.20733,1390,6.66742,1476,6.93469,6.60314666667,42.77748,42.77748,0.173677120443433
"AKAP9",2176,2.23869,3112,3.43649,2619,2.83275,2.83597666667,11.86521,11.86521,0.29816665772809
"AKIP1",260,5.07733,322,6.74929,289,5.93332,5.91998,29.28146,29.28146,0.228522006534692
"AKIRIN1",2448,28.9274,2496,31.658,2623,32.5863,31.0572333333,63.4449,63.4449,0.497436311225559
"AKIRIN2",964,6.15218,924,6.32943,1094,7.3402,6.60727,44.2933,44.2933,0.16795574621412
"AKNA",689,1.9978,690,2.14745,1178,3.59101,2.57875333333,6.60688,6.60688,0.470462703937751
"AKNAD1",1753,2.07503,2128,2.70368,2326,2.89461,2.55777333333,0.31362,0.31362,2.70837329922656
"AKR1A1",992,8.88407,963,9.25693,1241,11.6845,9.94183333333,153.80868,153.80868,0.0706797146860887
"AKR1B1",3058,31.5571,3133,34.7024,2928,31.7664,32.6753,357.29443,357.29443,0.0939877854087768
"AKR1B10",151,1.90521,186,2.51895,47,0.623451,1.682537,10.54802,10.54802,0.232294107561296
"AKR1D1",17,0.0256064,32,0.0517357,25,0.0395893,0.0389771333333,0.02091,0.02091,1.01769708723913
"AKR1E2",193,0.548832,190,0.57993,256,0.76535,0.631370666667,3.10482,3.10482,0.397428064243255
"AKT1",1703,11.2681,1811,12.8616,1725,11.9995,12.0430666667,67.75192,67.75192,0.189712035194072
"AKT1S1",945,17.5125,943,18.7573,681,13.2679,16.5125666667,68.33734,68.33734,0.252570500493673
"AKT2",1703,5.38777,1720,5.84068,1596,5.30842,5.51229,28.93648,28.93648,0.217536931529692
"AKT3",5006,2.41023,5708,2.94979,4403,2.22871,2.52957666667,25.77939,25.77939,0.13180198154887
"AKTIP",1454,18.9958,1560,21.8756,1352,18.5699,19.8137666667,54.04682,54.04682,0.378110246272173
"AL035460.1",49,2.76226,15,0.907613,33,1.95578,1.87521766667,0.26135,0.26135,2.27947648683553
"AL359736.1",3000,1.53545,4041,2.21995,5634,3.03158,2.26232666667,0,0,3.26232666667
"ALAD",2558,29.8338,2100,26.2886,2294,28.128,28.0834666667,43.68697,43.68697,0.650826553393528
"ALAS1",893,9.60511,835,9.64002,736,8.32275,9.18929333333,43.55107,43.55107,0.228710406581256
"ALAS2",3,0.0239063,4,0.034213,8,0.0670222,0.0417138333333,0.05227,0.05227,0.989968195741872
"ALB",9,0.0645202,15,0.115421,17,0.128127,0.1026894,0.73178,0.73178,0.636737576366513
"ALCAM",6292,5.23452,6958,6.21316,5225,4.56996,5.33921333333,75.49829,75.49829,0.0828673860988265
"ALDH16A1",395,3.87109,493,5.1859,426,4.38919,4.48206,17.80304,17.80304,0.291551791625184
"ALDH18A1",626,2.15402,597,2.2049,684,2.4744,2.27777333333,10.48529,10.48529,0.28538881763804
"ALDH1A1",1722,1.67341,2606,2.71821,2137,2.18329,2.19163666667,54.9145,54.9145,0.0570806618438867
"ALDH1A2",62,0.0198944,120,0.0413295,119,0.0401442,0.0337893666667,0.96176,0.96176,0.526970356550597
"ALDH1A3",909,4.08094,1050,5.05971,2157,10.1809,6.44051666667,5.16424,5.16424,1.20704525889161
"ALDH1B1",450,13.1904,267,8.40032,308,9.49146,10.3607266667,10.03577,10.03577,1.02944576288741
"ALDH1L1",1255,2.32172,955,1.89632,806,1.56762,1.92855333333,19.61157,19.61157,0.142082982195437
"ALDH1L2",809,1.6086,908,1.93787,1353,2.82836,2.12494333333,3.64842,3.64842,0.672259247944463
"ALDH2",3633,12.5317,4043,14.9689,3416,12.388,13.2962,176.086,176.086,0.0807302666501022
"ALDH3A1",6,0.0956382,4,0.0684353,5,0.0837892,0.0826209,0.73178,0.73178,0.625149210638765
"ALDH3A2",2777,12.8941,3312,16.5061,2750,13.4241,14.2747666667,42.05616,42.05616,0.354763793768418
"ALDH3B1",678,5.72065,574,5.19838,866,7.68195,6.20032666667,24.43084,24.43084,0.283133654518294
"ALDH3B2",2,0.0183517,6,0.0590933,3,0.0289405,0.0354618333333,0.02091,0.02091,1.01425378665436
"ALDH4A1",2506,13.9893,2032,12.1753,1484,8.70939,11.6246633333,66.13156,66.13156,0.18805854255882
"ALDH5A1",589,2.43022,651,2.88304,526,2.28167,2.53164333333,4.74608,4.74608,0.614617849617478
"ALDH6A1",1543,9.75044,1922,13.0362,1876,12.4632,11.7499466667,11.09162,11.09162,1.05444486898364
"ALDH7A1",1156,3.14749,1651,4.82496,1611,4.61147,4.19464,37.49825,37.49825,0.134931847551512
"ALDH8A1",108,0.576582,70,0.401122,78,0.437794,0.471832666667,0.66905,0.66905,0.881838570843893
"ALDH9A1",1415,6.74523,1628,8.32981,1644,8.23911,7.77138333333,36.77693,36.77693,0.232188887062289
"ALDOA",29865,828.946,28413,846.489,18878,550.881,742.105333333,4744.1504,4744.1504,0.156603114905062
"ALDOB",29,0.174069,30,0.193279,16,0.100967,0.156105,0.53315,0.53315,0.754071682483775
"ALDOC",16342,744.635,18664,912.817,10008,479.429,712.293666667,1208.28618,1208.28618,0.589846868726309
"ALG1",640,2.09154,673,2.3607,629,2.1611,2.20444666667,22.76866,22.76866,0.13481814568722
"ALG10",70,1.69212,132,3.42489,90,2.28725,2.46808666667,0.82586,0.82586,1.89942638902764
"ALG10B",164,2.2107,283,4.09461,289,4.09564,3.46698333333,0.3868,0.3868,3.22107249302711
"ALG11",1189,9.79659,1276,11.2846,1366,11.8327,10.9712966667,1.43219,1.43219,4.92202363577681
"ALG12",406,3.89499,407,4.19098,339,3.41915,3.83504,17.17581,17.17581,0.266015104691345
