"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","DRG","dHs_Avg_TPM","FoldChange"
"LMBR1L",1094,13.3185,943,12.3223,992,12.6966,12.7791333333,33.49439,33.49439,0.399460124771014
"LMBRD1",2907,2.61132,3376,3.25506,3406,3.21661,3.02766333333,62.03362,62.03362,0.063897065301501
"LMBRD2",1035,3.38089,1754,6.1498,1082,3.71584,4.41551,6.08419,6.08419,0.764450134736646
"LMCD1",559,1.3403,579,1.49008,919,2.31656,1.71564666667,12.67016,12.67016,0.198655075483389
"LMF1",1798,2.46003,1736,2.54942,1675,2.40937,2.47294,18.93207,18.93207,0.174238802091303
"LMF2",842,30.9417,817,32.2251,738,28.5119,30.5595666667,52.36374,52.36374,0.591404700395812
"LMLN",1129,2.3615,1171,2.62901,1131,2.48711,2.49254,3.60661,3.60661,0.758158385450472
"LMNA",2961,8.99358,3546,11.5604,3806,12.1535,10.9024933333,211.598,211.598,0.0559859139469797
"LMNB1",111,0.321064,93,0.28873,260,0.790641,0.466811666667,3.55434,3.55434,0.322068986212492
"LMNB2",427,2.54405,438,2.80099,497,3.11309,2.81937666667,14.10235,14.10235,0.252899493566895
"LMO1",18,0.0708112,33,0.139343,28,0.115805,0.108653066667,7.64182,7.64182,0.128289303256374
"LMO2",623,3.24878,566,3.16803,900,4.93416,3.78365666667,31.18407,31.18407,0.148634298479652
"LMO3",803,2.25453,1372,4.13461,667,1.96881,2.78598333333,8.83357,8.83357,0.385005987991137
"LMO4",1151,10.0319,1306,12.2177,1644,15.0642,12.4379333333,48.91394,48.91394,0.269222051661319
"LMO7",1057,0.771213,1266,0.991456,1654,1.26874,1.01046966667,11.67704,11.67704,0.158591411454882
"LMOD1",828,2.88534,1090,4.07694,1874,6.86554,4.60927333333,18.21075,18.21075,0.291986170937105
"LMOD2",4,0.0829432,4,0.0890269,2,0.0436002,0.0718567666667,0.01045,0.01045,1.06077170237686
"LMOD3",88,0.951273,153,1.77523,58,0.659156,1.128553,1.10812,1.10812,1.00969252224731
"LMTK2",745,1.26634,761,1.38842,865,1.54578,1.40018,1.8608,1.8608,0.838989093959731
"LMTK3",194,1.18233,186,1.21672,162,1.03799,1.14568,4.05612,4.05612,0.424372839252233
"LMX1A",5,0.00564095,0,0,7,0.00830268,0.00464787666667,0,0,1.00464787666667
"LMX1B",19,0.0383333,17,0.0368139,5,0.0106055,0.0285842333333,0.18817,0.18817,0.865687766340928
"LNP1",93,0.296543,105,0.359364,98,0.328526,0.328144333333,4.19203,4.19203,0.255804441294253
"LNPEP",2574,4.4034,2991,5.49208,2685,4.82906,4.90818,3.08391,3.08391,1.44669691545602
"LNX1",662,0.477689,689,0.533638,683,0.518138,0.509821666667,5.67648,5.67648,0.226140371373388
"LNX2",239,0.559565,270,0.678511,284,0.699052,0.645709333333,1.57854,1.57854,0.638233005240562
"LONP1",1632,9.92063,1748,11.4051,1364,8.71709,10.0142733333,106.57782,106.57782,0.102384239923248
"LONP2",3185,4.68273,3470,5.47596,3743,5.78559,5.31476,10.92436,10.92436,0.529568043903404
"LONRF1",1443,7.37798,1942,10.6576,1775,9.5413,9.19229333333,17.52079,17.52079,0.550316338197777
"LONRF2",3108,10.9816,2950,11.1879,2639,9.8031,10.6575333333,4.89244,4.89244,1.97838812670133
"LONRF3",63,0.251613,60,0.257208,108,0.453476,0.320765666667,1.17084,1.17084,0.608412258235061
"LOX",211,2.43054,212,2.62117,670,8.11395,4.38855333333,1.41128,1.41128,2.23472733706994
"LOXHD1",9,0.00872289,10,0.010403,15,0.0152844,0.0114700966667,0.01045,0.01045,1.00100954690158
"LOXL1",141,0.942008,135,0.968077,212,1.48905,1.133045,26.06165,26.06165,0.078821690473419
"LOXL2",458,0.622992,469,0.684748,623,0.89093,0.73289,7.15049,7.15049,0.212611757084543
"LOXL3",593,4.42097,483,3.86501,873,6.8425,5.04282666667,7.76727,7.76727,0.689248382526146
"LOXL4",126,1.0735,81,0.740724,116,1.03903,0.951084666667,0.77359,0.77359,1.10007649268828
"LPA",30,0.039472,51,0.0720242,80,0.110661,0.0740524,0.22999,0.22999,0.873220432686445
"LPAR1",4076,4.31048,4693,5.32699,4733,5.26218,4.96655,53.83774,53.83774,0.10880371802339
"LPAR2",111,3.67544,95,3.37637,77,2.68049,3.2441,5.01789,5.01789,0.705247187967876
"LPAR3",1702,3.64362,1740,3.99819,566,1.27388,2.97189666667,34.37252,34.37252,0.11228763646667
"LPAR4",4,0.0744509,24,0.47947,19,0.371793,0.3085713,0.03136,0.03136,1.26878228746509
"LPAR5",196,1.99936,209,2.28834,487,5.22278,3.17016,7.69409,7.69409,0.47965456994349
"LPAR6",928,2.94027,1059,3.60144,1957,6.51881,4.35350666667,27.91199,27.91199,0.185165623904477
"LPCAT1",1508,3.90389,1663,4.62092,1536,4.18047,4.23509333333,37.06964,37.06964,0.137513602264954
"LPCAT2",1193,2.68595,1644,3.97282,2135,5.05351,3.90409333333,11.32161,11.32161,0.398007511464005
"LPCAT3",771,3.18476,871,3.86172,1107,4.80737,3.95128333333,25.2567,25.2567,0.188572186654454
"LPCAT4",1541,31.4352,1538,33.6752,867,18.5939,27.9014333333,115.27549,115.27549,0.248559978833888
"LPGAT1",1492,2.98545,1675,3.59747,2249,4.73118,3.77136666667,5.9901,5.9901,0.682589185658288
"LPIN1",8818,10.2827,8301,10.3898,6961,8.53385,9.73545,51.28698,51.28698,0.205317843945089
"LPIN2",1895,3.43696,1998,3.88956,1954,3.72587,3.68413,11.80249,11.80249,0.365876481840642
"LPIN3",572,5.08203,544,5.18776,416,3.88573,4.71850666667,3.27208,3.27208,1.33857668083697
"LPL",49390,131.645,76902,220.01,46183,129.415,160.356666667,559.08665,559.08665,0.288092327619307
"LPO",23,0.0804082,44,0.165107,27,0.0992372,0.114917466667,2.27896,2.27896,0.340021673538866
"LPP",2865,0.678765,4199,1.06778,5029,1.25261,0.999718333333,3.4707,3.4707,0.447294234310734
"LPXN",425,1.4459,614,2.24212,838,2.99731,2.22844333333,10.15077,10.15077,0.289526493087921
"LRAT",25,0.0346142,97,0.144154,46,0.0669591,0.0819091,0.24044,0.24044,0.872197849150302
"LRBA",966,0.224625,1403,0.35017,1246,0.304605,0.293133333333,5.07016,5.07016,0.213031177651495
"LRCH1",861,0.752557,1129,1.05918,979,0.899616,0.903784333333,2.5194,2.5194,0.540940027656135
"LRCH2",181,0.256076,356,0.540606,272,0.404574,0.400418666667,1.17084,1.17084,0.645104506397063
"LRCH3",1496,2.68848,1767,3.40841,1962,3.70691,3.26793333333,6.48144,6.48144,0.570469499632424
"LRCH4",1217,17.5434,972,15.0394,1016,15.3977,15.9935,52.85507,52.85507,0.315541322293333
"LRCOL1",24,0.564076,37,0.933402,17,0.420062,0.63918,2.60303,2.60303,0.454944865849022
"LRFN1",191,3.80517,242,5.17483,120,2.51339,3.83113,9.69079,9.69079,0.451896445445098
"LRFN2",139,0.124037,100,0.0957803,84,0.0788049,0.0995407333333,3.64842,3.64842,0.236540745744425
"LRFN3",234,3.92695,233,4.19697,173,3.05228,3.7254,15.50318,15.50318,0.286332694668543
"LRFN4",343,15.6495,326,15.9648,257,12.3275,14.6472666667,36.34832,36.34832,0.41895503376591
"LRFN5",468,0.275302,699,0.441348,421,0.260366,0.325672,11.42615,11.42615,0.10668404936364
"LRG1",18,0.865085,9,0.464268,35,1.76845,1.032601,0.94085,0.94085,1.04727361722956
"LRGUK",71,0.0903443,91,0.124287,140,0.187287,0.133972766667,0.10454,0.10454,1.02664708083637
"LRIF1",272,2.83251,192,2.14607,329,3.60194,2.86017333333,4.13976,4.13976,0.751041553171743
"LRIG1",1517,2.164,1725,2.6412,2005,3.00693,2.60404333333,11.7084,11.7084,0.283595364745365
"LRIG2",871,2.57628,1082,3.43513,1299,4.03945,3.35028666667,1.98625,1.98625,1.45677242919046
"LRIG3",370,1.33623,482,1.86838,488,1.85283,1.68581333333,2.41486,2.41486,0.786507597187
"LRIT1",1,0.0174229,0,0,3,0.0549514,0.0241247666667,0,0,1.0241247666667
"LRIT2",12,0.41146,12,0.44164,21,0.757014,0.536704666667,0.29271,0.29271,1.1887466381996
"LRIT3",18,0.129893,19,0.147166,27,0.20484,0.160633,0.10454,0.10454,1.0507840367936
"LRMP",232,0.38974,253,0.456192,507,0.895432,0.580454666667,3.70069,3.70069,0.336217590750932
"LRP1",7917,16.2949,7053,15.5813,12119,26.2238,19.3666666667,47.37721,47.37721,0.420997132052468
"LRP10",2628,46.0306,2741,51.5313,2723,50.1426,49.2348333333,45.55823,45.55823,1.07896785022326
"LRP11",1813,6.94536,2059,8.46631,1341,5.40087,6.93751333333,24.4622,24.4622,0.311737137141724
"LRP12",471,0.824531,548,1.02969,520,0.957035,0.937085333333,4.29657,4.29657,0.365724484587762
"LRP1B",646,0.059389,1235,0.121865,789,0.0762585,0.0858375,0.87813,0.87813,0.578148211252682
"LRP2",39,0.0289401,20,0.0159297,21,0.016383,0.0204176,0.04182,0.04182,0.97945671997082
"LRP2BP",250,1.36394,268,1.56939,228,1.30776,1.41369666667,0.88858,0.88858,1.27804841027121
"LRP3",1337,7.47146,1594,9.56098,872,5.12305,7.38516333333,139.92586,139.92586,0.0595005298057432
"LRP4",1409,3.97492,1506,4.56019,1042,3.09046,3.87519,5.80193,5.80193,0.716736279261915
"LRP5",528,0.674844,528,0.724343,545,0.732326,0.710504333333,7.25503,7.25503,0.207207524785858
"LRP6",1694,1.95961,2215,2.75024,1970,2.39585,2.36856666667,3.74251,3.74251,0.710291948076019
"LRP8",1415,2.87087,1152,2.50871,1013,2.16075,2.51344333333,7.10867,7.10867,0.43329465045809
"LRPAP1",1598,9.68161,1634,10.6258,1308,8.33137,9.54626,127.80975,127.80975,0.0818747028078232
"LRPPRC",5344,8.50529,5819,9.94058,4868,8.14538,8.86375,44.77418,44.77418,0.215487202610729
"LRR1",780,8.56368,737,8.68508,1284,14.8207,10.68982,6.06328,6.06328,1.65501296847923
"LRRC1",1152,1.55253,2229,3.22433,1246,1.76541,2.18075666667,9.25173,9.25173,0.310265356839285
"LRRC10B",48,3.69408,38,3.13898,23,1.86093,2.89799666667,2.43577,2.43577,1.1345336465101
"LRRC14",659,16.0321,626,16.3463,576,14.7322,15.7035333333,22.29823,22.29823,0.716944305782027
"LRRC14B",2,0.0721897,0,0,0,0,0.0240632333333,0.03136,0.03136,0.992925102130488
"LRRC15",0,0,1,0.0129346,4,0.050677,0.0212038666667,0.02091,0.02091,1.00028784776983
"LRRC17",49,0.266575,95,0.554737,84,0.480442,0.433918,1.16039,1.16039,0.663731085591028
"LRRC18",1,0.0367788,3,0.118429,4,0.154666,0.103291266667,0.03136,0.03136,1.06974409194365
"LRRC19",10,0.139347,8,0.119654,9,0.131849,0.130283333333,0.01045,0.01045,1.11859402576377
"LRRC2",112,0.302346,160,0.463603,119,0.337731,0.367893333333,1.40083,1.40083,0.569758514069301
"LRRC20",724,1.51148,607,1.36017,419,0.919636,1.263762,27.48338,27.48338,0.0794765930166996
"LRRC23",563,2.4182,589,2.71544,512,2.31202,2.48188666667,17.22808,17.22808,0.191017741126328
"LRRC24",461,17.3345,519,20.9469,499,19.7265,19.3359666667,20.57333,20.57333,0.942643841571978
"LRRC25",90,2.42413,81,2.34174,249,7.05101,3.93896,6.72188,6.72188,0.639605899081571
"LRRC26",1,0.135007,0,0,1,0.141937,0.0923146666667,0.44952,0.44952,0.753569917397966
"LRRC27",305,1.07959,322,1.22336,341,1.26897,1.19064,12.94197,12.94197,0.157125571206938
"LRRC28",841,1.0542,888,1.19476,776,1.02265,1.09053666667,20.96013,20.96013,0.0951969167154293
"LRRC29",113,0.991512,113,1.06424,166,1.53132,1.19569066667,8.18543,8.18543,0.239040596539302
"LRRC3",278,7.2628,198,5.5522,163,4.47698,5.76399333333,1.65172,1.65172,2.55079470431644
"LRRC31",9,0.0511082,1,0.0060952,5,0.0298508,0.0290180666667,0.01045,0.01045,1.01837603707922
"LRRC32",727,9.60422,351,4.97709,537,7.45831,7.34654,27.0025,27.0025,0.298064101419516
"LRRC34",164,1.46483,208,1.9941,209,1.96258,1.80717,3.08391,3.08391,0.687373130162026
"LRRC36",57,0.170491,53,0.170154,47,0.147796,0.162813666667,3.71115,3.71115,0.246821618217845
"LRRC37A",1820,7.05589,1909,7.94377,2020,8.23322,7.74429333333,0.36589,0.36589,6.40190156844987
"LRRC37A2",1843,7.2943,2110,8.96357,2222,9.24571,8.50119333333,5.61376,5.61376,1.43657969647069
"LRRC37A3",1401,3.75567,1689,4.85981,1736,4.89257,4.50268333333,6.75324,6.75324,0.709726944262012
"LRRC38",37,0.165608,28,0.134518,36,0.169403,0.156509666667,1.70399,1.70399,0.427704860841571
"LRRC39",278,1.62838,437,2.74746,516,3.17759,2.51781,0.90949,0.90949,1.84227725727812
"LRRC3B",75,0.13831,57,0.112826,35,0.0678578,0.106331266667,2.04897,2.04897,0.362854100455892
"LRRC4",231,8.01181,315,11.7265,307,11.1943,10.31087,6.60688,6.60688,1.48692630881518
"LRRC40",688,1.97767,893,2.75523,835,2.52342,2.41877333333,8.15407,8.15407,0.373470307014257
"LRRC41",1328,5.47003,1354,5.98619,1337,5.78977,5.74866333333,30.03414,30.03414,0.217459331347026
"LRRC42",347,2.745,301,2.55576,403,3.35163,2.88413,17.93894,17.93894,0.205086979524725
"LRRC43",54,0.263999,33,0.173166,34,0.174754,0.203973,0.76314,0.76314,0.682857288700841
"LRRC45",285,6.345,247,5.90234,153,3.5811,5.27614666667,14.41597,14.41597,0.407119802819414
"LRRC46",29,0.832447,29,0.893505,20,0.603569,0.776507,0.33453,0.33453,1.33118551100387
"LRRC47",946,9.21211,953,9.96097,841,8.60998,9.26102,40.17445,40.17445,0.249208429013624
"LRRC49",2086,1.8183,2293,2.14534,1788,1.63854,1.86739333333,126.4612,126.4612,0.022496205381167
"LRRC4B",228,0.772765,201,0.731222,183,0.652081,0.718689333333,15.97361,15.97361,0.101256558465347
"LRRC4C",586,0.0760819,815,0.113575,722,0.0985506,0.0960691666667,7.18185,7.18185,0.133963488290142
"LRRC52",22,0.192602,13,0.122158,6,0.055224,0.123328,0.4077,0.4077,0.797988207714712
"LRRC55",663,11.6162,320,6.01786,409,7.53379,8.38928333333,4.9238,4.9238,1.58501018490327
"LRRC56",27,0.271303,27,0.291203,26,0.274664,0.279056666667,1.16039,1.16039,0.592048966467629
"LRRC57",823,13.0909,824,14.0682,821,13.7294,13.6295,8.60358,8.60358,1.52333817180676
"LRRC58",1022,7.18596,1560,11.7733,1388,10.2603,9.73985333333,4.46383,4.46383,1.96562728586541
"LRRC59",1615,12.559,1771,14.7823,1707,13.9558,13.7657,61.15549,61.15549,0.237560672436176
"LRRC6",318,0.528198,306,0.545546,311,0.543086,0.538943333333,3.23026,3.23026,0.363794029996501
"LRRC61",299,3.50712,264,3.32371,321,3.95842,3.59641666667,13.87237,13.87237,0.309057444554567
"LRRC63",147,0.392528,134,0.38406,89,0.249851,0.342146333333,0.68996,0.68996,0.794188225362139
"LRRC7",771,0.230763,814,0.261503,757,0.238202,0.243489333333,1.04539,1.04539,0.607947302633238
"LRRC71",26,0.364453,31,0.466412,49,0.722108,0.517657666667,0.58542,0.58542,0.957259064895737
"LRRC73",86,4.04091,70,3.53037,49,2.42056,3.33061333333,12.07429,12.07429,0.331231243404422
"LRRC8A",3052,14.8403,2907,15.172,2307,11.7935,13.9352666667,53.55549,53.55549,0.273762854420334
"LRRC8B",2727,6.5235,3575,9.17935,3290,8.27426,7.99237,9.189,9.189,0.882556678771224
"LRRC8C",1446,1.84617,1845,2.52836,1750,2.34898,2.24117,5.57194,5.57194,0.493183139225252
"LRRC8D",1731,2.616,2099,3.40481,1593,2.53101,2.85060666667,27.94336,27.94336,0.133039379901642
"LRRC8E",6,0.0775464,7,0.0971066,10,0.135878,0.103510333333,0,0,1.103510333333
"LRRC9",42,0.0510081,53,0.0690886,49,0.0625639,0.0608868666667,0.11499,0.11499,0.951476575275742
"LRRCC1",403,1.81145,724,3.49301,653,3.08583,2.79676333333,6.13646,6.13646,0.532023346775572
"LRRD1",13,0.0599406,19,0.0940311,39,0.189052,0.114341233333,0.07318,0.07318,1.03835445436273
"LRRFIP1",1820,1.70854,1932,1.94671,2258,2.22852,1.96125666667,29.06193,29.06193,0.0985052079713445
"LRRFIP2",2002,2.66852,2101,3.00589,2757,3.86351,3.17930666667,38.58546,38.58546,0.105576811957471
"LRRIQ1",59,0.0451787,91,0.0747934,60,0.0483026,0.0560915666667,0.32407,0.32407,0.797610070968076
"LRRIQ3",57,0.0578363,84,0.091484,66,0.0704057,0.073242,0.73178,0.73178,0.619733453440968
"LRRIQ4",8,0.0881539,7,0.0827923,8,0.0926787,0.0878749666667,0.03136,0.03136,1.05479654695422
"LRRK1",718,0.789235,715,0.843584,1082,1.2504,0.961073,3.00028,3.00028,0.490233933624646
"LRRK2",1469,1.48736,1879,2.04203,1641,1.7468,1.75873,2.52985,2.52985,0.781543125061971
"LRRN1",1420,4.92169,1850,6.88237,1549,5.64437,5.81614333333,20.52107,20.52107,0.316719537333878
"LRRN2",128,0.326116,110,0.300813,216,0.578568,0.401832333333,1.92352,1.92352,0.479501536959898
"LRRN3",112,0.567979,142,0.772935,182,0.970339,0.770417666667,1.95488,1.95488,0.599150444913837
"LRRN4",4,0.0517052,8,0.110995,4,0.0543591,0.0723531,0.02091,0.02091,1.05038945646531
"LRRN4CL",49,2.73928,90,5.40037,153,8.99229,5.71064666667,6.126,6.126,0.941712975957059
"LRRTM1",260,2.76928,292,3.33824,131,1.46691,2.52481,15.23138,15.23138,0.21716021681459
"LRRTM2",578,15.6601,670,19.4841,503,14.3275,16.4905666667,3.96204,3.96204,3.52487417810014
"LRRTM3",258,0.256799,242,0.258541,254,0.265794,0.260378,1.83989,1.83989,0.443812260334027
"LRRTM4",361,0.0745817,473,0.104888,323,0.0701561,0.0832086,0.77359,0.77359,0.610743520204782
"LRSAM1",1240,4.16462,1175,4.23577,945,3.33675,3.91238,58.10294,58.10294,0.0831156622665472
"LRTM1",8,0.0286052,4,0.0153517,14,0.0526285,0.0321951333333,0.01045,0.01045,1.02152024675471
"LRTM2",1,0.0105962,0,0,1,0.01114,0.0072454,0,0,1.0072454
"LRTOMT",1876,10.7624,1872,11.5271,1778,10.7237,11.0044,9.64898,9.64898,1.12728167392558
"LRWD1",369,7.84901,317,7.2375,242,5.41181,6.83277333333,24.19039,24.19039,0.310942916458618
"LSAMP",6015,0.785934,7082,0.993223,6043,0.83012,0.869759,27.60883,27.60883,0.0653560107141746
"LSG1",1200,6.61885,1200,7.10433,1089,6.31491,6.67936333333,20.65697,20.65697,0.354590846888092
"LSM1",282,3.6776,301,4.2133,360,4.93578,4.27556,38.05231,38.05231,0.135089576007156
"LSM10",314,8.22298,366,10.2878,264,7.26845,8.59307666667,111.06256,111.06256,0.0856046539242901
"LSM11",638,6.55712,579,6.38722,508,5.48902,6.14445333333,3.03164,3.03164,1.77209605354893
"LSM12",551,2.91827,531,3.01862,563,3.13488,3.02392333333,17.74032,17.74032,0.214720097273152
"LSM14A",1793,5.4942,2108,6.93323,2582,8.318,6.91514333333,27.04432,27.04432,0.282236949704254
"LSM14B",1109,15.0024,1141,16.5675,958,13.6249,15.0649333333,35.57472,35.57472,0.439235989593359
"LSM2",228,4.16167,242,4.74121,266,5.1045,4.66912666667,53.79593,53.79593,0.103458900445161
"LSM3",448,3.50871,487,4.09391,593,4.88272,4.16178,13.74692,13.74692,0.350024276255652
"LSM4",1045,10.7105,1073,11.8041,978,10.5383,11.0176333333,180.9889,180.9889,0.0660349797888772
"LSM5",330,5.79637,431,8.12568,490,9.04849,7.65684666667,85.70132,85.70132,0.0998467689611877
"LSM6",224,1.61053,310,2.39234,287,2.1694,2.05742333333,30.49411,30.49411,0.0970792104723709
"LSM7",506,12.4644,391,10.3381,448,11.6021,11.4682,263.22997,263.22997,0.0471869258434234
"LSP1",476,2.11606,627,2.99177,451,2.10783,2.40522,23.31226,23.31226,0.140061845340581
"LSR",216,1.92182,295,2.81723,237,2.2169,2.31865,11.01844,11.01844,0.276129847134903
"LSS",10273,44.1128,8499,39.172,6282,28.3598,37.2148666667,125.50989,125.50989,0.302070191245127
"LST1",159,9.97026,171,11.5092,341,22.4803,14.6532533333,82.78467,82.78467,0.186827176538381
"LTA4H",1139,4.6526,1292,5.66467,1510,6.48465,5.60064,32.18765,32.18765,0.198888441935479
"LTB",9,0.786933,4,0.375401,18,1.65465,0.938994666667,1.80853,1.80853,0.690394856621435
"LTB4R2",656,18.1333,689,20.4425,840,24.4113,20.9957,3.89932,3.89932,4.4895414057461
"LTBP1",2054,0.792899,3010,1.24717,2525,1.02475,1.02160633333,14.67732,14.67732,0.12895101543695
"LTBP2",3208,4.90766,3492,5.73396,4325,6.95607,5.86589666667,12.84788,12.84788,0.495808504021554
"LTBP3",2963,25.7196,3115,29.0223,3218,29.3668,28.0362333333,144.05516,144.05516,0.200173736206971
"LTBP4",5073,23.9942,7570,38.4306,6186,30.7602,31.0616666667,155.43949,155.43949,0.204946121127728
"LTBR",864,9.13293,822,9.32629,1162,12.9134,10.45754,57.24572,57.24572,0.196710419237671
"LTC4S",62,4.05972,72,5.06032,75,5.16302,4.76102,31.23634,31.23634,0.178711975366931
"LTF",16,0.0563659,8,0.0302501,70,0.259258,0.115291333333,0.81541,0.81541,0.61434680503743
"LTK",6,0.102253,14,0.25609,5,0.0895844,0.149309133333,0.34498,0.34498,0.854517638428081
"LTN1",1174,3.16444,1479,4.27895,1433,4.06081,3.83473333333,2.82256,2.82256,1.26478939070414
"LTV1",553,4.71837,543,4.97287,751,6.73666,5.47596666667,16.4963,16.4963,0.370133494891491
"LUC7L",1425,6.14758,1569,7.26528,1403,6.36334,6.59206666667,51.59015,51.59015,0.14436290192498
"LUC7L2",2975,6.25434,4187,9.44796,5044,11.1483,8.9502,38.11503,38.11503,0.254383033836354
"LUC7L3",3992,19.026,4546,23.2556,4514,22.6181,21.6332333333,44.73237,44.73237,0.494906197367423
"LUM",783,15.4285,1942,41.0726,2487,51.5201,36.0070666667,34.91613,34.91613,1.03037456058601
"LURAP1",215,2.09565,249,2.60507,203,2.08024,2.26032,3.7216,3.7216,0.69051169095222
"LURAP1L",331,1.20367,444,1.73301,439,1.67834,1.53834,10.35984,10.35984,0.223448569698165
"LUZP1",1185,2.20735,1538,3.07503,1280,2.50669,2.59635666667,4.72518,4.72518,0.628164820437087
"LUZP2",646,0.192695,1041,0.333296,551,0.172794,0.232928333333,10.05668,10.05668,0.111509814278156
"LVRN",15,0.0402125,12,0.0345296,14,0.0394581,0.0380667333333,0.12545,0.12545,0.922357042368208
"LXN",3366,21.9196,2907,20.3191,1826,12.5014,18.2467,95.3503,95.3503,0.199757551351682
"LY6D",101,10.6421,53,5.99408,5,0.553878,5.73001933333,4.68336,4.68336,1.18416206844719
"LY6E",1060,31.6495,1211,38.8101,1580,49.597,40.0188666667,350.31121,350.31121,0.116759344703803
"LY6G5B",230,11.1304,262,13.609,298,15.1613,13.3002333333,5.18515,5.18515,2.31202692469867
"LY6G5C",27,0.641141,20,0.509754,35,0.873768,0.674887666667,2.91665,2.91665,0.42763271333078
"LY6G6C",4,0.225491,1,0.0605075,1,0.0592662,0.115088233333,0.05227,0.05227,1.05969782787022
"LY6G6D",2,0.14267,1,0.0765671,0,0,0.0730790333333,0.37634,0.37634,0.77966129977571
"LY6H",54,3.3716,61,4.08802,20,1.31284,2.92415333333,26.31254,26.31254,0.143675884166394
"LY6K",118,4.10893,175,6.54071,104,3.80731,4.81898333333,2.09079,2.09079,1.88268479363852
"LY75",165,0.284268,240,0.443809,668,1.20993,0.646002333333,0.99312,0.99312,0.825842063364474
"LY75-CD302",635,0.834968,720,1.01618,1608,2.2229,1.358016,0,0,2.358016
"LY86",234,0.611274,240,0.672933,480,1.31826,0.867489,27.72382,27.72382,0.065015342666818
"LY9",10,0.0542746,3,0.0174767,22,0.125533,0.0657614333333,0.29271,0.29271,0.82443969129449
"LY96",145,0.672133,96,0.477638,294,1.43276,0.860843666667,23.20773,23.20773,0.076869812521331
"LYAR",195,1.51716,162,1.35286,240,1.96312,1.61104666667,7.5791,7.5791,0.304349718113788
"LYG1",64,0.545269,48,0.438947,58,0.519514,0.501243333333,0.87813,0.87813,0.799328764959295
"LYG2",16,0.214404,26,0.373961,21,0.295849,0.294738,0.04182,0.04182,1.24276554491179
"LYL1",99,4.18872,124,5.63129,136,6.04955,5.28985333333,22.19369,22.19369,0.271188126310647
"LYN",629,0.817998,577,0.805411,1722,2.35436,1.325923,11.94884,11.94884,0.179624043543669
"LYNX1",6025,159.141,5091,144.334,3203,88.945,130.806666667,143.05158,143.05158,0.9149963274752
"LYPD1",320,1.97581,435,2.88288,300,1.9474,2.26869666667,24.11722,24.11722,0.13013767712629
"LYPD2",0,0,1,0.0786877,1,0.0770734,0.0519203666667,0.05227,0.05227,0.999667734200063
"LYPD6",246,0.298125,190,0.247148,155,0.197485,0.247586,3.4498,3.4498,0.280369005348555
"LYPD6B",41,0.0404314,69,0.0730339,38,0.0393964,0.0509539,15.82725,15.82725,0.062455475493619
"LYPD8",1,0.0106882,1,0.0114722,3,0.0337105,0.0186236333333,0,0,1.0186236333333
"LYPLA1",601,1.88665,710,2.3923,999,3.29702,2.52532333333,11.11253,11.11253,0.291047645151756
"LYPLA2",448,17.8078,453,19.3273,397,16.5905,17.9085333333,63.65398,63.65398,0.292457375915605
"LYPLAL1",596,2.66997,1013,4.8709,851,4.00799,3.84962,31.56042,31.56042,0.148942181949741
"LYRM1",572,3.97501,669,4.9901,601,4.39092,4.45201,43.02838,43.02838,0.123829448187737
"LYRM2",1904,4.71103,2141,5.68599,2102,5.46789,5.28830333333,20.42698,20.42698,0.29347595103603
"LYRM7",723,3.66268,842,4.57839,830,4.42055,4.22054,3.95159,3.95159,1.05431588641224
"LYSMD1",272,7.66298,290,8.76935,244,7.22698,7.88643666667,6.61734,6.61734,1.16660627813252
"LYSMD2",506,3.09353,623,4.08821,537,3.45157,3.54443666667,50.88973,50.88973,0.0875787302549079
"LYSMD3",557,6.96346,671,9.00394,700,9.20039,8.38926333333,3.84705,3.84705,1.9371088256424
"LYSMD4",761,7.4417,728,7.64116,809,8.31714,7.8,5.68694,5.68694,1.31599804993016
"LYST",2136,1.67636,2773,2.33591,2452,2.02313,2.0118,4.71472,4.71472,0.527024946104096
"LYVE1",1493,4.7662,851,2.91597,4056,13.6128,7.09832333333,11.09162,11.09162,0.669746761255316
"LYZ",1032,30.5886,473,15.0481,1614,50.2947,31.9771333333,15.31501,15.31501,2.02127570459963
"LYZL1",0,0,5,0.0320338,5,0.0313766,0.0211368,0,0,1.0211368
"LYZL2",2,0.0194283,0,0,2,0.0204255,0.0132846,0,0,1.0132846
"LYZL4",1,0.0129139,0,0,1,0.0135767,0.0088302,0,0,1.0088302
"LZIC",1241,10.1809,1474,12.9793,1223,10.5482,11.2361333333,20.91831,20.91831,0.558260802648562
"LZTFL1",464,0.874183,543,1.09806,566,1.12109,1.031111,5.08061,5.08061,0.33403079625235
"LZTR1",2227,23.2078,1841,20.5924,1813,19.8632,21.2211333333,74.80833,74.80833,0.293122580767839
"LZTS1",653,1.97371,479,1.55398,492,1.56341,1.69703333333,4.91335,4.91335,0.456092288352626
"LZTS2",666,10.3708,720,12.034,684,11.1977,11.2008333333,25.54941,25.54941,0.45955195739943
"M6PR",1679,31.2009,1830,36.5013,2443,47.7285,38.4769,57.25618,57.25618,0.677643127304262
"MAB21L1",54,3.2519,71,4.58925,43,2.72238,3.52117666667,1.46355,1.46355,1.83522829521219
