"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"NT5C1B-RDH14",128,0.657304,153,0.843312,178,0.96098,0.820532,0,0,0,0,1.820532
"NT5C2",2028,3.36489,2306,4.1068,2676,4.66797,4.04655333333,121.11287,126.25642,171.42258,139.59729,0.0358936742900948
"NT5DC1",1143,1.34332,1425,1.79759,1096,1.3542,1.49837,22.21479,24.95284,36.9238,28.0304766666667,0.0860602472596902
"NT5DC2",788,12.9019,619,10.8782,985,16.9551,13.5784,40.75197,72.1781,44.39596,52.44201,0.272789140977295
"NT5DC3",393,0.969974,474,1.2557,432,1.12096,1.11554466667,6.42755,3.61996,15.64346,8.56365666666667,0.221206672343598
"NT5E",342,1.293,284,1.15248,789,3.13609,1.86052333333,13.07045,15.72333,12.86871,13.8874966666667,0.192142668265697
"NT5M",185,0.729079,166,0.702184,160,0.662919,0.698060666667,14.89269,21.66448,36.66162,24.4062633333333,0.0668363011273336
"NTAN1",657,6.29745,774,7.96307,639,6.43929,6.89993666667,65.50134,59.16283,42.4296,55.6979233333333,0.139333792178338
"NTF3",35,0.0683723,22,0.0461291,35,0.0718817,0.0621277,0,0.13817,0,0.0460566666666667,1.01536344430034
"NTF4",0,0,0,0,1,0.0460431,0.0153477,0,0,0.26218,0.0873933333333333,0.933744643152738
"NTHL1",247,5.359,278,6.47399,161,3.67241,5.16846666667,57.26811,44.6001,59.38396,53.7507233333333,0.112664569363132
"NTM",294,0.0531503,417,0.0809161,396,0.0752648,0.0697770666667,372.61547,461.77959,667.9494,500.781486666667,0.002131958023747
"NTMT1",713,4.57136,697,4.79655,596,4.01736,4.46175666667,46.50032,41.39464,34.60787,40.8342766666667,0.130556976284997
"NTN1",136,0.106787,194,0.163501,242,0.199771,0.156686333333,5.68208,7.29518,7.55955,6.84560333333333,0.14743115146016
"NTN3",3,0.183958,1,0.0658171,3,0.1934,0.147725033333,0.66263,1.02243,0.85209,0.845716666666667,0.621831646243826
"NTN4",676,0.88564,585,0.822634,501,0.690059,0.799444333333,13.73308,9.61638,10.42169,11.25705,0.146808924931611
"NTN5",53,0.793066,75,1.20458,43,0.676457,0.891367666667,2.25295,1.85143,1.52939,1.87792333333333,0.657198767166719
"NTNG1",353,0.179556,516,0.281718,219,0.117113,0.192795666667,7.09018,4.97399,28.0752,13.37979,0.0829494496558712
"NTNG2",536,1.13021,802,1.81513,243,0.538688,1.16134266667,10.56901,14.8667,53.3975,26.2777366666667,0.0792346774617542
"NTPCR",960,5.0397,1020,5.74743,945,5.21559,5.33424,48.70357,42.8592,32.59782,41.3868633333333,0.149438752997293
"NTRK1",7063,18.6359,3691,10.4531,2855,7.91963,12.33621,3.71075,1.87906,1.00503,2.19828,4.16980689620671
"NTRK2",2982,1.45306,4188,2.1904,4712,2.41391,2.01912333333,281.0892,328.58723,235.24176,281.639396666667,0.0106818913744379
"NTRK3",3761,1.65495,5193,2.45267,4080,1.88746,1.99836,568.75503,435.33455,499.52006,501.203213333333,0.00597041181815351
"NTS",2,0.0401699,1,0.0215582,2,0.0422318,0.0346533,0.82829,4.33842,0.89578,2.02083,0.342506297937984
"NTSR1",2,0.00647801,16,0.0556253,22,0.0749157,0.0456730033333,0.76203,0.85663,1.22351,0.94739,0.536961267816565
"NTSR2",41,0.595994,75,1.1702,50,0.764129,0.843441,79.18472,103.2379,37.53556,73.3193933333333,0.0248043063501864
"NUAK1",1797,4.09333,1988,4.86056,1786,4.27709,4.41032666667,8.16696,5.55429,33.16588,15.6290433333333,0.325354054242246
"NUAK2",62,0.54987,35,0.333178,129,1.20281,0.695286,1.59032,2.01723,1.72602,1.77785666666667,0.610285627888168
"NUB1",1512,7.18742,1494,7.62276,1596,7.97613,7.59543666667,29.20558,23.10141,24.16433,25.49044,0.324473155850563
"NUBP1",479,3.27313,470,3.4472,605,4.34632,3.68888333333,11.28134,10.11378,9.98472,10.4599466666667,0.409154027476277
"NUBP2",404,11.2835,423,12.6807,407,11.9508,11.9716666667,47.03042,59.74313,67.68635,58.1533,0.219288977397711
"NUBPL",476,0.22398,616,0.311117,753,0.372507,0.302534666667,34.1422,19.95122,33.18773,29.0937166666667,0.0432826121510526
"NUCB1",3220,24.3932,3031,24.6456,3036,24.1798,24.4062,149.47359,109.56592,154.33712,137.79221,0.18305206034258
"NUCB2",954,1.17511,964,1.27452,1215,1.57341,1.34101333333,92.53679,122.63646,76.38202,97.18509,0.0238428597797283
"NUCKS1",6086,28.458,7437,37.3259,8700,42.769,36.1843,548.14713,685.52619,578.80791,604.16041,0.0614453612390143
"NUDC",1420,5.31957,1374,5.52478,1213,4.77735,5.20723333333,138.52357,123.07859,154.79594,138.799366666667,0.0444010118309787
"NUDCD1",412,0.772275,430,0.865134,405,0.798119,0.811842666667,3.41256,3.28836,1.66048,2.78713333333333,0.478420617177549
"NUDCD2",711,9.14864,734,10.1373,697,9.42883,9.57159,28.29446,30.8111,25.06012,28.0552266666667,0.363844692085234
"NUDCD3",3902,6.11149,3970,6.67407,3427,5.64303,6.14286333333,237.57073,231.15231,216.99835,228.573796666667,0.0311135828088481
"NUDT1",108,2.11401,99,2.07997,98,2.01672,2.07023333333,39.70832,39.81954,23.3341,34.28732,0.0870067019351427
"NUDT11",285,7.56445,262,7.46405,221,6.16685,7.06511666667,23.93764,13.2916,17.7409,18.32338,0.417376083618394
"NUDT12",348,4.36246,484,6.51236,386,5.08719,5.32067,6.37785,6.49382,3.80162,5.55776333333333,0.963845396474103
"NUDT13",163,1.3273,231,2.01899,256,2.1916,1.84596333333,1.83881,2.12776,2.81844,2.26167,0.872547907461515
"NUDT14",351,7.31211,381,8.51925,273,5.97911,7.27015666667,44.29706,40.81434,97.70606,60.9391533333333,0.133520660545086
"NUDT15",340,6.25502,360,7.10874,413,7.988,7.11725333333,6.84169,8.01365,7.86543,7.57359,0.946774144008519
"NUDT16L1",237,19.1153,352,30.473,218,18.4853,22.6912,51.96704,57.03507,48.41606,52.4727233333333,0.443052055761514
"NUDT17",178,9.35231,175,9.8691,223,12.318,10.5131366667,16.43331,16.7734,17.54427,16.9169933333333,0.642581958507547
"NUDT18",171,11.7335,175,12.8887,161,11.6144,12.0788666667,10.99972,8.28998,15.57791,11.6225366666667,1.03615200431451
"NUDT19",267,2.13614,288,2.47315,320,2.69157,2.43362,6.52694,5.52665,4.58816,5.54725,0.524436977356906
"NUDT2",318,3.91062,388,5.12143,343,4.43456,4.48887,47.97468,39.01818,34.01796,40.33694,0.132783655490706
"NUDT21",2384,18.0553,2807,22.8182,2883,22.9553,21.2762666667,28.14536,22.88035,21.2148,24.08017,0.888202379278131
"NUDT22",340,12.5153,361,14.263,353,13.6608,13.4797,47.12982,57.643,81.82227,62.1983633333333,0.229115110523168
"NUDT3",7134,11.0301,7431,12.332,8217,13.3567,12.2396,121.74237,216.75538,304.17348,214.223743333333,0.0615155177349314
"NUDT4",3626,20.9311,3638,22.5407,5235,31.7701,25.0806333333,24.46775,26.83191,107.45045,52.9167033333333,0.483720845691542
"NUDT5",928,5.2611,1109,6.74839,1177,7.01525,6.34158,29.52033,33.02176,14.72582,25.75597,0.27439035101325
"NUDT6",879,4.48064,1337,7.31515,1121,6.00752,5.93443666667,10.83406,12.13101,6.92594,9.96367,0.632492282845981
"NUDT7",231,2.04135,258,2.44718,237,2.20187,2.23013333333,8.58111,8.87028,8.45533,8.63557333333333,0.335230008800376
"NUDT9",1122,5.31444,1354,6.88372,1010,5.02949,5.74255,38.68124,25.61604,31.59279,31.9633566666667,0.204546826592397
"NUF2",145,0.284019,204,0.428894,232,0.477755,0.396889333333,0.39758,0.38687,0.34957,0.378006666666667,1.01370288484308
"NUFIP1",241,0.838311,259,0.967004,291,1.06419,0.956501666667,2.68367,3.01203,1.94451,2.54673666666667,0.551634319247552
"NUFIP2",3562,16.2432,3534,17.2976,3833,18.3762,17.3056666667,8.99525,8.37288,6.79485,8.05432666666667,2.02175902644334
"NUGGC",4,0.0112758,2,0.00605144,30,0.0889094,0.0354122133333,0.19879,0.30397,0.17479,0.22585,0.844648377316393
"NUMA1",4770,10.7069,5690,13.7087,5009,11.8204,12.0786666667,221.22025,193.62633,211.23037,208.692316666667,0.0623707481256466
"NUMB",2347,2.2343,2643,2.70064,3270,3.27276,2.7359,42.55765,47.11473,58.16045,49.27761,0.074305441328655
"NUMBL",1638,11.4152,1299,9.71674,1415,10.3673,10.4997466667,63.74536,50.29255,57.4613,57.1664033333333,0.197704276140276
"NUP107",509,1.51076,569,1.81272,753,2.34969,1.89105666667,11.24821,9.17425,14.98801,11.80349,0.225802235692768
"NUP133",1199,3.0766,1343,3.69886,1565,4.22187,3.66577666667,24.33522,15.66806,15.25019,18.4178233333333,0.240283196863809
"NUP153",1075,2.04577,1140,2.32859,1422,2.84502,2.40646,6.67603,6.90832,5.54949,6.37794666666667,0.461708406675028
"NUP155",636,1.33914,696,1.57297,865,1.9148,1.60897,3.11438,3.09493,3.86717,3.35882666666667,0.598548692002741
"NUP160",1045,2.59065,1225,3.25964,1524,3.97206,3.27411666667,9.09465,5.44375,7.79988,7.44609333333333,0.506046582483499
"NUP188",828,2.43528,919,2.90118,1048,3.24055,2.85900333333,22.7449,16.1931,20.88707,19.94169,0.184273730216138
"NUP205",1137,2.1866,1308,2.69996,1642,3.31986,2.73547333333,13.02075,11.77177,15.64346,13.47866,0.257998553272886
"NUP210",417,0.699884,348,0.626916,450,0.794037,0.706945666667,7.43806,6.43855,4.89404,6.25688333333333,0.235217460204495
"NUP210L",94,0.101099,83,0.0958159,81,0.0915888,0.0961679,0.5798,0.52503,0,0.368276666666667,0.801130302594748
"NUP214",1173,1.87867,1263,2.17119,1500,2.52571,2.19185666667,62.60231,47.14236,36.70532,48.8166633333333,0.0640720685227881
"NUP35",220,0.870173,261,1.10806,245,1.0188,0.999011,8.13383,5.63719,5.4184,6.39647333333333,0.270265423792059
"NUP37",180,0.668804,166,0.662026,259,1.01173,0.780853333333,5.56612,4.28316,4.91589,4.92172333333333,0.300732275570625
"NUP43",783,5.39582,866,6.40551,1136,8.23023,6.67718666667,19.99497,22.60402,33.07848,25.2258233333333,0.292733866506002
"NUP50",1152,8.35319,1099,8.55338,1277,9.73484,8.88047,17.06282,12.32444,17.34763,15.5782966666667,0.595988248893282
"NUP54",532,2.75084,641,3.55756,831,4.51745,3.60861666667,25.34574,20.86312,29.27686,25.1619066666667,0.176157522667945
"NUP62",719,5.47577,693,5.66487,849,6.7977,5.97944666667,19.54769,18.92879,27.59453,22.02367,0.303142230003731
"NUP62CL",41,0.0862898,37,0.083583,56,0.123909,0.0979272666667,1.83881,2.62516,0.96133,1.80843333333333,0.390939408685756
"NUP85",621,3.60426,754,4.69717,949,5.79066,4.69736333333,42.75644,50.65179,46.16568,46.5246366666667,0.119882312268703
"NUP88",3590,10.6818,4682,14.9527,3648,11.4115,12.3486666667,50.21107,59.52207,33.05663,47.59659,0.274683196222204
"NUP93",4284,6.22799,3927,6.12773,3116,4.76249,5.70607,68.89733,55.84684,39.28343,54.6758666666667,0.120448416908343
"NUP98",1320,1.81993,1482,2.19315,1808,2.62069,2.21125666667,39.16165,28.4899,23.11561,30.25572,0.102741407546203
"NUPR1",440,11.8861,428,12.41,529,15.0239,13.1066666667,86.14238,91.24506,61.43771,79.6083833333333,0.175002475962901
"NUS1",1389,6.88213,1562,8.30696,1843,9.60028,8.26312333333,9.37627,11.13621,9.35112,9.95453333333333,0.845597256538845
"NUSAP1",131,0.379799,82,0.255175,148,0.45111,0.362028,2.26952,0.13817,2.64366,1.68378333333333,0.507502965341216
"NUTF2",1780,12.1257,1824,13.3368,1506,10.7858,12.0827666667,113.19439,118.8507,131.11227,121.052453333333,0.107189706633509
"NVL",442,0.750729,432,0.787563,565,1.0089,0.849064,29.66942,19.03932,17.04175,21.91683,0.0806858540208222
"NWD1",50,0.0891431,46,0.088027,26,0.0487337,0.0753012666667,10.78436,19.92359,11.12084,13.94293,0.0719605369674287
"NXF1",1730,21.3138,1750,23.1416,1499,19.4157,21.2903666667,107.04847,73.80847,94.25401,91.70365,0.240447562385084
"NXF2",14,0.0307418,7,0.0164983,8,0.0184684,0.0219028333333,0.53011,0,0.21848,0.24953,0.817829770660408
"NXF2B",13,0.0285539,6,0.0141453,10,0.0230919,0.0219303666667,0.0497,0,0.08739,0.0456966666666667,0.977272280999302
"NXF3",36,0.362823,51,0.551699,52,0.550977,0.488499666667,0.11596,3.17783,0.80839,1.36739333333333,0.628750468166253
"NXF5",28,0.192083,18,0.132539,27,0.194729,0.173117,0.21536,0.11053,0.19664,0.174176666666667,0.999097523654873
"NXN",298,0.288476,400,0.415617,305,0.310406,0.338166333333,17.16221,17.21553,18.44005,17.60593,0.0719214967127685
"NXNL1",3,0.0947735,2,0.0678166,2,0.0664253,0.0763384666667,1.75598,2.79096,2.57811,2.37501666666667,0.318913526352966
"NXNL2",36,0.125177,50,0.18661,37,0.135258,0.149015,0.49698,2.40409,4.8285,2.57652333333333,0.321265903479823
"NXPE2",7,0.0428439,7,0.0459864,10,0.0643471,0.0510591333333,0.06626,0.11053,0.24033,0.13904,0.922758755911381
"NXPE3",2810,10.0123,2546,9.73705,2095,7.84785,9.19906666667,12.17589,9.75454,6.51082,9.48041666666667,0.973154693277462
"NXPE4",20,0.138672,8,0.0595373,9,0.0656054,0.0879382333333,0,0,0,0,1.0879382333333
"NXPH1",128,0.0700212,106,0.0622395,149,0.0856927,0.0726511333333,28.31102,21.74738,32.31379,27.4573966666667,0.0376932277361035
"NXPH2",4,0.00628222,3,0.00505725,11,0.0181628,0.00983409,2.7168,1.9067,1.17981,1.93443666666667,0.344132180963751
"NXPH3",109,2.38923,180,4.23492,105,2.41969,3.01461333333,3.67762,9.25715,16.34261,9.75912666666667,0.373135613856825
"NXPH4",35,0.63323,31,0.601999,12,0.228251,0.487826666667,0.94425,0.7461,2.38148,1.35727666666667,0.631163362241598
"NXT1",106,4.65162,121,5.69934,94,4.33675,4.89590333333,6.5932,8.04128,8.76121,7.79856333333333,0.670098413793691
"NXT2",128,2.50971,187,3.93545,211,4.34944,3.5982,3.01498,3.23309,3.49574,3.24793666666667,1.08245493302239
"NYAP1",750,12.0471,779,13.4307,506,8.54496,11.34092,48.1072,53.60855,63.25113,54.98896,0.220417025070657
"NYAP2",149,0.102356,127,0.0936425,115,0.0830548,0.0930177666667,2.15356,0.80136,1.48569,1.48020333333333,0.440696838028078
"NYNRIN",417,3.59201,515,4.76156,628,5.68721,4.68026,3.11438,6.52145,2.14114,3.92565666666667,1.1531985244607
"NYX",5,0.0308907,5,0.0331564,1,0.00649524,0.0235141133333,0,0,0,0,1.0235141133333
"OAF",1520,13.7565,1290,12.5313,2238,21.2943,15.8607,90.53232,149.21966,68.64768,102.799886666667,0.162434666755898
"OAS1",588,3.88514,564,3.9999,1186,8.23857,5.37453666667,7.2724,6.99122,3.56129,5.94163666666667,0.918304568903779
"OAS2",363,1.90272,408,2.29546,1377,7.58823,3.92880333333,6.1128,3.53706,2.59996,4.08327333333333,0.969612100338889
"OAS3",695,3.48816,869,4.68136,1837,9.69301,5.95417666667,4.17459,6.63199,3.32096,4.70918,1.21806926155245
"OASL",30,0.26033,34,0.316682,95,0.866693,0.481235,0.89456,0.88426,0.32773,0.702183333333333,0.870197099803194
"OAT",5115,41.2285,6067,52.4887,4801,40.6838,44.8003333333,80.19524,72.28864,89.25073,80.5782033333333,0.56142856132976
"OAZ1",7355,322.68,6966,328.03,6940,320.101,323.603666667,938.53775,730.12629,705.79084,791.48496,0.409602305470882
"OAZ2",2354,26.1787,2533,30.2355,2274,26.5871,27.6671,117.25303,117.1098,81.62564,105.32949,0.269606296428206
"OAZ3",443,9.17398,353,7.84638,339,7.3806,8.13365333333,8.64737,6.93595,8.60827,8.06386333333333,1.00769980718266
"OBSCN",523,0.534895,671,0.736597,535,0.575253,0.615581666667,61.27705,56.28897,11.55781,43.0412766666667,0.0366833522764289
"OBSL1",1385,11.4498,1384,12.2808,1221,10.6122,11.4476,79.40008,86.18817,159.82107,108.469773333333,0.113708100610543
"OC90",4,0.0198708,0,0,3,0.015668,0.0118462666667,0,0,0,0,1.0118462666667
"OCA2",38,0.0192734,56,0.0304863,54,0.0287944,0.0261847,8.08413,3.39889,8.06206,6.51502666666667,0.136551039073714
"OCEL1",142,8.24984,139,8.66787,163,9.95595,8.95788666667,13.48459,14.50747,26.10884,18.0336333333333,0.52317318991487
"OCIAD1",4370,13.4868,4549,15.069,4297,13.9422,14.166,309.08547,220.5964,211.79843,247.1601,0.0611137729232056
"OCIAD2",618,4.92559,545,4.66237,354,2.96627,4.18474333333,154.64213,143.52721,55.4294,117.866246666667,0.043618297697827
"OCLN",270,0.716709,107,0.304862,116,0.323724,0.448431666667,4.15803,5.94115,9.15448,6.41788666666667,0.195262037795176
"OCM",10,0.267247,12,0.344218,12,0.337156,0.316207,2.56771,0.9948,2.86214,2.14155,0.418967388709395
"OCM2",7,0.188544,2,0.0578208,2,0.0566346,0.1009998,0,0,0,0,1.1009998
"OCRL",1727,5.72355,1887,6.71251,1788,6.22986,6.22197333333,18.18929,14.92197,13.0435,15.38492,0.440769520591495
"OCSTAMP",1,0.0179935,0,0,1,0.0189171,0.0123035333333,0,0,0,0,1.0123035333333
"ODC1",1004,20.9806,850,19.0653,1372,30.1423,23.3960666667,20.17719,25.36734,18.52745,21.3573266666667,1.09118889885314
"ODF1",1,0.0185259,1,0.0198847,7,0.136337,0.0582492,2.35235,1.43693,1.15797,1.64908333333333,0.399477504797257
"ODF2",625,2.36812,605,2.46048,721,2.87208,2.56689333333,21.70125,18.12743,22.17613,20.66827,0.164613664742501
"ODF2L",788,2.78,1072,4.05933,1202,4.45822,3.76585,23.20874,16.46943,25.49709,21.7250866666667,0.209717572034195
"ODF3",0,0,1,0.0532102,2,0.104237,0.0524824,0.03313,0.11053,0,0.0478866666666667,1.00438571601255
"ODF3B",117,7.1194,100,6.53127,376,24.0538,12.5681566667,8.51484,28.37937,4.7848,13.8930033333333,0.911042344047015
"ODF3L1",1,0.047889,3,0.154205,5,0.251735,0.151276333333,0,0.2487,1.22351,0.490736666666667,0.77228685593901
"ODF3L2",15,0.225166,19,0.30613,11,0.173597,0.234964333333,0.61294,0.46977,0.61176,0.564823333333333,0.789203680074428
"OFD1",1010,5.09768,924,5.00569,791,4.19726,4.76687666667,27.78092,20.19992,25.73742,24.5727533333333,0.225508633798655
"OGDH",2953,5.03328,2969,5.43173,2773,4.96908,5.14469666667,65.53447,60.3787,41.59936,55.83751,0.108109884945171
"OGDHL",1338,8.42667,1230,8.31468,731,4.84011,7.19382,73.90022,60.82083,57.4613,64.0607833333333,0.125940998251123
"OGFOD1",1525,9.65836,1534,10.428,1698,11.306,10.46412,12.83853,11.05331,18.22157,14.0378033333333,0.762353366770546
"OGFOD2",370,11.8299,482,16.5412,280,9.41187,12.5943233333,31.65732,35.26005,33.82133,33.5795666666667,0.393131685666969
"OGFR",965,18.3924,858,17.5525,1222,24.4861,20.1436666667,49.5153,51.39788,120.55949,73.8242233333333,0.282577830076597
"OGFRL1",6546,56.4759,13796,127.756,10054,91.1935,91.8084666667,7.81908,8.75975,7.29737,7.95873333333333,10.3595523176677
"OGG1",1524,6.95583,1621,7.94122,1550,7.43762,7.44489,27.88031,28.10304,34.73896,30.24077,0.270316320628461
"OGN",255,2.07888,496,4.34021,1284,11.005,5.80803,1.45779,3.12256,0.78654,1.78896333333333,2.4410611350215
"OGT",6415,26.1912,6443,28.2349,7133,30.6174,28.3478333333,67.6549,43.90927,39.89519,50.4864533333333,0.570010778239014
"OIP5",62,0.464486,62,0.498555,52,0.409564,0.457535,0.0994,0,0.85209,0.317163333333333,1.10657119213259
"OIT3",81,0.35867,107,0.508551,133,0.619156,0.495459,0,0.05527,0,0.0184233333333333,1.46840606558504
"OLA1",2590,2.56862,2686,2.85922,2356,2.45648,2.62810666667,130.35661,118.40857,218.78992,155.8517,0.0231308086980887
"OLAH",23,0.0965281,10,0.045047,23,0.101483,0.0810193666667,2.40205,3.42653,2.01005,2.61287666666667,0.29921291713068
"OLFM1",8405,32.0894,6533,26.7717,4225,16.9585,25.2732,145.71314,138.13872,1269.98217,517.944676666667,0.0506281327881817
"OLFM2",160,0.33744,140,0.316917,123,0.272722,0.309026333333,177.73491,233.86037,249.8365,220.47726,0.00591043221924003
"OLFM3",164,0.147337,270,0.260358,78,0.0736715,0.1604555,9.69102,8.59395,16.84512,11.71003,0.091302341536566
"OLFM4",18,0.13528,51,0.411407,57,0.450375,0.332354,0.99395,1.0777,1.17981,1.08382,0.63938056070102
"OLFML1",119,0.799892,162,1.1688,271,1.9151,1.29459733333,0.94425,3.09493,0.32773,1.45563666666667,0.934420537238815
"OLFML2A",3322,15.3723,4141,20.5677,3376,16.424,17.4546666667,1.259,2.79096,0.74285,1.59760333333333,7.10449760742274
"OLFML2B",694,2.98161,498,2.29647,1375,6.21058,3.82955333333,5.31764,1.96196,2.40332,3.22764,1.14237573050922
"OLFML3",303,0.942185,289,0.964565,940,3.07298,1.65991,8.58111,4.72529,3.64868,5.65169333333333,0.399884640903469
"OLIG1",8,0.614867,11,0.907453,6,0.48482,0.669046666667,189.79485,295.04044,310.24733,265.02754,0.00627396196148339
"OLIG2",2,0.107112,1,0.057484,1,0.0563047,0.0736335666667,28.26133,36.66935,54.94874,39.9598066666667,0.0262118807201409
"OLR1",1649,20.8179,922,12.4936,794,10.5384,14.6166333333,12.17589,4.08972,28.51217,14.9259266666667,0.980579256715151
"OMA1",361,0.479888,487,0.694867,590,0.824561,0.666438666667,26.7207,33.27046,48.45976,36.1503066666667,0.0448566597745537
"OMD",357,6.10429,565,10.3695,1406,25.275,13.9162633333,2.83276,5.44375,1.46384,3.24678333333333,3.51236739963188
"OMG",187,1.27977,434,3.18802,171,1.23034,1.89937666667,60.2334,48.57929,47.65137,52.1546866666667,0.0545460212163794
"OMP",4,1.42032,6,2.28674,0,0,1.23568666667,0,0,0.69915,0.23305,1.81313545003852
"ONECUT1",84,0.407337,55,0.286271,54,0.2753,0.322969333333,0,0,0,0,1.322969333333
"ONECUT2",1292,4.03596,1017,3.40993,1206,3.96068,3.80219,5.36733,4.78056,0.89578,3.68122333333333,1.02584082365934
"ONECUT3",2,0.0127132,8,0.0545829,4,0.0267316,0.0313425666667,0,0.02763,0,0.00921,1.02193058596992
"OOEP",2358,15.4987,2479,17.4892,3070,21.2143,18.0674,0,0,0,0,19.0674
"OPA1",3995,6.66797,4655,8.33944,3829,6.71893,7.24211333333,45.47323,38.02338,24.12064,35.8724166666667,0.223530597623698
"OPA3",1283,2.99707,1191,2.98622,1103,2.70884,2.89737666667,9.90637,10.50064,10.02842,10.1451433333333,0.349692825844022
"OPALIN",1,0.0108206,1,0.0116143,2,0.0227521,0.0150623333333,74.08244,82.09845,77.49629,77.8923933333333,0.0128664157651359
"OPCML",1900,0.297016,1429,0.239772,1145,0.188178,0.241655333333,71.38221,36.00615,122.19812,76.5288266666667,0.0160154020990343
"OPHN1",2724,1.21531,3019,1.44572,2352,1.10321,1.25474666667,65.02093,17.21553,117.95953,66.7319966666667,0.033289239615457
"OPLAH",387,5.32351,415,6.12739,417,6.03061,5.82717,10.83406,11.63361,10.9242,11.1306233333333,0.562804549477672
"OPN1LW",1,0.011812,2,0.0253567,1,0.0124183,0.016529,0,0,0,0,1.016529
"OPN1MW",1,0.0122458,2,0.0262881,0,0,0.0128446333333,0,0,0,0,1.0128446333333
"OPN1MW2",1,0.012911,1,0.013858,0,0,0.008923,0,0,0,0,1.008923
"OPN1SW",95,5.02922,150,8.52331,138,7.68058,7.07770333333,1.27557,1.29876,0.6773,1.08387666666667,3.87628666443631
"OPN3",819,1.6394,1100,2.36338,1023,2.15285,2.05187666667,7.80251,6.85305,21.49883,12.0514633333333,0.233834060497686
"OPN4",5,0.0710043,6,0.0914548,4,0.0597191,0.0740594,8.08413,4.42132,1.63863,4.71469333333333,0.187946988114848
"OPN5",4,0.0137561,2,0.00738254,3,0.0108466,0.0106617466667,0.0497,0,0,0.0165666666666667,0.99419131062075
"OPRD1",200,0.590938,228,0.723082,117,0.363443,0.559154333333,0.48041,0.4974,0.89578,0.62453,0.959757181051135
"OPRK1",216,1.45235,235,1.696,230,1.62586,1.59140333333,7.9516,6.05169,1.02687,5.01005333333333,0.431178092706332
"OPRL1",192,1.63127,171,1.55942,139,1.24159,1.47742666667,14.59451,11.63361,12.49729,12.90847,0.178123594232148
"OPRM1",1049,0.7753,800,0.634636,483,0.375301,0.595079,1.07678,0.5803,0.24033,0.63247,0.977095444326695
"OPTC",3,0.0354192,6,0.0760341,3,0.0372371,0.0495634666667,0.19879,0,0,0.0662633333333333,0.984337952788429
"OPTN",5259,23.6424,5547,26.7662,4698,22.2044,24.2043333333,63.01646,61.09716,73.86945,65.9943566666667,0.376215767825121
"OR10AD1",5,0.669345,1,0.143688,6,0.844441,0.552491333333,0.21536,0.63557,0,0.283643333333333,1.2094413557242
"OR10H2",1,0.167819,0,0,0,0,0.0559396666667,0,0,0,0,1.0559396666667
"OR10H5",0,0,1,0.0140301,4,0.0549692,0.0229997666667,0,0,0,0,1.0229997666667
"OR13A1",2,0.0262488,1,0.0140871,8,0.110384,0.0502399666667,0.23192,0.13817,0,0.123363333333333,0.934906753232139
"OR13F1",0,0,0,0,1,0.191319,0.063773,0,0,0,0,1.063773
"OR13J1",1,0.13047,2,0.280079,0,0,0.136849666667,0.69577,0.4145,0.21848,0.442916666666667,0.787883107132775
"OR1D2",0,0,1,0.0117644,0,0,0.00392146666667,0,0,0,0,1.00392146666667
"OR1I1",4,0.0649439,2,0.0348537,0,0,0.0332658666667,0,0,0,0,1.0332658666667
"OR2A14",1,0.021802,3,0.0702032,0,0,0.0306684,0,0,0,0,1.0306684
"OR2A4",46,4.57119,9,0.959963,32,3.34318,2.958111,0,0,0,0,3.958111
"OR2A5",1,0.0176499,1,0.0189445,1,0.0185559,0.0183834333333,0,0,0,0,1.0183834333333
"OR2A7",99,2.4257,30,0.788974,73,1.88045,1.69837466667,0,0.30397,0,0.101323333333333,2.45012030981213
"OR2B11",1,0.0194369,1,0.0208626,8,0.163477,0.0679255,0,0,0,0,1.0679255
"OR2C1",4,0.492804,3,0.396713,5,0.647623,0.51238,0,0.44213,0.24033,0.227486666666667,1.23209484963856
"OR2D2",0,0,2,0.337861,0,0,0.112620333333,0,0,0,0,1.112620333333
"OR2K2",12,0.776153,15,1.04135,20,1.35999,1.05916433333,0.13253,0,0,0.0441766666666667,1.97204591815242
"OR2T12",21,0.276131,12,0.169363,11,0.152064,0.199186,0,0,0,0,1.199186
"OR2T29",0,0,0,0,1,0.031337,0.0104456666667,0,0,0,0,1.0104456666667
"OR2T33",3,0.0650245,8,0.186117,7,0.159511,0.136884166667,0.91112,0.44213,0.24033,0.531193333333333,0.7424824428879
"OR2T6",2,0.0217477,9,0.105043,0,0,0.0422635666667,0,0,0.45882,0.15294,0.904005036399726
"OR2T8",16,1.6394,15,1.64967,21,2.26216,1.85041,1.85537,0.3316,0.28403,0.823666666666667,1.56301041857065
"OR2V1",0,0,1,0.0232993,1,0.0228213,0.0153735333333,0,0,0,0,1.0153735333333
"OR4A47",1,0.164191,0,0,0,0,0.0547303333333,0,0,0,0,1.0547303333333
"OR51B4",0,0,0,0,1,0.196855,0.0656183333333,0,0,0,0,1.0656183333333
"OR51C1P",6,0.141476,3,0.0759264,4,0.0991583,0.105520233333,0,0,0,0,1.105520233333
