"Hs_symbol","hDRG1_read","hDRG1_TPM","hDRG2_read","hDRG2_TPM","hDRG3_read","hDRG3_TPM","hDRG_Avg_TPM","Brain_1_Nucleus_accumbens","Brain_1_Caudate_nucleus","Brain_1_Frontal_cortex","dHs_Avg_TPM","FoldChange"
"EIF4EBP2",2582,18.4307,2584,19.7979,2920,21.9132,20.0472666667,27.81405,36.33775,23.42149,29.1910966666667,0.697134883806252
"EIF4EBP3",113,10.3086,132,12.9252,114,10.9336,11.3891333333,17.51009,12.96,14.98801,15.1527,0.767000769735091
"EIF4ENIF1",1010,2.98394,1199,3.80214,1037,3.22096,3.33568,30.31549,41.03541,33.10033,34.8170766666667,0.12105063850828
"EIF4G1",5584,46.7561,5217,46.8872,5353,47.1225,46.9219333333,135.52515,127.55518,129.53919,130.873173333333,0.363394101483921
"EIF4G2",19872,291.954,21244,335.003,19242,297.208,308.055,867.88443,701.38769,343.15103,637.474383333333,0.484052309799012
"EIF4G3",3928,1.85166,4203,2.12661,4255,2.10876,2.02901,40.58631,36.39302,45.35729,40.7788733333333,0.0725009977131983
"EIF4H",4586,35.0514,5057,41.4863,5547,44.5726,40.3701,216.96283,177.04637,156.01945,183.342883333333,0.224419295456031
"EIF5",6206,94.4245,6236,101.84,7108,113.7,103.3215,177.53612,228.52715,125.49723,177.186833333333,0.585461327576579
"EIF5A",3620,115.72,3456,118.581,3870,130.062,121.454333333,278.85281,262.23974,440.57306,327.22187,0.373084015800044
"EIF5A2",1290,11.1416,1835,17.0112,1190,10.8055,12.9861,5.4336,5.88589,5.35286,5.55745,2.13285652197119
"EIF5AL1",673,30.6178,629,30.715,772,36.9245,32.7524333333,2.18669,0.9948,0.52436,1.23528333333333,15.0998456571352
"EIF5B",2302,6.28803,2379,6.975,2749,7.89446,7.05249666667,32.56844,46.0094,33.69024,37.4226933333333,0.209576580090603
"EIF6",1338,38.4769,1172,36.1753,1745,52.7567,42.4696333333,71.21655,66.81725,129.75767,89.2638233333333,0.481584224199898
"ELAC1",183,1.58809,184,1.71389,213,1.94331,1.74843,5.83118,3.78576,4.36968,4.66220666666667,0.485399096465336
"ELAC2",1593,10.52,1698,12.0359,1419,9.85189,10.8025966667,32.12117,35.95089,29.49535,32.52247,0.352080161954057
"ELANE",6,0.200266,6,0.214955,7,0.245637,0.220286,0,0,2.05375,0.684583333333333,0.724384466979965
"ELAVL1",1067,3.95871,1125,4.48005,1199,4.67678,4.37184666667,14.97552,15.2812,12.9998,14.41884,0.348394993830275
"ELAVL2",2450,3.14175,2060,2.83539,1865,2.51433,2.83049,17.01312,9.28478,37.6885,21.3288,0.171549299559314
"ELAVL3",2463,14.4774,2188,13.8043,1413,8.73187,12.3378566667,77.37905,96.02562,122.5477,98.65079,0.133845970179464
"ELAVL4",5537,5.38117,5123,5.34401,4750,4.85327,5.19281666667,1.90507,2.51463,37.22968,13.8831266666667,0.416096483310854
"ELF1",1044,1.4082,1337,1.93569,2074,2.94111,2.095,7.96817,7.32282,7.12258,7.47119,0.365355988946063
"ELF2",1444,1.69184,1481,1.86246,1904,2.3453,1.96653333333,19.92871,17.32606,22.70049,19.9850866666667,0.141363882858875
"ELF3",3,0.0567266,3,0.0608874,8,0.159035,0.0922163333333,1.78911,1.27113,4.87219,2.64414333333333,0.299718269405786
"ELF4",132,0.503027,123,0.50311,201,0.805289,0.603808666667,1.54062,0.3316,0.48066,0.784293333333333,0.898848096725688
"ELF5",2,0.0099791,3,0.0160666,2,0.0104913,0.012179,0.19879,0.22107,0,0.139953333333333,0.887912663091472
"ELFN1",133,0.388311,175,0.548411,63,0.193378,0.3767,2.78306,2.04486,4.1512,2.99304,0.344774908340512
"ELFN2",273,0.801291,179,0.563925,130,0.401152,0.588789333333,17.92424,17.74056,23.46519,19.7099966666667,0.0767160593458811
"ELK1",235,2.72171,211,2.62299,349,4.2495,3.19806666667,86.73875,65.68429,46.60265,66.3418966666667,0.0623395965137404
"ELK3",653,1.51197,786,1.95341,997,2.42697,1.96411666667,3.18064,3.73049,4.30414,3.73842333333333,0.62554914539154
"ELK4",1777,9.02259,1954,10.649,1859,9.92342,9.86500333333,3.18064,2.84623,3.49574,3.17420333333333,2.60289268770568
"ELL",305,0.670617,279,0.658445,546,1.26213,0.863730666667,11.49669,10.27958,10.64017,10.80548,0.157869960956014
"ELL2",2852,6.49141,2041,4.98624,3497,8.36803,6.61522666667,6.92452,8.40051,9.37297,8.23266666666667,0.82481334392411
"ELL3",141,5.22873,153,6.08989,102,3.97664,5.09842,2.0873,2.92913,3.51759,2.84467333333333,1.5861997811691
"ELMO1",3947,1.1591,3618,1.14042,4295,1.32604,1.20852,526.90972,324.11064,675.09383,508.70473,0.00433293997487526
"ELMO2",2114,5.51742,2086,5.84367,2099,5.75946,5.70685,76.1863,71.48727,41.31533,62.9963,0.104800590034111
"ELMO3",46,1.6337,23,0.876763,48,1.79223,1.434231,1.54062,1.43693,3.49574,2.15776333333333,0.77087189350268
"ELMOD1",674,1.55567,843,2.08846,605,1.46809,1.70407333333,86.07611,58.49963,35.6129,60.06288,0.0442834228148099
"ELMOD2",579,3.41691,966,6.11889,783,4.85797,4.79792333333,5.71522,3.89629,2.92769,4.17973333333333,1.11934784287415
"ELMOD3",682,3.18918,767,3.84974,726,3.56919,3.53603666667,25.5114,27.77144,24.645,25.9759466666667,0.168151157871136
"ELN",352,1.46001,448,1.99449,378,1.64832,1.70094,21.41963,22.54875,22.80973,22.25937,0.116122663683496
"ELOF1",246,5.31223,295,6.83761,225,5.10814,5.75266,97.70533,108.43296,159.5152,121.884496666667,0.0549512768752033
"ELOVL1",1245,46.5042,1086,43.5405,1115,43.7861,44.6102666667,50.39329,37.71942,44.72368,44.2787966666667,1.00732064507972
"ELOVL2",1386,3.8103,1646,4.85697,1329,3.84113,4.16946666667,11.79488,15.22593,11.05529,12.6920333333333,0.377552883550532
"ELOVL3",2,0.106168,2,0.113955,0,0,0.0733743333333,0.48041,0.2487,0.52436,0.417823333333333,0.757057884503688
"ELOVL4",1451,7.74247,1668,9.55319,1295,7.26474,8.1868,11.08255,7.54388,12.03847,10.2216333333333,0.818668702417058
"ELOVL5",7128,15.2265,5957,13.6584,5919,13.2929,14.0592666667,50.40986,89.1173,78.82904,72.7854,0.204095480497497
"ELOVL6",1917,2.18382,1557,1.90381,1228,1.47073,1.85278666667,43.26998,65.40795,105.30931,71.32908,0.0394417662532138
"ELOVL7",2803,5.29477,3333,6.75771,3473,6.89711,6.31653,16.13513,22.18952,6.03016,14.7849366666667,0.463513421339881
"ELP2",2064,7.05441,2369,8.69073,2210,7.94111,7.89541666667,59.32228,38.76948,33.75578,43.94918,0.197899420338035
"ELP3",1014,1.74554,1109,2.04911,1058,1.91477,1.90314,26.91949,25.28444,19.77281,23.9922466666667,0.11616162559215
"ELP4",399,0.24844,522,0.348867,549,0.359385,0.318897333333,22.8443,37.41545,50.36057,36.87344,0.0348238061642407
"ELP5",430,8.8118,473,10.4039,411,8.85475,9.35681666667,41.76249,50.32019,39.28343,43.7887033333333,0.231237251714811
"ELP6",498,4.81382,526,5.45741,496,5.04058,5.10393666667,36.87556,41.42227,33.16588,37.15457,0.159979175932791
"EMB",3713,13.7845,4434,17.6686,4998,19.5075,16.9868666667,1.04365,0.93953,2.29408,1.42575333333333,7.41496112549229
"EMC1",1347,6.56071,1449,7.57517,1646,8.42852,7.52146666667,25.99181,23.07378,42.25481,30.4401333333333,0.27103786667582
"EMC10",1497,18.0723,1921,24.892,1664,21.1195,21.3612666667,82.19971,93.78732,90.69272,88.89325,0.248753567889691
"EMC2",1643,6.29508,2066,8.49639,1704,6.86391,7.21846,45.34071,41.39464,38.25656,41.66397,0.192632331215309
"EMC3",2231,8.02292,2413,9.31388,1936,7.31942,8.21874,75.04326,58.91413,43.34723,59.10154,0.153386086279986
"EMC4",1310,44.4898,1443,52.6013,1295,46.2378,47.7763,131.51622,107.85266,170.78897,136.719283333333,0.354171898222435
"EMC6",162,33.0236,194,42.4475,149,31.9326,35.8012333333,33.69492,38.38261,42.91027,38.3292666666667,0.935721320339052
"EMC7",1075,10.5235,1112,11.6841,1063,10.9401,11.0492333333,81.91809,71.37674,58.68481,70.65988,0.168144760126587
"EMC8",423,2.65332,438,2.94893,456,3.00713,2.86979333333,12.62317,15.2812,13.65525,13.8532066666667,0.260535884282451
"EMC9",150,9.95247,155,11.0385,151,10.5331,10.5080233333,34.73857,31.17033,32.1827,32.6972,0.341512746854338
"EMCN",501,0.180542,781,0.302087,524,0.198523,0.227050666667,8.59767,24.31728,2.92769,11.9475466666667,0.0947709012569949
"EMD",741,55.6304,630,50.7663,680,53.6712,53.3559666667,117.99849,97.62835,186.8257,134.150846666667,0.402187392882284
"EME1",143,3.02299,177,4.01619,212,4.71166,3.91694666667,1.77255,1.21586,0.32773,1.10538,2.33542005085543
"EME2",1168,22.9294,1161,24.4637,1032,21.2994,22.8975,27.23424,19.01169,29.27686,25.1742633333333,0.913015189602917
"EMG1",843,5.55405,986,6.97268,1270,8.79679,7.10784,22.46328,19.92359,26.85169,23.07952,0.336711030784667
"EMID1",77,0.25049,61,0.212995,95,0.324909,0.262798,25.49483,33.35336,41.51197,33.4533866666667,0.0366523619932477
"EMILIN1",403,9.03887,397,9.5574,785,18.5104,12.36889,7.23927,11.38491,9.39481,9.33966333333333,1.29297149907202
"EMILIN2",224,0.567155,237,0.644085,726,1.93254,1.04792666667,2.31922,3.09493,2.09745,2.50386666666667,0.58447619772537
"EMILIN3",355,9.0445,368,10.0634,290,7.7677,8.95853333333,3.23034,3.53706,6.20495,4.32411666666667,1.87045738416639
"EML1",2068,1.76778,1990,1.82588,1545,1.38849,1.66071666667,106.18704,70.65827,14.61658,63.82063,0.0410473743724799
"EML2",2386,10.7887,2436,11.8227,1746,8.30005,10.3038166667,103.48681,107.82502,234.41152,148.57445,0.075573178886501
"EML3",1477,24.4625,1624,28.87,1670,29.0787,27.4704,59.47137,51.92292,59.88647,57.0935866666667,0.490078193370284
"EML4",1249,1.33704,1194,1.37191,1746,1.965,1.55798333333,16.53271,14.83907,7.20997,12.8605833333333,0.184550914764049
"EML5",609,0.59001,803,0.835022,667,0.679369,0.701467,5.48329,6.05169,6.27049,5.93515666666667,0.24533937469329
"EML6",391,0.274849,483,0.364422,276,0.203969,0.28108,9.85668,10.69408,15.55606,12.0356066666667,0.0982754414703113
"EMP1",2877,21.6465,2871,23.1857,4318,34.1561,26.3294333333,15.40623,21.41579,9.6133,15.47844,1.65849639488325
"EMP2",2203,7.37128,2415,8.67334,2693,9.47334,8.50598666667,17.21191,17.10499,12.56283,15.6265766666667,0.571734450046341
"EMP3",354,6.83731,384,7.96074,565,11.4728,8.75695,21.20428,33.46389,29.14577,27.93798,0.337167625383665
"EMX1",62,0.546706,50,0.47323,25,0.231761,0.417232333333,0.71233,0.0829,61.10999,20.6350733333333,0.0655062412545401
