"Hs_symbol","Cortical_neurons-S17_rep_1","Cortical_neurons-S21_rep_2","Cortical_neurons-S8_rep_3","Cortical_neurons-S17_rep_1_read","Cortical_neurons-S21_rep_2_read","Cortical_neurons-S8_rep_3_read","Hs_Avg_TPM","Cardiomyocytes-S20_rep_1","Cardiomyocytes-S25_rep_2","Cardiomyocytes-S29_rep_3","Cardiomyocytes-S20_rep_1_read","Cardiomyocytes-S25_rep_2_read","Cardiomyocytes-S29_rep_3_read","Hs_Avg__TPM","FoldChange"
"ACP6",5.681603,4.537779,4.413437,128,125,95,0.136560666666667,5.616296,6.558338,5.860511,182,148,113,0.334708,0.851542559621031
"ACP7",0.348403,0.256502,0.265236,13,11,7,64.0608963333333,0.015824,0.016768,0.030042,1,1,2,93.1555226666667,0.69099394799883
"ACPP",0.048184,0.022238,0,2,1,0,81.459057,0.862381,0.252187,0.58269,9,11,11,6.49879633333333,10.9963057182199
"ACR",0,0.561401,0,0,4,0,10.252389,0,0.037509,0.037908,0,1,1,2.11296733333333,3.61468264684649
"ACRBP",0.871936,1.387368,0.356541,8,10,2,3.504024,0.3985,0.030659,0.225437,4,1,2,0.842184333333333,2.44493665400477
"ACRV1",0.419432,0.594965,0.365907,5,9,3,10.3117143333333,0.027065,0.168649,0.254211,1,3,3,0.138813666666667,9.93289303108117
"ACSBG1",0.253329,0.789068,1.028992,21,18,25,40.2530823333333,0.540764,0.319036,0.523883,30,21,25,19.5671083333333,2.00577940587175
"ACSBG2",0.326791,0.354839,0.057953,2,2,1,76.3923933333333,0.522338,0.103219,0.103778,4,1,1,21.4794623333333,3.44280446683875
"ACSF2",0.770281,0.767876,3.321446,2,5,7,1.372005,61.978687,54.648487,53.059789,577,446,412,0,2.372005
"ACSF3",15.821189,18.561092,20.415246,217,288,178,0.0650203333333333,19.299129,13.763293,10.433563,273,225,190,0,1.06502033333333
"ACSL1",62.19037,73.44608,83.471369,894,1047,659,0.0770176666666667,43.878419,27.152981,30.101182,716,624,486,0.0304663333333333,1.04517501623052
"ACSL3",130.996535,121.985228,113.197501,2784,3004,2053,26.8095743333333,71.523045,48.918818,50.907122,1224,1079,919,3.02931966666667,6.90180393563545
"ACSL4",61.049607,65.37075,77.690858,3385,3357,2270,14.52366,36.054531,15.661033,10.428141,1246,833,675,0.272184333333333,12.2023669001845
"ACSL5",0.344508,0.341116,0.484939,7,4,5,5.10368066666667,0.1358,0,0.182111,3,0,1,13.169485,0.430762350689998
"ACSL6",16.646079,21.155853,18.209522,1030,1182,804,27.3279526666667,0.165731,0.038947,0.026724,5,3,2,1.68527833333333,10.5493543499836
"ACSM1",0.124507,0.048926,0,1,1,0,112.344829333333,0,0.159858,0,0,2,0,20.803934,5.19836600740643
"ACSM2A",2.771496,1.037998,0.161293,12,12,4,27.945396,1.918943,2.292445,1.490272,10,6,4,0.474880666666667,19.6255850755835
"ACSM2B",0.143928,1.678159,1.180417,5,15,6,3.854172,0,0.111241,0,0,2,0,7.360807,0.580586539074518
"ACSM3",3.546028,4.370048,3.432423,37,79,10,1.20873,1.027824,2.197071,1.355443,11,13,11,0.0667716666666667,2.07048056206967
"ACSM4",0.149807,0.241539,0.10526,4,7,2,12.0525876666667,0,0,0,0,0,0,3.68238533333333,2.78759365952795
"ACSM5",0,0.179494,0,0,2,0,28.298986,0.347033,0.226793,0.050724,7,6,1,20.9610366666667,1.33413492471743
"ACSM6",0.069018,0.123371,0.333466,2,3,6,6.41270466666667,0.025569,0.132301,0,1,4,0,112.172129333333,0.0654993831991403
"ACSS1",0.066638,0.220548,0.348834,3,9,8,10.7718276666667,0.37447,0.329271,0.198105,29,24,13,4.87250566666667,2.00456642102289
"ACSS2",148.399461,146.694353,101.822483,739,725,433,0.324533,136.021315,95.971222,128.057604,1559,1286,1185,0.031335,1.28428977975149
"ACSS3",0.627096,0.612727,1.358752,13,15,29,2.684256,2.79066,4.630495,1.143408,125,108,90,2.06891666666667,1.20050701930649
"ACTA1",0.242012,0.585729,0.672663,3,10,8,7.685498,636.770692,441.289829,564.554107,19134,12570,15960,17.9459846666667,0.458434763503275
"ACTA2",2.655925,3.057572,5.813821,28,47,56,2.60350566666667,51.781238,68.388245,46.909126,1324,1661,1126,0.523173333333333,2.36578831036958
"ACTA2.AS1",1.477382,1.384338,1.539489,11,14,11,1.969466,0.707881,0.931777,1.036115,18,27,22,1.329382,1.27478704652135
"ACTB",2178.850167,2041.670166,2557.016143,20799,21935,16943,154.999947666667,429.465479,453.29093,375.743403,7846,7769,6339,39.1342006666667,3.88695788318595
"ACTBL2",0.259337,0.108094,0,9,4,0,45.262901,0,0.022184,0.02198,0,1,1,0.0778526666666667,42.9213587633189
"ACTC1",0.551692,0.56988,1.037101,8,10,7,155.030611666667,5080.246607,4691.279529,4052.296585,121009,106500,94643,45.9278836666667,3.32490194475778
"ACTG1",1435.350734,1536.991071,1807.979395,23732,27012,21393,23.561692,124.614163,112.983909,79.093729,2936,2870,2190,10.9412916666667,2.05687062050099
"ACTG1P17",0.328328,0,0.561058,2,0,4,15.88042,0.909905,2.307762,2.809933,6,17,20,3.699029,3.59232088161192
"ACTG2",0.239946,0.184371,2.284464,2,2,27,91.6993783333333,0.271346,0.303675,0.231978,8,3,6,19.4845836666667,4.52532401154813
"ACTL10",0.141201,0.158296,0.137933,3,4,2,273.123393333333,0.248173,0.129837,0.099075,11,5,4,499.438004,0.547766938446452
"ACTL6A",67.288182,35.925033,85.845286,123,104,102,274.393704,129.936939,63.089341,28.578082,238,226,162,117.974004,2.31473847009469
"ACTL6B",154.861852,109.866441,166.128293,576,645,448,47.409361,0,0,0,0,0,0,16.1311866666667,2.82580313564579
"ACTL7A",0,0,0.078863,0,0,1,41.222022,0,0,0,0,0,0,9.51919766666667,4.01380631279451
"ACTL7B",0,0,0.088939,0,0,1,4.55777233333333,0,0,0,0,0,0,0.016185,5.46925248191356
"ACTL8",0.049515,0,0,1,0,0,0.183165333333333,0,0,0,0,0,0,0,1.18316533333333
"ACTL9",0,0,0,0,0,0,2.91668833333333,0,0,0,0,0,0,0.385642,2.82662356751118
"ACTN1",42.915893,53.04208,30.351943,709,901,468,0.0815716666666667,97.368685,90.347999,62.458246,3154,2333,1894,0.038345,1.04163035086283
"ACTN1.AS1",0,0,0,0,0,0,2.85611533333333,0,0,0.194018,0,0,1,2.013345,1.27967933752469
"ACTN2",10.431195,12.550374,2.658834,163,226,63,0.0764453333333333,978.395053,817.138475,753.753803,32985,24389,21981,0.0289636666666667,1.0461451343763
"ACTN3",0.026669,0.072504,0,1,3,0,49.261337,0.251983,0.266257,0.25194,16,16,15,19.7960553333333,2.41686878566041
"ACTN4",88.341101,89.90874,113.006576,944,1111,817,37.9276463333333,80.761957,61.78139,43.622584,1727,1358,1104,10.056911,3.52066199441538
"ACTR10",175.090819,207.781083,223.094765,1347,1561,1119,1.644429,123.432299,114.333934,91.069828,961,968,829,0.167061333333333,2.26588691139912
"ACTR1A",135.467299,131.59114,164.703958,3143,3440,2547,15.951695,64.377145,42.659304,39.165459,3101,2292,2094,6.76042366666667,2.18437751959504
"ACTR1B",28.348357,31.987461,34.845941,679,815,581,32.084725,19.202777,14.33055,13.258617,779,576,553,23.1362953333333,1.37074578111863
"ACTR2",90.130579,85.113097,98.337326,4098,3983,3193,0.138564,26.040333,13.291404,11.523641,1146,882,773,0.0124123333333333,1.12460502752996
"ACTR3",83.778842,80.647357,87.559013,1903,1958,1481,5.96989466666667,38.861514,29.33901,25.230379,1098,1075,941,3.04894366666667,1.72141062965312
"ACTR3B",23.73554,20.329805,21.54651,309,312,235,14.474606,7.030276,2.889677,2.312428,129,80,93,9.97227333333333,1.41033726830235
"ACTR3C",0.030079,0.14202,0.021249,2,4,1,13.0172946666667,0.6982,1.16039,0.413306,10,10,5,23.9733696666667,0.561289679917577
"ACTR5",2.282428,2.070326,3.460384,72,72,77,75.849498,1.163629,0.795908,0.976133,62,40,49,41.34413,1.81487960668929
"ACTR6",24.835879,26.636835,23.772285,388,418,287,174.299529333333,7.680683,7.620821,3.561405,89,134,72,326.973199333333,0.534493457665633
"ACTR8",23.771453,22.759294,31.53109,450,503,352,68.153203,17.708309,15.074514,11.257858,360,281,217,17.617044,3.71451037017477
"ACTRT1",0,0,0.167548,0,0,2,1.47183533333333,0,0,0,0,0,0,6.09144166666667,0.348565982704504
"ACTRT2",0,0,0,0,0,0,1.490042,0,0,0,0,0,0,41.7767896666667,0.0582101186041162
"ACTRT3",1.443018,1.511988,0.769716,29,33,11,16.908232,0.448872,0.581869,0.461129,14,18,14,22.0608373333333,0.776564690221136
"ACVR1",6.034686,8.207685,6.259893,217,313,134,8.64169033333333,7.233818,5.194846,4.253429,358,289,222,3.75857966666667,2.02616978357478
"ACVR1B",55.209179,56.089019,59.415097,1548,1896,1377,18.316011,7.139766,4.870088,4.743164,614,453,436,17.4317896666667,1.04797262497697
"ACVR1C",0.137088,0.073565,0.237864,13,9,9,5.071992,0.00775,0.013681,0,1,2,0,8.57713666666667,0.634009121028171
"ACVR2A",25.003915,23.782342,23.796881,1564,1417,966,0.00500366666666667,2.344089,1.398215,1.171016,115,94,85,0.728030666666667,0.581589022725677
"ACVR2B",6.214092,4.560656,8.131002,990,790,922,94.6292986666667,1.1158,1.888897,1.517997,261,178,121,15.4606316666667,5.80957648547104
"ACVR2B.AS1",0.930023,0.683623,1.107894,30,24,25,0.235613666666667,0.180043,0.218239,0.259741,9,11,13,0.181775333333333,1.04555716455976
"ACVRL1",2.000151,0.803904,0.719904,17,40,28,4.91758833333333,1.239071,1.061599,0.85141,40,22,30,9.98287933333333,0.538801178974378
"ACY1",10.842162,5.437314,8.266339,50,52,41,0.374443,29.01427,20.193338,18.22011,288,174,168,3.01667433333333,0.342184326121203
"ACY3",0,0,0,0,0,0,134.204316666667,0,0,0.038868,0,0,1,9.03709033333333,13.4704692472131
"ACYP1",24.106168,34.772803,28.12398,116,175,91,16.6304893333333,12.321627,16.716988,15.356579,78,114,101,0.150335,15.3263956441674
"ACYP2",20.955971,15.854271,16.292319,172,145,100,5.27768633333333,14.923638,15.092443,14.910934,179,179,196,2.079947,2.03824492217994
"ADA",0.922875,1.829261,0.70398,13,16,8,0.513112666666667,4.945909,4.204043,4.670719,124,113,122,0.207186333333333,1.2534209714656
"ADA2",3.304161,5.684611,5.357241,106,185,127,3.01477433333333,5.734889,4.705926,3.659168,353,262,200,6.597047,0.528465117213745
"ADAD1",0,0,0,0,0,0,0.652823666666667,0,0,0,0,0,0,0.426819666666667,1.1583970317202
"ADAD2",0,0.258936,0.627989,0,1,3,0.460879,0,0,0,0,0,0,1.13278266666667,0.684963837540565
"ADAL",9.378484,7.193559,10.742324,227,237,166,31.2647763333333,13.118704,10.233636,7.871906,497,431,361,23.5231943333333,1.31568407829633
"ADAM10",34.061006,24.686719,34.283331,691,616,515,174.101646,24.348027,13.702235,11.245455,536,434,351,19.9239043333333,8.36849773400321
"ADAM11",23.644833,33.066844,44.802479,1084,1499,1443,26.7583006666667,11.764671,7.939555,6.243467,981,771,582,2.53131366666667,7.86061598795009
"ADAM12",8.973317,5.716452,10.949544,581,454,513,0.424899333333333,0.692991,0.787749,1.408243,57,72,53,0.0601496666666667,1.34405488030149
"ADAM15",18.903104,21.508581,19.628954,201,239,154,9.84236733333333,11.532537,17.778786,12.695181,314,295,237,5.164414,1.75886423808221
"ADAM17",9.86407,13.149275,14.571838,391,394,303,79.359402,5.863159,4.842983,3.098865,292,270,199,22.4467326666667,3.42731770530416
"ADAM18",0,0,0,0,0,0,27.4355736666667,0.106287,0,0.174783,1,0,1,4.16303833333333,5.5075271246937
"ADAM19",18.28921,16.943459,15.284239,1567,1633,872,32.603663,21.431505,16.071382,16.202989,2888,2073,1947,19.70054,1.62332301476193
"ADAM2",0,0,0,0,0,0,2.911115,0,0,0,0,0,0,2.053243,1.28097075797767
"ADAM20",0.055566,0.051316,0.039092,2,2,1,0.15919,0.018165,0.036213,0.036804,1,2,2,0.0580373333333333,1.09560406186045
"ADAM20P1",0.531878,1.184369,1.160243,20,37,23,12.1399136666667,0.217782,0.305079,0.13309,11,16,6,39.429094,0.325011331361189
"ADAM21",0.175871,0.28972,0.247976,6,11,6,7.914717,0.092614,0.093693,0.038026,5,5,2,2.50665533333333,2.54222789313197
"ADAM21P1",0,0.045823,0,0,1,0,8.37619733333333,0.024479,0,0,1,0,0,6.565383,1.2393552756461
"ADAM22",14.849654,14.25824,14.463086,1382,1676,1175,10.2849523333333,0.473128,0.221024,0.122401,42,22,22,3.91127866666667,2.297762578598
"ADAM23",30.45531,32.68447,48.390528,1224,1432,1029,8.66138733333333,41.864549,35.696454,23.789355,1340,1061,895,5.56176566666667,1.47237615972977
"ADAM28",0.264589,0.406801,0.059004,8,6,4,3.419737,0.222073,0,0.032833,7,0,4,0.566728,2.82099828432249
"ADAM29",0.651684,0.674166,0.788744,24,20,14,91.4575493333333,0.022632,0,0,1,0,0,26.218493,3.39686511421971
"ADAM30",0,0,0,0,0,0,5.42458966666667,0,0,0,0,0,0,2.48062133333333,1.84581689629361
"ADAM32",0.915902,4.743727,0.839031,58,83,36,25.0431763333333,1.741478,1.890163,5.623824,39,39,22,2.83886866666667,6.7840758813838
"ADAM33",0.541507,0.630154,0.831368,18,23,18,10.2720646666667,0.151082,0.049411,0.215616,10,3,12,4.65078733333333,1.99477771888071
"ADAM3A",0,0.22629,0.585903,0,4,5,42.2394806666667,0.13521,0.063743,0.062082,3,1,1,11.144995,3.56027159061545
"ADAM3B",0,0,0,0,0,0,63.9586973333333,0,0,0,0,0,0,41.541501,1.52694888065499
"ADAM5",0,0,0.408493,0,0,1,39.4104176666667,0,0,0,0,0,0,1.27382666666667,17.7719868708843
"ADAM6",0,0,0,0,0,0,35.9688953333333,0,0,0,0,0,0,11.1437606666667,3.04427074512503
"ADAM7",0.067906,0.02098,0.122618,3,1,3,12.729611,0,0,0,0,0,0,7.11613333333333,1.69164433802632
"ADAM8",2.265081,4.232185,7.470717,41,65,39,4.11504766666667,1.440741,0.605901,0.327876,22,10,8,2.65351666666667,1.40003403113895
"ADAM9",10.682031,11.502737,12.462503,377,445,328,1.765431,26.964509,19.212823,18.44891,1015,721,645,2.66716966666667,0.754105005049762
"ADAMDEC1",0,0,0.059317,0,0,1,1.42295866666667,0,0,0,0,0,0,27.0468703333333,0.0863896270018767
"ADAMTS1",14.234685,4.588657,3.552739,508,136,33,22.3113633333333,7.164372,3.536363,3.442214,277,249,139,6.80706366666667,2.98593226962711
"ADAMTS10",40.162073,43.284464,61.364231,489,643,476,33.279522,2.733393,2.863047,1.555908,70,54,46,9.13394966666667,3.38264182550213
"ADAMTS12",0.710176,1.783791,0.892537,84,197,58,3.711311,9.689995,10.514763,8.128071,421,377,273,0.600302333333333,2.94401307919524
"ADAMTS13",7.587088,8.243445,8.27368,214,262,204,6.396224,3.498026,3.363595,2.00095,170,115,87,4.927269,1.24782998713235
"ADAMTS14",0.211393,0.27945,0.297526,15,22,15,112.508941333333,1.363407,0.882597,0.773,169,102,89,62.807437,1.77892964629395
"ADAMTS15",0.56087,0.968467,0.586154,42,81,31,9.013626,5.729811,5.379448,3.798096,751,656,463,1.73898566666667,3.65596144655497
"ADAMTS16",0.24045,0.264744,0.214627,12,15,10,142.022702,0.036176,0.066894,0.143115,4,7,12,19.9254933333333,6.83485448690337
"ADAMTS17",3.07163,1.239608,0.531282,149,45,17,0.642241666666667,0.492449,0.402607,0.432152,33,26,24,0.193990333333333,1.37542291660094
"ADAMTS18",1.411995,0.853451,1.538275,55,54,37,0.123286,0.121899,0.017094,0.017158,3,2,2,1.426194,0.462982762301778
"ADAMTS19",0.147189,0.945675,0.829666,9,26,8,13.5823703333333,2.13328,0.847573,1.17336,96,45,53,4.06728633333333,2.87774745180836
"ADAMTS19.AS1",0,0.11952,0,0,1,0,103.614496333333,0.539942,0.541348,0.457923,8,4,9,0,104.614496333333
"ADAMTS2",0.175824,2.047144,0.477721,11,49,15,1.673346,0.115833,0.086629,0.03467,13,8,5,2.95041266666667,0.676725756414646
"ADAMTS20",0.016112,0.074527,0.040071,1,4,1,46.7809133333333,0.194401,0.034761,0.182112,12,3,3,91.4967046666667,0.516568817294875
"ADAMTS3",3.556929,2.233924,2.107003,298,186,99,0.203539,0.99259,0.688442,0.66207,83,76,57,0.07598,1.11855146006431
"ADAMTS4",0.176331,0.196548,0.19162,24,29,18,1.74370833333333,0.02932,0.026379,0.464571,6,6,4,6.78070133333333,0.352629951438825
"ADAMTS5",0.116874,0.274268,0.109096,15,38,10,17.4511503333333,0.014722,0,0,1,0,0,3.28320166666667,4.30779397498989
"ADAMTS6",0.860627,0.362985,0.694859,13,27,21,0.272842666666667,0.791118,0.693934,0.622677,95,61,55,2.000755,0.424174138397392
"ADAMTS7",2.369279,2.937719,5.177745,151,167,164,0.111755666666667,5.459603,4.568133,3.862321,514,375,312,0.0611696666666667,1.04767003956954
"ADAMTS7P1",0.086825,0.074869,0,5,5,0,48.8895653333333,0.261941,0.082785,0.052621,22,9,6,12.012957,3.83383771523516
"ADAMTS8",0.211062,0.449382,0.148566,8,16,4,0.0922516666666667,0.317805,0.100515,0.182645,24,7,13,0.0121673333333333,1.07912163403811
"ADAMTS9",2.512999,1.057654,1.747753,43,41,29,35.3575743333333,11.270211,9.013448,9.75239,594,373,363,9.387062,3.50027508580707
"ADAMTS9.AS1",0.155837,0.017463,0,1,1,0,3.286701,0.376241,0.328325,0.127116,8,4,2,0.365410333333333,3.13949652741752
"ADAMTS9.AS2",0.04114,0.126266,0.115591,2,5,4,10.1319883333333,0.112101,0.18045,0.112638,7,1,5,0.0807746666666667,10.3000085740969
"ADAMTSL1",1.119975,1.214395,1.457011,21,44,54,30.8714383333333,2.699594,2.503845,1.528651,224,163,120,34.5146873333333,0.897415709568122
"ADAMTSL2",1.004098,1.776381,1.365861,47,95,46,18.2157803333333,0.864767,0.719934,0.473671,77,57,38,8.05587633333333,2.12191284708724
"ADAMTSL3",1.089258,0.855606,0.779536,33,31,23,50.048165,0.184832,0.214714,0.105793,11,12,8,6.332358,6.96203936032583
"ADAMTSL4",0.631448,0.521852,1.128889,18,20,28,10.992457,12.635359,12.932216,10.354914,763,595,511,26.473562,0.436508997267992
"ADAMTSL4.AS1",0.295683,0.509,0.412938,5,10,1,44.8085833333333,0.08272,0.116549,0.118662,2,2,2,35.3471303333333,1.26030811547516
"ADAMTSL5",5.476837,2.295622,2.572993,10,10,3,7.18383566666667,42.692522,31.619021,21.507695,494,357,323,1.36937866666667,3.45400073943436
"ADAP1",57.062331,75.582106,67.987821,602,900,577,7.23494233333333,2.559191,2.013888,2.267124,50,43,34,0.149163,7.1660350475375
"ADAP2",1.320459,15.044578,8.125916,24,52,21,0.789898333333333,3.159636,0.302603,0.075168,8,6,4,0.362491,1.31369552777474
"ADAR",90.499122,99.654405,78.045495,3324,3711,2823,56.4035133333333,31.090188,13.016808,8.388818,1562,1005,859,44.516069,1.26117027666281
"ADARB1",54.505339,78.157127,58.321949,1010,1399,747,34.824132,19.742685,2.826503,2.675535,369,269,279,44.1868456666667,0.79280001671873
"ADARB2",2.242743,3.617584,1.425322,203,287,100,48.1549696666667,0.115823,0.022508,0.083771,3,4,2,12.5098043333333,3.63846643917591
"ADARB2.AS1",0.185428,0,0,1,0,0,54.5969173333333,0,0,0,0,0,0,67.8977103333333,0.806948693423199
"ADAT1",50.081633,51.644642,49.027029,391,471,308,5.30926666666667,12.085066,7.251189,8.024499,134,77,60,2.451129,1.82817468331861
"ADAT2",0.865768,0.88184,1.068114,56,60,47,69.388276,0.527551,0.654778,0.610782,63,65,57,27.8647833333333,2.43855203024216
"ADAT3",0.355735,0.817905,0.128549,4,9,1,4.91689266666667,0.613159,0.450686,0.803128,20,11,23,1.174119,2.72151279054489
"ADCK1",7.036778,5.592912,6.381342,107,113,70,6.62487533333333,6.62267,6.828834,4.626745,191,206,136,3.44066566666667,1.71705683464724
"ADCK2",17.806512,18.725946,17.522527,309,351,205,49.3276083333333,8.450675,6.860918,7.832185,216,169,177,23.0130923333333,2.09584037052454
"ADCK5",4.463708,3.922499,4.011845,77,71,39,23.6285303333333,4.110263,2.199273,1.452022,128,66,57,29.7708966666667,0.800383901714921
"ADCY1",8.26322,11.820007,12.255044,1388,2194,1476,10.076362,0.4447,0.546407,0.45112,108,68,50,11.0456536666667,0.91953183334924
"ADCY10",0.159158,0.437994,0.487023,5,4,3,5.53383266666667,0.095948,0.039473,0.019977,1,4,2,25.735917,0.244384087019221
"ADCY10P1",1.185599,1.983642,1.550441,54,44,41,0.746210333333333,2.288528,3.3026,2.270997,123,92,65,0.306997666666667,1.33604701666134
"ADCY2",52.673477,62.126591,38.152904,1084,1239,619,2.677871,0.17816,0.66433,0.071804,11,16,10,0.306359666666667,2.81535865952179
"ADCY3",37.93581,32.768872,39.729462,493,498,442,2.282398,0.989079,0.854518,0.47374,27,19,13,0.281238,2.56189560409541
"ADCY4",0.052475,0.211763,0.531398,2,6,5,5.62129566666667,0.32983,0.401649,0.214958,5,3,3,13.106424,0.46938158577019
"ADCY5",24.033085,26.112757,35.668678,943,1141,775,4.26452733333333,29.485628,24.648613,19.357219,2001,1890,1434,4.10225266666667,1.03180451405843
"ADCY6",37.722233,35.042786,42.586132,1164,1229,962,2.87813366666667,52.569283,30.652688,27.231797,3885,2826,2457,7.463071,0.458241891940487
"ADCY6.DT",0.743155,0,0.891769,2,0,2,5.09499033333333,0,0.237433,0,0,1,0,2.357441,1.81536781534905
"ADCY7",19.699693,9.98426,9.347798,679,770,513,140.801953666667,1.115192,0.719433,0.654716,39,31,24,25.6021026666667,5.33047915209911
"ADCY8",16.629796,19.169303,14.310797,834,858,493,0.023474,0.108939,0,0.014524,9,0,1,0.565752666666667,0.653662626153386
"ADCY9",9.559925,7.271277,10.831919,523,645,494,302.890285333333,3.831584,2.220177,1.998618,528,363,299,721.500758333333,0.42060894999522
"ADCYAP1",30.770944,19.176885,8.504428,1000,630,186,49.77565,0,0,0,0,0,0,15.5946036666667,3.05976876699938
"ADCYAP1R1",12.345314,17.278545,14.464588,948,1221,693,2.32725933333333,0.006753,0,0,1,0,0,0.204278666666667,2.76286496259448
"ADD1",178.214398,172.875606,239.707079,3409,3808,2935,20.622838,153.183987,134.469754,126.62982,4224,3342,2845,8.32524566666667,2.31874191553917
"ADD2",58.077895,48.929165,56.121603,5598,5463,4263,4.55396833333333,5.559971,3.289912,3.736443,820,551,534,0.134467666666667,4.89566031410327
"ADD3",209.81734,182.717742,285.808152,1125,1260,1432,34.0845026666667,179.187635,64.000519,43.576139,1088,803,587,41.1872083333333,0.831638405401321
"ADD3.AS1",1.297797,1.643722,2.681188,24,41,37,45.7103353333333,0.259903,0.289781,0.213466,16,11,7,11.7062673333333,3.67616500644485
"ADGB",0.079156,0.085007,0.096214,7,8,6,1.32720533333333,0.054045,0.059068,0.038539,7,8,5,0.665349666666667,1.39742744716875
"ADGRA1",1.652268,2.280675,1.787079,77,123,63,0.226397,0,0,0,0,0,0,0,1.226397
"ADGRA2",0.432798,2.175161,1.219293,19,94,41,20.4346533333333,1.052057,0.576,0.480785,151,82,66,4.73969233333333,3.73446033141033
"ADGRA3",44.940705,26.692998,48.172702,427,350,324,521.269214333333,26.061508,22.676209,17.139068,503,415,325,153.096408,3.38923678437289
